tributary_group_id,year,trib_total_assignment_rescale,trib_total_assignment_individuals,n_reaches,mean_str_order,min_str_order,max_str_order,stream_order
3_550_3,2019,0,0,1,3,3,3,3
3_5517_4,2019,0,0,8,4,4,4,4
3_5519_3,2019,0,0,3,3,3,3,3
3_5521_4,2019,0.010815627458535544,2149.865532442944,17,4,4,4,4
3_5523_4,2019,0.01157134100748304,2300.081737421434,18,4,4,4,4
3_5560_3,2019,0.0017822189616991486,354.2587918927866,11,3,3,3,3
3_5571_4,2019,5.458273091400866e-4,108.49627754701156,1,4,4,4,4
3_5579_4,2019,0,0,1,4,4,4,4
3_5592_3,2019,0,0,1,3,3,3,3
3_559_3,2019,0,0,4,3,3,3,3
3_5607_4,2019,0,0,3,4,4,4,4
3_5611_4,2019,0,0,9,4,4,4,4
3_5614_4,2019,5.458273091400866e-4,108.49627754701156,1,4,4,4,4
3_5624_4,2019,0,0,1,4,4,4,4
3_5634_4,2019,0,0,21,4,4,4,4
3_565_3,2019,0,0,1,3,3,3,3
3_5660_3,2019,0,0,2,3,3,3,3
3_5664_4,2019,0,0,2,4,4,4,4
3_5665_4,2019,0.005575787001740125,1108.3214854838916,31,4,4,4,4
3_56_3,2019,0,0,1,3,3,3,3
3_5710_4,2019,0.012333022680983732,2451.4842503898603,19,4,4,4,4
3_5713_4,2019,0,0,2,4,4,4,4
3_5720_4,2019,0,0,10,4,4,4,4
3_5727_3,2019,0,0,1,3,3,3,3
3_5738_4,2019,0,0,3,4,4,4,4
3_5739_4,2019,0.001056853350713101,210.07496793464597,4,4,4,4,4
3_5743_4,2019,0.0010911269914795677,216.88767660435957,2,4,4,4,4
3_5748_4,2019,0,0,11,4,4,4,4
3_5764_4,2019,0,0,12,4,4,4,4
3_5768_4,2019,0,0,4,4,4,4,4
3_5786_4,2019,0,0,5,4,4,4,4
3_57_4,2019,0,0,1,4,4,4,4
3_5810_4,2019,0,0,6,4,4,4,4
3_5814_4,2019,0,0,20,4,4,4,4
3_5815_4,2019,0,0,19,4,4,4,4
3_5829_3,2019,0,0,1,3,3,3,3
3_5840_4,2019,0,0,7,4,4,4,4
3_5846_4,2019,4.433019417823599e-4,88.11690017584681,1,4,4,4,4
3_5856_4,2019,0.001636925830258203,325.378294983744,3,4,4,4,4
3_5864_4,2019,0.013178437827954713,2619.5308008138704,20,4,4,4,4
3_5870_4,2019,0.005923428589312652,1177.4235944120333,32,4,4,4,4
3_5871_4,2019,4.433019417823599e-4,88.11690017584681,1,4,4,4,4
3_5890_4,2019,0.001338195594436232,265.9984910884676,3,4,4,4,4
3_5897_4,2019,0,0,8,4,4,4,4
3_5900_4,2019,8.872062372490492e-4,176.3535326029425,2,4,4,4,4
3_5908_4,2019,0.0016112768498247965,320.27994454707414,5,4,4,4,4
3_5912_3,2019,0,0,1,3,3,3,3
3_5927_4,2019,0,0,1,4,4,4,4
3_5935_4,2019,0,0,1,4,4,4,4
3_5937_4,2019,0,0,1,4,4,4,4
3_5956_3,2019,0,0,1,3,3,3,3
3_5969_3,2019,0.004596947501986059,913.7536427597769,11,3,3,3,3
3_5972_4,2019,3.23067318434306e-4,64.21738315446075,1,4,4,4,4
3_5980_4,2019,0,0,18,4,4,4,4
3_5985_4,2019,0.006290512971484133,1250.3904253937874,33,4,4,4,4
3_5989_4,2019,0.014042356503307173,2791.25537158838,21,4,4,4,4
3_5998_4,2019,0,0,9,4,4,4,4
3_6002_4,2019,0,0,13,4,4,4,4
3_6003_3,2019,0,0,1,3,3,3,3
3_6006_4,2019,0,0,15,4,4,4,4
3_6008_4,2019,0,0,17,4,4,4,4
3_6017_4,2019,0,0,14,4,4,4,4
3_6018_4,2019,0,0,10,4,4,4,4
3_6030_4,2019,0,0,16,4,4,4,4
3_6036_4,2019,0.008196735660670513,1629.2979342141205,14,4,4,4,4
3_6039_3,2019,5.758926133738951e-4,114.47247833078262,3,3,3,3,3
3_6048_4,2019,0,0,11,4,4,4,4
3_604_4,2019,0,0,19,4,4,4,4
3_6050_4,2019,0.0066771542265217565,1327.2446542226357,34,4,4,4,4
3_6069_3,2019,0,0,1,3,3,3,3
3_6078_3,2019,0,0,3,3,3,3,3
3_6088_3,2019,0,0,1,3,3,3,3
3_6090_4,2019,0,0,1,4,4,4,4
3_6106_3,2019,0,0,9,3,3,3,3
3_6118_4,2019,0.009168904058306953,1822.5397352859063,15,4,4,4,4
3_6121_4,2019,0,0,12,4,4,4,4
3_6129_3,2019,0,0,3,3,3,3,3
3_6130_4,2019,0,0,13,4,4,4,4
3_6134_3,2019,0,0,5,3,3,3,3
3_6150_3,2019,0,0,5,3,3,3,3
3_6155_4,2019,3.23067318434306e-4,64.21738315446075,1,4,4,4,4
3_6158_3,2019,0,0,1,3,3,3,3
3_6160_4,2019,0.001636925830258203,325.378294983744,4,4,4,4,4
3_6163_4,2019,0.007486098000751292,1488.041644001338,36,4,4,4,4
3_6190_4,2019,0.007078742567413175,1407.069975094987,35,4,4,4,4
3_6191_4,2019,0.0021996471642039116,437.2326654174683,5,4,4,4,4
3_6214_4,2019,0,0,14,4,4,4,4
3_6225_4,2019,0.007901812723608547,1570.6749223225659,37,4,4,4,4
3_6229_3,2019,0,0,1,3,3,3,3
3_6248_4,2019,0,0,15,4,4,4,4
3_6266_4,2019,0,0,16,4,4,4,4
3_6269_3,2019,0,0,1,3,3,3,3
3_6275_4,2019,6.679991151308819e-4,132.7808561110259,2,4,4,4,4
3_6288_4,2019,0.0027617363277207953,548.9613768063733,6,4,4,4,4
3_6300_4,2019,0,0,17,4,4,4,4
3_6311_3,2019,0,0,2,3,3,3,3
3_6335_4,2019,0,0,18,4,4,4,4
3_6338_3,2019,0,0,5,3,3,3,3
3_6342_4,2019,0.003323818570304329,660.6887124936727,7,4,4,4,4
3_6349_3,2019,0.0014756041568390421,293.31174067152375,8,3,3,3,3
3_6366_4,2019,0,0,19,4,4,4,4
3_6379_3,2019,6.413232155685535e-4,127.47838085142367,3,3,3,3,3
3_6386_3,2019,5.96935979045066e-5,11.865535229870394,4,3,3,3,3
3_6401_3,2019,0,0,1,3,3,3,3
3_6405_3,2019,0,0,8,3,3,3,3
3_6429_4,2019,5.564552713082907e-4,110.60884009903415,1,4,4,4,4
3_6430_3,2019,0,0,9,3,3,3,3
3_6431_4,2019,0,0,20,4,4,4,4
3_645_3,2019,0,0,2,3,3,3,3
3_6462_4,2019,6.679991151308819e-4,132.7808561110259,3,4,4,4,4
3_6468_4,2019,0,0,35,4,4,4,4
3_6470_4,2019,0.00388572393753849,772.3808899602759,8,4,4,4,4
3_6472_4,2019,0,0,34,4,4,4,4
3_6478_3,2019,0,0,1,3,3,3,3
3_6483_3,2019,0,0,1,3,3,3,3
3_6508_4,2019,0,0,21,4,4,4,4
3_6523_4,2019,0,0,22,4,4,4,4
3_6537_3,2019,0,0,3,3,3,3,3
3_6540_4,2019,0,0,23,4,4,4,4
3_6548_4,2019,5.564552713082907e-4,110.60884009903415,1,4,4,4,4
3_6571_4,2019,0,0,27,4,4,4,4
3_6578_4,2019,0,0,24,4,4,4,4
3_6580_4,2019,0,0,25,4,4,4,4
3_6581_4,2019,0,0,33,4,4,4,4
3_6583_4,2019,0,0,1,4,4,4,4
3_6593_4,2019,0,0,30,4,4,4,4
3_6594_4,2019,0,0,32,4,4,4,4
3_6597_4,2019,0,0,28,4,4,4,4
3_6601_4,2019,0,0,26,4,4,4,4
3_6604_4,2019,0,0,29,4,4,4,4
3_6611_4,2019,0,0,31,4,4,4,4
3_6641_3,2019,0,0,10,3,3,3,3
3_6662_3,2019,0,0,1,3,3,3,3
3_6675_4,2019,6.679991151308819e-4,132.7808561110259,4,4,4,4,4
3_6677_4,2019,0.0044466144312095305,883.8713369492432,9,4,4,4,4
3_6695_4,2019,8.743712322208414e-4,173.8022673134655,3,4,4,4,4
3_6712_3,2019,0,0,7,3,3,3,3
3_6721_3,2019,0,0,1,3,3,3,3
3_6727_4,2019,0.005006086658916816,995.079869539531,10,4,4,4,4
3_6756_4,2019,4.3672052451603887e-4,86.80868554015112,2,4,4,4,4
3_6769_4,2019,0.0013408723818710104,266.53056683402826,4,4,4,4,4
3_6786_3,2019,0,0,4,3,3,3,3
3_6790_4,2019,0.0055649256147460085,1106.1625241455229,11,4,4,4,4
3_6801_4,2019,0,0,1,4,4,4,4
3_6813_3,2019,0,0,11,3,3,3,3
3_6831_4,2019,0.0011054498038775475,219.73467931595565,5,4,4,4,4
3_6840_4,2019,0,0,1,4,4,4,4
3_6848_4,2019,0.0018094930057660486,359.68016272814054,5,4,4,4,4
3_6853_3,2019,0.007384748234037922,1467.895945472654,15,3,3,3,3
3_6857_4,2019,0,0,1,4,4,4,4
3_6872_4,2019,7.79679127048549e-4,154.9799387999483,1,4,4,4,4
3_687_4,2019,0,0,20,4,4,4,4
3_6885_4,2019,0.007895222664741006,1569.3649899612283,15,4,4,4,4
3_6888_4,2019,0.008503538957932457,1690.2824528240658,16,4,4,4,4
3_6891_4,2019,0.006122282430908983,1216.950567921502,12,4,4,4,4
3_6918_4,2019,0.0066793679439038365,1327.684683681541,13,4,4,4,4
3_6925_4,2019,0.009112190954074433,1811.266644705191,17,4,4,4,4
3_6933_4,2019,0.001544466310161713,306.99974633608434,6,4,4,4,4
3_6938_4,2019,0.007287457691231925,1448.5571151169343,14,4,4,4,4
3_6945_4,2019,0,0,1,4,4,4,4
3_694_4,2019,0,0,21,4,4,4,4
3_697_3,2019,0,0,20,3,3,3,3
3_6985_3,2019,0,0,1,3,3,3,3
3_6988_4,2019,7.79679127048549e-4,154.9799387999483,1,4,4,4,4
3_7006_4,2019,0.0022804987062717955,453.3038498404699,6,4,4,4,4
3_7013_3,2019,6.216110391120352e-4,123.56011268845569,5,3,3,3,3
3_7029_3,2019,0,0,1,3,3,3,3
3_7040_4,2019,0.004075419461548551,810.0874280498517,7,4,4,4,4
3_7074_4,2019,0.004075419461548551,810.0874280498517,6,4,4,4,4
3_7075_3,2019,0,0,1,3,3,3,3
3_7079_4,2019,0.004075419461548551,810.0874280498517,8,4,4,4,4
3_7080_4,2019,0.0015720796826443114,312.4885668379403,2,4,4,4,4
3_7084_4,2019,0.0027708150330970813,550.7659873888392,7,4,4,4,4
3_7087_3,2019,2.220551837997132e-4,44.138797104604194,4,3,3,3,3
3_708_4,2019,0,0,22,4,4,4,4
3_7096_4,2019,0.0023925340325387113,475.57355978384976,3,4,4,4,4
3_7143_4,2019,0.0019835412942924013,394.27643723167785,7,4,4,4,4
3_7158_4,2019,0.005025782376219758,998.9948660507062,9,4,4,4,4
3_7162_4,2019,0.004075419461548551,810.0874280498517,5,4,4,4,4
3_7182_3,2019,0.0011914214767658928,236.82361262266357,5,3,3,3,3
3_7185_4,2019,0.003217828555676693,639.620653326079,4,4,4,4,4
3_71_4,2019,0,0,1,4,4,4,4
3_7201_4,2019,0.0032555697251386868,647.1226165447174,8,4,4,4,4
3_7202_4,2019,0.007982769543011234,1586.767033142515,12,4,4,4,4
3_7212_4,2019,0.008990067503483284,1786.9916779373875,13,4,4,4,4
3_7219_4,2019,0.005996450480273299,1191.9384477658446,10,4,4,4,4
3_7222_3,2019,0,0,3,3,3,3,3
3_7223_4,2019,0.006985588394004835,1388.553347429917,11,4,4,4,4
3_7230_3,2019,0.0031691708342660003,629.94876341039,16,3,3,3,3
3_7231_3,2019,0,0,4,3,3,3,3
3_7234_4,2019,0.0037552787643131682,746.4517810975858,9,4,4,4,4
3_724_4,2019,0,0,14,4,4,4,4
3_7252_4,2019,0.004248920050394869,844.5748340971898,10,4,4,4,4
3_7253_4,2019,0.010003650799637373,1988.4656840471207,14,4,4,4,4
3_726_4,2019,0,0,23,4,4,4,4
3_7288_4,2019,7.364273866596661e-4,146.38261735588847,1,4,4,4,4
3_730_3,2019,0,0,1,3,3,3,3
3_7344_4,2019,4.4257832092481185e-4,87.97306316350856,1,4,4,4,4
3_7352_4,2019,0.0024238306197578298,481.7945076117429,8,4,4,4,4
3_7354_3,2019,0,0,1,3,3,3,3
3_7359_3,2019,0.002091609973236707,415.75768082015315,9,3,3,3,3
3_7362_3,2019,0,0,1,3,3,3,3
3_7395_3,2019,0.004113819925718505,817.7204419147698,14,3,3,3,3
3_7400_4,2019,7.364273866596661e-4,146.38261735588847,1,4,4,4,4
3_7402_3,2019,0,0,10,3,3,3,3
3_7405_3,2019,0,0,6,3,3,3,3
3_7427_3,2019,0,0,6,3,3,3,3
3_747_4,2019,0,0,15,4,4,4,4
3_7491_3,2019,1.7647690765566045e-6,0.3507902084234625,1,3,3,3,3
3_7533_4,2019,0.0015222666574258399,302.5870325631639,2,4,4,4,4
3_7537_4,2019,0,0,2,4,4,4,4
3_7560_3,2019,0.006561381108863388,1304.231968533211,19,3,3,3,3
3_756_4,2019,0,0,13,4,4,4,4
3_758_4,2019,0,0,12,4,4,4,4
3_7618_4,2019,7.922520764013055e-4,157.4791142345931,1,4,4,4,4
3_7621_4,2019,0.004743093682042849,942.803703554385,11,4,4,4,4
3_7639_4,2019,7.922520764013055e-4,157.4791142345931,1,4,4,4,4
3_7640_3,2019,1.077692175308396e-4,21.421718445475108,5,3,3,3,3
3_7642_4,2019,0,0,1,4,4,4,4
3_7647_3,2019,0,0,1,3,3,3,3
3_7673_4,2019,0.002827688870781262,562.0710276006746,9,4,4,4,4
3_7681_4,2019,0.0032187935810436418,639.8124752783689,10,4,4,4,4
3_768_4,2019,0,0,9,4,4,4,4
3_7696_4,2019,0.007718405474879674,1534.2183298637322,15,4,4,4,4
3_7719_4,2019,0,0,1,4,4,4,4
3_772_4,2019,0,0,2,4,4,4,4
3_7743_4,2019,0.005238119587690253,1041.2019829235421,12,4,4,4,4
3_7757_4,2019,0,0,1,4,4,4,4
3_775_4,2019,0,0,1,4,4,4,4
3_7772_4,2019,4.4257832092481185e-4,87.97306316350856,1,4,4,4,4
3_777_4,2019,0,0,3,4,4,4,4
3_7808_4,2019,0.003243010231522842,644.6261157607214,4,4,4,4,4
3_7818_4,2019,0.005734680138852061,1139.9053099201794,13,4,4,4,4
3_782_4,2019,0,0,10,4,4,4,4
3_7835_4,2019,0.0062322957586883904,1238.8183571375257,14,4,4,4,4
3_7837_4,2019,0.006730557964487445,1337.859928833027,15,4,4,4,4
3_7841_4,2019,0,0,8,4,4,4,4
3_7842_4,2019,0,0,9,4,4,4,4
3_785_3,2019,0,0,1,3,3,3,3
3_787_4,2019,0,0,11,4,4,4,4
3_788_4,2019,0,0,1,4,4,4,4
3_7910_4,2019,0.006473830400753079,1286.8291640792925,13,4,4,4,4
3_7915_3,2019,0,0,4,3,3,3,3
3_7929_4,2019,0.0070937756383128705,1410.058158730002,14,4,4,4,4
3_7933_4,2019,0,0,7,4,4,4,4
3_7941_4,2019,0.0032187935810436418,639.8124752783689,11,4,4,4,4
3_7944_3,2019,0,0,3,3,3,3,3
3_795_4,2019,0,0,16,4,4,4,4
3_7962_4,2019,0,0,2,4,4,4,4
3_7971_3,2019,0,0,6,3,3,3,3
3_7978_3,2019,9.7427667577578e-5,19.36608719506549,2,3,3,3,3
3_7981_4,2019,0.005855681641469364,1163.9572626014315,12,4,4,4,4
3_7985_4,2019,0,0,1,4,4,4,4
3_7988_4,2019,0.003557249097334613,707.0886320735905,12,4,4,4,4
3_7993_4,2019,0.00525223594671021,1044.0079480713753,11,4,4,4,4
3_7997_4,2019,0.002891777787725721,574.8102379773924,7,4,4,4,4
3_79_4,2019,0,0,24,4,4,4,4
3_8001_4,2019,0,0,4,4,4,4,4
3_8005_4,2019,0,0,5,4,4,4,4
3_8011_4,2019,0,0,2,4,4,4,4
3_8021_4,2019,0,0,3,4,4,4,4
3_8031_4,2019,0,0,6,4,4,4,4
3_8032_4,2019,0.007229318788658921,1437.0006128968882,16,4,4,4,4
3_8054_4,2019,0.003465042682553412,688.7603941818719,8,4,4,4,4
3_8066_3,2019,0.0033975764740821314,675.3498660592015,8,3,3,3,3
3_8072_4,2019,0.002434660610260964,483.94722814401285,3,4,4,4,4
3_8074_4,2019,0,0,1,4,4,4,4
3_8085_4,2019,1.833798945900708e-4,36.45115516724673,1,4,4,4,4
3_8110_4,2019,0.003924465349235983,780.0816753290335,13,4,4,4,4
3_8114_4,2019,0.004046147422896361,804.2689078388012,9,4,4,4,4
3_8117_4,2019,0.004649154243252486,924.1309855482695,10,4,4,4,4
3_8119_3,2019,0,0,12,3,3,3,3
3_8122_4,2019,0,0,1,4,4,4,4
3_8134_3,2019,4.3729307698326634e-4,86.92249408427179,3,3,3,3,3
3_8135_4,2019,0.002891777787725721,574.8102379773924,6,4,4,4,4
3_8145_4,2019,0,0,2,4,4,4,4
3_8157_4,2019,1.833798945900708e-4,36.45115516724673,1,4,4,4,4
3_815_4,2019,0,0,6,4,4,4,4
3_8174_4,2019,0,0,1,4,4,4,4
3_818_4,2019,0,0,29,4,4,4,4
3_8191_4,2019,0.0016344005199007852,324.87632894275873,2,4,4,4,4
3_81_4,2019,0,0,2,4,4,4,4
3_8200_3,2019,0,0,11,3,3,3,3
3_8210_4,2019,7.218908667993592e-5,14.34931351571758,1,4,4,4,4
3_8219_4,2019,7.218908667993592e-5,14.34931351571758,1,4,4,4,4
3_8221_3,2019,0,0,1,3,3,3,3
3_8225_4,2019,0.0023825262681785994,473.5842764309329,5,4,4,4,4
3_8227_3,2019,0,0,6,3,3,3,3
3_8228_3,2019,0,0,1,3,3,3,3
3_822_4,2019,0,0,8,4,4,4,4
3_8239_4,2019,0,0,3,4,4,4,4
3_823_4,2019,0,0,5,4,4,4,4
3_8252_4,2019,0,0,12,4,4,4,4
3_825_4,2019,0,0,28,4,4,4,4
3_8267_3,2019,0,0,3,3,3,3,3
3_8269_4,2019,0.0018717605143764792,372.0573244846703,4,4,4,4,4
3_8272_4,2019,0,0,4,4,4,4,4
3_8275_4,2019,0,0,5,4,4,4,4
3_827_4,2019,0,0,30,4,4,4,4
3_8280_4,2019,0,0,1,4,4,4,4
3_8287_3,2019,0,0,1,3,3,3,3
3_8289_4,2019,0.0014001366180170657,278.3107561097242,3,4,4,4,4
3_8295_4,2019,0,0,1,4,4,4,4
3_8297_3,2019,0,0,1,3,3,3,3
3_829_4,2019,0,0,34,4,4,4,4
3_8322_3,2019,0,0,1,3,3,3,3
3_8325_4,2019,0.006126486692790765,1217.7862658727918,18,4,4,4,4
3_8326_4,2019,0.004870918455564767,968.211945086431,16,4,4,4,4
3_8340_3,2019,0,0,1,3,3,3,3
3_8342_4,2019,0.0054991898447711305,1093.095962204537,17,4,4,4,4
3_834_4,2019,0,0,33,4,4,4,4
3_8351_4,2019,0,0,4,4,4,4,4
3_8353_3,2019,0,0,5,3,3,3,3
3_8367_4,2019,0.007731307539270418,1536.7829248109379,17,4,4,4,4
3_8368_4,2019,0.0012286855103023778,244.23073362484485,2,4,4,4,4
3_8370_4,2019,0.004241575029558175,843.1148349253968,15,4,4,4,4
3_8375_4,2019,0,0,1,4,4,4,4
3_8378_3,2019,8.643557762122876e-4,171.81145506082126,1,3,3,3,3
3_837_3,2019,0,0,1,3,3,3,3
3_8380_4,2019,0.0036607690314747936,727.6657034623707,13,4,4,4,4
3_8387_4,2019,0.002013689246346205,400.26906625322056,3,4,4,4,4
3_8392_3,2019,0,0,1,3,3,3,3
3_8393_4,2019,0.003076362559356481,611.5008913735252,12,4,4,4,4
3_8398_4,2019,0.004241575029558175,843.1148349253968,14,4,4,4,4
3_83_4,2019,0,0,23,4,4,4,4
3_8401_4,2019,0.003076362559356481,611.5008913735252,11,4,4,4,4
3_840_4,2019,0,0,4,4,4,4,4
3_8413_3,2019,0,0,1,3,3,3,3
3_8419_4,2019,0.0025052232668957937,497.97324965394444,10,4,4,4,4
3_841_4,2019,0,0,31,4,4,4,4
3_8428_4,2019,0,0,3,4,4,4,4
3_842_3,2019,0,0,1,3,3,3,3
3_8443_3,2019,0,0,2,3,3,3,3
3_8444_4,2019,0,0,11,4,4,4,4
3_8446_3,2019,0,0,1,3,3,3,3
3_8453_3,2019,0,0,4,3,3,3,3
3_8456_4,2019,0.001936587396995333,384.94322325035023,9,4,4,4,4
3_8468_4,2019,0,0,1,4,4,4,4
3_8472_4,2019,0,0,2,4,4,4,4
3_8480_4,2019,0,0,1,4,4,4,4
3_8487_4,2019,0.0013675363336768716,271.8306671902865,8,4,4,4,4
3_848_4,2019,0,0,32,4,4,4,4
3_8494_4,2019,0.004296032983811663,853.9396603241797,14,4,4,4,4
3_8495_4,2019,4.522452636251622e-4,89.894600031828,1,4,4,4,4
3_8500_4,2019,4.522452636251622e-4,89.894600031828,1,4,4,4,4
3_8505_3,2019,0,0,2,3,3,3,3
3_8510_4,2019,9.267543917078129e-4,184.2146774573288,2,4,4,4,4
3_8513_3,2019,0,0,1,3,3,3,3
3_852_4,2019,0,0,7,4,4,4,4
3_8538_4,2019,0,0,1,4,4,4,4
3_8554_4,2019,0,0,3,4,4,4,4
3_855_4,2019,0,0,3,4,4,4,4
3_8571_4,2019,0.0013675363336768716,271.8306671902865,7,4,4,4,4
3_8579_3,2019,0,0,10,3,3,3,3
3_861_3,2019,0,0,2,3,3,3,3
3_8645_3,2019,5.261636044226213e-4,104.58764430550212,3,3,3,3,3
3_8650_3,2019,0,0,7,3,3,3,3
3_8664_4,2019,0,0,2,4,4,4,4
3_8665_4,2019,8.088795956212411e-4,160.7842327400166,1,4,4,4,4
3_8673_3,2019,0,0,1,3,3,3,3
3_8675_3,2019,0,0,4,3,3,3,3
3_8693_4,2019,0,0,2,4,4,4,4
3_8701_4,2019,0,0,3,4,4,4,4
3_8705_4,2019,3.887988787078076e-4,77.28310831626575,4,4,4,4,4
3_8706_4,2019,7.68327214199194e-4,152.7234736752306,5,4,4,4,4
3_870_4,2019,0,0,27,4,4,4,4
3_8714_4,2019,0,0,2,4,4,4,4
3_8716_4,2019,0,0,22,4,4,4,4
3_8720_3,2019,0.01237835604225055,2460.495343942312,26,3,3,3,3
3_8722_4,2019,7.68327214199194e-4,152.7234736752306,6,4,4,4,4
3_8728_3,2019,0.001586068190334982,315.26911846564576,9,3,3,3,3
3_8733_3,2019,0,0,12,3,3,3,3
3_873_4,2019,0,0,2,4,4,4,4
3_8740_3,2019,0,0,1,3,3,3,3
3_8763_3,2019,0,0,1,3,3,3,3
3_8787_4,2019,0.0027940415955176818,555.3828241074317,4,4,4,4,4
3_8790_4,2019,0,0,1,4,4,4,4
3_87_4,2019,0,0,22,4,4,4,4
3_8813_4,2019,0,0,1,4,4,4,4
3_8830_4,2019,0.0037663665753222423,748.6557496431034,5,4,4,4,4
3_8841_4,2019,0,0,8,4,4,4,4
3_8843_3,2019,7.733644632019108e-4,153.72474780849663,4,3,3,3,3
3_8848_4,2019,5.012115455904252e-4,99.62782376319116,3,4,4,4,4
3_8864_4,2019,0,0,1,4,4,4,4
3_8875_3,2019,0,0,1,3,3,3,3
3_8883_3,2019,0.0012963525148383737,257.6811747844829,3,3,3,3,3
3_8889_3,2019,0,0,1,3,3,3,3
3_888_4,2019,0,0,4,4,4,4,4
3_8904_4,2019,0,0,21,4,4,4,4
3_890_4,2019,0,0,26,4,4,4,4
3_891_4,2019,0,0,5,4,4,4,4
3_8922_4,2019,0,0,1,4,4,4,4
3_8929_4,2019,8.088795956212411e-4,160.7842327400166,1,4,4,4,4
3_8941_4,2019,0,0,9,4,4,4,4
3_8942_4,2019,0,0,10,4,4,4,4
3_8959_3,2019,0.0076066418704513195,1512.0026311570907,14,3,3,3,3
3_8977_3,2019,0,0,4,3,3,3,3
3_8985_4,2019,0,0,7,4,4,4,4
3_8988_4,2019,0.0010255289798620552,203.84849744310014,4,4,4,4,4
3_898_4,2019,0,0,22,4,4,4,4
3_900_4,2019,0,0,25,4,4,4,4
3_901_4,2019,0,0,18,4,4,4,4
3_9028_4,2019,0,0,6,4,4,4,4
3_903_4,2019,0,0,1,4,4,4,4
3_905_4,2019,0,0,21,4,4,4,4
3_9063_3,2019,0,0,6,3,3,3,3
3_9071_3,2019,0,0,1,3,3,3,3
3_9104_3,2019,0,0,1,3,3,3,3
3_910_4,2019,0,0,17,4,4,4,4
3_9120_4,2019,0.0015680400090815165,311.6855847651694,5,4,4,4,4
3_9129_4,2019,0,0,5,4,4,4,4
3_9167_3,2019,0,0,1,3,3,3,3
3_9193_4,2019,0,0,1,4,4,4,4
3_9206_4,2019,0,0,4,4,4,4,4
3_920_3,2019,0,0,30,3,3,3,3
3_9215_4,2019,0.0015680400090815165,311.6855847651694,6,4,4,4,4
3_927_4,2019,0,0,19,4,4,4,4
3_9300_3,2019,2.960730219018705e-4,58.85161885552241,1,3,3,3,3
3_9307_3,2019,0.0018595478667932787,369.6297676739672,7,3,3,3,3
3_9310_3,2019,3.53948620238708e-4,70.35578303932894,1,3,3,3,3
3_931_4,2019,0,0,1,4,4,4,4
3_9329_3,2019,0,0,2,3,3,3,3
3_9381_4,2019,0,0,3,4,4,4,4
3_9387_3,2019,0,0,3,3,3,3,3
3_9402_3,2019,0,0,4,3,3,3,3
3_940_4,2019,0,0,20,4,4,4,4
3_9418_4,2019,0,0,1,4,4,4,4
3_942_4,2019,0,0,24,4,4,4,4
3_9432_3,2019,0,0,2,3,3,3,3
3_9450_4,2019,0,0,1,4,4,4,4
3_9451_3,2019,0,0,1,3,3,3,3
3_9469_4,2019,0,0,1,4,4,4,4
3_9470_4,2019,0,0,1,4,4,4,4
3_9478_3,2019,0,0,2,3,3,3,3
3_949_4,2019,0,0,23,4,4,4,4
3_950_4,2019,0,0,8,4,4,4,4
3_9511_4,2019,0,0,1,4,4,4,4
3_9512_3,2019,0,0,5,3,3,3,3
3_9514_3,2019,0,0,1,3,3,3,3
3_9528_3,2019,0,0,7,3,3,3,3
3_9552_3,2019,3.2342757308532046e-4,64.28899241246148,1,3,3,3,3
3_9556_4,2019,0,0,2,4,4,4,4
3_9562_3,2019,0,0,12,3,3,3,3
3_956_4,2019,0,0,7,4,4,4,4
3_959_4,2019,0,0,6,4,4,4,4
3_95_4,2019,0,0,21,4,4,4,4
3_9630_3,2019,0,0,1,3,3,3,3
3_9678_4,2019,0,0,20,4,4,4,4
3_9708_4,2019,0,0,1,4,4,4,4
3_9757_4,2019,0.002433638646339233,483.74408828743475,4,4,4,4,4
3_9798_4,2019,0.0018167194069258845,361.11658339228575,3,4,4,4,4
3_981_3,2019,0,0,9,3,3,3,3
3_9822_3,2019,0,0,7,3,3,3,3
3_9844_4,2019,0,0,19,4,4,4,4
3_9859_3,2019,0,0,6,3,3,3,3
3_9924_3,2019,1.104272244051331e-6,0.2195006110390592,9,3,3,3,3
3_9975_4,2019,0.0012129056996257733,241.09411753741347,2,4,4,4,4
3_9977_4,2019,0,0,18,4,4,4,4
3_9981_4,2019,6.054799636093136e-4,120.3536742864777,1,4,4,4,4
3_9982_3,2019,0,0,2,3,3,3,3
3_99_3,2019,0,0,1,3,3,3,3
4_10286_4,2019,8.712426994860968e-4,173.1803963476494,2,4,4,4,4
4_10395_4,2019,0.0050618937096871056,1006.1728602493448,9,4,4,4,4
4_10587_4,2019,4.762403095704517e-4,94.66419129455696,1,4,4,4,4
4_10718_4,2019,0.0030693304592415123,610.1030927052724,9,4,4,4,4
4_1075_4,2019,0,0,10,4,4,4,4
4_10889_4,2019,0.0013671911624304753,271.7620561209553,2,4,4,4,4
4_10948_4,2019,0,0,1,4,4,4,4
4_11057_4,2019,5.104814139645064e-4,101.47043257938078,1,4,4,4,4
4_11200_4,2019,0.004848477613898224,963.7512892250054,7,4,4,4,4
4_11311_4,2019,0,0,11,4,4,4,4
4_1140_4,2019,4.589369175946673e-4,91.2247268579624,1,4,4,4,4
4_11553_4,2019,0,0,4,4,4,4,4
4_11571_4,2019,4.954642554761722e-4,98.48541191802065,1,4,4,4,4
