tributary_group_id,year,trib_total_assignment_rescale,trib_total_assignment_individuals,n_reaches,mean_str_order,min_str_order,max_str_order,stream_order
3_16624_4,2018,0,0,11,4,4,4,4
3_16626_4,2018,1.8592858082769505e-6,0.2717216058790184,12,4,4,4,4
3_16634_3,2018,0,0,1,3,3,3,3
3_16649_3,2018,4.219379979743675e-5,6.1663284837968,1,3,3,3,3
3_16675_3,2018,0,0,1,3,3,3,3
3_16691_4,2018,1.7466936473442414e-5,2.5526704970382945,1,4,4,4,4
3_16693_3,2018,0,0,1,3,3,3,3
3_16697_3,2018,0,0,3,3,3,3,3
3_16707_3,2018,0,0,1,3,3,3,3
3_16725_4,2018,0.004638252152096827,677.8480842638867,38,4,4,4,4
3_16726_3,2018,0,0,1,3,3,3,3
3_1672_4,2018,4.965157968551724e-4,72.56230809980546,2,4,4,4,4
3_16741_4,2018,0.004636170719656204,677.5438974827167,37,4,4,4,4
3_16747_3,2018,0,0,1,3,3,3,3
3_16748_4,2018,0.004632649506462516,677.0292968229514,36,4,4,4,4
3_16755_4,2018,0.004628048656894893,676.3569148645903,35,4,4,4,4
3_16765_4,2018,0.0046218062191025165,675.4446262782991,34,4,4,4,4
3_1676_3,2018,0,0,2,3,3,3,3
3_16774_4,2018,0.004611791891668151,673.9811024240587,33,4,4,4,4
3_16782_4,2018,0.004596688009085084,671.7737757117214,32,4,4,4,4
3_16786_4,2018,0.004576555762401015,668.8315887845716,31,4,4,4,4
3_16787_3,2018,0,0,3,3,3,3,3
3_16796_4,2018,0.004540730045751892,663.5959110763188,30,4,4,4,4
3_16806_4,2018,0.004490865150350201,656.3085056676296,29,4,4,4,4
3_16808_3,2018,5.9481799460425874e-5,8.69284861854502,1,3,3,3,3
3_16812_3,2018,1.6822335880733669e-4,24.584666326180606,1,3,3,3,3
3_16816_4,2018,0.004427956112856699,647.1147902012166,28,4,4,4,4
3_16819_4,2018,0.004427956112856699,647.1147902012166,27,4,4,4,4
3_16829_4,2018,0.004339320424861484,634.161304850532,26,4,4,4,4
3_1682_4,2018,0.0017351537006483307,253.58056727384903,5,4,4,4,4
3_1683_4,2018,0,0,1,4,4,4,4
3_16843_3,2018,7.017925896654589e-5,10.256207443147916,2,3,3,3,3
3_16857_3,2018,0,0,2,3,3,3,3
3_16859_4,2018,0.004283626263958978,626.0219930937571,25,4,4,4,4
3_16862_4,2018,0.004222079844130527,617.0274146607677,24,4,4,4,4
3_16872_4,2018,0.004222079844130527,617.0274146607677,23,4,4,4,4
3_16888_4,2018,0.00408817698655703,597.4584493464041,22,4,4,4,4
3_16899_4,2018,0.003941701312723758,576.0520549453882,21,4,4,4,4
3_16906_4,2018,0.0037821123694712117,552.7292480116314,20,4,4,4,4
3_16913_4,2018,0.0037821123694712117,552.7292480116314,19,4,4,4,4
3_16914_4,2018,0.0036032044989445563,526.5831150892544,18,4,4,4,4
3_1691_4,2018,0,0,1,4,4,4,4
3_16920_4,2018,0.0034117990203886414,498.61054423665723,17,4,4,4,4
3_16922_4,2018,0.0032113358554011133,469.3142559158849,16,4,4,4,4
3_16925_4,2018,0.003005355142794585,439.2116166334291,15,4,4,4,4
3_16932_4,2018,0.00278215399591076,406.5923314243863,14,4,4,4,4
3_16938_3,2018,0,0,1,3,3,3,3
3_16940_4,2018,0.0025406301068825127,371.2953057101312,13,4,4,4,4
3_16942_4,2018,0.0025406301068825127,371.2953057101312,12,4,4,4,4
3_16948_3,2018,0,0,1,3,3,3,3
3_16949_4,2018,0.0022782310840973883,332.9475253232447,11,4,4,4,4
3_16959_4,2018,0.002004951087206857,293.0095667376717,10,4,4,4,4
3_16961_4,2018,0.0011810669000908202,172.60465997997272,5,4,4,4,4
3_16962_4,2018,0.0011810669000908202,172.60465997997272,6,4,4,4,4
3_16963_4,2018,7.05962609927463e-4,103.17149370262925,3,4,4,4,4
3_16965_4,2018,0.0017205771941198168,251.45031288025237,9,4,4,4,4
3_16966_4,2018,9.440381824746536e-4,137.9645721013933,4,4,4,4,4
3_16971_4,2018,0.0014542821518056194,212.53315651132863,7,4,4,4,4
3_16975_4,2018,4.613907380703068e-4,67.42902663380885,2,4,4,4,4
3_16976_4,2018,0.0017205771941198168,251.45031288025237,8,4,4,4,4
3_16977_4,2018,2.279634221498277e-4,33.315258403242275,1,4,4,4,4
3_16986_4,2018,2.279634221498277e-4,33.315258403242275,1,4,4,4,4
3_16988_3,2018,0,0,1,3,3,3,3
3_16994_3,2018,0,0,3,3,3,3,3
3_169_4,2018,0,0,4,4,4,4,4
3_1700_3,2018,0,0,5,3,3,3,3
3_171_4,2018,0,0,12,4,4,4,4
3_1744_4,2018,0,0,1,4,4,4,4
3_175_4,2018,0,0,5,4,4,4,4
3_1770_3,2018,0,0,13,3,3,3,3
3_1775_4,2018,0,0,2,4,4,4,4
3_1783_3,2018,0,0,6,3,3,3,3
3_1787_4,2018,0,0,3,4,4,4,4
3_180_3,2018,0,0,1,3,3,3,3
3_1837_3,2018,0,0,1,3,3,3,3
3_1840_3,2018,0,0,1,3,3,3,3
3_1858_3,2018,0,0,6,3,3,3,3
3_185_4,2018,0,0,11,4,4,4,4
3_1868_4,2018,0,0,1,4,4,4,4
3_1874_4,2018,0,0,1,4,4,4,4
3_1880_3,2018,0,0,1,3,3,3,3
3_1882_4,2018,0,0,4,4,4,4,4
3_1905_3,2018,0,0,1,3,3,3,3
3_1916_4,2018,0,0,5,4,4,4,4
3_1925_4,2018,7.643953118444501e-4,111.71102405888345,3,4,4,4,4
3_1928_4,2018,0.0049177692179915794,718.6975468249433,11,4,4,4,4
3_1937_4,2018,0.004266289122958629,623.4882912965428,10,4,4,4,4
3_1944_3,2018,0,0,1,3,3,3,3
3_1946_4,2018,0,0,6,4,4,4,4
3_1952_4,2018,0.0010763598296903867,157.30245459044218,4,4,4,4,4
3_1964_4,2018,0.0049177692179915794,718.6975468249433,12,4,4,4,4
3_1971_4,2018,0.003655923444447421,534.2876199418793,9,4,4,4,4
3_2018_4,2018,0,0,7,4,4,4,4
3_201_4,2018,0,0,6,4,4,4,4
3_2022_3,2018,0,0,4,3,3,3,3
3_2040_4,2018,0.0030652688861999575,447.96759083592036,8,4,4,4,4
3_2045_4,2018,0,0,8,4,4,4,4
3_2048_4,2018,0.0024810955588735126,362.5947482604517,7,4,4,4,4
3_204_3,2018,0,0,3,3,3,3,3
3_205_4,2018,0,0,7,4,4,4,4
3_206_4,2018,0,0,10,4,4,4,4
3_2095_4,2018,0,0,9,4,4,4,4
3_2102_3,2018,0,0,3,3,3,3,3
3_210_4,2018,0,0,9,4,4,4,4
3_2114_3,2018,8.726102185163552e-4,127.52587516463569,3,3,3,3,3
3_2115_4,2018,0,0,10,4,4,4,4
3_211_4,2018,0,0,1,4,4,4,4
3_2124_4,2018,0,0,11,4,4,4,4
3_2125_3,2018,0,0,7,3,3,3,3
3_2130_4,2018,0.0014066152955325034,205.56697913500662,5,4,4,4,4
3_2147_4,2018,0.005588682266840073,816.7467925228087,13,4,4,4,4
3_2158_3,2018,5.4927243088095685e-5,8.027232086623568,12,3,3,3,3
3_2185_4,2018,0,0,12,4,4,4,4
3_2201_4,2018,0,0,13,4,4,4,4
3_220_4,2018,0,0,8,4,4,4,4
3_2216_4,2018,0.0019309113746574695,282.18918102656653,6,4,4,4,4
3_2227_4,2018,0,0,3,4,4,4,4
3_2244_3,2018,0,0,7,3,3,3,3
3_2261_4,2018,0,0,2,4,4,4,4
3_228_4,2018,0,0,1,4,4,4,4
3_229_4,2018,0,0,7,4,4,4,4
3_2303_4,2018,0,0,1,4,4,4,4
3_2309_4,2018,0,0,22,4,4,4,4
3_2315_4,2018,0,0,25,4,4,4,4
3_2319_4,2018,0,0,24,4,4,4,4
3_2322_4,2018,0,0,23,4,4,4,4
3_2354_4,2018,0,0,1,4,4,4,4
3_2366_3,2018,0,0,3,3,3,3,3
3_2390_3,2018,0,0,2,3,3,3,3
3_2395_4,2018,0,0,21,4,4,4,4
3_2400_3,2018,0,0,3,3,3,3,3
3_2403_3,2018,0,0,4,3,3,3,3
3_2406_4,2018,0,0,16,4,4,4,4
3_2424_4,2018,0,0,17,4,4,4,4
3_2426_4,2018,0,0,18,4,4,4,4
3_245_4,2018,0,0,8,4,4,4,4
3_2469_4,2018,0,0,14,4,4,4,4
3_247_4,2018,0,0,9,4,4,4,4
3_2485_4,2018,0,0,19,4,4,4,4
3_248_4,2018,0,0,2,4,4,4,4
3_2505_4,2018,0,0,20,4,4,4,4
3_250_4,2018,0,0,26,4,4,4,4
3_2510_3,2018,0,0,6,3,3,3,3
3_2532_4,2018,0,0,1,4,4,4,4
3_2538_4,2018,0,0,15,4,4,4,4
3_254_4,2018,0,0,10,4,4,4,4
3_2553_4,2018,0,0,15,4,4,4,4
3_259_4,2018,0,0,3,4,4,4,4
3_2605_4,2018,0,0,14,4,4,4,4
3_2638_3,2018,0,0,5,3,3,3,3
3_2660_4,2018,0,0,1,4,4,4,4
3_2663_4,2018,0.0030081957148271835,439.6267463519891,8,4,4,4,4
3_2677_3,2018,0,0,2,3,3,3,3
3_270_4,2018,0,0,11,4,4,4,4
3_2719_4,2018,0,0,13,4,4,4,4
3_273_4,2018,0,0,4,4,4,4,4
3_2763_4,2018,0,0,12,4,4,4,4
3_2766_4,2018,0,0,2,4,4,4,4
3_2774_4,2018,0,0,11,4,4,4,4
3_2778_4,2018,0,0,2,4,4,4,4
3_2779_4,2018,0.0030081957148271835,439.6267463519891,7,4,4,4,4
3_2783_4,2018,0,0,9,4,4,4,4
3_278_4,2018,0,0,12,4,4,4,4
3_2792_3,2018,0,0,3,3,3,3,3
3_2795_3,2018,0,0,4,3,3,3,3
3_2802_4,2018,0,0,10,4,4,4,4
3_2807_4,2018,0,0,1,4,4,4,4
3_2811_4,2018,0,0,3,4,4,4,4
3_281_4,2018,0,0,6,4,4,4,4
3_284_4,2018,0,0,5,4,4,4,4
3_2854_4,2018,0,0,8,4,4,4,4
3_2865_3,2018,4.94005268942524e-4,72.19541201906728,2,3,3,3,3
3_2881_4,2018,0,0,5,4,4,4,4
3_2883_4,2018,0,0,7,4,4,4,4
3_2891_4,2018,0,0,1,4,4,4,4
3_2897_4,2018,0,0,1,4,4,4,4
3_2908_4,2018,0,0,6,4,4,4,4
3_2910_4,2018,0,0,4,4,4,4,4
3_2930_3,2018,0,0,3,3,3,3,3
3_2931_3,2018,0,0,3,3,3,3,3
3_2935_4,2018,0,0,1,4,4,4,4
3_2951_3,2018,0,0,1,3,3,3,3
3_2971_3,2018,0,0,2,3,3,3,3
3_2979_3,2018,0,0,2,3,3,3,3
3_2981_3,2018,0,0,17,3,3,3,3
3_2991_3,2018,0,0,5,3,3,3,3
3_3047_3,2018,0,0,2,3,3,3,3
3_3057_4,2018,0.0030081957148271835,439.6267463519891,6,4,4,4,4
3_3075_3,2018,0,0,2,3,3,3,3
3_307_4,2018,0,0,13,4,4,4,4
3_3080_4,2018,0,0,2,4,4,4,4
3_3081_3,2018,0,0,3,3,3,3,3
3_3088_4,2018,0.002491250319628364,364.07879546144807,5,4,4,4,4
3_308_4,2018,0,0,14,4,4,4,4
3_3094_4,2018,0,0,6,4,4,4,4
3_3109_3,2018,0,0,9,3,3,3,3
3_3118_4,2018,0,0,5,4,4,4,4
3_312_4,2018,0,0,27,4,4,4,4
3_3130_4,2018,0,0,1,4,4,4,4
3_3133_4,2018,0,0,1,4,4,4,4
3_3138_3,2018,0,0,2,3,3,3,3
3_3141_4,2018,0,0,5,4,4,4,4
3_3142_4,2018,0,0,7,4,4,4,4
3_3144_3,2018,0,0,1,3,3,3,3
3_3145_4,2018,0,0,3,4,4,4,4
3_3161_4,2018,0.0014767161284028898,215.81172515318354,3,4,4,4,4
3_3166_4,2018,0,0,4,4,4,4,4
3_3176_4,2018,0,0,4,4,4,4,4
3_3191_4,2018,0,0,2,4,4,4,4
3_3192_4,2018,0.0019803567700185003,289.4152794408137,4,4,4,4,4
3_3196_4,2018,4.8112117943425233e-4,70.31249252605994,1,4,4,4,4
3_3203_4,2018,0,0,3,4,4,4,4
3_3211_3,2018,0,0,7,3,3,3,3
3_3221_4,2018,3.57376897439719e-4,52.22813192253285,1,4,4,4,4
3_3239_4,2018,0,0,8,4,4,4,4
3_323_3,2018,0,0,5,3,3,3,3
3_3254_4,2018,3.57376897439719e-4,52.22813192253285,1,4,4,4,4
3_3268_3,2018,0,0,1,3,3,3,3
3_3291_4,2018,2.1481223047166548e-4,31.393303797820607,9,4,4,4,4
3_3297_3,2018,0.0016577856623121567,242.2737700472855,8,3,3,3,3
3_3304_4,2018,9.77516637641116e-4,142.85721397478562,2,4,4,4,4
3_3327_4,2018,4.284352510008101e-4,62.612812887011394,10,4,4,4,4
3_3334_4,2018,4.8112117943425233e-4,70.31249252605994,1,4,4,4,4
3_3398_3,2018,0,0,4,3,3,3,3
3_347_3,2018,0,0,1,3,3,3,3
3_3482_4,2018,6.416074514065092e-4,93.76643777090146,11,4,4,4,4
3_3585_4,2018,9.207301990771952e-4,134.55827348373853,12,4,4,4,4
3_360_4,2018,0,0,1,4,4,4,4
3_3618_3,2018,0,0,1,3,3,3,3
3_362_4,2018,0,0,28,4,4,4,4
3_3657_3,2018,0,0,11,3,3,3,3
3_367_4,2018,0,0,1,4,4,4,4
3_3686_4,2018,8.007224763579641e-4,117.01998486238193,2,4,4,4,4
3_3690_3,2018,0,0,2,3,3,3,3
3_3716_4,2018,0.0011984799399856068,175.14945386931655,13,4,4,4,4
3_377_3,2018,0,0,1,3,3,3,3
3_3786_3,2018,0,0,1,3,3,3,3
3_3798_4,2018,0.0014428967331628802,210.8692572746228,14,4,4,4,4
3_3807_3,2018,0,0,7,3,3,3,3
3_3828_3,2018,0,0,1,3,3,3,3
3_3867_3,2018,0,0,23,3,3,3,3
3_3874_4,2018,0.0017964568069220432,262.53958713400823,15,4,4,4,4
3_3880_4,2018,0,0,1,4,4,4,4
3_3893_4,2018,0.0021584727778950156,315.4456871799113,16,4,4,4,4
3_3932_3,2018,0,0,5,3,3,3,3
3_3943_3,2018,0,0,3,3,3,3,3
3_3946_4,2018,0,0,1,4,4,4,4
3_3969_4,2018,0.0014061125476608786,205.4935060528038,3,4,4,4,4
3_3977_4,2018,0.002513070628493678,367.2676808599517,17,4,4,4,4
3_3990_3,2018,0,0,3,3,3,3,3
3_3998_3,2018,0,0,3,3,3,3,3
3_4009_4,2018,0,0,2,4,4,4,4
3_4010_4,2018,0,0,1,4,4,4,4
3_4022_4,2018,0.002867418719963227,419.053173991586,18,4,4,4,4
3_4038_3,2018,0.0027889193738565737,407.5810440535212,15,3,3,3,3
3_4058_3,2018,0,0,1,3,3,3,3
3_4079_3,2018,0,0,2,3,3,3,3
3_4085_3,2018,0,0,2,3,3,3,3
3_412_4,2018,0,0,15,4,4,4,4
3_4152_4,2018,0,0,1,4,4,4,4
3_4155_3,2018,0,0,1,3,3,3,3
3_4171_4,2018,0.002867418719963227,419.053173991586,19,4,4,4,4
3_4172_3,2018,1.7959362400304273e-4,26.24635099267667,5,3,3,3,3
3_417_4,2018,0,0,16,4,4,4,4
3_4185_4,2018,6.033682671753014e-6,0.8817804866980007,1,4,4,4,4
3_4196_3,2018,0,0,2,3,3,3,3
3_4205_3,2018,0,0,1,3,3,3,3
3_421_3,2018,0,0,1,3,3,3,3
3_4289_3,2018,4.92086813857132e-4,71.91504323752284,7,3,3,3,3
3_4318_4,2018,0.0032256136067409765,471.40084932994665,20,4,4,4,4
3_4321_4,2018,0.0014061125476608786,205.4935060528038,4,4,4,4,4
3_4330_4,2018,4.3254030226177423e-4,63.212737393442474,1,4,4,4,4
3_4344_3,2018,0,0,1,3,3,3,3
3_435_4,2018,0,0,17,4,4,4,4
3_4373_4,2018,6.033682671753014e-6,0.8817804866980007,1,4,4,4,4
3_4391_3,2018,0,0,1,3,3,3,3
3_4396_4,2018,1.2050332000986427e-5,1.7610716696201594,2,4,4,4,4
3_4405_3,2018,0,0,5,3,3,3,3
3_4410_4,2018,0,0,1,4,4,4,4
3_4415_4,2018,4.3254030226177423e-4,63.212737393442474,1,4,4,4,4
3_4419_4,2018,0,0,7,4,4,4,4
3_4430_4,2018,0,0,1,4,4,4,4
3_4442_3,2018,0,0,5,3,3,3,3
3_4446_4,2018,0,0,6,4,4,4,4
3_4463_4,2018,3.065510574377705e-4,44.80029118712809,3,4,4,4,4
3_44_3,2018,0,0,2,3,3,3,3
3_4504_4,2018,8.682107629410952e-4,126.88292552850046,2,4,4,4,4
3_4511_4,2018,0,0,2,4,4,4,4
3_455_3,2018,0,0,1,3,3,3,3
3_4561_3,2018,0,0,1,3,3,3,3
3_4571_4,2018,0,0,4,4,4,4,4
3_4575_4,2018,0,0,5,4,4,4,4
3_4580_4,2018,0,0,3,4,4,4,4
3_4592_3,2018,0,0,8,3,3,3,3
3_4597_3,2018,0,0,2,3,3,3,3
3_4601_4,2018,0.001297509489301269,189.62192929495535,3,4,4,4,4
3_4607_3,2018,0,0,1,3,3,3,3
3_4642_4,2018,0.0035893716129819396,524.5615356360197,21,4,4,4,4
3_4666_4,2018,0.003971281336610762,580.3749683763067,22,4,4,4,4
3_4672_4,2018,0.0014061125476608786,205.4935060528038,5,4,4,4,4
3_467_4,2018,0,0,2,4,4,4,4
3_4680_4,2018,0.001789633267483878,261.54237460989634,4,4,4,4,4
3_4688_3,2018,0,0,1,3,3,3,3
3_4713_4,2018,0.0020515308769602477,299.81687695160144,6,4,4,4,4
3_4751_4,2018,0.00435312920811339,636.1793618613152,23,4,4,4,4
3_4755_4,2018,0,0,1,4,4,4,4
3_4757_4,2018,0.0022794683349171294,333.12834086979404,5,4,4,4,4
3_4770_4,2018,0.004734017676201711,691.8435452531467,24,4,4,4,4
3_4807_4,2018,0,0,1,4,4,4,4
3_4811_4,2018,0.002772258091242096,405.14611422839363,6,4,4,4,4
3_4822_4,2018,5.934098587229079e-4,86.72269698334193,4,4,4,4,4
3_4847_4,2018,0.005112792424263115,747.1988232590844,25,4,4,4,4
3_484_4,2018,0,0,1,4,4,4,4
3_4860_4,2018,8.711136780559582e-4,127.3071662521319,5,4,4,4,4
3_4867_4,2018,0.003363830794255952,491.60032376494763,8,4,4,4,4
3_486_3,2018,0,0,1,3,3,3,3
3_4870_3,2018,0,0,4,3,3,3,3
3_4891_4,2018,0.0032636247380563007,476.95591009376193,7,4,4,4,4
3_4896_4,2018,0.0027001731211408796,394.6114004428916,7,4,4,4,4
3_490_3,2018,0,0,2,3,3,3,3
3_4922_3,2018,0,0,3,3,3,3,3
3_4936_4,2018,2.3180494359494657e-4,33.876669871796274,2,4,4,4,4
3_4958_4,2018,0.00549621491111946,803.2333357557313,26,4,4,4,4
3_4969_3,2018,0,0,1,3,3,3,3
3_4972_4,2018,0.004026840430901587,588.4945410932507,9,4,4,4,4
3_4986_4,2018,0,0,1,4,4,4,4
3_4987_3,2018,0,0,11,3,3,3,3
3_5001_4,2018,0,0,1,4,4,4,4
3_5023_4,2018,0,0,2,4,4,4,4
3_5038_4,2018,0.0012069664573071725,176.38969897024208,6,4,4,4,4
3_5049_3,2018,0,0,5,3,3,3,3
3_5052_3,2018,0,0,7,3,3,3,3
3_5058_4,2018,0.004690948623343713,685.5493046613203,10,4,4,4,4
3_5070_3,2018,0,0,15,3,3,3,3
3_507_4,2018,0,0,18,4,4,4,4
3_5097_4,2018,0.0015388246723864703,224.88845409657594,7,4,4,4,4
3_5100_3,2018,0,0,2,3,3,3,3
3_5106_4,2018,0.00589349800175092,861.2934784698847,27,4,4,4,4
3_5123_3,2018,9.50975236884245e-4,138.9783740439742,5,3,3,3,3
3_5132_4,2018,0.003757347346243358,549.1100132220431,8,4,4,4,4
3_5137_4,2018,4.631178205941728e-4,67.6814276550942,1,4,4,4,4
3_5143_4,2018,0,0,1,4,4,4,4
3_5144_4,2018,0,0,26,4,4,4,4
3_5157_3,2018,0.0033727255359833064,492.9002280052083,12,3,3,3,3
3_5192_4,2018,0.0015388246723864703,224.88845409657594,8,4,4,4,4
3_5194_4,2018,0.0063337827746904355,925.6380160415844,28,4,4,4,4
3_5197_4,2018,0.005351586563380111,782.0969151320596,11,4,4,4,4
3_5202_4,2018,0,0,1,4,4,4,4
3_5219_3,2018,0,0,2,3,3,3,3
3_5238_4,2018,0,0,2,4,4,4,4
3_5263_3,2018,0,0,1,3,3,3,3
3_5281_4,2018,0,0,3,4,4,4,4
3_5299_4,2018,4.631178205941728e-4,67.6814276550942,1,4,4,4,4
3_5305_4,2018,0.006005876140699711,877.7167568302779,12,4,4,4,4
3_5312_3,2018,0,0,5,3,3,3,3
3_5315_3,2018,0,0,9,3,3,3,3
3_5316_4,2018,0,0,25,4,4,4,4
3_5318_4,2018,0,0,24,4,4,4,4
3_5329_4,2018,0,0,23,4,4,4,4
3_5332_3,2018,0,0,14,3,3,3,3
3_5335_4,2018,0,0,4,4,4,4,4
3_5346_3,2018,0,0,1,3,3,3,3
3_5350_4,2018,4.627868649304828e-4,67.63306080153555,3,4,4,4,4
3_5353_3,2018,4.1736900217691984e-4,60.995558085141596,7,3,3,3,3
3_5356_4,2018,0.006778561354489429,990.6392920291487,29,4,4,4,4
3_5361_3,2018,0,0,1,3,3,3,3
3_5370_4,2018,0,0,4,4,4,4,4
3_5376_4,2018,0.004255849675516016,621.9626391289371,9,4,4,4,4
3_5379_4,2018,0,0,5,4,4,4,4
3_5384_3,2018,0,0,1,3,3,3,3
3_5389_4,2018,0,0,6,4,4,4,4
3_5411_4,2018,0,0,22,4,4,4,4
3_5434_4,2018,0.006656443393512181,972.7926068580507,13,4,4,4,4
3_5438_4,2018,0.007230611947500147,1056.703321843514,30,4,4,4,4
3_5440_3,2018,0,0,2,3,3,3,3
3_5445_4,2018,0,0,7,4,4,4,4
3_5450_3,2018,0,0,4,3,3,3,3
3_5459_3,2018,0,0,7,3,3,3,3
3_5460_4,2018,0.00588520476263409,860.0814796256338,12,4,4,4,4
3_5464_4,2018,0.0064165136513689635,937.7285545520144,13,4,4,4,4
3_5469_4,2018,0.006946064170277627,1015.1186560368833,14,4,4,4,4
3_5471_3,2018,0,0,2,3,3,3,3
3_5481_4,2018,0.005350721082873665,781.9704312144061,11,4,4,4,4
3_5483_4,2018,9.420001490822508e-4,137.66672778732737,2,4,4,4,4
3_5484_4,2018,0.007471497648375635,1091.9070808265606,15,4,4,4,4
3_5485_4,2018,0.007996910674359778,1168.692516682961,16,4,4,4,4
3_548_4,2018,0,0,1,4,4,4,4
3_5491_4,2018,0.004813187248959279,703.413624124656,10,4,4,4,4
3_5506_3,2018,0,0,3,3,3,3,3
3_550_3,2018,0,0,1,3,3,3,3
3_5517_4,2018,0,0,8,4,4,4,4
3_5519_3,2018,0,0,3,3,3,3,3
3_5521_4,2018,0.008519828753286563,1245.1133334915583,17,4,4,4,4
3_5523_4,2018,0.009043260476289911,1321.6092157864366,18,4,4,4,4
3_5560_3,2018,0.0015167018751060287,221.65536213362037,11,3,3,3,3
3_5571_4,2018,6.131574215010226e-4,89.60866505042394,1,4,4,4,4
3_5579_4,2018,0,0,1,4,4,4,4
3_5592_3,2018,0,0,1,3,3,3,3
3_559_3,2018,0,0,4,3,3,3,3
3_5607_4,2018,0,0,3,4,4,4,4
3_5611_4,2018,0,0,9,4,4,4,4
3_5614_4,2018,6.131574215010226e-4,89.60866505042394,1,4,4,4,4
3_5624_4,2018,0,0,1,4,4,4,4
3_5634_4,2018,0,0,21,4,4,4,4
3_565_3,2018,0,0,1,3,3,3,3
3_5660_3,2018,0,0,2,3,3,3,3
3_5664_4,2018,0,0,2,4,4,4,4
3_5665_4,2018,0.007697311184965813,1124.9081485044587,31,4,4,4,4
3_56_3,2018,0,0,1,3,3,3,3
3_5710_4,2018,0.009567118429281162,1398.1673886104368,19,4,4,4,4
3_5713_4,2018,0,0,2,4,4,4,4
3_5720_4,2018,0,0,10,4,4,4,4
3_5727_3,2018,0,0,1,3,3,3,3
3_5738_4,2018,0,0,3,4,4,4,4
3_5739_4,2018,9.371057623467285e-4,136.95144742663794,4,4,4,4,4
3_5743_4,2018,0.0012251985246158807,179.05418798293866,2,4,4,4,4
3_5748_4,2018,0,0,11,4,4,4,4
3_5764_4,2018,0,0,12,4,4,4,4
3_5768_4,2018,0,0,4,4,4,4,4
3_5786_4,2018,0,0,5,4,4,4,4
3_57_4,2018,0,0,1,4,4,4,4
3_5810_4,2018,0,0,6,4,4,4,4
3_5814_4,2018,0,0,20,4,4,4,4
3_5815_4,2018,0,0,19,4,4,4,4
3_5829_3,2018,0,0,1,3,3,3,3
3_5840_4,2018,0,0,7,4,4,4,4
3_5846_4,2018,5.227677161600847e-4,76.39884234278327,1,4,4,4,4
3_5856_4,2018,0.0018381626079858183,268.63459801887143,3,4,4,4,4
3_5864_4,2018,0.010092697887295663,1474.97714734305,20,4,4,4,4
3_5870_4,2018,0.008179396477885865,1195.3615394676738,32,4,4,4,4
3_5871_4,2018,5.227677161600847e-4,76.39884234278327,1,4,4,4,4
3_5890_4,2018,0.0015765695976426243,230.40461070828607,3,4,4,4,4
3_5897_4,2018,0,0,8,4,4,4,4
3_5900_4,2018,0.0010451598957364726,152.74280264261532,2,4,4,4,4
3_5908_4,2018,0.001426361938257852,208.45281274281726,5,4,4,4,4
3_5912_3,2018,0,0,1,3,3,3,3
3_5927_4,2018,0,0,1,4,4,4,4
3_5935_4,2018,0,0,1,4,4,4,4
3_5937_4,2018,0,0,1,4,4,4,4
3_5956_3,2018,0,0,1,3,3,3,3
3_5969_3,2018,0.0040134753328599,586.5413255701451,11,3,3,3,3
3_5972_4,2018,2.76244438740206e-4,40.37119101080992,1,4,4,4,4
3_5980_4,2018,0,0,18,4,4,4,4
3_5985_4,2018,0.008682898192583116,1268.9447905586742,33,4,4,4,4
3_5989_4,2018,0.010629036822015651,1553.3593282798333,21,4,4,4,4
3_5998_4,2018,0,0,9,4,4,4,4
3_6002_4,2018,0,0,13,4,4,4,4
3_6003_3,2018,0,0,1,3,3,3,3
3_6006_4,2018,0,0,15,4,4,4,4
3_6008_4,2018,0,0,17,4,4,4,4
3_6017_4,2018,0,0,14,4,4,4,4
3_6018_4,2018,0,0,10,4,4,4,4
3_6030_4,2018,0,0,16,4,4,4,4
3_6036_4,2018,0.007313026310608536,1068.7476041112634,14,4,4,4,4
3_6039_3,2018,5.105366347215605e-4,74.61135540811301,3,3,3,3,3
3_6048_4,2018,0,0,11,4,4,4,4
3_604_4,2018,0,0,19,4,4,4,4
3_6050_4,2018,0.009212223684444151,1346.3020059157213,34,4,4,4,4
3_6069_3,2018,0,0,1,3,3,3,3
3_6078_3,2018,0,0,3,3,3,3,3
3_6088_3,2018,0,0,1,3,3,3,3
3_6090_4,2018,0,0,1,4,4,4,4
3_6106_3,2018,0,0,9,3,3,3,3
3_6118_4,2018,0.008115245629592443,1185.9863420455285,15,4,4,4,4
3_6121_4,2018,0,0,12,4,4,4,4
3_6129_3,2018,0,0,3,3,3,3,3
3_6130_4,2018,0,0,13,4,4,4,4
3_6134_3,2018,0,0,5,3,3,3,3
3_6150_3,2018,0,0,5,3,3,3,3
3_6155_4,2018,2.76244438740206e-4,40.37119101080992,1,4,4,4,4
3_6158_3,2018,0,0,1,3,3,3,3
3_6160_4,2018,0.0018381626079858183,268.63459801887143,4,4,4,4,4
3_6163_4,2018,0.010308370578471676,1506.4962014495857,36,4,4,4,4
3_6190_4,2018,0.009757286755598431,1425.9591583234212,35,4,4,4,4
3_6191_4,2018,0.0024727467326109264,361.3746257439586,5,4,4,4,4
3_6214_4,2018,0,0,14,4,4,4,4
3_6225_4,2018,0.010867757240545442,1588.2466464050322,37,4,4,4,4
3_6229_3,2018,0,0,1,3,3,3,3
3_6248_4,2018,0,0,15,4,4,4,4
3_6266_4,2018,0,0,16,4,4,4,4
