"fish.id","Lower","Middle","Upper"
10,0.021952863,0.223467645,0.754579473
35,0.27092656,0.430981679,0.298091739
40,0.39203377,0.292520885,0.315445344
48,0.984689292,0.014726478,0.0005842982
51,0.984689292,0.014726478,0.0005842982
52,0.063487442,0.9317425,0.0047699871
56,0.728758336,0.270287196,0.0009545576
62,0.58987818,0.198701465,0.211420513
65,0.154854902,0.808880186,0.036264799
66,0.426967524,0.371545133,0.201487115
68,0.003031745,0.556038213,0.440930042
69,0.025689745,0.923674447,0.050635778
77,0.634119081,0.336421304,0.029459633
80,0.081573445,0.91299196,0.005434688
82,0.361869839,0.496698336,0.141431909
84,0.640611988,0.13253631,0.226851634
91,0.03362107,0.030089373,0.936289401
92,0.553793589,0.379101095,0.0671053245
97,0.603129941,0.292167234,0.1047030678
98,0.603129941,0.292167234,0.1047030678
99,0.188911603,0.687988027,0.123100349
100,0.0035959568,0.430161052,0.5662429304
101,0.560020056,0.22038786,0.219592047
102,0.029835852,0.364590365,0.605573726
109,0.900486512,0.002381436,0.097132004
111,0.037620672,0.070836787,0.891542598
113,0.040308584,0.918439979,0.0412513005
114,0.342923978,0.657063212,1.2786794e-05
116,0.19118005,0.808790407,2.9492309e-05
117,0.18455393,0.063086499,0.75235956
119,0.212390521,0.32651475,0.461094711
124,0.113848097,0.028646112,0.857505762
128,0.072821308,0.889704898,0.037473697
129,0.063900035,0.438184938,0.497915079
137,0.0006307262,0.0113276732,0.988041453
139,0.0011822785,0.013054866,0.98576283
144,0.690337823,0.251271429,0.058390767
148,0.314400859,0.249480313,0.436118864
149,0.291151904,0.266505878,0.442342171
151,0.334586341,0.662118868,0.0032948661
152,0.659567188,0.32848085,0.011952016
159,0.031742967,0.570303567,0.397953497
161,0.073218951,0.919949571,0.006831432
165,0.073218951,0.919949571,0.006831432
166,0.012289679,0.000707494,0.987002899
171,0.01321899,0.02892585,0.957855092
174,0.304697754,0.348922379,0.34637983
175,0.535381301,0.061895775,0.40272295
178,0.007777853,0.012821778,0.979400395
179,0.9958461,0.004068633,8.525987e-05
180,0.022683146,0.107286899,0.87002987
193,0.15147771,0.8263214,0.02220090556
199,0.7802049,0.0134147751,0.2063802983
200,0.00085917512,0.0106184045,0.9885224507
205,0.364097338,0.3290899,0.30681281847
214,0.081043892,0.005174626,0.913781508
215,0.186901318,0.781349187,0.031749435
219,0.768851773,0.088324185,0.142823956
220,0.768851773,0.088324185,0.142823956
221,0.620076237,0.071515525,0.308408275
222,0.313125622,0.196894278,0.489980126
223,0.00085917512,0.0106184045,0.9885224507
225,0.346845177,0.340707996,0.312446795
226,0.0048124185,0.10835906,0.886828458
233,0.006654757,0.793519429,0.1998258595
234,0.0578371127,0.936814794,0.0053481089
239,0.02306888,0.903795425,0.073135674
240,0.02827427,0.890785728,0.080940042
242,0.022199685,0.045976441,0.931823942
243,0.128736973,0.165802795,0.705460291
244,0.0023807499,0.028318624,0.969300745
258,0.461122085,0.517515038,0.021362948
259,0.053911982,0.939224303,0.0068636393
261,0.013950159,0.554204233,0.431845619
272,0.000332898096,0.03304841,0.966618694
275,0.000332898096,0.03304841,0.966618694
302,0.27056212,0.046951739,0.6824860861
306,0.00489506,0.9950846843,2.033720301e-05
311,0.007928818,0.0032869652,0.988784184
314,0.012896673,0.864420109,0.122683317
316,0.007265453,0.046422291,0.946312244
325,0.802137951,0.172934775,0.02492707544
326,0.029194334,0.970367548,0.00043812001
327,0.927873304,0.07209806,2.868469e-05
331,0.052980593,0.032048965,0.914970452
332,0.973354251,0.020733329,0.0059123761
333,0.0029028963,0.008179836,0.9889172892
338,0.0011823724,0.022784367,0.976033289
342,0.23636176,0.076863476,0.686774756
348,0.032839615,0.959220221,0.0079401091
349,0.0242841555,0.381283107,0.594432687
357,0.97135799,0.0088898616,0.01975229
361,0.476547824,0.264882753,0.258569422
363,0.369075666,0.62937454,0.00154981
366,0.670466919,0.326289865,0.0032430801
367,0.537430594,0.458913297,0.00365608659
375,0.353628042,0.163918873,0.482453271
376,0.162788566,0.119450124,0.717761333
377,0.38729845,0.605391216,0.007310357
379,0.000584038412,0.995705962,0.003709948
380,0.532099304,0.466436122,0.001464700103
389,0.475553724,0.012873563,0.511572672
390,0.457861094,0.011439151,0.530699808
394,0.26243102,0.679534411,0.058034541
395,0.305026655,0.694881194,9.2173408e-05
396,0.104725089,0.057881668,0.837393268
397,0.047745076,0.0009131831,0.9513415865
398,0.00105032686,0.180405734,0.818543985
400,0.73241748,0.06059794,0.206984505
402,0.004746743,0.003584706,0.991668649
404,0.004746743,0.003584706,0.991668649
405,0.18940383,0.805203023,0.005393103
416,0.972010831,0.004577416,0.02341188886
417,0.994746147,0.004910011,0.000343865208
422,0.593694218,0.272912666,0.1333931603
423,0.757631096,0.053514512,0.188854424
424,0.002132356,0.0012955429,0.996572067
425,0.366970676,0.48916129,0.143867948
426,0.366970676,0.48916129,0.143867948
427,0.873235449,0.105170281,0.021594373
430,0.343332185,0.638819471,0.01784823869
431,0.00714359,0.192413099,0.8004432727
433,0.846253695,0.034076096,0.119670243
435,0.015584407,0.971185115,0.01323055839
436,0.13987483,0.585244134,0.274881114
437,0.015457007,0.983598544,0.00094447651
438,0.336089937,0.31161276,0.352297369
444,0.336089937,0.31161276,0.352297369
