"fish.id","Lower","Middle","Upper"
1,0.004228994,0.009434107,0.9863369716
2,0.333333333333333,0.333333333333333,0.333333333333333
3,0.0003493249,0.003412255,0.9962383894
5,0.008180208,0.057516218,0.934303608
6,0.333333333333333,0.333333333333333,0.333333333333333
7,0.811176609,0.136619133,0.05220429096
8,0.060162358,0.292710274,0.647127249
11,0.333333333333333,0.333333333333333,0.333333333333333
12,0.129963321,0.683034695,0.187001939
14,0.25519427,0.66857017,0.076235472
15,0.097425949,0.001065452,0.901508603
16,0.333333333333333,0.333333333333333,0.333333333333333
18,0.151727619,0.305725201,0.542547157
19,0.333333333333333,0.333333333333333,0.333333333333333
22,0.000876331,0.99847994093,0.000643783981
23,0.333333333333333,0.333333333333333,0.333333333333333
24,0.333333333333333,0.333333333333333,0.333333333333333
25,0.234419956,0.194063294,0.571516714
27,0.043056115,0.505092577,0.451851358
29,0.333333333333333,0.333333333333333,0.333333333333333
30,0.333333333333333,0.333333333333333,0.333333333333333
33,0.29266504,0.684523313,0.0228118601
34,0.107532417,0.861013776,0.031453764
35,0.333333333333333,0.333333333333333,0.333333333333333
36,0.333333333333333,0.333333333333333,0.333333333333333
38,0.054825213,0.652308088,0.292866739
39,0.054825213,0.652308088,0.292866739
41,0.333333333333333,0.333333333333333,0.333333333333333
42,0.333333333333333,0.333333333333333,0.333333333333333
43,0.054192164,0.148631397,0.797176393
44,0.05398222,0.945896908,0.0001208482926
45,0.039265564,0.132907679,0.82782663
47,0.333333333333333,0.333333333333333,0.333333333333333
49,0.000390859849,0.999066296,0.00054285249
50,0.026501897,0.146518602,0.826979599
52,0.333333333333333,0.333333333333333,0.333333333333333
53,0.056420473,0.053149643,0.89042983
55,0.020191173,0.005616757,0.974192044
56,0.00697155,0.237061074,0.755967339
57,0.003840168,0.301409371,0.694750374
58,0.00018132181,0.253279278,0.746539494
59,0.333333333333333,0.333333333333333,0.333333333333333
60,0.333333333333333,0.333333333333333,0.333333333333333
61,0.0006417466,0.996646249,0.0027118995
62,0.028746143,0.963482029,0.0077718411
64,0.055539998,0.944422281,3.7654233e-05
65,0.333333333333333,0.333333333333333,0.333333333333333
66,0.002370649,0.84280949,0.1548198172
68,0.0058944175,0.131918744,0.862186883
70,0.775693208,0.101298926,0.1230076997
71,0.045153822,0.0055156865,0.949330486
72,0.333333333333333,0.333333333333333,0.333333333333333
74,0.333333333333333,0.333333333333333,0.333333333333333
75,0.001015037,0.003130241,0.99585462
76,0.333333333333333,0.333333333333333,0.333333333333333
77,0.0037433053,0.789971757,0.2062850242
79,0.0032739821,0.818459155,0.1782670045
80,0.00018491734,0.050628166,0.949186935
81,0.333333333333333,0.333333333333333,0.333333333333333
83,0.003401591,0.052968364,0.943630109
86,0.333333333333333,0.333333333333333,0.333333333333333
87,0.009070549,0.515635904,0.475293589
88,0.027608077,0.0058706,0.96652127
91,0.333333333333333,0.333333333333333,0.333333333333333
92,0.0031089542,0.986329946,0.0105610128
93,0.047886788,0.932393881,0.019719436
94,0.50578567,0.0155827446,0.47863154284
95,0.028321249,0.605949588,0.36572926
98,0.025115263,0.201148279,0.773736398
101,0.000451378,5.7320008e-05,0.9994913751
102,0.252028023,0.735502858,0.0124692821
103,0.333333333333333,0.333333333333333,0.333333333333333
104,0.252028023,0.735502858,0.0124692821
105,0.333333333333333,0.333333333333333,0.333333333333333
108,0.002303477,0.981722546,0.01597405626
109,0.002487557,0.055213634,0.942298828
110,0.001321071,0.998673755,5.188533e-06
112,0.013987991,0.968854156,0.017157762
114,0.333333333333333,0.333333333333333,0.333333333333333
115,0.333333333333333,0.333333333333333,0.333333333333333
116,0.08334589,0.604767582,0.311886613
117,0.000727326,0.425625131,0.573647549
118,0.000727326,0.425625131,0.573647549
119,0.333333333333333,0.333333333333333,0.333333333333333
120,0.430765246,0.156139116,0.413095493
123,0.032173016,0.32104337,0.646783593
124,0.113430233,0.097264364,0.789305492
125,0.179895842,0.006608227,0.813495917
128,0.002537776,0.015256204,0.982206107
129,0.002537776,0.015256204,0.982206107
131,0.333333333333333,0.333333333333333,0.333333333333333
132,0.178566708,0.79091703,0.030516389
133,0.546086197,0.431053871,0.0228598177
134,0.046535781,0.775130574,0.178333645
135,0.954723904,0.042399002,0.0028771652
138,0.475419113,0.516238021,0.0083428338
139,0.245602263,0.663317394,0.091080386
140,0.000912275,0.007941377,0.991146369
142,0.333333333333333,0.333333333333333,0.333333333333333
144,0.000912275,0.007941377,0.991146369
145,0.045544083,0.072166411,0.882289506
146,0.333333333333333,0.333333333333333,0.333333333333333
147,0.939688481,0.056139193,0.0041724412
148,0.939688481,0.056139193,0.0041724412
149,0.045228754,0.00655405,0.948217266
158,0.333333333333333,0.333333333333333,0.333333333333333
159,0.333333333333333,0.333333333333333,0.333333333333333
160,0.333333333333333,0.333333333333333,0.333333333333333
161,0.179355268,0.319178143,0.501466446
163,0.931845636,0.0091505661,0.05900385213
164,0.333333333333333,0.333333333333333,0.333333333333333
165,0.468829419,0.528156406,0.0030140934
166,0.127007897,0.067120427,0.805871537
167,0.272261902,0.655049947,0.072688054
169,0.038157713,0.876520155,0.085322323
170,0.011542387,0.9873482229,0.0011093687927
171,0.060683129,0.14604053,0.793276281
172,0.333333333333333,0.333333333333333,0.333333333333333
174,0.055965113,0.769241451,0.174793496
176,0.138532098,0.59029532,0.271172551
177,0.00156474,0.996663582,0.00177163509
178,0.054857961,0.939173619,0.00596848419
180,0.333333333333333,0.333333333333333,0.333333333333333
181,0.541589443,0.008167868,0.450242682
182,0.165516599,0.831460007,0.00302346884
183,0.007401777,0.0004866994,0.992111615
184,0.333333333333333,0.333333333333333,0.333333333333333
185,0.434715281,0.239205422,0.32607925424
187,0.006480273,0.935836775,0.0576829556
190,0.041899608,0.014269965,0.943830427
191,0.243002701,0.512509022,0.24448827192
192,0.945748941,0.028568027,0.025683001
193,0.333333333333333,0.333333333333333,0.333333333333333
195,0.333333333333333,0.333333333333333,0.333333333333333
201,0.333333333333333,0.333333333333333,0.333333333333333
