"","Individual","tribs"
"289","29","Pelly.ab.Macm"
"290","29","Pelly"
"291","29","Upper.Yukon.Canada"
"292","29","Macmillan"
"293","29","Tanana.mouth"
"294","29","Fortymile"
"295","29",NA
"296","29","Charly"
"297","29","Nation"
"298","29","Miner"
"299","29","Black.Salmon.Fork"
"300","29","Koyokuk.mouth"
"301","29","Alatna"
"302","29","Porcupine.Canada"
"303","29","Chandlar.Teedriinjik"
"304","29","John"
"305","29","Fishing.Branch"
"306","29","North.Fork.Koyokuk"
"307","30","Swift"
"308","30","Big.Salmon"
"309","30","Nisutlin"
"310","30","Pelly.ab.Macm"
"311","30","Pelly"
"312","30","Upper.Yukon.Canada"
"313","30",NA
"314","30","Tanana.mouth"
"315","30","Macmillan"
"316","30","Fortymile"
"317","30","Nation"
"318","30","Miner"
"319","30","Black.Salmon.Fork"
"320","30","Koyokuk.mouth"
"321","30","Alatna"
"322","30","Porcupine.Canada"
"323","30","Chandlar.Teedriinjik"
"324","30","John"
"325","30","Fishing.Branch"
"326","30","North.Fork.Koyokuk"
"327","30","Middle.Fork.Koyokuk"
"328","31","Pelly.ab.Macm"
"329","31","Pelly"
"330","31","Macmillan"
"331","31","Tanana.mouth"
"332","31","Upper.Yukon.Canada"
"333","31","Salcha"
"334","31","Charly"
"335","31","Nation"
"336","31","Black.Salmon.Fork"
"337","32","SMS.Yukon.Canada.Tahkini"
"338","32","White"
"339","32","Nordenskiold"
"340","32","Kantishna"
"341","33","Stewart"
"342","33","Kantishna"
"343","33","Macmillan"
"344","33","Fortymile"
"345","33","Goodpaster"
"346","33","Salcha"
"347","33","Klondike"
"348","33","Chena"
"349","34","Teslin"
"350","34","Nisutlin"
"351","34","Nisling"
"352","34","Big.Salmon"
"353","34","Upper.Yukon.Canada"
"354","34","White"
"355","34","Kantishna"
"356","34","Innoko"
"357","34","Nenana"
"358","34","Nowitna"
"359","34","Koyokuk.mouth"
"360","34",NA
"361","34","Kanuti"
"362","34","Black.Salmon.Fork"
"363","34","Kandik"
"364","34","South.Fork.Koyokuk"
"365","34","Fishing.Branch"
"366","34","Porcupine.mouth"
"367","34","Whitestone"
"368","34","Chandlar.Teedriinjik"
"369","34","Sheenjek"
"370","34","Porcupine.Canada"
"371","35","Teslin"
"372","35","Nisutlin"
"373","35","Nisling"
"374","35","Upper.Yukon.Canada"
"375","35","White"
"376","35","Kantishna"
"377","35","Innoko"
"378","35","Nenana"
"379","35","Nowitna"
"380","35","Koyokuk.mouth"
"381","35",NA
"382","35","Kanuti"
"383","35","Black.Salmon.Fork"
"384","35","South.Fork.Koyokuk"
"385","35","Fishing.Branch"
"386","35","Sheenjek"
"387","35","Whitestone"
"388","35","Chandlar.Teedriinjik"
"389","35","Porcupine.mouth"
"390","35","Porcupine.Canada"
"391","35","Colleen"
"392","36","Stewart"
"393","36","Kantishna"
"394","36","Macmillan"
"395","36","Upper.Yukon.Canada"
"396","36","Salcha"
"397","36","Klondike"
"398","36","Tanana.mouth"
"399","36","Charly"
"400","37","Stewart"
"401","37","Kantishna"
"402","37","Macmillan"
"403","37","Fortymile"
"404","37","Goodpaster"
"405","37","Salcha"
"406","37","Klondike"
"407","37","Chena"
"408","38","Teslin"
"409","38","Swift"
"410","38",NA
"411","38","Nisutlin"
"412","38","Big.Salmon"
"413","38","Kantishna"
"414","38","White"
"415","38","Tanana.mouth"
"416","38","Upper.Yukon.Canada"
"417","38","Fortymile"
"418","38","Tozitna"
"419","38","Koyokuk.mouth"
"420","38","Kandik"
"421","38","Miner"
"422","38","Black.Salmon.Fork"
"423","38","Alatna"
"424","38","Porcupine.mouth"
"425","38","Chandlar.Teedriinjik"
"426","38","Fishing.Branch"
"427","38","John"
"428","38","Middle.Fork.Koyokuk"
"429","38","North.Fork.Koyokuk"
"430","38","Porcupine.Canada"
"431","39","Pelly.ab.Macm"
"432","39","Pelly"
"433","39","Macmillan"
"434","39","Upper.Yukon.Canada"
"435","39","Tanana.mouth"
"436","39","Salcha"
"437","39","Charly"
"438","39","Nation"
"439","39","Miner"
"440","39","Black.Salmon.Fork"
"441","40","Stewart"
"442","40","Fortymile"
"443","40","McQuesten"
"444","40","Chena"
"445","40","Klondike"
"446","41","SMS.Yukon.Canada.Tahkini"
"447","41","Nisutlin"
"448","41","Teslin"
"449","41","Innoko"
"450","41","Nisling"
"451","41","Upper.Yukon.Canada"
"452","41","White"
"453","41","Kantishna"
"454","41","Tanana.mouth"
"455","41","Nowitna"
"456","41","Fortymile"
"457","41","Koyokuk.mouth"
"458","41",NA
"459","41","Black.Salmon.Fork"
"460","41","South.Fork.Koyokuk"
"461","41","Sheenjek"
"462","41","Whitestone"
"463","41","Colleen"
"464","41","Chandlar.Teedriinjik"
"465","41","Porcupine.Canada"
"466","42","Teslin"
"467","42","Nisutlin"
"468","42","Nisling"
"469","42","Big.Salmon"
"470","42","White"
"471","42","Kantishna"
"472","42","Upper.Yukon.Canada"
"473","42","Innoko"
"474","42","Nenana"
"475","42","Nowitna"
"476","42","Koyokuk.mouth"
"477","42",NA
"478","42","Kandik"
"479","42","Kanuti"
"480","42","Black.Salmon.Fork"
"481","42","South.Fork.Koyokuk"
"482","42","Fishing.Branch"
"483","42","Porcupine.mouth"
"484","42","Whitestone"
"485","42","Chandlar.Teedriinjik"
"486","42","Sheenjek"
"487","42","Porcupine.Canada"
"488","43","Andreafsky"
"489","43","Anvik"
"490","43","Innoko"
"491","43","Nenana"
"492","43","Kantishna"
"493","43","Nowitna"
"494","43","Koyokuk.mouth"
"495","43","Hogatza"
"496","43","Henshaw"
"497","44",NA
"498","44","Kantishna"
"499","44","Innoko"
"500","44","Nenana"
"501","44","Nowitna"
"502","44","Koyokuk.mouth"
"503","44","Tozitna"
"504","44","Kandik"
"505","44","Kanuti"
"506","44","Black.Salmon.Fork"
"507","44","South.Fork.Koyokuk"
"508","44","Porcupine.mouth"
"509","44","Middle.Fork.Koyokuk"
"510","44","Chandlar.Teedriinjik"
"511","44","Sheenjek"
"512","44","Porcupine.Canada"
"513","45","Swift"
"514","45","Nisutlin"
"515","45","Big.Salmon"
"516","45","Pelly.ab.Macm"
"517","45","White"
"518","45","Upper.Yukon.Canada"
"519","45","Fortymile"
"520","45","Miner"
"521","45","Fishing.Branch"
"522","45","Porcupine.Canada"
"523","46","Innoko"
"524","46","Kantishna"
"525","46","Tanana.mouth"
"526","46","Nowitna"
"527","46","Koyokuk.mouth"
"528","46",NA
"529","46","Black.Salmon.Fork"
"530","46","Kanuti"
"531","46","South.Fork.Koyokuk"
"532","46","Sheenjek"
"533","46","Colleen"
"534","46","Chandlar.Teedriinjik"
"535","46","Porcupine.Canada"
"536","47","Pelly.ab.Macm"
"537","47","Pelly"
"538","47","Macmillan"
"539","47","Tanana.mouth"
"540","47","Upper.Yukon.Canada"
"541","47","Salcha"
"542","47","Charly"
"543","47","Black.Salmon.Fork"
"544","48","Stewart"
"545","48","Kantishna"
"546","48","Macmillan"
"547","48","Fortymile"
"548","48","Goodpaster"
"549","48","Upper.Yukon.Canada"
"550","48","Salcha"
"551","48","Klondike"
"552","48","Chena"
"553","49","Stewart"
"554","49","Kantishna"
"555","49","Macmillan"
"556","49","Upper.Yukon.Canada"
"557","49","Salcha"
"558","49","Klondike"
"559","49","Tanana.mouth"
"560","49","Charly"
"561","50","Swift"
"562","50","Big.Salmon"
"563","50","Nisutlin"
"564","50","Pelly.ab.Macm"
"565","50","Pelly"
"566","50","Upper.Yukon.Canada"
"567","50",NA
"568","50","Tanana.mouth"
"569","50","Macmillan"
"570","50","Fortymile"
"571","50","Nation"
"572","50","Miner"
"573","50","Black.Salmon.Fork"
"574","50","Koyokuk.mouth"
"575","50","Alatna"
"576","50","Porcupine.Canada"
"577","50","Chandlar.Teedriinjik"
"578","50","John"
"579","50","Fishing.Branch"
"580","50","North.Fork.Koyokuk"
"581","50","Middle.Fork.Koyokuk"
"582","51","SMS.Yukon.Canada.Tahkini"
"583","51","Kluane.Donjek.Tincup"
"584","51","White"
"585","51","Andreafsky"
"586","51","Anvik"
"587","51","Upper.Yukon.Canada"
"588","51","Nordenskiold"
"589","51","Innoko"
"590","51","Nenana"
"591","51","Kantishna"
"592","51","Nowitna"
"593","51","Koyokuk.mouth"
"594","51","Hogatza"
"595","51","Henshaw"
"596","52","SMS.Yukon.Canada.Tahkini"
"597","52","White"
"598","52","Kluane.Donjek.Tincup"
"599","52","Andreafsky"
"600","52","Anvik"
"601","52","Nordenskiold"
"602","52","Innoko"
"603","52","Nenana"
"604","52","Kantishna"
"605","52","Nowitna"
"606","52","Koyokuk.mouth"
"607","52","Hogatza"
"608","52","Henshaw"
"609","53","Teslin"
"610","53","Swift"
"611","53",NA
"612","53","Nisutlin"
"613","53","Big.Salmon"
"614","53","Nisling"
"615","53","White"
"616","53","Kantishna"
"617","53","Upper.Yukon.Canada"
"618","53","Innoko"
"619","53","Nenana"
"620","53","Koyokuk.mouth"
"621","53","Tozitna"
"622","53","Kandik"
"623","53","Kanuti"
"624","53","Black.Salmon.Fork"
"625","53","South.Fork.Koyokuk"
"626","53","Fishing.Branch"
"627","53","Porcupine.mouth"
"628","53","Chandlar.Teedriinjik"
"629","53","Middle.Fork.Koyokuk"
"630","53","Whitestone"
"631","53","Porcupine.Canada"
"632","53","Sheenjek"
"633","54","Teslin"
"634","54","Nisutlin"
"635","54","Nisling"
"636","54","Big.Salmon"
"637","54","White"
"638","54","Kantishna"
"639","54","Upper.Yukon.Canada"
"640","54","Innoko"
"641","54","Nenana"
"642","54","Nowitna"
"643","54","Koyokuk.mouth"
"644","54",NA
"645","54","Kandik"
"646","54","Kanuti"
"647","54","Black.Salmon.Fork"
"648","54","South.Fork.Koyokuk"
"649","54","Fishing.Branch"
"650","54","Porcupine.mouth"
"651","54","Whitestone"
"652","54","Chandlar.Teedriinjik"
"653","54","Sheenjek"
"654","54","Porcupine.Canada"
"655","55","Swift"
"656","55","Nisutlin"
"657","55","Big.Salmon"
"658","55","Pelly.ab.Macm"
"659","55","Pelly"
"660","55","Upper.Yukon.Canada"
"661","55",NA
"662","55","Tanana.mouth"
"663","55","Fortymile"
"664","55","Nation"
"665","55","Miner"
"666","55","Black.Salmon.Fork"
"667","55","Koyokuk.mouth"
"668","55","Alatna"
"669","55","Porcupine.Canada"
"670","55","Chandlar.Teedriinjik"
"671","55","John"
"672","55","Fishing.Branch"
"673","55","North.Fork.Koyokuk"
"674","55","Middle.Fork.Koyokuk"
"675","56","Stewart"
"676","56","Kantishna"
"677","56","Macmillan"
"678","56","Fortymile"
"679","56","Goodpaster"
"680","56","Salcha"
"681","56","Klondike"
"682","56","Chena"
"683","57","Swift"
"684","57",NA
"685","57","Nisutlin"
"686","57","Big.Salmon"
"687","57","Pelly.ab.Macm"
"688","57","Pelly"
"689","57","Tanana.mouth"
"690","57","Upper.Yukon.Canada"
"691","57","Fortymile"
"692","57","Koyokuk.mouth"
"693","57","Miner"
"694","57","Black.Salmon.Fork"
"695","57","Alatna"
"696","57","Chandlar.Teedriinjik"
"697","57","Porcupine.Canada"
"698","57","John"
"699","57","Fishing.Branch"
"700","57","North.Fork.Koyokuk"
"701","57","Middle.Fork.Koyokuk"
"702","58","Fortymile"
"703","58","Stewart"
"704","58","McQuesten"
"705","58","Chena"
"706","58","Klondike"
"707","59","Teslin"
"708","59","Swift"
"709","59",NA
"710","59","Nisutlin"
"711","59","Big.Salmon"
"712","59","Kantishna"
"713","59","White"
"714","59","Tanana.mouth"
"715","59","Upper.Yukon.Canada"
"716","59","Nenana"
"717","59","Fortymile"
"718","59","Tozitna"
"719","59","Koyokuk.mouth"
"720","59","Kandik"
"721","59","Kanuti"
"722","59","Miner"
"723","59","Black.Salmon.Fork"
"724","59","Alatna"
"725","59","Porcupine.mouth"
"726","59","Chandlar.Teedriinjik"
"727","59","Fishing.Branch"
"728","59","Middle.Fork.Koyokuk"
"729","59","North.Fork.Koyokuk"
"730","59","Porcupine.Canada"
"731","60","Stewart"
"732","60","Kantishna"
"733","60","Macmillan"
"734","60","Upper.Yukon.Canada"
"735","60","Salcha"
"736","60","Klondike"
"737","60","Tanana.mouth"
"738","60","Charly"
"739","61","Macmillan"
"740","61","Kantishna"
"741","61","Upper.Yukon.Canada"
"742","61","Tanana.mouth"
"743","61","Klondike"
"744","61","Salcha"
"745","61","Charly"
"746","62","Teslin"
"747","62","Nisutlin"
"748","62",NA
"749","62","Big.Salmon"
"750","62","Nisling"
"751","62","White"
"752","62","Kantishna"
"753","62","Upper.Yukon.Canada"
"754","62","Innoko"
"755","62","Nenana"
"756","62","Nowitna"
"757","62","Koyokuk.mouth"
"758","62","Tozitna"
"759","62","Kandik"
"760","62","Kanuti"
"761","62","Black.Salmon.Fork"
"762","62","South.Fork.Koyokuk"
"763","62","Fishing.Branch"
"764","62","Porcupine.mouth"
"765","62","Middle.Fork.Koyokuk"
"766","62","Whitestone"
"767","62","Chandlar.Teedriinjik"
"768","62","Porcupine.Canada"
"769","62","Sheenjek"
"770","63","SMS.Yukon.Canada.Tahkini"
"771","63","Kluane.Donjek.Tincup"
"772","63","Innoko"
"773","63","Andreafsky"
"774","63","White"
"775","63","Nisling"
"776","63","Upper.Yukon.Canada"
"777","63","Nenana"
"778","63","Kantishna"
"779","63","Tanana.mouth"
"780","63","Nowitna"
"781","63","Fortymile"
"782","63","Koyokuk.mouth"
"783","63","Hogatza"
"784","63","Henshaw"
"785","63","Colleen"
"786","64","SMS.Yukon.Canada.Tahkini"
"787","64","Nisutlin"
"788","64","Kluane.Donjek.Tincup"
"789","64","Innoko"
"790","64","Teslin"
"791","64","Nisling"
"792","64","Upper.Yukon.Canada"
"793","64","White"
"794","64","Nenana"
"795","64","Kantishna"
"796","64","Tanana.mouth"
"797","64","Nowitna"
"798","64","Fortymile"
"799","64",NA
"800","64","Black.Salmon.Fork"
"801","64","South.Fork.Koyokuk"
"802","64","Henshaw"
"803","64","Sheenjek"
"804","64","Colleen"
"805","64","Porcupine.Canada"
"806","65","Teslin"
"807","65","Swift"
"808","65",NA
"809","65","Nisutlin"
"810","65","Big.Salmon"
"811","65","Kantishna"
"812","65","White"
"813","65","Nenana"
"814","65","Upper.Yukon.Canada"
"815","65","Tanana.mouth"
"816","65","Fortymile"
"817","65","Tozitna"
"818","65","Koyokuk.mouth"
"819","65","Kandik"
"820","65","Kanuti"
"821","65","Black.Salmon.Fork"
"822","65","South.Fork.Koyokuk"
"823","65","Alatna"
"824","65","Porcupine.mouth"
"825","65","Fishing.Branch"
"826","65","Chandlar.Teedriinjik"
"827","65","Middle.Fork.Koyokuk"
"828","65","Porcupine.Canada"
"829","66","SMS.Yukon.Canada.Tahkini"
"830","66","White"
"831","66","Andreafsky"
"832","66","Kluane.Donjek.Tincup"
"833","66","Anvik"
"834","66","Nordenskiold"
"835","66","Innoko"
"836","66","Kantishna"
"837","66","Nowitna"
"838","66","Koyokuk.mouth"
"839","66","Hogatza"
"840","67","Stewart"
"841","67","Kantishna"
"842","67","Macmillan"
"843","67","Fortymile"
"844","67","Goodpaster"
"845","67","Salcha"
"846","67","Klondike"
"847","67","Chena"
"848","68","Swift"
"849","68",NA
"850","68","Nisutlin"
"851","68","Big.Salmon"
"852","68","Pelly.ab.Macm"
"853","68","Pelly"
"854","68","Tanana.mouth"
"855","68","Upper.Yukon.Canada"
"856","68","Fortymile"
"857","68","Koyokuk.mouth"
"858","68","Miner"
"859","68","Black.Salmon.Fork"
"860","68","Alatna"
"861","68","Chandlar.Teedriinjik"
"862","68","Porcupine.Canada"
"863","68","John"
"864","68","Fishing.Branch"
"865","68","North.Fork.Koyokuk"
"866","68","Middle.Fork.Koyokuk"
"867","69","SMS.Yukon.Canada.Tahkini"
"868","69","White"
"869","69","Andreafsky"
"870","69","Anvik"
"871","69","Nordenskiold"
"872","69","Kantishna"
"873","69","Nowitna"
"874","69","Koyokuk.mouth"
"875","69","Hogatza"
"876","70","Kantishna"
"877","70","Macmillan"
"878","70","Upper.Yukon.Canada"
"879","70","Tanana.mouth"
"880","70","Klondike"
"881","70","Salcha"
"882","70","Stewart"
"883","70","Charly"
"884","71","Pelly.ab.Macm"
"885","71","Pelly"
"886","71","Macmillan"
"887","71","Tanana.mouth"
"888","71","Upper.Yukon.Canada"
"889","71","Salcha"
"890","71","Charly"
"891","71","Black.Salmon.Fork"
"892","72","SMS.Yukon.Canada.Tahkini"
"893","72","Kluane.Donjek.Tincup"
"894","72","White"
"895","72","Nordenskiold"
"896","73","Stewart"
"897","73","Fortymile"
"898","73","McQuesten"
"899","73","Klondike"
"900","74","Innoko"
"901","74","Andreafsky"
"902","74","Nenana"
"903","74","Kantishna"
"904","74","Tanana.mouth"
"905","74","Nowitna"
"906","74","Koyokuk.mouth"
"907","74","Hogatza"
"908","74","Henshaw"
"909","74","Colleen"
"910","75","Teslin"
"911","75","Swift"
"912","75",NA
"913","75","Nisutlin"
"914","75","Big.Salmon"
"915","75","Nisling"
"916","75","White"
"917","75","Kantishna"
"918","75","Upper.Yukon.Canada"
"919","75","Innoko"
"920","75","Nenana"
"921","75","Koyokuk.mouth"
"922","75","Tozitna"
"923","75","Kandik"
"924","75","Kanuti"
"925","75","Black.Salmon.Fork"
"926","75","South.Fork.Koyokuk"
"927","75","Fishing.Branch"
"928","75","Porcupine.mouth"
"929","75","Chandlar.Teedriinjik"
"930","75","Middle.Fork.Koyokuk"
"931","75","Whitestone"
"932","75","Porcupine.Canada"
"933","75","Sheenjek"
"934","76","SMS.Yukon.Canada.Tahkini"
"935","76","Kluane.Donjek.Tincup"
"936","76","White"
"937","76","Andreafsky"
"938","76","Anvik"
"939","76","Upper.Yukon.Canada"
"940","76","Nordenskiold"
"941","76","Innoko"
"942","76","Nenana"
"943","76","Kantishna"
"944","76","Nowitna"
"945","76","Koyokuk.mouth"
"946","76","Hogatza"
"947","76","Henshaw"
"948","77","Teslin"
"949","77","Swift"
"950","77",NA
"951","77","Nisutlin"
"952","77","Big.Salmon"
"953","77","Nisling"
"954","77","White"
"955","77","Kantishna"
"956","77","Upper.Yukon.Canada"
"957","77","Innoko"
"958","77","Nenana"
"959","77","Koyokuk.mouth"
"960","77","Tozitna"
"961","77","Kandik"
"962","77","Kanuti"
"963","77","Black.Salmon.Fork"
"964","77","South.Fork.Koyokuk"
"965","77","Fishing.Branch"
"966","77","Porcupine.mouth"
"967","77","Chandlar.Teedriinjik"
"968","77","Middle.Fork.Koyokuk"
"969","77","Whitestone"
"970","77","Porcupine.Canada"
"971","77","Sheenjek"
"972","78","Teslin"
"973","78","Swift"
"974","78",NA
"975","78","Nisutlin"
"976","78","Big.Salmon"
"977","78","Kantishna"
"978","78","White"
"979","78","Tanana.mouth"
"980","78","Upper.Yukon.Canada"
"981","78","Fortymile"
"982","78","Tozitna"
"983","78","Koyokuk.mouth"
"984","78","Kandik"
"985","78","Miner"
"986","78","Black.Salmon.Fork"
"987","78","Alatna"
"988","78","Porcupine.mouth"
"989","78","Chandlar.Teedriinjik"
"990","78","Fishing.Branch"
"991","78","John"
"992","78","Middle.Fork.Koyokuk"
"993","78","North.Fork.Koyokuk"
"994","78","Porcupine.Canada"
"995","79","SMS.Yukon.Canada.Tahkini"
"996","79","Kluane.Donjek.Tincup"
"997","79","Innoko"
"998","79","Andreafsky"
"999","79","Nisling"
"1000","79","Upper.Yukon.Canada"
"1001","79","White"
"1002","79","Nenana"
"1003","79","Kantishna"
"1004","79","Tanana.mouth"
"1005","79","Nowitna"
"1006","79","Fortymile"
"1007","79","Hogatza"
"1008","79","Black.Salmon.Fork"
"1009","79","Henshaw"
"1010","79","Sheenjek"
"1011","79","Colleen"
"1012","80","Stewart"
"1013","80","Kantishna"
"1014","80","Macmillan"
"1015","80","Upper.Yukon.Canada"
"1016","80","Salcha"
"1017","80","Klondike"
"1018","80","Tanana.mouth"
"1019","80","Charly"
"1020","81","Big.Salmon"
"1021","81","Nisutlin"
"1022","81","Pelly.ab.Macm"
"1023","81","Pelly"
"1024","81","Upper.Yukon.Canada"
"1025","81","Macmillan"
