"","Individual","tribs"
"1018","102","Big.Salmon"
"1019","102","Kantishna"
"1020","102","White"
"1021","102","Tanana.mouth"
"1022","102","Upper.Yukon.Canada"
"1023","102","Nenana"
"1024","102","Fortymile"
"1025","102","Tozitna"
"1026","102","Koyokuk.mouth"
"1027","102","Kandik"
"1028","102","Black.Salmon.Fork"
"1029","102","Porcupine.mouth"
"1030","102","Chandlar.Teedriinjik"
"1031","102","Fishing.Branch"
"1032","102","Middle.Fork.Koyokuk"
"1033","102","Porcupine.Canada"
"1034","103","SMS.Yukon.Canada.Tahkini"
"1035","103","Kluane.Donjek.Tincup"
"1036","103","White"
"1037","103","Andreafsky"
"1038","103","Anvik"
"1039","103","Innoko"
"1040","103","Nenana"
"1041","103","Kantishna"
"1042","103","Nowitna"
"1043","103","Koyokuk.mouth"
"1044","103","Hogatza"
"1045","104","SMS.Yukon.Canada.Tahkini"
"1046","104","Kluane.Donjek.Tincup"
"1047","104","White"
"1048","104","Andreafsky"
"1049","104","Anvik"
"1050","104","Innoko"
"1051","104","Nenana"
"1052","104","Kantishna"
"1053","104","Nowitna"
"1054","104","Koyokuk.mouth"
"1055","104","Hogatza"
"1056","105","SMS.Yukon.Canada.Tahkini"
"1057","105","White"
"1058","105","Andreafsky"
"1059","105","Anvik"
"1060","105","Nordenskiold"
"1061","105","Kantishna"
"1062","105","Nowitna"
"1063","105","Koyokuk.mouth"
"1064","105","Hogatza"
"1065","106","SMS.Yukon.Canada.Tahkini"
"1066","106","White"
"1067","106","Andreafsky"
"1068","106","Kluane.Donjek.Tincup"
"1069","106","Anvik"
"1070","106","Innoko"
"1071","106","Kantishna"
"1072","106","Nowitna"
"1073","106","Koyokuk.mouth"
"1074","106","Hogatza"
"1075","107","SMS.Yukon.Canada.Tahkini"
"1076","107","Kluane.Donjek.Tincup"
"1077","107","White"
"1078","107","Andreafsky"
"1079","107","Anvik"
"1080","107","Innoko"
"1081","107","Nenana"
"1082","107","Kantishna"
"1083","107","Nowitna"
"1084","107","Koyokuk.mouth"
"1085","107","Hogatza"
"1086","108","Teslin"
"1087","108","Swift"
"1088","108",NA
"1089","108","Nisutlin"
"1090","108","Big.Salmon"
"1091","108","Kantishna"
"1092","108","White"
"1093","108","Tanana.mouth"
"1094","108","Nenana"
"1095","108","Fortymile"
"1096","108","Tozitna"
"1097","108","Koyokuk.mouth"
"1098","108","Kandik"
"1099","108","Kanuti"
"1100","108","Black.Salmon.Fork"
"1101","108","Porcupine.mouth"
"1102","108","Fishing.Branch"
"1103","108","Chandlar.Teedriinjik"
"1104","108","Middle.Fork.Koyokuk"
"1105","108","Porcupine.Canada"
"1106","109","Stewart"
"1107","109","Kantishna"
"1108","109","Macmillan"
"1109","109","Salcha"
"1110","109","Klondike"
"1111","110","SMS.Yukon.Canada.Tahkini"
"1112","110","White"
"1113","110","Andreafsky"
"1114","110","Anvik"
"1115","110","Nordenskiold"
"1116","110","Kantishna"
"1117","110","Nowitna"
"1118","110","Koyokuk.mouth"
"1119","110","Hogatza"
"1120","111","SMS.Yukon.Canada.Tahkini"
"1121","111","White"
"1122","111","Andreafsky"
"1123","111","Anvik"
"1124","111","Nordenskiold"
"1125","111","Kantishna"
"1126","111","Nowitna"
"1127","111","Koyokuk.mouth"
"1128","111","Hogatza"
"1129","112","Big.Salmon"
"1130","112","Pelly.ab.Macm"
"1131","112","Pelly"
"1132","112","Upper.Yukon.Canada"
"1133","112","Tanana.mouth"
"1134","112","Fortymile"
"1135","112",NA
"1136","112","Miner"
"1137","112","Black.Salmon.Fork"
"1138","112","Alatna"
"1139","112","Porcupine.Canada"
"1140","112","Chandlar.Teedriinjik"
"1141","112","John"
"1142","112","Fishing.Branch"
"1143","112","North.Fork.Koyokuk"
"1144","113","SMS.Yukon.Canada.Tahkini"
"1145","113","White"
"1146","113","Andreafsky"
"1147","113","Anvik"
"1148","113","Nordenskiold"
"1149","113","Kantishna"
"1150","113","Nowitna"
"1151","113","Koyokuk.mouth"
"1152","113","Hogatza"
"1153","114","Stewart"
"1154","114","Kantishna"
"1155","114","Fortymile"
"1156","114","Goodpaster"
"1157","114","Salcha"
"1158","114","Klondike"
"1159","114","Chena"
"1160","115","SMS.Yukon.Canada.Tahkini"
"1161","115","Kluane.Donjek.Tincup"
"1162","115","White"
"1163","115","Andreafsky"
"1164","115","Anvik"
"1165","115","Nenana"
"1166","115","Innoko"
"1167","115","Kantishna"
"1168","115","Nowitna"
"1169","115","Koyokuk.mouth"
"1170","115","Hogatza"
"1171","115","Henshaw"
"1172","116","SMS.Yukon.Canada.Tahkini"
"1173","116","White"
"1174","116","Andreafsky"
"1175","116","Anvik"
"1176","116","Nordenskiold"
"1177","116","Kantishna"
"1178","116","Nowitna"
"1179","116","Koyokuk.mouth"
"1180","116","Hogatza"
"1181","117","Stewart"
"1182","117","Kantishna"
"1183","117","Macmillan"
"1184","117","Salcha"
"1185","117","Klondike"
"1186","118","SMS.Yukon.Canada.Tahkini"
"1187","118","Kluane.Donjek.Tincup"
"1188","118","White"
"1189","118","Andreafsky"
"1190","118","Anvik"
"1191","118","Nenana"
"1192","118","Innoko"
"1193","118","Kantishna"
"1194","118","Nowitna"
"1195","118","Koyokuk.mouth"
"1196","118","Hogatza"
"1197","118","Henshaw"
"1198","119","Teslin"
"1199","119","Swift"
"1200","119",NA
"1201","119","Nisutlin"
"1202","119","Big.Salmon"
"1203","119","Kantishna"
"1204","119","White"
"1205","119","Nenana"
"1206","119","Upper.Yukon.Canada"
"1207","119","Tozitna"
"1208","119","Koyokuk.mouth"
"1209","119","Kandik"
"1210","119","Kanuti"
"1211","119","Black.Salmon.Fork"
"1212","119","Porcupine.mouth"
"1213","119","Fishing.Branch"
"1214","119","Chandlar.Teedriinjik"
"1215","119","Middle.Fork.Koyokuk"
"1216","119","Porcupine.Canada"
"1217","120","Pelly.ab.Macm"
"1218","120","Pelly"
"1219","120","Macmillan"
"1220","120","Tanana.mouth"
"1221","120","Charly"
"1222","120","Nation"
"1223","120","Black.Salmon.Fork"
"1224","121","Teslin"
"1225","121","Nisutlin"
"1226","121","Nisling"
"1227","121","White"
"1228","121","Upper.Yukon.Canada"
"1229","121","Innoko"
"1230","121","Kantishna"
"1231","121","Nowitna"
"1232","121","Koyokuk.mouth"
"1233","121",NA
"1234","121","Black.Salmon.Fork"
"1235","121","Kanuti"
"1236","121","South.Fork.Koyokuk"
"1237","121","Fishing.Branch"
"1238","121","Whitestone"
"1239","121","Chandlar.Teedriinjik"
"1240","121","Sheenjek"
"1241","121","Porcupine.Canada"
"1242","122","SMS.Yukon.Canada.Tahkini"
"1243","122","Kluane.Donjek.Tincup"
"1244","122","White"
"1245","122","Andreafsky"
"1246","122","Anvik"
"1247","122","Nenana"
"1248","122","Innoko"
"1249","122","Kantishna"
"1250","122","Nowitna"
"1251","122","Koyokuk.mouth"
"1252","122","Hogatza"
"1253","122","Henshaw"
"1254","123","Teslin"
"1255","123","Nisutlin"
"1256","123","Nisling"
"1257","123","White"
"1258","123","Upper.Yukon.Canada"
"1259","123","Innoko"
"1260","123","Nenana"
"1261","123","Kantishna"
"1262","123","Koyokuk.mouth"
"1263","123",NA
"1264","123","Kanuti"
"1265","123","South.Fork.Koyokuk"
"1266","123","Fishing.Branch"
"1267","123","Porcupine.mouth"
"1268","123","Whitestone"
"1269","123","Chandlar.Teedriinjik"
"1270","123","Porcupine.Canada"
"1271","123","Sheenjek"
"1272","124","SMS.Yukon.Canada.Tahkini"
"1273","124","Nisutlin"
"1274","124","Teslin"
"1275","124","Nisling"
"1276","124","Upper.Yukon.Canada"
"1277","124","White"
"1278","124","Kantishna"
"1279","124","Tanana.mouth"
"1280","124","Nowitna"
"1281","124","Fortymile"
"1282","124","Black.Salmon.Fork"
"1283","124","Sheenjek"
"1284","124","Colleen"
"1285","124","Porcupine.Canada"
"1286","125","Andreafsky"
"1287","125","Anvik"
"1288","125","Nowitna"
"1289","125","Kantishna"
"1290","125","Koyokuk.mouth"
"1291","126","Andreafsky"
"1292","126","Anvik"
"1293","126","Kantishna"
"1294","126","Nowitna"
"1295","126","Koyokuk.mouth"
"1296","126","Hogatza"
"1297","127","SMS.Yukon.Canada.Tahkini"
"1298","127","White"
"1299","127","Nordenskiold"
"1300","128","Andreafsky"
"1301","128","Anvik"
"1302","128","Nowitna"
"1303","128","Kantishna"
"1304","128","Koyokuk.mouth"
"1305","129","SMS.Yukon.Canada.Tahkini"
"1306","129","White"
"1307","129","Andreafsky"
"1308","129","Kluane.Donjek.Tincup"
"1309","129","Anvik"
"1310","129","Innoko"
"1311","129","Kantishna"
"1312","129","Nowitna"
"1313","129","Koyokuk.mouth"
"1314","129","Hogatza"
"1315","130","SMS.Yukon.Canada.Tahkini"
"1316","130","Kluane.Donjek.Tincup"
"1317","130","White"
"1318","130","Andreafsky"
"1319","130","Anvik"
"1320","130","Innoko"
"1321","130","Nenana"
"1322","130","Kantishna"
"1323","130","Nowitna"
"1324","130","Koyokuk.mouth"
"1325","130","Hogatza"
"1326","130","Henshaw"
"1327","131","SMS.Yukon.Canada.Tahkini"
"1328","131","Kluane.Donjek.Tincup"
"1329","131","White"
"1330","131","Andreafsky"
"1331","131","Anvik"
"1332","131","Innoko"
"1333","131","Nenana"
"1334","131","Kantishna"
"1335","131","Nowitna"
"1336","131","Koyokuk.mouth"
"1337","131","Hogatza"
"1338","132","Nisutlin"
"1339","132","Teslin"
"1340","132","Nisling"
"1341","132","Upper.Yukon.Canada"
"1342","132","White"
"1343","132","Kantishna"
"1344","132","Tanana.mouth"
"1345","132","Nowitna"
"1346","132","Fortymile"
"1347","132",NA
"1348","132","Black.Salmon.Fork"
"1349","132","South.Fork.Koyokuk"
"1350","132","Sheenjek"
"1351","132","Colleen"
"1352","132","Porcupine.Canada"
"1353","133","Stewart"
"1354","133","Kantishna"
"1355","133","Macmillan"
"1356","133","Salcha"
"1357","133","Klondike"
"1358","134","SMS.Yukon.Canada.Tahkini"
"1359","134","Kluane.Donjek.Tincup"
"1360","134","White"
"1361","134","Andreafsky"
"1362","134","Anvik"
"1363","134","Innoko"
"1364","134","Nenana"
"1365","134","Kantishna"
"1366","134","Nowitna"
"1367","134","Koyokuk.mouth"
"1368","134","Hogatza"
"1369","135","SMS.Yukon.Canada.Tahkini"
"1370","135","Andreafsky"
"1371","135","White"
"1372","135","Nordenskiold"
"1373","135","Anvik"
"1374","135","Nowitna"
"1375","135","Kantishna"
"1376","136","SMS.Yukon.Canada.Tahkini"
"1377","136","Andreafsky"
"1378","136","White"
"1379","136","Anvik"
"1380","136","Nordenskiold"
"1381","136","Nowitna"
"1382","136","Kantishna"
"1383","136","Koyokuk.mouth"
"1384","137","SMS.Yukon.Canada.Tahkini"
"1385","137","White"
"1386","137","Andreafsky"
"1387","137","Anvik"
"1388","137","Nordenskiold"
"1389","137","Kantishna"
"1390","137","Nowitna"
"1391","137","Koyokuk.mouth"
"1392","137","Hogatza"
"1393","138","SMS.Yukon.Canada.Tahkini"
"1394","138","White"
"1395","138","Kluane.Donjek.Tincup"
"1396","138","Andreafsky"
"1397","138","Anvik"
"1398","138","Innoko"
"1399","138","Nenana"
"1400","138","Kantishna"
"1401","138","Nowitna"
"1402","138","Koyokuk.mouth"
"1403","138","Hogatza"
"1404","139","SMS.Yukon.Canada.Tahkini"
"1405","139","Andreafsky"
"1406","139","White"
"1407","139","Nordenskiold"
"1408","139","Anvik"
"1409","139","Nowitna"
"1410","139","Kantishna"
"1411","139","Koyokuk.mouth"
"1412","140","SMS.Yukon.Canada.Tahkini"
"1413","140","Kluane.Donjek.Tincup"
"1414","140","White"
"1415","140","Andreafsky"
"1416","140","Anvik"
"1417","140","Nenana"
"1418","140","Innoko"
"1419","140","Kantishna"
"1420","140","Nowitna"
"1421","140","Koyokuk.mouth"
"1422","140","Hogatza"
"1423","140","Henshaw"
"1424","141","SMS.Yukon.Canada.Tahkini"
"1425","141","Kluane.Donjek.Tincup"
"1426","141","Andreafsky"
"1427","141","Innoko"
"1428","141","Upper.Yukon.Canada"
"1429","141","White"
"1430","141","Nenana"
"1431","141","Kantishna"
"1432","141","Nowitna"
"1433","141","Koyokuk.mouth"
"1434","141","Hogatza"
"1435","141","Henshaw"
"1436","142","Nisutlin"
"1437","142","Teslin"
"1438","142","Nisling"
"1439","142","Upper.Yukon.Canada"
"1440","142","White"
"1441","142","Kantishna"
"1442","142","Tanana.mouth"
"1443","142","Nowitna"
"1444","142","Fortymile"
"1445","142",NA
"1446","142","Black.Salmon.Fork"
"1447","142","South.Fork.Koyokuk"
"1448","142","Sheenjek"
"1449","142","Colleen"
"1450","142","Porcupine.Canada"
"1451","143","SMS.Yukon.Canada.Tahkini"
"1452","143","Andreafsky"
"1453","143","White"
"1454","143","Nordenskiold"
"1455","143","Anvik"
"1456","143","Nowitna"
"1457","143","Kantishna"
"1458","143","Koyokuk.mouth"
"1459","144","Kantishna"
"1460","145","SMS.Yukon.Canada.Tahkini"
"1461","145","Kluane.Donjek.Tincup"
"1462","145","White"
"1463","145","Andreafsky"
"1464","145","Anvik"
"1465","145","Innoko"
"1466","145","Nenana"
"1467","145","Kantishna"
"1468","145","Nowitna"
"1469","145","Koyokuk.mouth"
"1470","145","Hogatza"
"1471","146","SMS.Yukon.Canada.Tahkini"
"1472","146","Kluane.Donjek.Tincup"
"1473","146","White"
"1474","146","Andreafsky"
"1475","146","Anvik"
"1476","146","Nenana"
"1477","146","Innoko"
"1478","146","Kantishna"
"1479","146","Nowitna"
"1480","146","Koyokuk.mouth"
"1481","146","Hogatza"
"1482","146","Henshaw"
"1483","147","Pelly.ab.Macm"
"1484","147","Pelly"
"1485","147","Upper.Yukon.Canada"
"1486","147","Macmillan"
"1487","147","Tanana.mouth"
"1488","147","Charly"
"1489","147","Nation"
"1490","147","Miner"
"1491","147","Black.Salmon.Fork"
"1492","148","SMS.Yukon.Canada.Tahkini"
"1493","148","White"
"1494","148","Andreafsky"
"1495","148","Anvik"
"1496","148","Nordenskiold"
"1497","148","Kantishna"
"1498","148","Nowitna"
"1499","148","Koyokuk.mouth"
"1500","148","Hogatza"
"1501","149","Swift"
"1502","149",NA
"1503","149","Nisutlin"
"1504","149","Big.Salmon"
"1505","149","Tanana.mouth"
"1506","149","Upper.Yukon.Canada"
"1507","149","Fortymile"
"1508","149","Tozitna"
"1509","149","Koyokuk.mouth"
"1510","149","Black.Salmon.Fork"
"1511","149","Alatna"
"1512","149","Chandlar.Teedriinjik"
"1513","149","Fishing.Branch"
"1514","149","Middle.Fork.Koyokuk"
"1515","149","Porcupine.Canada"
"1516","150","SMS.Yukon.Canada.Tahkini"
"1517","150","Kluane.Donjek.Tincup"
"1518","150","Andreafsky"
"1519","150","Innoko"
"1520","150","Upper.Yukon.Canada"
"1521","150","White"
"1522","150","Nenana"
"1523","150","Kantishna"
"1524","150","Nowitna"
"1525","150","Koyokuk.mouth"
"1526","150","Hogatza"
"1527","150","Henshaw"
"1528","151","SMS.Yukon.Canada.Tahkini"
"1529","151","White"
"1530","151","Andreafsky"
"1531","151","Anvik"
"1532","151","Nordenskiold"
"1533","151","Kantishna"
"1534","151","Nowitna"
"1535","151","Koyokuk.mouth"
"1536","151","Hogatza"
"1537","152","SMS.Yukon.Canada.Tahkini"
"1538","152","Andreafsky"
"1539","152","White"
"1540","152","Nordenskiold"
"1541","152","Anvik"
"1542","152","Nowitna"
"1543","152","Kantishna"
"1544","152","Koyokuk.mouth"
"1545","153","SMS.Yukon.Canada.Tahkini"
"1546","153","White"
"1547","153","Andreafsky"
"1548","153","Anvik"
"1549","153","Nordenskiold"
"1550","153","Kantishna"
"1551","153","Nowitna"
"1552","153","Koyokuk.mouth"
"1553","153","Hogatza"
"1554","154","SMS.Yukon.Canada.Tahkini"
"1555","154","White"
"1556","154","Nordenskiold"
"1557","155","SMS.Yukon.Canada.Tahkini"
"1558","155","White"
"1559","155","Nordenskiold"
"1560","156","Tanana.mouth"
"1561","156","Charly"
"1562","156","Nation"
"1563","156","Black.Salmon.Fork"
"1564","157","Swift"
"1565","157","Nisutlin"
"1566","157","Big.Salmon"
"1567","157","Upper.Yukon.Canada"
"1568","157","Fortymile"
"1569","157","Miner"
"1570","157","Fishing.Branch"
"1571","157","Porcupine.Canada"
"1572","158","Nisutlin"
"1573","158","Teslin"
"1574","158","Nisling"
"1575","158","Upper.Yukon.Canada"
"1576","158","White"
"1577","158","Kantishna"
"1578","158","Tanana.mouth"
"1579","158","Nowitna"
"1580","158","Fortymile"
"1581","158",NA
"1582","158","Black.Salmon.Fork"
"1583","158","South.Fork.Koyokuk"
"1584","158","Sheenjek"
"1585","158","Colleen"
"1586","158","Porcupine.Canada"
"1587","159","Teslin"
"1588","159","Nisutlin"
"1589","159","Nisling"
"1590","159","White"
"1591","159","Upper.Yukon.Canada"
"1592","159","Innoko"
"1593","159","Nenana"
"1594","159","Kantishna"
"1595","159","Nowitna"
"1596","159","Koyokuk.mouth"
"1597","159",NA
"1598","159","Black.Salmon.Fork"
"1599","159","Kanuti"
"1600","159","South.Fork.Koyokuk"
"1601","159","Fishing.Branch"
"1602","159","Whitestone"
"1603","159","Chandlar.Teedriinjik"
"1604","159","Porcupine.mouth"
"1605","159","Sheenjek"
"1606","159","Porcupine.Canada"
"1607","160","Teslin"
"1608","160","Nisutlin"
"1609","160","Nisling"
"1610","160","Upper.Yukon.Canada"
"1611","160","White"
"1612","160","Kantishna"
"1613","160","Innoko"
"1614","160","Nowitna"
"1615","160","Koyokuk.mouth"
"1616","160",NA
"1617","160","Black.Salmon.Fork"
"1618","160","Kanuti"
"1619","160","South.Fork.Koyokuk"
"1620","160","Whitestone"
"1621","160","Sheenjek"
"1622","160","Chandlar.Teedriinjik"
"1623","160","Porcupine.Canada"
"1624","161","SMS.Yukon.Canada.Tahkini"
"1625","161","White"
"1626","161","Andreafsky"
"1627","161","Anvik"
"1628","161","Nordenskiold"
"1629","161","Kantishna"
"1630","161","Nowitna"
"1631","161","Koyokuk.mouth"
"1632","161","Hogatza"
"1633","162","SMS.Yukon.Canada.Tahkini"
"1634","162","Andreafsky"
"1635","162","White"
"1636","162","Nordenskiold"
"1637","162","Anvik"
"1638","162","Nowitna"
"1639","162","Kantishna"
"1640","162","Koyokuk.mouth"
"1641","163","SMS.Yukon.Canada.Tahkini"
"1642","163","Kluane.Donjek.Tincup"
"1643","163","White"
"1644","163","Andreafsky"
"1645","163","Anvik"
"1646","163","Innoko"
"1647","163","Nenana"
"1648","163","Kantishna"
"1649","163","Nowitna"
"1650","163","Koyokuk.mouth"
"1651","163","Hogatza"
"1652","164","SMS.Yukon.Canada.Tahkini"
"1653","164","White"
"1654","164","Andreafsky"
"1655","164","Anvik"
"1656","164","Nordenskiold"
"1657","164","Kantishna"
"1658","164","Nowitna"
"1659","164","Koyokuk.mouth"
"1660","164","Hogatza"
"1661","165","SMS.Yukon.Canada.Tahkini"
"1662","165","Kluane.Donjek.Tincup"
"1663","165","Innoko"
"1664","165","Nisling"
"1665","165","Upper.Yukon.Canada"
"1666","165","Kantishna"
"1667","165","Tanana.mouth"
"1668","165","Nowitna"
"1669","165","Fortymile"
"1670","165","Colleen"
"1671","166","SMS.Yukon.Canada.Tahkini"
"1672","166","White"
"1673","166","Andreafsky"
"1674","166","Anvik"
"1675","166","Nordenskiold"
"1676","166","Kantishna"
"1677","166","Nowitna"
"1678","166","Koyokuk.mouth"
"1679","166","Hogatza"
"1680","167","SMS.Yukon.Canada.Tahkini"
"1681","167","White"
"1682","167","Andreafsky"
"1683","167","Anvik"
"1684","167","Nordenskiold"
"1685","167","Kantishna"
"1686","167","Nowitna"
"1687","167","Koyokuk.mouth"
"1688","167","Hogatza"
"1689","168","SMS.Yukon.Canada.Tahkini"
"1690","168","Andreafsky"
"1691","168","White"
"1692","168","Nordenskiold"
"1693","168","Anvik"
"1694","168","Nowitna"
"1695","168","Kantishna"
"1696","169","SMS.Yukon.Canada.Tahkini"
"1697","169","Kluane.Donjek.Tincup"
"1698","169","White"
"1699","169","Andreafsky"
"1700","169","Anvik"
"1701","169","Nenana"
"1702","169","Innoko"
"1703","169","Kantishna"
"1704","169","Nowitna"
"1705","169","Koyokuk.mouth"
"1706","169","Hogatza"
"1707","169","Henshaw"
"1708","170","SMS.Yukon.Canada.Tahkini"
"1709","170","Kluane.Donjek.Tincup"
"1710","170","White"
"1711","170","Andreafsky"
"1712","170","Anvik"
"1713","170","Nenana"
"1714","170","Innoko"
"1715","170","Kantishna"
"1716","170","Nowitna"
"1717","170","Koyokuk.mouth"
"1718","170","Hogatza"
"1719","170","Henshaw"
"1720","171","SMS.Yukon.Canada.Tahkini"
"1721","171","White"
"1722","171","Andreafsky"
"1723","171","Anvik"
"1724","171","Nordenskiold"
"1725","171","Kantishna"
"1726","171","Nowitna"
"1727","171","Koyokuk.mouth"
"1728","171","Hogatza"
"1729","172","SMS.Yukon.Canada.Tahkini"
"1730","172","Andreafsky"
"1731","172","White"
"1732","172","Nordenskiold"
"1733","172","Anvik"
"1734","172","Nowitna"
"1735","172","Kantishna"
"1736","173","Swift"
"1737","173","Big.Salmon"
"1738","173","Nisutlin"
"1739","173","Pelly.ab.Macm"
"1740","173","Upper.Yukon.Canada"
"1741","173",NA
"1742","173","Tanana.mouth"
"1743","173","Fortymile"
"1744","173","Miner"
"1745","173","Koyokuk.mouth"
"1746","173","Alatna"
"1747","173","Black.Salmon.Fork"
"1748","173","John"
"1749","173","Fishing.Branch"
"1750","173","North.Fork.Koyokuk"
"1751","173","Chandlar.Teedriinjik"
"1752","173","Middle.Fork.Koyokuk"
"1753","174","SMS.Yukon.Canada.Tahkini"
"1754","174","White"
"1755","174","Kluane.Donjek.Tincup"
"1756","174","Andreafsky"
"1757","174","Anvik"
"1758","174","Innoko"
"1759","174","Nenana"
"1760","174","Kantishna"
"1761","174","Nowitna"
"1762","174","Koyokuk.mouth"
"1763","174","Hogatza"
"1764","175","SMS.Yukon.Canada.Tahkini"
"1765","175","White"
"1766","175","Andreafsky"
"1767","175","Kluane.Donjek.Tincup"
"1768","175","Anvik"
"1769","175","Nordenskiold"
"1770","175","Innoko"
"1771","175","Kantishna"
"1772","175","Nowitna"
"1773","175","Koyokuk.mouth"
"1774","175","Hogatza"
"1775","176","SMS.Yukon.Canada.Tahkini"
"1776","176","White"
"1777","176","Andreafsky"
"1778","176","Anvik"
"1779","176","Nordenskiold"
"1780","176","Kantishna"
"1781","176","Nowitna"
"1782","176","Koyokuk.mouth"
"1783","176","Hogatza"
"1784","177","SMS.Yukon.Canada.Tahkini"
"1785","177","White"
"1786","177","Andreafsky"
"1787","177","Anvik"
"1788","177","Nordenskiold"
"1789","177","Kantishna"
"1790","177","Nowitna"
"1791","177","Koyokuk.mouth"
"1792","177","Hogatza"
"1793","178","SMS.Yukon.Canada.Tahkini"
"1794","178","Kluane.Donjek.Tincup"
"1795","178","White"
"1796","178","Andreafsky"
"1797","178","Anvik"
"1798","178","Nenana"
"1799","178","Innoko"
"1800","178","Kantishna"
"1801","178","Nowitna"
"1802","178","Koyokuk.mouth"
"1803","178","Hogatza"
"1804","178","Henshaw"
"1805","179","SMS.Yukon.Canada.Tahkini"
"1806","179","White"
"1807","179","Nordenskiold"
"1808","180","Nowitna"
"1809","180","Kantishna"
"1810","181","Teslin"
"1811","181","Nisutlin"
"1812","181","Nisling"
"1813","181","Upper.Yukon.Canada"
"1814","181","White"
"1815","181","Fishing.Branch"
"1816","181","Whitestone"
"1817","181","Porcupine.Canada"
"1818","182","SMS.Yukon.Canada.Tahkini"
"1819","182","White"
"1820","182","Andreafsky"
"1821","182","Anvik"
"1822","182","Nordenskiold"
"1823","182","Innoko"
"1824","182","Kantishna"
"1825","182","Nowitna"
"1826","182","Koyokuk.mouth"
"1827","182","Hogatza"
"1828","183","SMS.Yukon.Canada.Tahkini"
"1829","183","Kantishna"
"1830","184","SMS.Yukon.Canada.Tahkini"
"1831","184","Kluane.Donjek.Tincup"
"1832","184","White"
"1833","184","Andreafsky"
"1834","184","Anvik"
"1835","184","Innoko"
"1836","184","Nenana"
"1837","184","Kantishna"
"1838","184","Nowitna"
"1839","184","Koyokuk.mouth"
"1840","184","Hogatza"
"1841","184","Henshaw"
"1842","185","SMS.Yukon.Canada.Tahkini"
"1843","185","Andreafsky"
"1844","185","White"
"1845","185","Anvik"
"1846","185","Nordenskiold"
"1847","185","Nowitna"
"1848","185","Kantishna"
"1849","185","Koyokuk.mouth"
"1850","186","SMS.Yukon.Canada.Tahkini"
"1851","186","White"
"1852","186","Andreafsky"
"1853","186","Anvik"
"1854","186","Nordenskiold"
"1855","186","Kantishna"
"1856","186","Nowitna"
"1857","186","Koyokuk.mouth"
"1858","186","Hogatza"
"1859","187","SMS.Yukon.Canada.Tahkini"
"1860","187","Andreafsky"
"1861","187","White"
"1862","187","Nordenskiold"
"1863","187","Anvik"
"1864","187","Nowitna"
"1865","187","Kantishna"
"1866","188","SMS.Yukon.Canada.Tahkini"
"1867","188","Kluane.Donjek.Tincup"
"1868","188","White"
"1869","188","Andreafsky"
"1870","188","Anvik"
"1871","188","Nenana"
"1872","188","Innoko"
"1873","188","Kantishna"
"1874","188","Nowitna"
"1875","188","Koyokuk.mouth"
"1876","188","Hogatza"
"1877","188","Henshaw"
"1878","189","SMS.Yukon.Canada.Tahkini"
"1879","189","White"
"1880","189","Andreafsky"
"1881","189","Anvik"
"1882","189","Nordenskiold"
"1883","189","Kantishna"
"1884","189","Nowitna"
"1885","189","Koyokuk.mouth"
"1886","189","Hogatza"
"1887","190","SMS.Yukon.Canada.Tahkini"
"1888","190","Nisutlin"
"1889","190","Teslin"
"1890","190","Nisling"
"1891","190","Upper.Yukon.Canada"
"1892","190","White"
"1893","190","Kantishna"
"1894","190","Tanana.mouth"
"1895","190","Nowitna"
"1896","190","Fortymile"
"1897","190","Black.Salmon.Fork"
"1898","190","Sheenjek"
"1899","190","Colleen"
"1900","190","Porcupine.Canada"
"1901","191","SMS.Yukon.Canada.Tahkini"
"1902","191","Kluane.Donjek.Tincup"
"1903","191","White"
"1904","191","Andreafsky"
"1905","191","Anvik"
"1906","191","Nenana"
"1907","191","Innoko"
"1908","191","Kantishna"
"1909","191","Nowitna"
"1910","191","Koyokuk.mouth"
"1911","191","Hogatza"
"1912","191","Henshaw"
"1913","192","SMS.Yukon.Canada.Tahkini"
"1914","192","Kluane.Donjek.Tincup"
"1915","192","White"
"1916","192","Andreafsky"
"1917","192","Anvik"
"1918","192","Innoko"
"1919","192","Nenana"
"1920","192","Kantishna"
"1921","192","Nowitna"
"1922","192","Koyokuk.mouth"
"1923","192","Hogatza"
"1924","193","SMS.Yukon.Canada.Tahkini"
"1925","193","White"
"1926","193","Andreafsky"
"1927","193","Anvik"
"1928","193","Nordenskiold"
"1929","193","Nowitna"
"1930","193","Kantishna"
"1931","193","Koyokuk.mouth"
"1932","193","Hogatza"
"1933","194","SMS.Yukon.Canada.Tahkini"
"1934","194","White"
"1935","194","Andreafsky"
"1936","194","Anvik"
"1937","194","Nordenskiold"
"1938","194","Kantishna"
"1939","194","Nowitna"
"1940","194","Koyokuk.mouth"
"1941","194","Hogatza"
"1942","195","Teslin"
"1943","195","Swift"
"1944","195",NA
"1945","195","Nisutlin"
"1946","195","Big.Salmon"
"1947","195","Kantishna"
"1948","195","White"
"1949","195","Tanana.mouth"
"1950","195","Upper.Yukon.Canada"
"1951","195","Fortymile"
"1952","195","Tozitna"
"1953","195","Koyokuk.mouth"
"1954","195","Kandik"
"1955","195","Black.Salmon.Fork"
"1956","195","Porcupine.mouth"
"1957","195","Chandlar.Teedriinjik"
"1958","195","Fishing.Branch"
"1959","195","Middle.Fork.Koyokuk"
"1960","195","Porcupine.Canada"
