"","Individual","tribs"
"1007","212","Upper.Yukon.Canada"
"1008","212","Miner"
"1009","212","Porcupine.Canada"
"1010","213",NA
"1011","213","Tanana.mouth"
"1012","213","Koyokuk.mouth"
"1013","213","Alatna"
"1014","213","Black.Salmon.Fork"
"1015","213","Chandlar.Teedriinjik"
"1016","213","Middle.Fork.Koyokuk"
"1017","214","Andreafsky"
"1018","214","Anvik"
"1019","214","Nowitna"
"1020","214","Kantishna"
"1021","214","Koyokuk.mouth"
"1022","214","Hogatza"
"1023","215","Andreafsky"
"1024","215","Innoko"
"1025","215","Kantishna"
"1026","215","Nowitna"
"1027","215","Koyokuk.mouth"
"1028","215","Hogatza"
"1029","216","Andreafsky"
"1030","216","Anvik"
"1031","216","Kantishna"
"1032","216","Nowitna"
"1033","216","Koyokuk.mouth"
"1034","216","Hogatza"
"1035","217","Stewart"
"1036","217","Fortymile"
"1037","217","Klondike"
"1038","217","Chena"
"1039","218","Tanana.mouth"
"1040","218","Charly"
"1041","218","Nation"
"1042","218","Black.Salmon.Fork"
"1043","219","Nisutlin"
"1044","219","Big.Salmon"
"1045","219","Pelly.ab.Macm"
"1046","219","Pelly"
"1047","219","Upper.Yukon.Canada"
"1048","219","Fortymile"
"1049","219","Miner"
"1050","219","Fishing.Branch"
"1051","220","Teslin"
"1052","220","Nisling"
"1053","220","White"
"1054","220","Upper.Yukon.Canada"
"1055","220","Porcupine.Canada"
"1056","221","Tanana.mouth"
"1057","221","Salcha"
"1058","221","Charly"
"1059","222","Swift"
"1060","222","Nisutlin"
"1061","222","Big.Salmon"
"1062","222","Upper.Yukon.Canada"
"1063","222","Fortymile"
"1064","222","Fishing.Branch"
"1065","222","Porcupine.Canada"
"1066","223","Teslin"
"1067","223","Nisling"
"1068","223","Upper.Yukon.Canada"
"1069","223","White"
"1070","223","Fortymile"
"1071","223","Porcupine.Canada"
"1072","224","Stewart"
"1073","224","Klondike"
"1074","225","SMS.Yukon.Canada.Tahkini"
"1075","225","Nisling"
"1076","225","Upper.Yukon.Canada"
"1077","225","Fortymile"
"1078","226","McQuesten"
"1079","227","Kantishna"
"1080","227","Nowitna"
"1081","227","Koyokuk.mouth"
"1082","227",NA
"1083","227","Black.Salmon.Fork"
"1084","227","South.Fork.Koyokuk"
"1085","227","Sheenjek"
"1086","227","Porcupine.Canada"
"1087","227","Chandlar.Teedriinjik"
"1088","228","Stewart"
"1089","228","Fortymile"
"1090","228","McQuesten"
"1091","228","Klondike"
"1092","229","Macmillan"
"1093","229","Stewart"
"1094","229","Klondike"
"1095","230","Salcha"
"1096","231","Macmillan"
"1097","232","Tanana.mouth"
"1098","232","Upper.Yukon.Canada"
"1099","232",NA
"1100","232","Black.Salmon.Fork"
"1101","232","Alatna"
"1102","232","Chandlar.Teedriinjik"
"1103","232","John"
"1104","232","North.Fork.Koyokuk"
"1105","233","Swift"
"1106","233","Nisutlin"
"1107","233","Big.Salmon"
"1108","233","Upper.Yukon.Canada"
"1109","233","Fortymile"
"1110","233","Fishing.Branch"
"1111","233","Porcupine.Canada"
"1112","234","SMS.Yukon.Canada.Tahkini"
"1113","234","Kluane.Donjek.Tincup"
"1114","235","Goodpaster"
"1115","235","Salcha"
"1116","236","Nisutlin"
"1117","236","Teslin"
"1118","236","Nisling"
"1119","236","Upper.Yukon.Canada"
"1120","236","White"
"1121","236","Porcupine.Canada"
"1122","237","SMS.Yukon.Canada.Tahkini"
"1123","237","White"
"1124","238","Chena"
"1125","239","Innoko"
"1126","239","Kantishna"
"1127","239","Nowitna"
"1128","239","Koyokuk.mouth"
"1129","239",NA
"1130","239","Black.Salmon.Fork"
"1131","239","Kanuti"
"1132","239","South.Fork.Koyokuk"
"1133","239","Chandlar.Teedriinjik"
"1134","239","Sheenjek"
"1135","239","Porcupine.Canada"
"1136","240","Andreafsky"
"1137","240","Anvik"
"1138","240","Kantishna"
"1139","240","Nowitna"
"1140","240","Koyokuk.mouth"
"1141","240","Hogatza"
"1142","241","SMS.Yukon.Canada.Tahkini"
"1143","241","White"
"1144","242",NA
"1145","242","Kantishna"
"1146","242","Nenana"
"1147","242","Koyokuk.mouth"
"1148","242","Kandik"
"1149","242","Kanuti"
"1150","242","Porcupine.mouth"
"1151","242","Middle.Fork.Koyokuk"
"1152","242","Chandlar.Teedriinjik"
"1153","243","Andreafsky"
"1154","243","Anvik"
"1155","243","Kantishna"
"1156","243","Nowitna"
"1157","243","Koyokuk.mouth"
"1158","243","Hogatza"
"1159","244","Andreafsky"
"1160","244","Anvik"
"1161","244","Nowitna"
"1162","245","Andreafsky"
"1163","245","Anvik"
"1164","245","Kantishna"
"1165","245","Nowitna"
"1166","245","Koyokuk.mouth"
"1167","245","Hogatza"
"1168","246","SMS.Yukon.Canada.Tahkini"
"1169","246","White"
"1170","247","Andreafsky"
"1171","247","Anvik"
"1172","247","Kantishna"
"1173","247","Nowitna"
"1174","247","Koyokuk.mouth"
"1175","247","Hogatza"
