"","Individual","tribs"
"1022","91","Porcupine.Canada"
"1023","92","Teslin"
"1024","92","Nisutlin"
"1025","92","Nisling"
"1026","92","Upper.Yukon.Canada"
"1027","92","White"
"1028","92","Kantishna"
"1029","92","Innoko"
"1030","92","Nowitna"
"1031","92","Koyokuk.mouth"
"1032","92",NA
"1033","92","Black.Salmon.Fork"
"1034","92","Kanuti"
"1035","92","South.Fork.Koyokuk"
"1036","92","Fishing.Branch"
"1037","92","Sheenjek"
"1038","92","Whitestone"
"1039","92","Chandlar.Teedriinjik"
"1040","92","Porcupine.Canada"
"1041","93","Swift"
"1042","93",NA
"1043","93","Nisutlin"
"1044","93","Big.Salmon"
"1045","93","Tanana.mouth"
"1046","93","Upper.Yukon.Canada"
"1047","93","Fortymile"
"1048","93","Tozitna"
"1049","93","Koyokuk.mouth"
"1050","93","Miner"
"1051","93","Black.Salmon.Fork"
"1052","93","Alatna"
"1053","93","Chandlar.Teedriinjik"
"1054","93","Fishing.Branch"
"1055","93","John"
"1056","93","Middle.Fork.Koyokuk"
"1057","93","North.Fork.Koyokuk"
"1058","93","Porcupine.Canada"
"1059","94","SMS.Yukon.Canada.Tahkini"
"1060","94","Nisutlin"
"1061","94","Teslin"
"1062","94","Nisling"
"1063","94","Upper.Yukon.Canada"
"1064","94","White"
"1065","94","Kantishna"
"1066","94","Tanana.mouth"
"1067","94","Nowitna"
"1068","94","Fortymile"
"1069","94",NA
"1070","94","Black.Salmon.Fork"
"1071","94","South.Fork.Koyokuk"
"1072","94","Sheenjek"
"1073","94","Colleen"
"1074","94","Porcupine.Canada"
"1075","95","Stewart"
"1076","95","Macmillan"
"1077","95","Klondike"
"1078","96","Pelly.ab.Macm"
"1079","96","Pelly"
"1080","96","Macmillan"
"1081","97","SMS.Yukon.Canada.Tahkini"
"1082","97","Kluane.Donjek.Tincup"
"1083","97","White"
"1084","98","Andreafsky"
"1085","98","Anvik"
"1086","98","Innoko"
"1087","98","Nenana"
"1088","98","Kantishna"
"1089","98","Nowitna"
"1090","98","Koyokuk.mouth"
"1091","98","Hogatza"
"1092","98","Henshaw"
"1093","99","SMS.Yukon.Canada.Tahkini"
"1094","99","White"
"1095","99","Andreafsky"
"1096","99","Anvik"
"1097","99","Nordenskiold"
"1098","99","Innoko"
"1099","99","Kantishna"
"1100","99","Nowitna"
"1101","99","Koyokuk.mouth"
"1102","99","Hogatza"
"1103","100","SMS.Yukon.Canada.Tahkini"
"1104","100","White"
"1105","100","Andreafsky"
"1106","100","Kluane.Donjek.Tincup"
"1107","100","Anvik"
"1108","100","Nordenskiold"
"1109","100","Innoko"
"1110","100","Kantishna"
"1111","100","Nowitna"
"1112","100","Koyokuk.mouth"
"1113","100","Hogatza"
"1114","101","SMS.Yukon.Canada.Tahkini"
"1115","101","White"
"1116","101","Andreafsky"
"1117","101","Anvik"
"1118","101","Nordenskiold"
"1119","101","Kantishna"
"1120","101","Nowitna"
"1121","101","Koyokuk.mouth"
"1122","101","Hogatza"
"1123","102","Teslin"
"1124","102","Swift"
"1125","102",NA
"1126","102","Nisutlin"
"1127","102","Big.Salmon"
"1128","102","Kantishna"
"1129","102","White"
"1130","102","Tanana.mouth"
"1131","102","Upper.Yukon.Canada"
"1132","102","Nenana"
"1133","102","Fortymile"
"1134","102","Tozitna"
"1135","102","Koyokuk.mouth"
"1136","102","Kandik"
"1137","102","Kanuti"
"1138","102","Black.Salmon.Fork"
"1139","102","Porcupine.mouth"
"1140","102","Chandlar.Teedriinjik"
"1141","102","Fishing.Branch"
"1142","102","Middle.Fork.Koyokuk"
"1143","102","Porcupine.Canada"
"1144","103","SMS.Yukon.Canada.Tahkini"
"1145","103","Kluane.Donjek.Tincup"
"1146","103","White"
"1147","103","Andreafsky"
"1148","103","Anvik"
"1149","103","Innoko"
"1150","103","Nenana"
"1151","103","Kantishna"
"1152","103","Nowitna"
"1153","103","Koyokuk.mouth"
"1154","103","Hogatza"
"1155","103","Henshaw"
"1156","104","SMS.Yukon.Canada.Tahkini"
"1157","104","Kluane.Donjek.Tincup"
"1158","104","White"
"1159","104","Andreafsky"
"1160","104","Anvik"
"1161","104","Innoko"
"1162","104","Nenana"
"1163","104","Kantishna"
"1164","104","Nowitna"
"1165","104","Koyokuk.mouth"
"1166","104","Hogatza"
"1167","104","Henshaw"
"1168","105","SMS.Yukon.Canada.Tahkini"
"1169","105","White"
"1170","105","Andreafsky"
"1171","105","Kluane.Donjek.Tincup"
"1172","105","Anvik"
"1173","105","Nordenskiold"
"1174","105","Innoko"
"1175","105","Kantishna"
"1176","105","Nowitna"
"1177","105","Koyokuk.mouth"
"1178","105","Hogatza"
"1179","106","SMS.Yukon.Canada.Tahkini"
"1180","106","Kluane.Donjek.Tincup"
"1181","106","White"
"1182","106","Andreafsky"
"1183","106","Anvik"
"1184","106","Nordenskiold"
"1185","106","Nenana"
"1186","106","Innoko"
"1187","106","Kantishna"
"1188","106","Nowitna"
"1189","106","Koyokuk.mouth"
"1190","106","Hogatza"
"1191","106","Henshaw"
"1192","107","SMS.Yukon.Canada.Tahkini"
"1193","107","Kluane.Donjek.Tincup"
"1194","107","White"
"1195","107","Andreafsky"
"1196","107","Anvik"
"1197","107","Innoko"
"1198","107","Nenana"
"1199","107","Kantishna"
"1200","107","Nowitna"
"1201","107","Koyokuk.mouth"
"1202","107","Hogatza"
"1203","107","Henshaw"
"1204","108","Teslin"
"1205","108","Swift"
"1206","108",NA
"1207","108","Nisutlin"
"1208","108","Big.Salmon"
"1209","108","Kantishna"
"1210","108","White"
"1211","108","Tanana.mouth"
"1212","108","Upper.Yukon.Canada"
"1213","108","Nenana"
"1214","108","Fortymile"
"1215","108","Tozitna"
"1216","108","Koyokuk.mouth"
"1217","108","Kandik"
"1218","108","Kanuti"
"1219","108","Black.Salmon.Fork"
"1220","108","Porcupine.mouth"
"1221","108","Chandlar.Teedriinjik"
"1222","108","Fishing.Branch"
"1223","108","Middle.Fork.Koyokuk"
"1224","108","Porcupine.Canada"
"1225","109","Stewart"
"1226","109","Kantishna"
"1227","109","Macmillan"
"1228","109","Fortymile"
"1229","109","Salcha"
"1230","109","Klondike"
"1231","110","SMS.Yukon.Canada.Tahkini"
"1232","110","White"
"1233","110","Andreafsky"
"1234","110","Kluane.Donjek.Tincup"
"1235","110","Anvik"
"1236","110","Nordenskiold"
"1237","110","Innoko"
"1238","110","Kantishna"
"1239","110","Nowitna"
"1240","110","Koyokuk.mouth"
"1241","110","Hogatza"
"1242","111","SMS.Yukon.Canada.Tahkini"
"1243","111","White"
"1244","111","Andreafsky"
"1245","111","Anvik"
"1246","111","Nordenskiold"
"1247","111","Kantishna"
"1248","111","Nowitna"
"1249","111","Koyokuk.mouth"
"1250","111","Hogatza"
"1251","112","Nisutlin"
"1252","112","Big.Salmon"
"1253","112","Pelly.ab.Macm"
"1254","112","Pelly"
"1255","112","Upper.Yukon.Canada"
"1256","112","Tanana.mouth"
"1257","112","Fortymile"
"1258","112",NA
"1259","112","Nation"
"1260","112","Miner"
"1261","112","Koyokuk.mouth"
"1262","112","Black.Salmon.Fork"
"1263","112","Alatna"
"1264","112","Porcupine.Canada"
"1265","112","Chandlar.Teedriinjik"
"1266","112","John"
"1267","112","Fishing.Branch"
"1268","112","North.Fork.Koyokuk"
"1269","113","SMS.Yukon.Canada.Tahkini"
"1270","113","White"
"1271","113","Andreafsky"
"1272","113","Anvik"
"1273","113","Nordenskiold"
"1274","113","Kantishna"
"1275","113","Nowitna"
"1276","113","Koyokuk.mouth"
"1277","113","Hogatza"
"1278","114","Stewart"
"1279","114","Kantishna"
"1280","114","Fortymile"
"1281","114","Goodpaster"
"1282","114","Salcha"
"1283","114","Klondike"
"1284","114","Chena"
"1285","115","SMS.Yukon.Canada.Tahkini"
"1286","115","Kluane.Donjek.Tincup"
"1287","115","White"
"1288","115","Andreafsky"
"1289","115","Anvik"
"1290","115","Upper.Yukon.Canada"
"1291","115","Innoko"
"1292","115","Nenana"
"1293","115","Kantishna"
"1294","115","Nowitna"
"1295","115","Koyokuk.mouth"
"1296","115","Hogatza"
"1297","115","Henshaw"
"1298","116","SMS.Yukon.Canada.Tahkini"
"1299","116","White"
"1300","116","Andreafsky"
"1301","116","Anvik"
"1302","116","Nordenskiold"
"1303","116","Kantishna"
"1304","116","Nowitna"
"1305","116","Koyokuk.mouth"
"1306","116","Hogatza"
"1307","117","Stewart"
"1308","117","Kantishna"
"1309","117","Macmillan"
"1310","117","Fortymile"
"1311","117","Salcha"
"1312","117","Klondike"
"1313","118","SMS.Yukon.Canada.Tahkini"
"1314","118","Kluane.Donjek.Tincup"
"1315","118","White"
"1316","118","Andreafsky"
"1317","118","Anvik"
"1318","118","Upper.Yukon.Canada"
"1319","118","Innoko"
"1320","118","Nenana"
"1321","118","Kantishna"
"1322","118","Nowitna"
"1323","118","Koyokuk.mouth"
"1324","118","Hogatza"
"1325","118","Henshaw"
"1326","119","Teslin"
"1327","119","Swift"
"1328","119",NA
"1329","119","Nisutlin"
"1330","119","Big.Salmon"
"1331","119","Kantishna"
"1332","119","White"
"1333","119","Tanana.mouth"
"1334","119","Upper.Yukon.Canada"
"1335","119","Nenana"
"1336","119","Fortymile"
"1337","119","Tozitna"
"1338","119","Koyokuk.mouth"
"1339","119","Kandik"
"1340","119","Kanuti"
"1341","119","Black.Salmon.Fork"
"1342","119","Porcupine.mouth"
"1343","119","Chandlar.Teedriinjik"
"1344","119","Fishing.Branch"
"1345","119","Middle.Fork.Koyokuk"
"1346","119","Porcupine.Canada"
"1347","120","Pelly.ab.Macm"
"1348","120","Pelly"
"1349","120","Macmillan"
"1350","120","Tanana.mouth"
"1351","120","Charly"
"1352","120","Nation"
"1353","120","Black.Salmon.Fork"
"1354","121","Teslin"
"1355","121","Nisutlin"
"1356","121","Nisling"
"1357","121","Upper.Yukon.Canada"
"1358","121","White"
"1359","121","Kantishna"
"1360","121","Innoko"
"1361","121","Nenana"
"1362","121","Nowitna"
"1363","121","Koyokuk.mouth"
"1364","121",NA
"1365","121","Black.Salmon.Fork"
"1366","121","Kanuti"
"1367","121","South.Fork.Koyokuk"
"1368","121","Fishing.Branch"
"1369","121","Whitestone"
"1370","121","Sheenjek"
"1371","121","Chandlar.Teedriinjik"
"1372","121","Porcupine.Canada"
"1373","122","SMS.Yukon.Canada.Tahkini"
"1374","122","Kluane.Donjek.Tincup"
"1375","122","White"
"1376","122","Andreafsky"
"1377","122","Anvik"
"1378","122","Upper.Yukon.Canada"
"1379","122","Innoko"
"1380","122","Nenana"
"1381","122","Kantishna"
"1382","122","Nowitna"
"1383","122","Koyokuk.mouth"
"1384","122","Hogatza"
"1385","122","Henshaw"
"1386","123","Teslin"
"1387","123","Nisutlin"
"1388","123","Big.Salmon"
"1389","123","Nisling"
"1390","123","White"
"1391","123","Kantishna"
"1392","123","Upper.Yukon.Canada"
"1393","123","Innoko"
"1394","123","Nenana"
"1395","123","Koyokuk.mouth"
"1396","123",NA
"1397","123","Kandik"
"1398","123","Kanuti"
"1399","123","South.Fork.Koyokuk"
"1400","123","Fishing.Branch"
"1401","123","Porcupine.mouth"
"1402","123","Whitestone"
"1403","123","Chandlar.Teedriinjik"
"1404","123","Porcupine.Canada"
"1405","123","Sheenjek"
"1406","124","SMS.Yukon.Canada.Tahkini"
"1407","124","Nisutlin"
"1408","124","Kluane.Donjek.Tincup"
"1409","124","Innoko"
"1410","124","Teslin"
"1411","124","Nisling"
"1412","124","Upper.Yukon.Canada"
"1413","124","White"
"1414","124","Kantishna"
"1415","124","Tanana.mouth"
"1416","124","Nowitna"
"1417","124","Fortymile"
"1418","124","Black.Salmon.Fork"
"1419","124","South.Fork.Koyokuk"
"1420","124","Sheenjek"
"1421","124","Colleen"
"1422","124","Porcupine.Canada"
"1423","125","Andreafsky"
"1424","125","Anvik"
"1425","125","Nowitna"
"1426","125","Kantishna"
"1427","125","Koyokuk.mouth"
"1428","126","Andreafsky"
"1429","126","Anvik"
"1430","126","Innoko"
"1431","126","Kantishna"
"1432","126","Nowitna"
"1433","126","Koyokuk.mouth"
"1434","126","Hogatza"
"1435","127","SMS.Yukon.Canada.Tahkini"
"1436","127","White"
"1437","127","Kluane.Donjek.Tincup"
"1438","127","Nordenskiold"
"1439","128","Andreafsky"
"1440","128","Anvik"
"1441","128","Kantishna"
"1442","128","Nowitna"
"1443","128","Koyokuk.mouth"
"1444","128","Hogatza"
"1445","129","SMS.Yukon.Canada.Tahkini"
"1446","129","Kluane.Donjek.Tincup"
"1447","129","White"
"1448","129","Andreafsky"
"1449","129","Anvik"
"1450","129","Nordenskiold"
"1451","129","Innoko"
"1452","129","Nenana"
"1453","129","Kantishna"
"1454","129","Nowitna"
"1455","129","Koyokuk.mouth"
"1456","129","Hogatza"
"1457","130","SMS.Yukon.Canada.Tahkini"
"1458","130","Kluane.Donjek.Tincup"
"1459","130","White"
"1460","130","Andreafsky"
"1461","130","Anvik"
"1462","130","Upper.Yukon.Canada"
"1463","130","Innoko"
"1464","130","Nenana"
"1465","130","Kantishna"
"1466","130","Nowitna"
"1467","130","Koyokuk.mouth"
"1468","130","Hogatza"
"1469","130","Henshaw"
"1470","131","SMS.Yukon.Canada.Tahkini"
"1471","131","Kluane.Donjek.Tincup"
"1472","131","White"
"1473","131","Andreafsky"
"1474","131","Anvik"
"1475","131","Nordenskiold"
"1476","131","Nenana"
"1477","131","Innoko"
"1478","131","Kantishna"
"1479","131","Nowitna"
"1480","131","Koyokuk.mouth"
"1481","131","Hogatza"
"1482","131","Henshaw"
"1483","132","SMS.Yukon.Canada.Tahkini"
"1484","132","Nisutlin"
"1485","132","Teslin"
"1486","132","Nisling"
"1487","132","Upper.Yukon.Canada"
"1488","132","White"
"1489","132","Kantishna"
"1490","132","Tanana.mouth"
"1491","132","Nowitna"
"1492","132","Fortymile"
"1493","132","Koyokuk.mouth"
"1494","132",NA
"1495","132","Black.Salmon.Fork"
"1496","132","South.Fork.Koyokuk"
"1497","132","Sheenjek"
"1498","132","Colleen"
"1499","132","Porcupine.Canada"
"1500","133","Stewart"
"1501","133","Kantishna"
"1502","133","Macmillan"
"1503","133","Fortymile"
"1504","133","Salcha"
"1505","133","Klondike"
"1506","134","SMS.Yukon.Canada.Tahkini"
"1507","134","Kluane.Donjek.Tincup"
"1508","134","White"
"1509","134","Andreafsky"
"1510","134","Anvik"
"1511","134","Nordenskiold"
"1512","134","Nenana"
"1513","134","Innoko"
"1514","134","Kantishna"
"1515","134","Nowitna"
"1516","134","Koyokuk.mouth"
"1517","134","Hogatza"
"1518","134","Henshaw"
"1519","135","SMS.Yukon.Canada.Tahkini"
"1520","135","Andreafsky"
"1521","135","White"
"1522","135","Anvik"
"1523","135","Nordenskiold"
"1524","135","Nowitna"
"1525","135","Kantishna"
"1526","135","Koyokuk.mouth"
"1527","136","SMS.Yukon.Canada.Tahkini"
"1528","136","White"
"1529","136","Andreafsky"
"1530","136","Anvik"
"1531","136","Nordenskiold"
"1532","136","Kantishna"
"1533","136","Nowitna"
"1534","136","Koyokuk.mouth"
"1535","136","Hogatza"
"1536","137","SMS.Yukon.Canada.Tahkini"
"1537","137","White"
"1538","137","Andreafsky"
"1539","137","Anvik"
"1540","137","Nordenskiold"
"1541","137","Kantishna"
"1542","137","Nowitna"
"1543","137","Koyokuk.mouth"
"1544","137","Hogatza"
"1545","138","SMS.Yukon.Canada.Tahkini"
"1546","138","Kluane.Donjek.Tincup"
"1547","138","White"
"1548","138","Andreafsky"
"1549","138","Anvik"
"1550","138","Nordenskiold"
"1551","138","Nenana"
"1552","138","Innoko"
"1553","138","Kantishna"
"1554","138","Nowitna"
"1555","138","Koyokuk.mouth"
"1556","138","Hogatza"
"1557","138","Henshaw"
"1558","139","SMS.Yukon.Canada.Tahkini"
"1559","139","White"
"1560","139","Andreafsky"
"1561","139","Anvik"
"1562","139","Nordenskiold"
"1563","139","Nowitna"
"1564","139","Kantishna"
"1565","139","Koyokuk.mouth"
"1566","139","Hogatza"
"1567","140","SMS.Yukon.Canada.Tahkini"
"1568","140","Kluane.Donjek.Tincup"
"1569","140","White"
"1570","140","Andreafsky"
"1571","140","Anvik"
"1572","140","Upper.Yukon.Canada"
"1573","140","Innoko"
"1574","140","Nenana"
"1575","140","Kantishna"
"1576","140","Nowitna"
"1577","140","Koyokuk.mouth"
"1578","140","Hogatza"
"1579","140","Henshaw"
"1580","141","SMS.Yukon.Canada.Tahkini"
"1581","141","Kluane.Donjek.Tincup"
"1582","141","Innoko"
"1583","141","Andreafsky"
"1584","141","White"
"1585","141","Upper.Yukon.Canada"
"1586","141","Nenana"
"1587","141","Kantishna"
"1588","141","Nowitna"
"1589","141","Tanana.mouth"
"1590","141","Koyokuk.mouth"
"1591","141","Hogatza"
"1592","141","Henshaw"
"1593","142","Nisutlin"
"1594","142","Teslin"
"1595","142","Nisling"
"1596","142","Upper.Yukon.Canada"
"1597","142","White"
"1598","142","Kantishna"
"1599","142","Tanana.mouth"
"1600","142","Nowitna"
"1601","142","Fortymile"
"1602","142","Koyokuk.mouth"
"1603","142",NA
"1604","142","Black.Salmon.Fork"
"1605","142","South.Fork.Koyokuk"
"1606","142","Sheenjek"
"1607","142","Colleen"
"1608","142","Porcupine.Canada"
"1609","143","SMS.Yukon.Canada.Tahkini"
"1610","143","White"
"1611","143","Andreafsky"
"1612","143","Anvik"
"1613","143","Nordenskiold"
"1614","143","Nowitna"
"1615","143","Kantishna"
"1616","143","Koyokuk.mouth"
"1617","144","SMS.Yukon.Canada.Tahkini"
"1618","144","Kantishna"
"1619","145","SMS.Yukon.Canada.Tahkini"
"1620","145","Kluane.Donjek.Tincup"
"1621","145","White"
"1622","145","Andreafsky"
"1623","145","Anvik"
"1624","145","Innoko"
"1625","145","Nenana"
"1626","145","Kantishna"
"1627","145","Nowitna"
"1628","145","Koyokuk.mouth"
"1629","145","Hogatza"
"1630","145","Henshaw"
"1631","146","SMS.Yukon.Canada.Tahkini"
"1632","146","Kluane.Donjek.Tincup"
"1633","146","White"
"1634","146","Andreafsky"
"1635","146","Anvik"
"1636","146","Upper.Yukon.Canada"
"1637","146","Innoko"
"1638","146","Nenana"
"1639","146","Kantishna"
"1640","146","Nowitna"
"1641","146","Koyokuk.mouth"
"1642","146","Hogatza"
"1643","146","Henshaw"
"1644","147","Pelly.ab.Macm"
"1645","147","Pelly"
"1646","147","Macmillan"
"1647","147","Upper.Yukon.Canada"
"1648","147","Tanana.mouth"
"1649","147","Charly"
"1650","147","Nation"
"1651","147","Miner"
"1652","147","Black.Salmon.Fork"
"1653","147","Chandlar.Teedriinjik"
"1654","148","SMS.Yukon.Canada.Tahkini"
"1655","148","White"
"1656","148","Andreafsky"
"1657","148","Anvik"
"1658","148","Nordenskiold"
"1659","148","Innoko"
"1660","148","Kantishna"
"1661","148","Nowitna"
"1662","148","Koyokuk.mouth"
"1663","148","Hogatza"
"1664","149","Swift"
"1665","149",NA
"1666","149","Nisutlin"
"1667","149","Big.Salmon"
"1668","149","White"
"1669","149","Tanana.mouth"
"1670","149","Upper.Yukon.Canada"
"1671","149","Fortymile"
"1672","149","Tozitna"
"1673","149","Koyokuk.mouth"
"1674","149","Miner"
"1675","149","Black.Salmon.Fork"
"1676","149","Alatna"
"1677","149","Porcupine.mouth"
"1678","149","Chandlar.Teedriinjik"
"1679","149","Fishing.Branch"
"1680","149","Middle.Fork.Koyokuk"
"1681","149","North.Fork.Koyokuk"
"1682","149","Porcupine.Canada"
"1683","150","SMS.Yukon.Canada.Tahkini"
"1684","150","Kluane.Donjek.Tincup"
"1685","150","Innoko"
"1686","150","Andreafsky"
"1687","150","White"
"1688","150","Upper.Yukon.Canada"
"1689","150","Nenana"
"1690","150","Kantishna"
"1691","150","Nowitna"
"1692","150","Tanana.mouth"
"1693","150","Koyokuk.mouth"
"1694","150","Hogatza"
"1695","150","Henshaw"
"1696","151","SMS.Yukon.Canada.Tahkini"
"1697","151","White"
"1698","151","Andreafsky"
"1699","151","Anvik"
"1700","151","Nordenskiold"
"1701","151","Kantishna"
"1702","151","Nowitna"
"1703","151","Koyokuk.mouth"
"1704","151","Hogatza"
"1705","152","SMS.Yukon.Canada.Tahkini"
"1706","152","White"
"1707","152","Andreafsky"
"1708","152","Anvik"
"1709","152","Nordenskiold"
"1710","152","Nowitna"
"1711","152","Kantishna"
"1712","152","Koyokuk.mouth"
"1713","153","SMS.Yukon.Canada.Tahkini"
"1714","153","White"
"1715","153","Andreafsky"
"1716","153","Anvik"
"1717","153","Nordenskiold"
"1718","153","Innoko"
"1719","153","Kantishna"
"1720","153","Nowitna"
"1721","153","Koyokuk.mouth"
"1722","153","Hogatza"
"1723","154","SMS.Yukon.Canada.Tahkini"
"1724","154","White"
"1725","154","Kluane.Donjek.Tincup"
"1726","154","Nordenskiold"
"1727","155","SMS.Yukon.Canada.Tahkini"
"1728","155","White"
"1729","155","Kluane.Donjek.Tincup"
"1730","155","Nordenskiold"
"1731","156","Tanana.mouth"
"1732","156","Charly"
"1733","156","Nation"
"1734","156","Black.Salmon.Fork"
"1735","157","Swift"
"1736","157","Nisutlin"
"1737","157","Big.Salmon"
"1738","157","Upper.Yukon.Canada"
"1739","157","Fortymile"
"1740","157","Miner"
"1741","157","Fishing.Branch"
"1742","157","Porcupine.Canada"
"1743","158","SMS.Yukon.Canada.Tahkini"
"1744","158","Nisutlin"
"1745","158","Teslin"
"1746","158","Nisling"
"1747","158","Upper.Yukon.Canada"
"1748","158","White"
"1749","158","Kantishna"
"1750","158","Tanana.mouth"
"1751","158","Nowitna"
"1752","158","Fortymile"
"1753","158","Koyokuk.mouth"
"1754","158",NA
"1755","158","Black.Salmon.Fork"
"1756","158","South.Fork.Koyokuk"
"1757","158","Sheenjek"
"1758","158","Colleen"
"1759","158","Porcupine.Canada"
"1760","159","Teslin"
"1761","159","Nisutlin"
"1762","159","Nisling"
"1763","159","White"
"1764","159","Upper.Yukon.Canada"
"1765","159","Innoko"
"1766","159","Nenana"
"1767","159","Kantishna"
"1768","159","Nowitna"
"1769","159","Koyokuk.mouth"
"1770","159",NA
"1771","159","Kanuti"
"1772","159","Black.Salmon.Fork"
"1773","159","South.Fork.Koyokuk"
"1774","159","Fishing.Branch"
"1775","159","Whitestone"
"1776","159","Chandlar.Teedriinjik"
"1777","159","Sheenjek"
"1778","159","Porcupine.mouth"
"1779","159","Porcupine.Canada"
"1780","160","Teslin"
"1781","160","Nisutlin"
"1782","160","Nisling"
"1783","160","Upper.Yukon.Canada"
"1784","160","White"
"1785","160","Kantishna"
"1786","160","Innoko"
"1787","160","Nowitna"
"1788","160","Koyokuk.mouth"
"1789","160",NA
"1790","160","Black.Salmon.Fork"
"1791","160","Kanuti"
"1792","160","South.Fork.Koyokuk"
"1793","160","Sheenjek"
"1794","160","Fishing.Branch"
"1795","160","Whitestone"
"1796","160","Chandlar.Teedriinjik"
"1797","160","Porcupine.Canada"
"1798","160","Colleen"
"1799","161","SMS.Yukon.Canada.Tahkini"
"1800","161","White"
"1801","161","Andreafsky"
"1802","161","Anvik"
"1803","161","Nordenskiold"
"1804","161","Kantishna"
"1805","161","Nowitna"
"1806","161","Koyokuk.mouth"
"1807","161","Hogatza"
"1808","162","SMS.Yukon.Canada.Tahkini"
"1809","162","White"
"1810","162","Andreafsky"
"1811","162","Anvik"
"1812","162","Nordenskiold"
"1813","162","Nowitna"
"1814","162","Kantishna"
"1815","162","Koyokuk.mouth"
"1816","162","Hogatza"
"1817","163","SMS.Yukon.Canada.Tahkini"
"1818","163","Kluane.Donjek.Tincup"
"1819","163","White"
"1820","163","Andreafsky"
"1821","163","Anvik"
"1822","163","Innoko"
"1823","163","Nenana"
"1824","163","Kantishna"
"1825","163","Nowitna"
"1826","163","Koyokuk.mouth"
"1827","163","Hogatza"
"1828","163","Henshaw"
"1829","164","SMS.Yukon.Canada.Tahkini"
"1830","164","White"
"1831","164","Andreafsky"
"1832","164","Kluane.Donjek.Tincup"
"1833","164","Anvik"
"1834","164","Nordenskiold"
"1835","164","Innoko"
"1836","164","Kantishna"
"1837","164","Nowitna"
"1838","164","Koyokuk.mouth"
"1839","164","Hogatza"
"1840","165","SMS.Yukon.Canada.Tahkini"
"1841","165","Kluane.Donjek.Tincup"
"1842","165","Innoko"
"1843","165","Teslin"
"1844","165","Nisling"
"1845","165","Upper.Yukon.Canada"
"1846","165","White"
"1847","165","Kantishna"
"1848","165","Tanana.mouth"
"1849","165","Nowitna"
"1850","165","Fortymile"
"1851","165","Black.Salmon.Fork"
"1852","165","Sheenjek"
"1853","165","Colleen"
"1854","166","SMS.Yukon.Canada.Tahkini"
"1855","166","White"
"1856","166","Andreafsky"
"1857","166","Anvik"
"1858","166","Nordenskiold"
"1859","166","Kantishna"
"1860","166","Nowitna"
"1861","166","Koyokuk.mouth"
"1862","166","Hogatza"
"1863","167","SMS.Yukon.Canada.Tahkini"
"1864","167","White"
"1865","167","Andreafsky"
"1866","167","Anvik"
"1867","167","Nordenskiold"
"1868","167","Kantishna"
"1869","167","Nowitna"
"1870","167","Koyokuk.mouth"
"1871","167","Hogatza"
"1872","168","SMS.Yukon.Canada.Tahkini"
"1873","168","Andreafsky"
"1874","168","White"
"1875","168","Anvik"
"1876","168","Nordenskiold"
"1877","168","Nowitna"
"1878","168","Kantishna"
"1879","168","Koyokuk.mouth"
"1880","169","SMS.Yukon.Canada.Tahkini"
"1881","169","Kluane.Donjek.Tincup"
"1882","169","White"
"1883","169","Andreafsky"
"1884","169","Anvik"
"1885","169","Innoko"
"1886","169","Nenana"
"1887","169","Kantishna"
"1888","169","Nowitna"
"1889","169","Koyokuk.mouth"
"1890","169","Hogatza"
"1891","169","Henshaw"
"1892","170","SMS.Yukon.Canada.Tahkini"
"1893","170","Kluane.Donjek.Tincup"
"1894","170","White"
"1895","170","Andreafsky"
"1896","170","Anvik"
"1897","170","Upper.Yukon.Canada"
"1898","170","Innoko"
"1899","170","Nenana"
"1900","170","Kantishna"
"1901","170","Nowitna"
"1902","170","Koyokuk.mouth"
"1903","170","Hogatza"
"1904","170","Henshaw"
"1905","171","SMS.Yukon.Canada.Tahkini"
"1906","171","White"
"1907","171","Andreafsky"
"1908","171","Kluane.Donjek.Tincup"
"1909","171","Anvik"
"1910","171","Nordenskiold"
"1911","171","Innoko"
"1912","171","Kantishna"
"1913","171","Nowitna"
"1914","171","Koyokuk.mouth"
"1915","171","Hogatza"
"1916","172","SMS.Yukon.Canada.Tahkini"
"1917","172","Andreafsky"
"1918","172","White"
"1919","172","Nordenskiold"
"1920","172","Anvik"
"1921","172","Nowitna"
"1922","172","Kantishna"
"1923","172","Koyokuk.mouth"
"1924","173","Swift"
"1925","173","Nisutlin"
"1926","173","Big.Salmon"
"1927","173","Pelly.ab.Macm"
"1928","173","Pelly"
"1929","173","Upper.Yukon.Canada"
"1930","173",NA
"1931","173","Tanana.mouth"
"1932","173","Fortymile"
"1933","173","Miner"
"1934","173","Koyokuk.mouth"
"1935","173","Alatna"
"1936","173","Black.Salmon.Fork"
"1937","173","Porcupine.Canada"
"1938","173","John"
"1939","173","Fishing.Branch"
"1940","173","North.Fork.Koyokuk"
"1941","173","Chandlar.Teedriinjik"
"1942","173","Middle.Fork.Koyokuk"
"1943","174","SMS.Yukon.Canada.Tahkini"
"1944","174","Kluane.Donjek.Tincup"
"1945","174","White"
"1946","174","Andreafsky"
"1947","174","Anvik"
"1948","174","Nordenskiold"
"1949","174","Nenana"
"1950","174","Innoko"
"1951","174","Kantishna"
"1952","174","Nowitna"
"1953","174","Koyokuk.mouth"
"1954","174","Hogatza"
"1955","174","Henshaw"
"1956","175","SMS.Yukon.Canada.Tahkini"
"1957","175","Kluane.Donjek.Tincup"
"1958","175","White"
"1959","175","Andreafsky"
"1960","175","Anvik"
