Date,Sample Year,Cumulative CPUE,dailyCPUE,Species,DOY,dailyPROP,otoCATCH,otoPROP,oto_cumPROP,COratio
2017-07-03,2017,265.51,8.87,Chinook,183,0.023687443251615658,3,0.01171875,0.71875,2.021328490804536
2017-07-04,2017,278.08,12.57,Chinook,184,0.033568338407306525,8,0.03125,0.75,1.0741868290338088
2017-07-05,2017,283.74,5.66,Chinook,185,0.015115099076002779,7,0.02734375,0.77734375,0.5527807662081016
2017-07-06,2017,288.96,5.22,Chinook,186,0.013940073706136837,5,0.01953125,0.796875,0.713731773754206
2017-07-07,2017,296.44,7.48,Chinook,187,0.019975431287720988,3,0.01171875,0.80859375,1.704570136552191
2017-07-08,2017,303.6,7.16,Chinook,188,0.01912086738236394,6,0.0234375,0.83203125,0.8158236749808614
2017-07-09,2017,311.12,7.52,Chinook,189,0.020082251775890615,4,0.015625,0.84765625,1.2852641136569993
2017-07-10,2017,312.23,1.11,Chinook,190,0.002964268546707259,7,0.02734375,0.875,0.10840753542243689
2017-07-11,2017,321.29,9.06,Chinook,191,0.02419484057042141,1,0.00390625,0.87890625,6.193879186027881
2017-07-12,2017,328.2,6.91,Chinook,192,0.018453239331303745,8,0.03125,0.91015625,0.5905036586017198
2017-07-13,2017,330.78,2.58,Chinook,193,0.006889921486941196,5,0.01953125,0.9296875,0.3527639801313892
2017-07-14,2017,338.46,7.68,Chinook,194,0.02050953372856914,2,0.0078125,0.9375,2.62522031725685
2017-07-15,2017,343.56,5.1,Chinook,195,0.013619612241627945,5,0.01953125,0.95703125,0.6973241467713508
2017-07-16,2017,345.34,1.78,Chinook,196,0.004753511723548577,4,0.015625,0.97265625,0.30422475030710894
2017-07-17,2017,345.34,0,Chinook,197,0,0,0,0.97265625,NA
2017-07-18,2017,350.02,4.68,Chinook,198,0.012497997115846819,0,0,0.97265625,Inf
2017-07-19,2017,356.25,6.23,Chinook,199,0.01663729103242002,3,0.01171875,0.984375,1.419715501433175
2017-07-20,2017,356.25,0,Chinook,200,0,4,0.015625,1,0
2017-07-21,2017,356.25,0,Chinook,201,0,0,0,1,NA
2017-07-22,2017,357.92,1.67,Chinook,202,0.004459755381082091,0,0,1,Inf
2017-07-23,2017,359.66,1.74,Chinook,203,0.004646691235378946,0,0,1,Inf
2017-07-24,2017,362.8,3.14,Chinook,204,0.00838540832131603,0,0,1,Inf
2017-07-25,2017,362.8,0,Chinook,205,0,0,0,1,NA
2017-07-26,2017,364.5,1.7,Chinook,206,0.004539870747209315,0,0,1,Inf
2017-07-27,2017,364.5,0,Chinook,207,0,0,0,1,NA
2017-07-28,2017,364.5,0,Chinook,208,0,0,0,1,NA
2017-07-29,2017,366.28,1.78,Chinook,209,0.004753511723548577,0,0,1,Inf
2017-07-30,2017,366.28,0,Chinook,210,0,0,0,1,NA
2017-07-31,2017,366.28,0,Chinook,211,0,0,0,1,NA
2017-08-01,2017,367.85,1.57,Chinook,212,0.004192704160658015,0,0,1,Inf
2017-08-02,2017,367.85,0,Chinook,213,0,0,0,1,NA
2017-08-03,2017,369.45,1.6,Chinook,214,0.004272819526785238,0,0,1,Inf
2017-08-04,2017,369.45,0,Chinook,215,0,0,0,1,NA
2017-08-05,2017,371.12,1.67,Chinook,216,0.004459755381082091,0,0,1,Inf
2017-08-06,2017,371.12,0,Chinook,217,0,0,0,1,NA
2017-08-07,2017,371.12,0,Chinook,218,0,0,0,1,NA
2017-08-08,2017,371.12,0,Chinook,219,0,0,0,1,NA
2017-08-09,2017,371.12,0,Chinook,220,0,0,0,1,NA
2017-08-10,2017,371.12,0,Chinook,221,0,0,0,1,NA
2017-08-11,2017,371.12,0,Chinook,222,0,0,0,1,NA
2017-08-12,2017,371.12,0,Chinook,223,0,0,0,1,NA
2017-08-13,2017,371.12,0,Chinook,224,0,0,0,1,NA
2017-08-14,2017,371.12,0,Chinook,225,0,0,0,1,NA
2017-08-15,2017,372.86,1.74,Chinook,226,0.004646691235378946,0,0,1,Inf
2017-08-16,2017,372.86,0,Chinook,227,0,0,0,1,NA
2017-08-17,2017,372.86,0,Chinook,228,0,0,0,1,NA
2017-08-18,2017,372.86,0,Chinook,229,0,0,0,1,NA
2017-08-19,2017,372.86,0,Chinook,230,0,0,0,1,NA
2017-08-20,2017,372.86,0,Chinook,231,0,0,0,1,NA
2017-08-21,2017,372.86,0,Chinook,232,0,0,0,1,NA
2017-08-22,2017,372.86,0,Chinook,233,0,0,0,1,NA
2017-08-23,2017,374.46,1.6,Chinook,234,0.004272819526785238,0,0,1,Inf
2017-08-24,2017,374.46,0,Chinook,235,0,0,0,1,NA
