Date,Sample Year,dailyCPUE,Species,DOY,dailyPROP,otoCATCH,otoPROP,oto_cumPROP,COratio
2020-06-01,2020,1.71,Chinook,152,0.0035087719298245615,1,0.004405286343612335,0.004405286343612335,0.7964912280701754
2020-06-02,2020,0,Chinook,153,0,1,0.004405286343612335,0.00881057268722467,0
2020-06-03,2020,0,Chinook,154,0,0,0,0.00881057268722467,NA
2020-06-04,2020,1.36,Chinook,155,0.0027906022365856166,0,0,0.00881057268722467,Inf
2020-06-05,2020,0,Chinook,156,0,1,0.004405286343612335,0.013215859030837006,0
2020-06-06,2020,10.86,Chinook,157,0.022283779624499848,0,0,0.013215859030837006,Inf
2020-06-07,2020,8.68,Chinook,158,0.017810608392325844,1,0.004405286343612335,0.01762114537444934,4.043008105057966
2020-06-08,2020,7.07,Chinook,159,0.014507027803426697,1,0.004405286343612335,0.022026431718061675,3.29309531137786
2020-06-09,2020,10.09,Chinook,160,0.020703806299374166,5,0.022026431718061675,0.04405286343612335,0.939952805991587
2020-06-10,2020,16.85,Chinook,161,0.03457474094593209,8,0.03524229074889868,0.07929515418502203,0.9810582743408229
2020-06-11,2020,7.12,Chinook,162,0.014609623473889404,2,0.00881057268722467,0.0881057268722467,1.6581922642864473
2020-06-12,2020,8.16,Chinook,163,0.0167436134195137,8,0.03524229074889868,0.12334801762114539,0.47510003077870117
2020-06-13,2020,1.46,Chinook,164,0.002995793577511029,9,0.039647577092511016,0.1629955947136564,0.07556057134388929
2020-06-14,2020,9.93,Chinook,165,0.020375500153893507,0,0,0.1629955947136564,Inf
2020-06-15,2020,9.53,Chinook,166,0.019554734790191854,5,0.022026431718061675,0.18502202643171808,0.8877849594747101
2020-06-16,2020,11.6,Chinook,167,0.0238021955473479,7,0.030837004405286344,0.21585903083700442,0.7718711984639962
2020-06-17,2020,11.39,Chinook,168,0.02337129373140454,4,0.01762114537444934,0.23348017621145375,1.3263209192572074
2020-06-18,2020,18.31,Chinook,169,0.03757053452344311,3,0.013215859030837005,0.24669603524229078,2.842837112273862
2020-06-19,2020,1.3,Chinook,170,0.0026674874320303686,6,0.02643171806167401,0.27312775330396477,0.10091994117848227
2020-06-20,2020,18.54,Chinook,171,0.03804247460757156,0,0,0.27312775330396477,Inf
2020-06-21,2020,21.7,Chinook,172,0.04452652098081461,6,0.02643171806167401,0.29955947136563876,1.6845867104408194
2020-06-22,2020,6.44,Chinook,173,0.013214322355596596,9,0.039647577092511016,0.3392070484581498,0.33329457496893633
2020-06-23,2020,14.83,Chinook,174,0.03042987585923874,3,0.013215859030837005,0.3524229074889868,2.3025272733490647
2020-06-24,2020,6.01,Chinook,175,0.012331999589617318,0,0,0.3524229074889868,Inf
2020-06-25,2020,27.33,Chinook,176,0.05607879347491536,2,0.00881057268722467,0.3612334801762115,6.364943059402893
2020-06-26,2020,32.15,Chinook,177,0.06596901610752026,6,0.02643171806167401,0.3876651982378855,2.49582777606785
2020-06-27,2020,11.61,Chinook,178,0.023822714681440444,11,0.048458149779735685,0.43612334801762115,0.4916142029715437
2020-06-28,2020,8.29,Chinook,179,0.017010362162716734,13,0.05726872246696035,0.4933920704845815,0.2970270931489768
2020-06-29,2020,15.22,Chinook,180,0.031230122088847855,7,0.030837004405286344,0.5242290748898679,1.012748244881209
2020-06-30,2020,13.2,Chinook,181,0.02708525700215451,6,0.02643171806167401,0.5506607929515419,1.0247255565815123
2020-07-01,2020,8.25,Chinook,182,0.01692828562634657,1,0.004405286343612335,0.5550660792951542,3.842720837180671
2020-07-02,2020,11.14,Chinook,183,0.022858315379091006,8,0.03524229074889868,0.5903083700440529,0.6486046988817072
2020-07-03,2020,18.47,Chinook,184,0.037898840668923774,3,0.013215859030837005,0.6035242290748899,2.8676789439485653
2020-07-04,2020,13.41,Chinook,185,0.02751615881809788,1,0.004405286343612335,0.6079295154185023,6.246168051708218
2020-07-05,2020,8.15,Chinook,186,0.016723094285421156,3,0.013215859030837005,0.6211453744493393,1.2653808009302008
2020-07-06,2020,13.52,Chinook,187,0.027741869293115833,7,0.030837004405286344,0.6519823788546256,0.8996291899338992
2020-07-07,2020,5,Chinook,188,0.010259567046270648,13,0.05726872246696035,0.709251101321586,0.17914782457718745
2020-07-08,2020,17.92,Chinook,189,0.036770288293834004,3,0.013215859030837005,0.722466960352423,2.782285147566773
2020-07-09,2020,7.89,Chinook,190,0.01618959679901508,5,0.022026431718061675,0.7444933920704846,0.7350076946752846
2020-07-10,2020,5,Chinook,191,0.010259567046270648,7,0.030837004405286344,0.775330396475771,0.3327031027862053
2020-07-11,2020,14.43,Chinook,192,0.02960911049553709,4,0.01762114537444934,0.7929515418502203,1.6803170206217297
2020-07-12,2020,11.53,Chinook,193,0.023658561608700113,5,0.022026431718061675,0.8149779735682819,1.074098697034985
2020-07-13,2020,2.55,Chinook,194,0.0052323791935980305,1,0.004405286343612335,0.8193832599118943,1.1877500769467528
2020-07-14,2020,8.87,Chinook,195,0.018200471940084128,6,0.02643171806167401,0.8458149779735683,0.6885845217331829
2020-07-15,2020,5.05,Chinook,196,0.010362162716733354,9,0.039647577092511016,0.8854625550660793,0.2613567707442746
2020-07-16,2020,6.85,Chinook,197,0.014055606853390787,5,0.022026431718061675,0.907488986784141,0.6381245511439417
2020-07-17,2020,5.58,Chinook,198,0.011449676823638044,7,0.030837004405286344,0.9383259911894274,0.37129666270940515
2020-07-18,2020,1.74,Chinook,199,0.0035703293321021857,4,0.01762114537444934,0.9559471365638766,0.20261618959679903
2020-07-19,2020,1.67,Chinook,200,0.0034266953934543962,3,0.013215859030837005,0.9691629955947137,0.259286618104716
2020-07-20,2020,0,Chinook,201,0,3,0.013215859030837005,0.9823788546255507,0
2020-07-21,2020,0,Chinook,202,0,0,0,0.9823788546255507,NA
2020-07-22,2020,0,Chinook,203,0,0,0,0.9823788546255507,NA
2020-07-23,2020,1.78,Chinook,204,0.003652405868472351,0,0,0.9823788546255507,Inf
