Date,Sample Year,dailyCPUE,Species,DOY,dailyPROP,otoCATCH,otoPROP,oto_cumPROP,COratio
2019-06-01,2019,3.56,Chinook,151,0.0041964306763797535,0,0,0,Inf
2019-06-02,2019,0,Chinook,152,0,1,0.00423728813559322,0.00423728813559322,0
2019-06-03,2019,9.82,Chinook,153,0.011575547539901454,0,0,0.00423728813559322,Inf
2019-06-04,2019,2.86,Chinook,154,0.0033712898130466556,0,0,0.00423728813559322,Inf
2019-06-05,2019,9.17,Chinook,155,0.010809345309663577,1,0.00423728813559322,0.00847457627118644,2.5510054930806043
2019-06-06,2019,12.66,Chinook,156,0.014923261899710022,1,0.00423728813559322,0.012711864406779662,3.521889808331565
2019-06-07,2019,6.5,Chinook,157,0.007662022302378763,3,0.012711864406779662,0.025423728813559324,0.602745754453796
2019-06-08,2019,27.56,Chinook,158,0.032486974562085956,2,0.00847457627118644,0.03389830508474576,3.833462998326143
2019-06-09,2019,47.27,Chinook,159,0.055720583728222174,4,0.01694915254237288,0.05084745762711865,3.287514439965108
2019-06-10,2019,15.34,Chinook,160,0.01808237263361388,4,0.01694915254237288,0.06779661016949153,1.0668599853832188
2019-06-11,2019,17.95,Chinook,161,0.02115896928118443,7,0.029661016949152543,0.09745762711864407,0.7133595357656465
2019-06-12,2019,21.12,Chinook,162,0.02489567861942146,11,0.046610169491525424,0.1440677966101695,0.5341254685621332
2019-06-13,2019,14.61,Chinook,163,0.01722186859042365,18,0.07627118644067797,0.22033898305084745,0.22579783262999895
2019-06-14,2019,22.53,Chinook,164,0.026557748072706697,12,0.05084745762711865,0.2711864406779661,0.5223023787632317
2019-06-15,2019,10.31,Chinook,165,0.012153146144234623,9,0.038135593220338986,0.3093220338983051,0.31868249889326344
2019-06-16,2019,22.59,Chinook,166,0.026628474432420963,5,0.0211864406779661,0.3305084745762712,1.2568639932102694
2019-06-17,2019,53.16,Chinook,167,0.06266355470683924,11,0.046610169491525424,0.3771186440677966,1.3444180828012782
2019-06-18,2019,32.58,Chinook,168,0.03840441332484617,3,0.012711864406779662,0.3898305084745763,3.021147181554565
2019-06-19,2019,9.85,Chinook,169,0.011610910719758586,2,0.00847457627118644,0.3983050847457627,1.3700874649315131
2019-06-20,2019,45.36,Chinook,170,0.05346912794398472,11,0.046610169491525424,0.44491525423728817,1.1471558358891267
2019-06-21,2019,52.8,Chinook,171,0.062239196548553644,15,0.0635593220338983,0.5084745762711864,0.979230025697244
2019-06-22,2019,45.71,Chinook,172,0.05388169837565127,7,0.029661016949152543,0.538135593220339,1.8165829738076715
2019-06-23,2019,39.42,Chinook,173,0.046467218332272436,9,0.038135593220338986,0.576271186440678,1.218473725157366
2019-06-24,2019,37.8,Chinook,174,0.04455760661998726,8,0.03389830508474576,0.6101694915254238,1.3144493952896243
2019-06-25,2019,18.75,Chinook,175,0.02210198741070797,9,0.038135593220338986,0.6483050847457628,0.5795632254363423
2019-06-26,2019,26.83,Chinook,176,0.03162647051889572,7,0.029661016949152543,0.6779661016949152,1.0662638632084842
2019-06-27,2019,33.53,Chinook,177,0.039524247353655374,7,0.029661016949152543,0.7076271186440678,1.3325317679232382
2019-06-28,2019,34.08,Chinook,178,0.040172572317702805,10,0.0423728813559322,0.75,0.9480727066977862
2019-06-29,2019,31.2,Chinook,179,0.036777707051418064,11,0.046610169491525424,0.7966101694915254,0.7890489876486058
2019-06-30,2019,25.25,Chinook,180,0.029764009713086733,8,0.03389830508474576,0.8305084745762712,0.8780382865360586
2019-07-01,2019,10.62,Chinook,181,0.012518565669424993,3,0.012711864406779662,0.8432203389830508,0.9847938326614327
2019-07-02,2019,4.07,Chinook,182,0.004797604733951011,9,0.038135593220338986,0.8813559322033898,0.1258038574680487
2019-07-03,2019,2.67,Chinook,183,0.0031473230072848147,14,0.059322033898305086,0.940677966101695,0.05305487355137259
2019-07-04,2019,3.01,Chinook,184,0.003548105712332319,0,0,0.940677966101695,Inf
2019-07-05,2019,1.3,Chinook,185,0.0015324044604757526,10,0.0423728813559322,0.9830508474576272,0.036164745267227766
2019-07-06,2019,7.07,Chinook,186,0.008333922719664285,2,0.00847457627118644,0.9915254237288136,0.9834028809203856
2019-07-07,2019,11.07,Chinook,187,0.013049013367281986,0,0,0.9915254237288136,Inf
2019-07-08,2019,6.03,Chinook,188,0.007107999151283684,2,0.00847457627118644,1,0.8387438998514747
2019-07-09,2019,6.47,Chinook,189,0.00762665912252163,0,0,1,Inf
2019-07-10,2019,1.36,Chinook,190,0.0016031308201900183,0,0,1,Inf
2019-07-11,2019,17.41,Chinook,191,0.02052243204375604,0,0,1,Inf
2019-07-12,2019,3.86,Chinook,192,0.004550062474951081,0,0,1,Inf
2019-07-13,2019,10.23,Chinook,193,0.012058844331282268,0,0,1,Inf
2019-07-14,2019,6.4,Chinook,194,0.007544145036188321,0,0,1,Inf
2019-07-15,2019,3.27,Chinook,195,0.00385458660442747,0,0,1,Inf
2019-07-16,2019,2.67,Chinook,196,0.0031473230072848147,0,0,1,Inf
2019-07-17,2019,2.29,Chinook,197,0.0026993893957611335,0,0,1,Inf
2019-07-18,2019,3.27,Chinook,198,0.00385458660442747,0,0,1,Inf
2019-07-19,2019,0,Chinook,199,0,0,0,1,NA
2019-07-20,2019,0,Chinook,200,0,0,0,1,NA
2019-07-21,2019,3.27,Chinook,201,0.00385458660442747,0,0,1,Inf
2019-07-22,2019,0,Chinook,202,0,0,0,1,NA
2019-07-23,2019,4.97,Chinook,203,0.005858500129664992,0,0,1,Inf
2019-07-24,2019,1.82,Chinook,204,0.0021453662446660536,0,0,1,Inf
2019-07-25,2019,0,Chinook,205,0,0,0,1,NA
2019-07-26,2019,0,Chinook,206,0,0,0,1,NA
2019-07-27,2019,0,Chinook,207,0,0,0,1,NA
2019-07-28,2019,1.67,Chinook,208,0.00196855034538039,0,0,1,Inf
2019-07-29,2019,1.67,Chinook,209,0.00196855034538039,0,0,1,Inf
2019-07-30,2019,1.7,Chinook,210,0.0020039135252375227,0,0,1,Inf
2019-07-31,2019,0,Chinook,211,0,0,0,1,NA
2019-08-01,2019,0,Chinook,212,0,0,0,1,NA
2019-08-02,2019,0,Chinook,213,0,0,0,1,NA
2019-08-03,2019,0,Chinook,214,0,0,0,1,NA
2019-08-04,2019,0,Chinook,215,0,0,0,1,NA
2019-08-05,2019,0,Chinook,216,0,0,0,1,NA
2019-08-06,2019,0,Chinook,217,0,0,0,1,NA
