Date,dailyCatch,dailyCPUE,cumCPUE,year,DOY,dailyPROP,otoCATCH,otoPROP,oto_cumPROP,COratio
2015-05-28,4,0.17,0.17,2015,148,0.004251062765691423,2,0.008097165991902834,0.008097165991902834,0.5250062515628908
2015-05-29,1,0.04,0.21,2015,149,0.001000250062515629,0,0,0.008097165991902834,Inf
2015-05-30,5,0.21,0.42,2015,150,0.005251312828207053,1,0.004048582995951417,0.012145748987854251,1.297074268567142
2015-05-31,5,0.21,0.63,2015,151,0.005251312828207053,0,0,0.012145748987854251,Inf
2015-06-01,6,0.5,1.13,2015,152,0.012503125781445364,4,0.016194331983805668,0.02834008097165992,0.7720680170042512
2015-06-02,10,0.42,1.55,2015,153,0.010502625656414105,3,0.012145748987854251,0.04048582995951417,0.8647161790447613
2015-06-03,6,0.25,1.8,2015,154,0.006251562890722682,0,0,0.04048582995951417,Inf
2015-06-04,8,0.33,2.13,2015,155,0.00825206301575394,2,0.008097165991902834,0.048582995951417005,1.0191297824456116
2015-06-05,21,0.88,3.01,2015,156,0.02200550137534384,6,0.024291497975708502,0.0728744939271255,0.9058931399516548
2015-06-06,37,1.03,4.04,2015,157,0.02575643910977745,10,0.04048582995951417,0.11336032388663966,0.636184046011503
2015-06-07,26,0.54,4.58,2015,158,0.013503375843960993,7,0.02834008097165992,0.14170040485829957,0.4764762619226236
2015-06-08,39,0.81,5.39,2015,159,0.02025506376594149,9,0.03643724696356275,0.1781376518218623,0.555888972243061
2015-06-09,17,0.35,5.74,2015,160,0.008752188047011753,3,0.012145748987854251,0.19028340080971656,0.7205968158706343
2015-06-10,19,0.53,6.27,2015,161,0.013253313328332085,4,0.016194331983805668,0.20647773279352222,0.8183920980245062
2015-06-11,52,1.08,7.35,2015,162,0.027006751687921986,16,0.06477732793522267,0.2712550607287449,0.41691672918229566
2015-06-12,30,0.63,7.98,2015,163,0.015753938484621158,5,0.020242914979757085,0.291497975708502,0.7782445611402852
2015-06-13,34,0.94,8.92,2015,164,0.02350587646911728,6,0.024291497975708502,0.3157894736842105,0.9676585813119948
2015-06-14,20,0.83,9.75,2015,165,0.0207551887971993,5,0.020242914979757085,0.3360323886639676,1.0253063265816453
2015-06-15,18,0.75,10.5,2015,166,0.018754688672168045,5,0.020242914979757085,0.35627530364372473,0.9264816204051014
2015-06-16,11,0.46,10.96,2015,167,0.011502875718929734,3,0.012145748987854251,0.368421052631579,0.9470701008585481
2015-06-17,33,1.38,12.34,2015,168,0.0345086271567892,5,0.020242914979757085,0.3886639676113361,1.7047261815453865
2015-06-18,37,1.54,13.88,2015,169,0.03850962740685172,10,0.04048582995951417,0.42914979757085026,0.9511877969492374
2015-06-19,20,0.83,14.71,2015,170,0.0207551887971993,6,0.024291497975708502,0.45344129554655876,0.8544219388180379
2015-06-20,17,0.71,15.42,2015,171,0.017754438609652416,4,0.016194331983805668,0.4696356275303644,1.0963365841460366
2015-06-21,13,0.54,15.96,2015,172,0.013503375843960993,6,0.024291497975708502,0.49392712550607293,0.5558889722430609
2015-06-22,7,0.29,16.25,2015,173,0.00725181295323831,2,0.008097165991902834,0.5020242914979758,0.8955988997249313
2015-06-23,14,0.58,16.83,2015,174,0.01450362590647662,3,0.012145748987854251,0.51417004048583,1.1941318662999083
2015-06-24,15,0.63,17.46,2015,175,0.015753938484621158,5,0.020242914979757085,0.5344129554655871,0.7782445611402852
2015-06-25,78,3.25,20.71,2015,176,0.08127031757939486,15,0.06072874493927125,0.5951417004048584,1.3382512294740354
2015-06-26,95,3.96,24.67,2015,177,0.09902475618904727,15,0.06072874493927125,0.6558704453441296,1.6306076519129784
2015-06-27,44,1.83,26.5,2015,178,0.04576144036009003,12,0.048582995951417005,0.7044534412955467,0.9419229807451864
2015-06-28,57,2.38,28.88,2015,179,0.05951487871967993,14,0.05668016194331984,0.7611336032388665,1.0500125031257816
2015-06-29,21,0.88,29.76,2015,180,0.02200550137534384,6,0.024291497975708502,0.785425101214575,0.9058931399516548
2015-06-30,27,1.13,30.89,2015,181,0.028257064266066518,5,0.020242914979757085,0.805668016194332,1.395898974743686
2015-07-01,64,2.67,33.56,2015,182,0.06676669167291824,10,0.04048582995951417,0.8461538461538463,1.6491372843210805
2015-07-02,51,2.13,35.69,2015,183,0.05326331582895724,16,0.06477732793522267,0.9109311740890689,0.8222524381095274
2015-07-03,37,1.54,37.23,2015,184,0.03850962740685172,10,0.04048582995951417,0.9514170040485831,0.9511877969492374
2015-07-04,23,0.96,38.19,2015,185,0.024006001500375095,5,0.020242914979757085,0.9716599190283401,1.1858964741185296
2015-07-05,10,0.42,38.61,2015,186,0.010502625656414105,0,0,0.9716599190283401,Inf
2015-07-06,4,0.17,38.78,2015,187,0.004251062765691423,1,0.004048582995951417,0.9757085020242916,1.0500125031257816
2015-07-07,2,0.08,38.86,2015,188,0.002000500125031258,0,0,0.9757085020242916,Inf
2015-07-08,11,0.46,39.32,2015,189,0.011502875718929734,3,0.012145748987854251,0.9878542510121459,0.9470701008585481
2015-07-09,8,0.33,39.65,2015,190,0.00825206301575394,2,0.008097165991902834,0.9959514170040487,1.0191297824456116
2015-07-10,3,0.13,39.78,2015,191,0.0032508127031757946,1,0.004048582995951417,1,0.8029507376844213
2015-07-11,3,0.13,39.91,2015,192,0.0032508127031757946,0,0,1,Inf
2015-07-12,1,0.04,39.95,2015,193,0.001000250062515629,0,0,1,Inf
2015-07-13,1,0.04,39.99,2015,194,0.001000250062515629,0,0,1,Inf
