number,mixture_collection,indiv,repunit,collection,PofZ,n_miss_loci,TF_YEAR_ID,FishID,QC_or_RR
6526,2015,KLYUTF15_0438rr,middle,Chatanika_R,0.02729628,0,KLYUTF15,438,rr
6527,2015,KLYUTF15_0438rr,middle,Chena_R,4.47E-05,0,KLYUTF15,438,rr
6528,2015,KLYUTF15_0438rr,middle,Salcha_R,0.000416526,0,KLYUTF15,438,rr
6529,2015,KLYUTF15_0438rr,middle,Goodpaster_R,0.00913953,0,KLYUTF15,438,rr
6530,2015,KLYUTF15_0438rr,middle,Beaver_Ck,0.149892786,0,KLYUTF15,438,rr
6531,2015,KLYUTF15_0438rr,middle,Chandalar_R,0.001589354,0,KLYUTF15,438,rr
6532,2015,KLYUTF15_0438rr,middle,Sheenjek_R,0.002343709,0,KLYUTF15,438,rr
6533,2015,KLYUTF15_0438rr,middle,Coleen_R,0.000136574,0,KLYUTF15,438,rr
6534,2015,KLYUTF15_0438rr,upper,Kandik_R,1.82E-06,0,KLYUTF15,438,rr
6535,2015,KLYUTF15_0438rr,upper,Chandindu_R,5.69E-07,0,KLYUTF15,438,rr
6536,2015,KLYUTF15_0438rr,upper,Klondike_R,1.06E-08,0,KLYUTF15,438,rr
6537,2015,KLYUTF15_0438rr,upper,Porcupine_R,5.26E-06,0,KLYUTF15,438,rr
6538,2015,KLYUTF15_0438rr,upper,Stewart_R,0.003130427,0,KLYUTF15,438,rr
6539,2015,KLYUTF15_0438rr,upper,Mayo_R,0.000801959,0,KLYUTF15,438,rr
6540,2015,KLYUTF15_0438rr,upper,Pelly_R,8.31E-06,0,KLYUTF15,438,rr
6541,2015,KLYUTF15_0438rr,upper,Blind_CK,0.000123989,0,KLYUTF15,438,rr
6542,2015,KLYUTF15_0438rr,upper,Tincup_Creek,9.03E-06,0,KLYUTF15,438,rr
6543,2015,KLYUTF15_0438rr,upper,Yukon_R_Mainstem,7.33E-06,0,KLYUTF15,438,rr
6544,2015,KLYUTF15_0438rr,upper,Tatchun_CK,4.02E-05,0,KLYUTF15,438,rr
6545,2015,KLYUTF15_0438rr,upper,Nordenskiold_R,6.28E-06,0,KLYUTF15,438,rr
6546,2015,KLYUTF15_0438rr,upper,Little_Salmon_R,1.55E-05,0,KLYUTF15,438,rr
6547,2015,KLYUTF15_0438rr,upper,Big_Salmon_R,2.39E-07,0,KLYUTF15,438,rr
6548,2015,KLYUTF15_0438rr,upper,Nisutlin_R,5.48E-09,0,KLYUTF15,438,rr
6549,2015,KLYUTF15_0438rr,upper,Teslin_R,4.57E-06,0,KLYUTF15,438,rr
6550,2015,KLYUTF15_0438rr,upper,Morley_R,4.01E-06,0,KLYUTF15,438,rr
6551,2015,KLYUTF15_0438rr,upper,Takhini_R,5.53E-05,0,KLYUTF15,438,rr
6552,2015,KLYUTF15_0438rr,upper,Whitehorse,0.000340296,0,KLYUTF15,438,rr
6553,2015,KLYUTF15_0444rr,lower,Andreafsky_R,3.64E-05,0,KLYUTF15,444,rr
6554,2015,KLYUTF15_0444rr,lower,Anvik_R,0.001940418,0,KLYUTF15,444,rr
6555,2015,KLYUTF15_0444rr,lower,Nulato_R,0.000282574,0,KLYUTF15,444,rr
6556,2015,KLYUTF15_0444rr,lower,Gisasa_R,0.311441447,0,KLYUTF15,444,rr
6557,2015,KLYUTF15_0444rr,lower,Kateel_R,0.035048939,0,KLYUTF15,444,rr
6558,2015,KLYUTF15_0444rr,lower,Tozitna_R,0.311220556,0,KLYUTF15,444,rr
6559,2015,KLYUTF15_0444rr,middle,S_Fk_Koyukuk_R,0.001025755,0,KLYUTF15,444,rr
6560,2015,KLYUTF15_0444rr,middle,Henshaw_Creek,9.75E-06,0,KLYUTF15,444,rr
6561,2015,KLYUTF15_0444rr,middle,Kantishna_R,0.000797385,0,KLYUTF15,444,rr
6562,2015,KLYUTF15_0444rr,middle,Chatanika_R,0.002219915,0,KLYUTF15,444,rr
6563,2015,KLYUTF15_0444rr,middle,Chena_R,0.000101797,0,KLYUTF15,444,rr
6564,2015,KLYUTF15_0444rr,middle,Salcha_R,0.000819528,0,KLYUTF15,444,rr
6565,2015,KLYUTF15_0444rr,middle,Goodpaster_R,0.001337939,0,KLYUTF15,444,rr
6566,2015,KLYUTF15_0444rr,middle,Beaver_Ck,0.09070204,0,KLYUTF15,444,rr
6567,2015,KLYUTF15_0444rr,middle,Chandalar_R,0.000130072,0,KLYUTF15,444,rr
6568,2015,KLYUTF15_0444rr,middle,Sheenjek_R,7.05E-05,0,KLYUTF15,444,rr
6569,2015,KLYUTF15_0444rr,middle,Coleen_R,4.17E-05,0,KLYUTF15,444,rr
6570,2015,KLYUTF15_0444rr,upper,Kandik_R,3.27E-06,0,KLYUTF15,444,rr
6571,2015,KLYUTF15_0444rr,upper,Chandindu_R,6.60E-07,0,KLYUTF15,444,rr
6572,2015,KLYUTF15_0444rr,upper,Klondike_R,4.10E-07,0,KLYUTF15,444,rr
6573,2015,KLYUTF15_0444rr,upper,Porcupine_R,4.29E-05,0,KLYUTF15,444,rr
6574,2015,KLYUTF15_0444rr,upper,Stewart_R,0.02532968,0,KLYUTF15,444,rr
6575,2015,KLYUTF15_0444rr,upper,Mayo_R,0.013526937,0,KLYUTF15,444,rr
6576,2015,KLYUTF15_0444rr,upper,Pelly_R,4.31E-05,0,KLYUTF15,444,rr
6577,2015,KLYUTF15_0444rr,upper,Blind_CK,0.002035503,0,KLYUTF15,444,rr
6578,2015,KLYUTF15_0444rr,upper,Tincup_Creek,0.000228989,0,KLYUTF15,444,rr
6579,2015,KLYUTF15_0444rr,upper,Yukon_R_Mainstem,0.003503721,0,KLYUTF15,444,rr
6580,2015,KLYUTF15_0444rr,upper,Tatchun_CK,0.008475296,0,KLYUTF15,444,rr
6581,2015,KLYUTF15_0444rr,upper,Nordenskiold_R,0.000164147,0,KLYUTF15,444,rr
6582,2015,KLYUTF15_0444rr,upper,Little_Salmon_R,0.003192615,0,KLYUTF15,444,rr
6583,2015,KLYUTF15_0444rr,upper,Big_Salmon_R,9.44E-05,0,KLYUTF15,444,rr
6584,2015,KLYUTF15_0444rr,upper,Nisutlin_R,0.003427063,0,KLYUTF15,444,rr
6585,2015,KLYUTF15_0444rr,upper,Teslin_R,0.004352672,0,KLYUTF15,444,rr
6586,2015,KLYUTF15_0444rr,upper,Morley_R,0.036822131,0,KLYUTF15,444,rr
6587,2015,KLYUTF15_0444rr,upper,Takhini_R,0.125031055,0,KLYUTF15,444,rr
6588,2015,KLYUTF15_0444rr,upper,Whitehorse,0.016498819,0,KLYUTF15,444,rr
6589,2015,KLYUTF15_0450,lower,Andreafsky_R,2.91E-05,0,KLYUTF15,450,
6590,2015,KLYUTF15_0450,lower,Anvik_R,0.00033496,0,KLYUTF15,450,
6591,2015,KLYUTF15_0450,lower,Nulato_R,0.000171048,0,KLYUTF15,450,
6592,2015,KLYUTF15_0450,lower,Gisasa_R,0.374116683,0,KLYUTF15,450,
6593,2015,KLYUTF15_0450,lower,Kateel_R,0.05216329,0,KLYUTF15,450,
6594,2015,KLYUTF15_0450,lower,Tozitna_R,0.367027008,0,KLYUTF15,450,
6595,2015,KLYUTF15_0450,middle,S_Fk_Koyukuk_R,0.002878827,0,KLYUTF15,450,
6596,2015,KLYUTF15_0450,middle,Henshaw_Creek,3.67E-05,0,KLYUTF15,450,
6597,2015,KLYUTF15_0450,middle,Kantishna_R,0.000860274,0,KLYUTF15,450,
6598,2015,KLYUTF15_0450,middle,Chatanika_R,0.047723608,0,KLYUTF15,450,
6599,2015,KLYUTF15_0450,middle,Chena_R,0.00056708,0,KLYUTF15,450,
6600,2015,KLYUTF15_0450,middle,Salcha_R,0.004062458,0,KLYUTF15,450,
6601,2015,KLYUTF15_0450,middle,Goodpaster_R,0.010712435,0,KLYUTF15,450,
6602,2015,KLYUTF15_0450,middle,Beaver_Ck,0.074621432,0,KLYUTF15,450,
6603,2015,KLYUTF15_0450,middle,Chandalar_R,0.001727816,0,KLYUTF15,450,
6604,2015,KLYUTF15_0450,middle,Sheenjek_R,0.00014504,0,KLYUTF15,450,
6605,2015,KLYUTF15_0450,middle,Coleen_R,2.29E-05,0,KLYUTF15,450,
6606,2015,KLYUTF15_0450,upper,Kandik_R,3.86E-05,0,KLYUTF15,450,
6607,2015,KLYUTF15_0450,upper,Chandindu_R,9.37E-06,0,KLYUTF15,450,
6608,2015,KLYUTF15_0450,upper,Klondike_R,2.86E-06,0,KLYUTF15,450,
6609,2015,KLYUTF15_0450,upper,Porcupine_R,6.79E-05,0,KLYUTF15,450,
6610,2015,KLYUTF15_0450,upper,Stewart_R,0.037709817,0,KLYUTF15,450,
6611,2015,KLYUTF15_0450,upper,Mayo_R,0.001629692,0,KLYUTF15,450,
6612,2015,KLYUTF15_0450,upper,Pelly_R,4.24E-05,0,KLYUTF15,450,
6613,2015,KLYUTF15_0450,upper,Blind_CK,0.000335463,0,KLYUTF15,450,
6614,2015,KLYUTF15_0450,upper,Tincup_Creek,1.03E-08,0,KLYUTF15,450,
6615,2015,KLYUTF15_0450,upper,Yukon_R_Mainstem,0.000103325,0,KLYUTF15,450,
6616,2015,KLYUTF15_0450,upper,Tatchun_CK,0.000462707,0,KLYUTF15,450,
6617,2015,KLYUTF15_0450,upper,Nordenskiold_R,8.85E-05,0,KLYUTF15,450,
6618,2015,KLYUTF15_0450,upper,Little_Salmon_R,0.000295408,0,KLYUTF15,450,
6619,2015,KLYUTF15_0450,upper,Big_Salmon_R,3.51E-06,0,KLYUTF15,450,
6620,2015,KLYUTF15_0450,upper,Nisutlin_R,0.000106564,0,KLYUTF15,450,
6621,2015,KLYUTF15_0450,upper,Teslin_R,0.000536715,0,KLYUTF15,450,
6622,2015,KLYUTF15_0450,upper,Morley_R,0.019902864,0,KLYUTF15,450,
6623,2015,KLYUTF15_0450,upper,Takhini_R,0.000560808,0,KLYUTF15,450,
6624,2015,KLYUTF15_0450,upper,Whitehorse,0.000902671,0,KLYUTF15,450,
6625,2015,KLYUTF15_0451,lower,Andreafsky_R,1.25E-05,0,KLYUTF15,451,
6626,2015,KLYUTF15_0451,lower,Anvik_R,9.28E-05,0,KLYUTF15,451,
6627,2015,KLYUTF15_0451,lower,Nulato_R,1.69E-05,0,KLYUTF15,451,
6628,2015,KLYUTF15_0451,lower,Gisasa_R,0.146012903,0,KLYUTF15,451,
6629,2015,KLYUTF15_0451,lower,Kateel_R,0.008250792,0,KLYUTF15,451,
6630,2015,KLYUTF15_0451,lower,Tozitna_R,0.548338599,0,KLYUTF15,451,
6631,2015,KLYUTF15_0451,middle,S_Fk_Koyukuk_R,0.000225305,0,KLYUTF15,451,
6632,2015,KLYUTF15_0451,middle,Henshaw_Creek,7.43E-07,0,KLYUTF15,451,
6633,2015,KLYUTF15_0451,middle,Kantishna_R,0.000200969,0,KLYUTF15,451,
6634,2015,KLYUTF15_0451,middle,Chatanika_R,0.002461404,0,KLYUTF15,451,
6635,2015,KLYUTF15_0451,middle,Chena_R,2.19E-05,0,KLYUTF15,451,
6636,2015,KLYUTF15_0451,middle,Salcha_R,0.000139448,0,KLYUTF15,451,
6637,2015,KLYUTF15_0451,middle,Goodpaster_R,0.000704394,0,KLYUTF15,451,
6638,2015,KLYUTF15_0451,middle,Beaver_Ck,0.177192243,0,KLYUTF15,451,
6639,2015,KLYUTF15_0451,middle,Chandalar_R,0.000363096,0,KLYUTF15,451,
6640,2015,KLYUTF15_0451,middle,Sheenjek_R,5.12E-05,0,KLYUTF15,451,
6641,2015,KLYUTF15_0451,middle,Coleen_R,4.19E-05,0,KLYUTF15,451,
6642,2015,KLYUTF15_0451,upper,Kandik_R,2.82E-06,0,KLYUTF15,451,
6643,2015,KLYUTF15_0451,upper,Chandindu_R,3.96E-07,0,KLYUTF15,451,
6644,2015,KLYUTF15_0451,upper,Klondike_R,9.33E-08,0,KLYUTF15,451,
6645,2015,KLYUTF15_0451,upper,Porcupine_R,4.77E-05,0,KLYUTF15,451,
6646,2015,KLYUTF15_0451,upper,Stewart_R,0.042812702,0,KLYUTF15,451,
6647,2015,KLYUTF15_0451,upper,Mayo_R,0.022696375,0,KLYUTF15,451,
6648,2015,KLYUTF15_0451,upper,Pelly_R,0.000267544,0,KLYUTF15,451,
6649,2015,KLYUTF15_0451,upper,Blind_CK,0.006746955,0,KLYUTF15,451,
6650,2015,KLYUTF15_0451,upper,Tincup_Creek,0.000329162,0,KLYUTF15,451,
6651,2015,KLYUTF15_0451,upper,Yukon_R_Mainstem,0.000394838,0,KLYUTF15,451,
6652,2015,KLYUTF15_0451,upper,Tatchun_CK,0.000108725,0,KLYUTF15,451,
6653,2015,KLYUTF15_0451,upper,Nordenskiold_R,2.53E-05,0,KLYUTF15,451,
6654,2015,KLYUTF15_0451,upper,Little_Salmon_R,0.000183033,0,KLYUTF15,451,
6655,2015,KLYUTF15_0451,upper,Big_Salmon_R,2.26E-05,0,KLYUTF15,451,
6656,2015,KLYUTF15_0451,upper,Nisutlin_R,2.37E-06,0,KLYUTF15,451,
6657,2015,KLYUTF15_0451,upper,Teslin_R,0.000530786,0,KLYUTF15,451,
6658,2015,KLYUTF15_0451,upper,Morley_R,0.001061891,0,KLYUTF15,451,
6659,2015,KLYUTF15_0451,upper,Takhini_R,0.012103341,0,KLYUTF15,451,
6660,2015,KLYUTF15_0451,upper,Whitehorse,0.028536282,0,KLYUTF15,451,
6661,2015,KLYUTF15_0454,lower,Andreafsky_R,5.43E-05,0,KLYUTF15,454,
6662,2015,KLYUTF15_0454,lower,Anvik_R,0.000229119,0,KLYUTF15,454,
6663,2015,KLYUTF15_0454,lower,Nulato_R,0.000321675,0,KLYUTF15,454,
6664,2015,KLYUTF15_0454,lower,Gisasa_R,0.583971726,0,KLYUTF15,454,
6665,2015,KLYUTF15_0454,lower,Kateel_R,0.03245792,0,KLYUTF15,454,
6666,2015,KLYUTF15_0454,lower,Tozitna_R,0.115012608,0,KLYUTF15,454,
6667,2015,KLYUTF15_0454,middle,S_Fk_Koyukuk_R,0.000343656,0,KLYUTF15,454,
6668,2015,KLYUTF15_0454,middle,Henshaw_Creek,2.33E-05,0,KLYUTF15,454,
6669,2015,KLYUTF15_0454,middle,Kantishna_R,0.006446766,0,KLYUTF15,454,
6670,2015,KLYUTF15_0454,middle,Chatanika_R,0.006706903,0,KLYUTF15,454,
6671,2015,KLYUTF15_0454,middle,Chena_R,0.000269063,0,KLYUTF15,454,
6672,2015,KLYUTF15_0454,middle,Salcha_R,0.000875746,0,KLYUTF15,454,
6673,2015,KLYUTF15_0454,middle,Goodpaster_R,0.000315026,0,KLYUTF15,454,
6674,2015,KLYUTF15_0454,middle,Beaver_Ck,0.06460454,0,KLYUTF15,454,
6675,2015,KLYUTF15_0454,middle,Chandalar_R,0.001761815,0,KLYUTF15,454,
6676,2015,KLYUTF15_0454,middle,Sheenjek_R,0.000808865,0,KLYUTF15,454,
6677,2015,KLYUTF15_0454,middle,Coleen_R,0.000636936,0,KLYUTF15,454,
6678,2015,KLYUTF15_0454,upper,Kandik_R,0.000122483,0,KLYUTF15,454,
6679,2015,KLYUTF15_0454,upper,Chandindu_R,8.45E-05,0,KLYUTF15,454,
6680,2015,KLYUTF15_0454,upper,Klondike_R,2.56E-05,0,KLYUTF15,454,
6681,2015,KLYUTF15_0454,upper,Porcupine_R,0.000302264,0,KLYUTF15,454,
6682,2015,KLYUTF15_0454,upper,Stewart_R,0.089627703,0,KLYUTF15,454,
6683,2015,KLYUTF15_0454,upper,Mayo_R,0.016176273,0,KLYUTF15,454,
6684,2015,KLYUTF15_0454,upper,Pelly_R,0.000236118,0,KLYUTF15,454,
6685,2015,KLYUTF15_0454,upper,Blind_CK,0.00296818,0,KLYUTF15,454,
6686,2015,KLYUTF15_0454,upper,Tincup_Creek,2.27E-05,0,KLYUTF15,454,
6687,2015,KLYUTF15_0454,upper,Yukon_R_Mainstem,0.00085646,0,KLYUTF15,454,
6688,2015,KLYUTF15_0454,upper,Tatchun_CK,0.009103921,0,KLYUTF15,454,
6689,2015,KLYUTF15_0454,upper,Nordenskiold_R,0.002774284,0,KLYUTF15,454,
6690,2015,KLYUTF15_0454,upper,Little_Salmon_R,0.003923403,0,KLYUTF15,454,
6691,2015,KLYUTF15_0454,upper,Big_Salmon_R,0.000165434,0,KLYUTF15,454,
6692,2015,KLYUTF15_0454,upper,Nisutlin_R,0.000195258,0,KLYUTF15,454,
6693,2015,KLYUTF15_0454,upper,Teslin_R,0.00911816,0,KLYUTF15,454,
6694,2015,KLYUTF15_0454,upper,Morley_R,0.044342368,0,KLYUTF15,454,
6695,2015,KLYUTF15_0454,upper,Takhini_R,0.001939555,0,KLYUTF15,454,
6696,2015,KLYUTF15_0454,upper,Whitehorse,0.003175261,0,KLYUTF15,454,
6697,2015,KLYUTF15_0457,lower,Andreafsky_R,4.57E-07,0,KLYUTF15,457,
6698,2015,KLYUTF15_0457,lower,Anvik_R,6.64E-06,0,KLYUTF15,457,
6699,2015,KLYUTF15_0457,lower,Nulato_R,1.77E-06,0,KLYUTF15,457,
6700,2015,KLYUTF15_0457,lower,Gisasa_R,0.001445624,0,KLYUTF15,457,
6701,2015,KLYUTF15_0457,lower,Kateel_R,0.001213074,0,KLYUTF15,457,
6702,2015,KLYUTF15_0457,lower,Tozitna_R,0.00596118,0,KLYUTF15,457,
6703,2015,KLYUTF15_0457,middle,S_Fk_Koyukuk_R,1.45E-05,0,KLYUTF15,457,
6704,2015,KLYUTF15_0457,middle,Henshaw_Creek,2.58E-06,0,KLYUTF15,457,
6705,2015,KLYUTF15_0457,middle,Kantishna_R,6.42E-06,0,KLYUTF15,457,
6706,2015,KLYUTF15_0457,middle,Chatanika_R,0.000207746,0,KLYUTF15,457,
6707,2015,KLYUTF15_0457,middle,Chena_R,1.11E-05,0,KLYUTF15,457,
6708,2015,KLYUTF15_0457,middle,Salcha_R,4.71E-05,0,KLYUTF15,457,
6709,2015,KLYUTF15_0457,middle,Goodpaster_R,7.87E-05,0,KLYUTF15,457,
6710,2015,KLYUTF15_0457,middle,Beaver_Ck,0.009673156,0,KLYUTF15,457,
6711,2015,KLYUTF15_0457,middle,Chandalar_R,3.81E-05,0,KLYUTF15,457,
6712,2015,KLYUTF15_0457,middle,Sheenjek_R,4.66E-05,0,KLYUTF15,457,
6713,2015,KLYUTF15_0457,middle,Coleen_R,1.42E-05,0,KLYUTF15,457,
6714,2015,KLYUTF15_0457,upper,Kandik_R,4.13E-05,0,KLYUTF15,457,
6715,2015,KLYUTF15_0457,upper,Chandindu_R,2.78E-05,0,KLYUTF15,457,
6716,2015,KLYUTF15_0457,upper,Klondike_R,1.25E-05,0,KLYUTF15,457,
6717,2015,KLYUTF15_0457,upper,Porcupine_R,0.000294791,0,KLYUTF15,457,
6718,2015,KLYUTF15_0457,upper,Stewart_R,0.434131598,0,KLYUTF15,457,
6719,2015,KLYUTF15_0457,upper,Mayo_R,0.196774003,0,KLYUTF15,457,
6720,2015,KLYUTF15_0457,upper,Pelly_R,0.000638575,0,KLYUTF15,457,
6721,2015,KLYUTF15_0457,upper,Blind_CK,0.012922058,0,KLYUTF15,457,
6722,2015,KLYUTF15_0457,upper,Tincup_Creek,0.000184618,0,KLYUTF15,457,
6723,2015,KLYUTF15_0457,upper,Yukon_R_Mainstem,0.015520629,0,KLYUTF15,457,
6724,2015,KLYUTF15_0457,upper,Tatchun_CK,0.045398895,0,KLYUTF15,457,
6725,2015,KLYUTF15_0457,upper,Nordenskiold_R,0.000600946,0,KLYUTF15,457,
6726,2015,KLYUTF15_0457,upper,Little_Salmon_R,0.025572948,0,KLYUTF15,457,
6727,2015,KLYUTF15_0457,upper,Big_Salmon_R,0.001730754,0,KLYUTF15,457,
6728,2015,KLYUTF15_0457,upper,Nisutlin_R,0.001322242,0,KLYUTF15,457,
6729,2015,KLYUTF15_0457,upper,Teslin_R,0.026392048,0,KLYUTF15,457,
6730,2015,KLYUTF15_0457,upper,Morley_R,0.103981363,0,KLYUTF15,457,
6731,2015,KLYUTF15_0457,upper,Takhini_R,0.05696031,0,KLYUTF15,457,
6732,2015,KLYUTF15_0457,upper,Whitehorse,0.05872372,0,KLYUTF15,457,
6733,2015,KLYUTF15_0458,lower,Andreafsky_R,3.05E-05,0,KLYUTF15,458,
6734,2015,KLYUTF15_0458,lower,Anvik_R,0.000172396,0,KLYUTF15,458,
6735,2015,KLYUTF15_0458,lower,Nulato_R,4.23E-05,0,KLYUTF15,458,
6736,2015,KLYUTF15_0458,lower,Gisasa_R,0.032319586,0,KLYUTF15,458,
6737,2015,KLYUTF15_0458,lower,Kateel_R,0.009584152,0,KLYUTF15,458,
6738,2015,KLYUTF15_0458,lower,Tozitna_R,0.307524986,0,KLYUTF15,458,
6739,2015,KLYUTF15_0458,middle,S_Fk_Koyukuk_R,0.007974324,0,KLYUTF15,458,
6740,2015,KLYUTF15_0458,middle,Henshaw_Creek,0.000786432,0,KLYUTF15,458,
6741,2015,KLYUTF15_0458,middle,Kantishna_R,0.00218946,0,KLYUTF15,458,
6742,2015,KLYUTF15_0458,middle,Chatanika_R,0.06585717,0,KLYUTF15,458,
6743,2015,KLYUTF15_0458,middle,Chena_R,0.004590172,0,KLYUTF15,458,
6744,2015,KLYUTF15_0458,middle,Salcha_R,0.022026252,0,KLYUTF15,458,
6745,2015,KLYUTF15_0458,middle,Goodpaster_R,0.089754543,0,KLYUTF15,458,
6746,2015,KLYUTF15_0458,middle,Beaver_Ck,0.445712634,0,KLYUTF15,458,
6747,2015,KLYUTF15_0458,middle,Chandalar_R,0.000961441,0,KLYUTF15,458,
6748,2015,KLYUTF15_0458,middle,Sheenjek_R,0.001363707,0,KLYUTF15,458,
6749,2015,KLYUTF15_0458,middle,Coleen_R,6.74E-05,0,KLYUTF15,458,
6750,2015,KLYUTF15_0458,upper,Kandik_R,7.87E-07,0,KLYUTF15,458,
6751,2015,KLYUTF15_0458,upper,Chandindu_R,1.14E-06,0,KLYUTF15,458,
6752,2015,KLYUTF15_0458,upper,Klondike_R,2.35E-07,0,KLYUTF15,458,
6753,2015,KLYUTF15_0458,upper,Porcupine_R,6.65E-06,0,KLYUTF15,458,
6754,2015,KLYUTF15_0458,upper,Stewart_R,0.005883523,0,KLYUTF15,458,
6755,2015,KLYUTF15_0458,upper,Mayo_R,0.002184055,0,KLYUTF15,458,
6756,2015,KLYUTF15_0458,upper,Pelly_R,4.76E-05,0,KLYUTF15,458,
6757,2015,KLYUTF15_0458,upper,Blind_CK,0.000568095,0,KLYUTF15,458,
6758,2015,KLYUTF15_0458,upper,Tincup_Creek,0.000129481,0,KLYUTF15,458,
6759,2015,KLYUTF15_0458,upper,Yukon_R_Mainstem,6.59E-06,0,KLYUTF15,458,
6760,2015,KLYUTF15_0458,upper,Tatchun_CK,2.56E-05,0,KLYUTF15,458,
6761,2015,KLYUTF15_0458,upper,Nordenskiold_R,6.79E-06,0,KLYUTF15,458,
6762,2015,KLYUTF15_0458,upper,Little_Salmon_R,4.94E-05,0,KLYUTF15,458,
6763,2015,KLYUTF15_0458,upper,Big_Salmon_R,1.77E-06,0,KLYUTF15,458,
6764,2015,KLYUTF15_0458,upper,Nisutlin_R,1.03E-07,0,KLYUTF15,458,
6765,2015,KLYUTF15_0458,upper,Teslin_R,2.71E-05,0,KLYUTF15,458,
6766,2015,KLYUTF15_0458,upper,Morley_R,9.05E-05,0,KLYUTF15,458,
6767,2015,KLYUTF15_0458,upper,Takhini_R,9.43E-07,0,KLYUTF15,458,
6768,2015,KLYUTF15_0458,upper,Whitehorse,1.23E-05,0,KLYUTF15,458,
6769,2015,KLYUTF15_0458qc,lower,Andreafsky_R,3.05E-05,0,KLYUTF15,458,qc
6770,2015,KLYUTF15_0458qc,lower,Anvik_R,0.000172396,0,KLYUTF15,458,qc
6771,2015,KLYUTF15_0458qc,lower,Nulato_R,4.23E-05,0,KLYUTF15,458,qc
6772,2015,KLYUTF15_0458qc,lower,Gisasa_R,0.032319586,0,KLYUTF15,458,qc
6773,2015,KLYUTF15_0458qc,lower,Kateel_R,0.009584152,0,KLYUTF15,458,qc
6774,2015,KLYUTF15_0458qc,lower,Tozitna_R,0.307524986,0,KLYUTF15,458,qc
6775,2015,KLYUTF15_0458qc,middle,S_Fk_Koyukuk_R,0.007974324,0,KLYUTF15,458,qc
6776,2015,KLYUTF15_0458qc,middle,Henshaw_Creek,0.000786432,0,KLYUTF15,458,qc
6777,2015,KLYUTF15_0458qc,middle,Kantishna_R,0.00218946,0,KLYUTF15,458,qc
6778,2015,KLYUTF15_0458qc,middle,Chatanika_R,0.06585717,0,KLYUTF15,458,qc
6779,2015,KLYUTF15_0458qc,middle,Chena_R,0.004590172,0,KLYUTF15,458,qc
6780,2015,KLYUTF15_0458qc,middle,Salcha_R,0.022026252,0,KLYUTF15,458,qc
6781,2015,KLYUTF15_0458qc,middle,Goodpaster_R,0.089754543,0,KLYUTF15,458,qc
6782,2015,KLYUTF15_0458qc,middle,Beaver_Ck,0.445712634,0,KLYUTF15,458,qc
6783,2015,KLYUTF15_0458qc,middle,Chandalar_R,0.000961441,0,KLYUTF15,458,qc
6784,2015,KLYUTF15_0458qc,middle,Sheenjek_R,0.001363707,0,KLYUTF15,458,qc
6785,2015,KLYUTF15_0458qc,middle,Coleen_R,6.74E-05,0,KLYUTF15,458,qc
6786,2015,KLYUTF15_0458qc,upper,Kandik_R,7.87E-07,0,KLYUTF15,458,qc
6787,2015,KLYUTF15_0458qc,upper,Chandindu_R,1.14E-06,0,KLYUTF15,458,qc
6788,2015,KLYUTF15_0458qc,upper,Klondike_R,2.35E-07,0,KLYUTF15,458,qc
6789,2015,KLYUTF15_0458qc,upper,Porcupine_R,6.65E-06,0,KLYUTF15,458,qc
6790,2015,KLYUTF15_0458qc,upper,Stewart_R,0.005883523,0,KLYUTF15,458,qc
6791,2015,KLYUTF15_0458qc,upper,Mayo_R,0.002184055,0,KLYUTF15,458,qc
6792,2015,KLYUTF15_0458qc,upper,Pelly_R,4.76E-05,0,KLYUTF15,458,qc
6793,2015,KLYUTF15_0458qc,upper,Blind_CK,0.000568095,0,KLYUTF15,458,qc
6794,2015,KLYUTF15_0458qc,upper,Tincup_Creek,0.000129481,0,KLYUTF15,458,qc
6795,2015,KLYUTF15_0458qc,upper,Yukon_R_Mainstem,6.59E-06,0,KLYUTF15,458,qc
6796,2015,KLYUTF15_0458qc,upper,Tatchun_CK,2.56E-05,0,KLYUTF15,458,qc
6797,2015,KLYUTF15_0458qc,upper,Nordenskiold_R,6.79E-06,0,KLYUTF15,458,qc
6798,2015,KLYUTF15_0458qc,upper,Little_Salmon_R,4.94E-05,0,KLYUTF15,458,qc
6799,2015,KLYUTF15_0458qc,upper,Big_Salmon_R,1.77E-06,0,KLYUTF15,458,qc
6800,2015,KLYUTF15_0458qc,upper,Nisutlin_R,1.03E-07,0,KLYUTF15,458,qc
6801,2015,KLYUTF15_0458qc,upper,Teslin_R,2.71E-05,0,KLYUTF15,458,qc
6802,2015,KLYUTF15_0458qc,upper,Morley_R,9.05E-05,0,KLYUTF15,458,qc
6803,2015,KLYUTF15_0458qc,upper,Takhini_R,9.43E-07,0,KLYUTF15,458,qc
6804,2015,KLYUTF15_0458qc,upper,Whitehorse,1.23E-05,0,KLYUTF15,458,qc
6805,2015,KLYUTF15_0459,lower,Andreafsky_R,6.59E-05,7,KLYUTF15,459,
6806,2015,KLYUTF15_0459,lower,Anvik_R,0.000835369,7,KLYUTF15,459,
6807,2015,KLYUTF15_0459,lower,Nulato_R,0.000396616,7,KLYUTF15,459,
6808,2015,KLYUTF15_0459,lower,Gisasa_R,0.530708185,7,KLYUTF15,459,
6809,2015,KLYUTF15_0459,lower,Kateel_R,0.029543103,7,KLYUTF15,459,
