number,mixture_collection,indiv,repunit,collection,PofZ,n_miss_loci,TF_YEAR_ID,FishID,QC_or_RR
16191,2016,KLYUTF16_0153,upper,Yukon_R_Mainstem,0.001273188,35,KLYUTF16,153,
16192,2016,KLYUTF16_0153,upper,Tatchun_CK,0.000798077,35,KLYUTF16,153,
16193,2016,KLYUTF16_0153,upper,Nordenskiold_R,0.000306115,35,KLYUTF16,153,
16194,2016,KLYUTF16_0153,upper,Little_Salmon_R,0.000251325,35,KLYUTF16,153,
16195,2016,KLYUTF16_0153,upper,Big_Salmon_R,0.000238635,35,KLYUTF16,153,
16196,2016,KLYUTF16_0153,upper,Nisutlin_R,0.000517436,35,KLYUTF16,153,
16197,2016,KLYUTF16_0153,upper,Teslin_R,0.096612241,35,KLYUTF16,153,
16198,2016,KLYUTF16_0153,upper,Morley_R,0.011130578,35,KLYUTF16,153,
16199,2016,KLYUTF16_0153,upper,Takhini_R,0.000324722,35,KLYUTF16,153,
16200,2016,KLYUTF16_0153,upper,Whitehorse,0.000381381,35,KLYUTF16,153,
16201,2016,KLYUTF16_0154,lower,Andreafsky_R,1.25E-07,3,KLYUTF16,154,
16202,2016,KLYUTF16_0154,lower,Anvik_R,1.19E-05,3,KLYUTF16,154,
16203,2016,KLYUTF16_0154,lower,Nulato_R,8.90E-07,3,KLYUTF16,154,
16204,2016,KLYUTF16_0154,lower,Gisasa_R,0.000264205,3,KLYUTF16,154,
16205,2016,KLYUTF16_0154,lower,Kateel_R,0.000111485,3,KLYUTF16,154,
16206,2016,KLYUTF16_0154,lower,Tozitna_R,3.98E-05,3,KLYUTF16,154,
16207,2016,KLYUTF16_0154,middle,S_Fk_Koyukuk_R,9.72E-07,3,KLYUTF16,154,
16208,2016,KLYUTF16_0154,middle,Henshaw_Creek,4.96E-06,3,KLYUTF16,154,
16209,2016,KLYUTF16_0154,middle,Kantishna_R,5.40E-05,3,KLYUTF16,154,
16210,2016,KLYUTF16_0154,middle,Chatanika_R,2.81E-05,3,KLYUTF16,154,
16211,2016,KLYUTF16_0154,middle,Chena_R,2.97E-06,3,KLYUTF16,154,
16212,2016,KLYUTF16_0154,middle,Salcha_R,1.47E-05,3,KLYUTF16,154,
16213,2016,KLYUTF16_0154,middle,Goodpaster_R,4.21E-07,3,KLYUTF16,154,
16214,2016,KLYUTF16_0154,middle,Beaver_Ck,0.024765468,3,KLYUTF16,154,
16215,2016,KLYUTF16_0154,middle,Chandalar_R,9.41E-05,3,KLYUTF16,154,
16216,2016,KLYUTF16_0154,middle,Sheenjek_R,4.27E-05,3,KLYUTF16,154,
16217,2016,KLYUTF16_0154,middle,Coleen_R,0.00031682,3,KLYUTF16,154,
16218,2016,KLYUTF16_0154,upper,Kandik_R,0.000161985,3,KLYUTF16,154,
16219,2016,KLYUTF16_0154,upper,Chandindu_R,0.000272543,3,KLYUTF16,154,
16220,2016,KLYUTF16_0154,upper,Klondike_R,0.000172093,3,KLYUTF16,154,
16221,2016,KLYUTF16_0154,upper,Porcupine_R,0.000565066,3,KLYUTF16,154,
16222,2016,KLYUTF16_0154,upper,Stewart_R,0.000188661,3,KLYUTF16,154,
16223,2016,KLYUTF16_0154,upper,Mayo_R,0.001293919,3,KLYUTF16,154,
16224,2016,KLYUTF16_0154,upper,Pelly_R,0.000232342,3,KLYUTF16,154,
16225,2016,KLYUTF16_0154,upper,Blind_CK,0.039886402,3,KLYUTF16,154,
16226,2016,KLYUTF16_0154,upper,Tincup_Creek,2.17E-05,3,KLYUTF16,154,
16227,2016,KLYUTF16_0154,upper,Yukon_R_Mainstem,0.006655594,3,KLYUTF16,154,
16228,2016,KLYUTF16_0154,upper,Tatchun_CK,0.005097295,3,KLYUTF16,154,
16229,2016,KLYUTF16_0154,upper,Nordenskiold_R,0.000266032,3,KLYUTF16,154,
16230,2016,KLYUTF16_0154,upper,Little_Salmon_R,0.001253748,3,KLYUTF16,154,
16231,2016,KLYUTF16_0154,upper,Big_Salmon_R,0.001491152,3,KLYUTF16,154,
16232,2016,KLYUTF16_0154,upper,Nisutlin_R,0.000759902,3,KLYUTF16,154,
16233,2016,KLYUTF16_0154,upper,Teslin_R,0.898223106,3,KLYUTF16,154,
16234,2016,KLYUTF16_0154,upper,Morley_R,0.014728549,3,KLYUTF16,154,
16235,2016,KLYUTF16_0154,upper,Takhini_R,0.002893094,3,KLYUTF16,154,
16236,2016,KLYUTF16_0154,upper,Whitehorse,8.32E-05,3,KLYUTF16,154,
16237,2016,KLYUTF16_0155,lower,Andreafsky_R,0.000167322,1,KLYUTF16,155,
16238,2016,KLYUTF16_0155,lower,Anvik_R,0.0837976,1,KLYUTF16,155,
16239,2016,KLYUTF16_0155,lower,Nulato_R,0.00018396,1,KLYUTF16,155,
16240,2016,KLYUTF16_0155,lower,Gisasa_R,0.040137733,1,KLYUTF16,155,
16241,2016,KLYUTF16_0155,lower,Kateel_R,0.013852762,1,KLYUTF16,155,
16242,2016,KLYUTF16_0155,lower,Tozitna_R,0.000789149,1,KLYUTF16,155,
16243,2016,KLYUTF16_0155,middle,S_Fk_Koyukuk_R,0.000445529,1,KLYUTF16,155,
16244,2016,KLYUTF16_0155,middle,Henshaw_Creek,9.43E-05,1,KLYUTF16,155,
16245,2016,KLYUTF16_0155,middle,Kantishna_R,0.001396947,1,KLYUTF16,155,
16246,2016,KLYUTF16_0155,middle,Chatanika_R,0.001577928,1,KLYUTF16,155,
16247,2016,KLYUTF16_0155,middle,Chena_R,0.000294557,1,KLYUTF16,155,
16248,2016,KLYUTF16_0155,middle,Salcha_R,0.002466129,1,KLYUTF16,155,
16249,2016,KLYUTF16_0155,middle,Goodpaster_R,0.000180149,1,KLYUTF16,155,
16250,2016,KLYUTF16_0155,middle,Beaver_Ck,0.17284819,1,KLYUTF16,155,
16251,2016,KLYUTF16_0155,middle,Chandalar_R,0.00041648,1,KLYUTF16,155,
16252,2016,KLYUTF16_0155,middle,Sheenjek_R,6.87E-05,1,KLYUTF16,155,
16253,2016,KLYUTF16_0155,middle,Coleen_R,2.65E-05,1,KLYUTF16,155,
16254,2016,KLYUTF16_0155,upper,Kandik_R,5.70E-05,1,KLYUTF16,155,
16255,2016,KLYUTF16_0155,upper,Chandindu_R,8.65E-05,1,KLYUTF16,155,
16256,2016,KLYUTF16_0155,upper,Klondike_R,0.000168876,1,KLYUTF16,155,
16257,2016,KLYUTF16_0155,upper,Porcupine_R,0.000150448,1,KLYUTF16,155,
16258,2016,KLYUTF16_0155,upper,Stewart_R,1.65E-05,1,KLYUTF16,155,
16259,2016,KLYUTF16_0155,upper,Mayo_R,0.000221588,1,KLYUTF16,155,
16260,2016,KLYUTF16_0155,upper,Pelly_R,0.000221843,1,KLYUTF16,155,
16261,2016,KLYUTF16_0155,upper,Blind_CK,0.01394229,1,KLYUTF16,155,
16262,2016,KLYUTF16_0155,upper,Tincup_Creek,1.08E-07,1,KLYUTF16,155,
16263,2016,KLYUTF16_0155,upper,Yukon_R_Mainstem,0.001396815,1,KLYUTF16,155,
16264,2016,KLYUTF16_0155,upper,Tatchun_CK,0.000762498,1,KLYUTF16,155,
16265,2016,KLYUTF16_0155,upper,Nordenskiold_R,0.000112031,1,KLYUTF16,155,
16266,2016,KLYUTF16_0155,upper,Little_Salmon_R,0.000109227,1,KLYUTF16,155,
16267,2016,KLYUTF16_0155,upper,Big_Salmon_R,0.000172572,1,KLYUTF16,155,
16268,2016,KLYUTF16_0155,upper,Nisutlin_R,0.001613096,1,KLYUTF16,155,
16269,2016,KLYUTF16_0155,upper,Teslin_R,0.520167513,1,KLYUTF16,155,
16270,2016,KLYUTF16_0155,upper,Morley_R,0.138008139,1,KLYUTF16,155,
16271,2016,KLYUTF16_0155,upper,Takhini_R,0.003739452,1,KLYUTF16,155,
16272,2016,KLYUTF16_0155,upper,Whitehorse,0.000309617,1,KLYUTF16,155,
16273,2016,KLYUTF16_0156,lower,Andreafsky_R,0.002353722,36,KLYUTF16,156,
16274,2016,KLYUTF16_0156,lower,Anvik_R,0.07380043,36,KLYUTF16,156,
16275,2016,KLYUTF16_0156,lower,Nulato_R,0.006352908,36,KLYUTF16,156,
16276,2016,KLYUTF16_0156,lower,Gisasa_R,0.177077606,36,KLYUTF16,156,
16277,2016,KLYUTF16_0156,lower,Kateel_R,0.050757453,36,KLYUTF16,156,
16278,2016,KLYUTF16_0156,lower,Tozitna_R,0.015118978,36,KLYUTF16,156,
16279,2016,KLYUTF16_0156,middle,S_Fk_Koyukuk_R,0.000534814,36,KLYUTF16,156,
16280,2016,KLYUTF16_0156,middle,Henshaw_Creek,0.000520392,36,KLYUTF16,156,
16281,2016,KLYUTF16_0156,middle,Kantishna_R,0.008841992,36,KLYUTF16,156,
16282,2016,KLYUTF16_0156,middle,Chatanika_R,0.070369707,36,KLYUTF16,156,
16283,2016,KLYUTF16_0156,middle,Chena_R,0.003565233,36,KLYUTF16,156,
16284,2016,KLYUTF16_0156,middle,Salcha_R,0.024698172,36,KLYUTF16,156,
16285,2016,KLYUTF16_0156,middle,Goodpaster_R,0.001639693,36,KLYUTF16,156,
16286,2016,KLYUTF16_0156,middle,Beaver_Ck,0.360582835,36,KLYUTF16,156,
16287,2016,KLYUTF16_0156,middle,Chandalar_R,0.001571177,36,KLYUTF16,156,
16288,2016,KLYUTF16_0156,middle,Sheenjek_R,0.001173641,36,KLYUTF16,156,
16289,2016,KLYUTF16_0156,middle,Coleen_R,0.000297211,36,KLYUTF16,156,
16290,2016,KLYUTF16_0156,upper,Kandik_R,0.000145173,36,KLYUTF16,156,
16291,2016,KLYUTF16_0156,upper,Chandindu_R,0.000247745,36,KLYUTF16,156,
16292,2016,KLYUTF16_0156,upper,Klondike_R,9.58E-05,36,KLYUTF16,156,
16293,2016,KLYUTF16_0156,upper,Porcupine_R,0.000224874,36,KLYUTF16,156,
16294,2016,KLYUTF16_0156,upper,Stewart_R,0.000198486,36,KLYUTF16,156,
16295,2016,KLYUTF16_0156,upper,Mayo_R,0.000959665,36,KLYUTF16,156,
16296,2016,KLYUTF16_0156,upper,Pelly_R,0.000335384,36,KLYUTF16,156,
16297,2016,KLYUTF16_0156,upper,Blind_CK,0.05718173,36,KLYUTF16,156,
16298,2016,KLYUTF16_0156,upper,Tincup_Creek,4.90E-05,36,KLYUTF16,156,
16299,2016,KLYUTF16_0156,upper,Yukon_R_Mainstem,0.001059889,36,KLYUTF16,156,
16300,2016,KLYUTF16_0156,upper,Tatchun_CK,0.000660838,36,KLYUTF16,156,
16301,2016,KLYUTF16_0156,upper,Nordenskiold_R,9.32E-05,36,KLYUTF16,156,
16302,2016,KLYUTF16_0156,upper,Little_Salmon_R,0.000136421,36,KLYUTF16,156,
16303,2016,KLYUTF16_0156,upper,Big_Salmon_R,5.77E-05,36,KLYUTF16,156,
16304,2016,KLYUTF16_0156,upper,Nisutlin_R,0.000990428,36,KLYUTF16,156,
16305,2016,KLYUTF16_0156,upper,Teslin_R,0.116458671,36,KLYUTF16,156,
16306,2016,KLYUTF16_0156,upper,Morley_R,0.020374819,36,KLYUTF16,156,
16307,2016,KLYUTF16_0156,upper,Takhini_R,0.000911232,36,KLYUTF16,156,
16308,2016,KLYUTF16_0156,upper,Whitehorse,0.000563013,36,KLYUTF16,156,
16309,2016,KLYUTF16_0157,lower,Andreafsky_R,8.18E-05,17,KLYUTF16,157,
16310,2016,KLYUTF16_0157,lower,Anvik_R,0.001788701,17,KLYUTF16,157,
16311,2016,KLYUTF16_0157,lower,Nulato_R,0.00013164,17,KLYUTF16,157,
16312,2016,KLYUTF16_0157,lower,Gisasa_R,0.009887307,17,KLYUTF16,157,
16313,2016,KLYUTF16_0157,lower,Kateel_R,0.003302593,17,KLYUTF16,157,
16314,2016,KLYUTF16_0157,lower,Tozitna_R,0.000835998,17,KLYUTF16,157,
16315,2016,KLYUTF16_0157,middle,S_Fk_Koyukuk_R,0.002980974,17,KLYUTF16,157,
16316,2016,KLYUTF16_0157,middle,Henshaw_Creek,0.005740128,17,KLYUTF16,157,
16317,2016,KLYUTF16_0157,middle,Kantishna_R,0.000163307,17,KLYUTF16,157,
16318,2016,KLYUTF16_0157,middle,Chatanika_R,0.167822652,17,KLYUTF16,157,
16319,2016,KLYUTF16_0157,middle,Chena_R,0.010788111,17,KLYUTF16,157,
16320,2016,KLYUTF16_0157,middle,Salcha_R,0.039117176,17,KLYUTF16,157,
16321,2016,KLYUTF16_0157,middle,Goodpaster_R,0.003964624,17,KLYUTF16,157,
16322,2016,KLYUTF16_0157,middle,Beaver_Ck,0.367997792,17,KLYUTF16,157,
16323,2016,KLYUTF16_0157,middle,Chandalar_R,0.001261473,17,KLYUTF16,157,
16324,2016,KLYUTF16_0157,middle,Sheenjek_R,0.000661627,17,KLYUTF16,157,
16325,2016,KLYUTF16_0157,middle,Coleen_R,0.000614625,17,KLYUTF16,157,
16326,2016,KLYUTF16_0157,upper,Kandik_R,8.44E-05,17,KLYUTF16,157,
16327,2016,KLYUTF16_0157,upper,Chandindu_R,3.57E-05,17,KLYUTF16,157,
16328,2016,KLYUTF16_0157,upper,Klondike_R,0.000126506,17,KLYUTF16,157,
16329,2016,KLYUTF16_0157,upper,Porcupine_R,0.001989426,17,KLYUTF16,157,
16330,2016,KLYUTF16_0157,upper,Stewart_R,0.001405891,17,KLYUTF16,157,
16331,2016,KLYUTF16_0157,upper,Mayo_R,0.002261608,17,KLYUTF16,157,
16332,2016,KLYUTF16_0157,upper,Pelly_R,0.003232887,17,KLYUTF16,157,
16333,2016,KLYUTF16_0157,upper,Blind_CK,0.328348444,17,KLYUTF16,157,
16334,2016,KLYUTF16_0157,upper,Tincup_Creek,0.000524505,17,KLYUTF16,157,
16335,2016,KLYUTF16_0157,upper,Yukon_R_Mainstem,0.001121687,17,KLYUTF16,157,
16336,2016,KLYUTF16_0157,upper,Tatchun_CK,7.82E-05,17,KLYUTF16,157,
16337,2016,KLYUTF16_0157,upper,Nordenskiold_R,0.000812066,17,KLYUTF16,157,
16338,2016,KLYUTF16_0157,upper,Little_Salmon_R,0.000858419,17,KLYUTF16,157,
16339,2016,KLYUTF16_0157,upper,Big_Salmon_R,0.000678172,17,KLYUTF16,157,
16340,2016,KLYUTF16_0157,upper,Nisutlin_R,1.91E-05,17,KLYUTF16,157,
16341,2016,KLYUTF16_0157,upper,Teslin_R,0.040561096,17,KLYUTF16,157,
16342,2016,KLYUTF16_0157,upper,Morley_R,0.000665106,17,KLYUTF16,157,
16343,2016,KLYUTF16_0157,upper,Takhini_R,1.21E-06,17,KLYUTF16,157,
16344,2016,KLYUTF16_0157,upper,Whitehorse,5.50E-05,17,KLYUTF16,157,
16345,2016,KLYUTF16_0159,lower,Andreafsky_R,0.001020268,36,KLYUTF16,159,
16346,2016,KLYUTF16_0159,lower,Anvik_R,0.035398762,36,KLYUTF16,159,
16347,2016,KLYUTF16_0159,lower,Nulato_R,0.002653273,36,KLYUTF16,159,
16348,2016,KLYUTF16_0159,lower,Gisasa_R,0.09446209,36,KLYUTF16,159,
16349,2016,KLYUTF16_0159,lower,Kateel_R,0.030829506,36,KLYUTF16,159,
16350,2016,KLYUTF16_0159,lower,Tozitna_R,0.009109243,36,KLYUTF16,159,
16351,2016,KLYUTF16_0159,middle,S_Fk_Koyukuk_R,0.000777572,36,KLYUTF16,159,
16352,2016,KLYUTF16_0159,middle,Henshaw_Creek,0.000918074,36,KLYUTF16,159,
16353,2016,KLYUTF16_0159,middle,Kantishna_R,0.00552709,36,KLYUTF16,159,
16354,2016,KLYUTF16_0159,middle,Chatanika_R,0.044789012,36,KLYUTF16,159,
16355,2016,KLYUTF16_0159,middle,Chena_R,0.003334537,36,KLYUTF16,159,
16356,2016,KLYUTF16_0159,middle,Salcha_R,0.018924881,36,KLYUTF16,159,
16357,2016,KLYUTF16_0159,middle,Goodpaster_R,0.001164858,36,KLYUTF16,159,
16358,2016,KLYUTF16_0159,middle,Beaver_Ck,0.292974837,36,KLYUTF16,159,
16359,2016,KLYUTF16_0159,middle,Chandalar_R,0.001531053,36,KLYUTF16,159,
16360,2016,KLYUTF16_0159,middle,Sheenjek_R,0.000854545,36,KLYUTF16,159,
16361,2016,KLYUTF16_0159,middle,Coleen_R,0.000698911,36,KLYUTF16,159,
16362,2016,KLYUTF16_0159,upper,Kandik_R,0.000337609,36,KLYUTF16,159,
16363,2016,KLYUTF16_0159,upper,Chandindu_R,0.000724937,36,KLYUTF16,159,
16364,2016,KLYUTF16_0159,upper,Klondike_R,0.000350568,36,KLYUTF16,159,
16365,2016,KLYUTF16_0159,upper,Porcupine_R,0.000661422,36,KLYUTF16,159,
16366,2016,KLYUTF16_0159,upper,Stewart_R,0.000406499,36,KLYUTF16,159,
16367,2016,KLYUTF16_0159,upper,Mayo_R,0.001782483,36,KLYUTF16,159,
16368,2016,KLYUTF16_0159,upper,Pelly_R,0.001221151,36,KLYUTF16,159,
16369,2016,KLYUTF16_0159,upper,Blind_CK,0.171517215,36,KLYUTF16,159,
16370,2016,KLYUTF16_0159,upper,Tincup_Creek,0.000260146,36,KLYUTF16,159,
16371,2016,KLYUTF16_0159,upper,Yukon_R_Mainstem,0.002362756,36,KLYUTF16,159,
16372,2016,KLYUTF16_0159,upper,Tatchun_CK,0.00178927,36,KLYUTF16,159,
16373,2016,KLYUTF16_0159,upper,Nordenskiold_R,0.000525407,36,KLYUTF16,159,
16374,2016,KLYUTF16_0159,upper,Little_Salmon_R,0.000558044,36,KLYUTF16,159,
16375,2016,KLYUTF16_0159,upper,Big_Salmon_R,0.000521104,36,KLYUTF16,159,
16376,2016,KLYUTF16_0159,upper,Nisutlin_R,0.001508678,36,KLYUTF16,159,
16377,2016,KLYUTF16_0159,upper,Teslin_R,0.244409567,36,KLYUTF16,159,
16378,2016,KLYUTF16_0159,upper,Morley_R,0.024191211,36,KLYUTF16,159,
16379,2016,KLYUTF16_0159,upper,Takhini_R,0.001371254,36,KLYUTF16,159,
16380,2016,KLYUTF16_0159,upper,Whitehorse,0.000532168,36,KLYUTF16,159,
16381,2016,KLYUTF16_0160,lower,Andreafsky_R,0.000556421,25,KLYUTF16,160,
16382,2016,KLYUTF16_0160,lower,Anvik_R,0.02440534,25,KLYUTF16,160,
16383,2016,KLYUTF16_0160,lower,Nulato_R,0.002940336,25,KLYUTF16,160,
16384,2016,KLYUTF16_0160,lower,Gisasa_R,0.084203959,25,KLYUTF16,160,
16385,2016,KLYUTF16_0160,lower,Kateel_R,0.038346377,25,KLYUTF16,160,
16386,2016,KLYUTF16_0160,lower,Tozitna_R,0.023199882,25,KLYUTF16,160,
16387,2016,KLYUTF16_0160,middle,S_Fk_Koyukuk_R,0.000163401,25,KLYUTF16,160,
16388,2016,KLYUTF16_0160,middle,Henshaw_Creek,0.000836513,25,KLYUTF16,160,
16389,2016,KLYUTF16_0160,middle,Kantishna_R,0.004724704,25,KLYUTF16,160,
16390,2016,KLYUTF16_0160,middle,Chatanika_R,0.060966263,25,KLYUTF16,160,
16391,2016,KLYUTF16_0160,middle,Chena_R,0.001162389,25,KLYUTF16,160,
16392,2016,KLYUTF16_0160,middle,Salcha_R,0.012303994,25,KLYUTF16,160,
16393,2016,KLYUTF16_0160,middle,Goodpaster_R,0.001132216,25,KLYUTF16,160,
16394,2016,KLYUTF16_0160,middle,Beaver_Ck,0.484871674,25,KLYUTF16,160,
16395,2016,KLYUTF16_0160,middle,Chandalar_R,0.002889149,25,KLYUTF16,160,
16396,2016,KLYUTF16_0160,middle,Sheenjek_R,0.00121035,25,KLYUTF16,160,
16397,2016,KLYUTF16_0160,middle,Coleen_R,7.68E-05,25,KLYUTF16,160,
16398,2016,KLYUTF16_0160,upper,Kandik_R,0.000180922,25,KLYUTF16,160,
16399,2016,KLYUTF16_0160,upper,Chandindu_R,0.000588466,25,KLYUTF16,160,
16400,2016,KLYUTF16_0160,upper,Klondike_R,0.000126655,25,KLYUTF16,160,
16401,2016,KLYUTF16_0160,upper,Porcupine_R,0.000269633,25,KLYUTF16,160,
16402,2016,KLYUTF16_0160,upper,Stewart_R,0.000131071,25,KLYUTF16,160,
16403,2016,KLYUTF16_0160,upper,Mayo_R,0.000451808,25,KLYUTF16,160,
16404,2016,KLYUTF16_0160,upper,Pelly_R,0.000205631,25,KLYUTF16,160,
16405,2016,KLYUTF16_0160,upper,Blind_CK,0.036150376,25,KLYUTF16,160,
16406,2016,KLYUTF16_0160,upper,Tincup_Creek,1.07E-05,25,KLYUTF16,160,
16407,2016,KLYUTF16_0160,upper,Yukon_R_Mainstem,0.001745816,25,KLYUTF16,160,
16408,2016,KLYUTF16_0160,upper,Tatchun_CK,0.001765524,25,KLYUTF16,160,
16409,2016,KLYUTF16_0160,upper,Nordenskiold_R,7.56E-05,25,KLYUTF16,160,
16410,2016,KLYUTF16_0160,upper,Little_Salmon_R,0.000333495,25,KLYUTF16,160,
16411,2016,KLYUTF16_0160,upper,Big_Salmon_R,8.47E-05,25,KLYUTF16,160,
16412,2016,KLYUTF16_0160,upper,Nisutlin_R,0.000836531,25,KLYUTF16,160,
16413,2016,KLYUTF16_0160,upper,Teslin_R,0.193776797,25,KLYUTF16,160,
16414,2016,KLYUTF16_0160,upper,Morley_R,0.018472071,25,KLYUTF16,160,
16415,2016,KLYUTF16_0160,upper,Takhini_R,0.000560975,25,KLYUTF16,160,
16416,2016,KLYUTF16_0160,upper,Whitehorse,0.000243362,25,KLYUTF16,160,
16417,2016,KLYUTF16_0160qc,lower,Andreafsky_R,0.000935598,37,KLYUTF16,160,qc
16418,2016,KLYUTF16_0160qc,lower,Anvik_R,0.040075685,37,KLYUTF16,160,qc
16419,2016,KLYUTF16_0160qc,lower,Nulato_R,0.002813049,37,KLYUTF16,160,qc
16420,2016,KLYUTF16_0160qc,lower,Gisasa_R,0.096468351,37,KLYUTF16,160,qc
16421,2016,KLYUTF16_0160qc,lower,Kateel_R,0.030886488,37,KLYUTF16,160,qc
16422,2016,KLYUTF16_0160qc,lower,Tozitna_R,0.010112268,37,KLYUTF16,160,qc
16423,2016,KLYUTF16_0160qc,middle,S_Fk_Koyukuk_R,0.000637875,37,KLYUTF16,160,qc
16424,2016,KLYUTF16_0160qc,middle,Henshaw_Creek,0.000946117,37,KLYUTF16,160,qc
16425,2016,KLYUTF16_0160qc,middle,Kantishna_R,0.005473105,37,KLYUTF16,160,qc
16426,2016,KLYUTF16_0160qc,middle,Chatanika_R,0.067921528,37,KLYUTF16,160,qc
16427,2016,KLYUTF16_0160qc,middle,Chena_R,0.00365184,37,KLYUTF16,160,qc
16428,2016,KLYUTF16_0160qc,middle,Salcha_R,0.02226174,37,KLYUTF16,160,qc
16429,2016,KLYUTF16_0160qc,middle,Goodpaster_R,0.001205091,37,KLYUTF16,160,qc
16430,2016,KLYUTF16_0160qc,middle,Beaver_Ck,0.310669234,37,KLYUTF16,160,qc
16431,2016,KLYUTF16_0160qc,middle,Chandalar_R,0.002081806,37,KLYUTF16,160,qc
16432,2016,KLYUTF16_0160qc,middle,Sheenjek_R,0.001349547,37,KLYUTF16,160,qc
16433,2016,KLYUTF16_0160qc,middle,Coleen_R,0.000666274,37,KLYUTF16,160,qc
16434,2016,KLYUTF16_0160qc,upper,Kandik_R,0.00034492,37,KLYUTF16,160,qc
16435,2016,KLYUTF16_0160qc,upper,Chandindu_R,0.000776973,37,KLYUTF16,160,qc
16436,2016,KLYUTF16_0160qc,upper,Klondike_R,0.000333827,37,KLYUTF16,160,qc
16437,2016,KLYUTF16_0160qc,upper,Porcupine_R,0.000670793,37,KLYUTF16,160,qc
16438,2016,KLYUTF16_0160qc,upper,Stewart_R,0.000398219,37,KLYUTF16,160,qc
16439,2016,KLYUTF16_0160qc,upper,Mayo_R,0.001713837,37,KLYUTF16,160,qc
16440,2016,KLYUTF16_0160qc,upper,Pelly_R,0.001294926,37,KLYUTF16,160,qc
16441,2016,KLYUTF16_0160qc,upper,Blind_CK,0.151930163,37,KLYUTF16,160,qc
16442,2016,KLYUTF16_0160qc,upper,Tincup_Creek,0.000295119,37,KLYUTF16,160,qc
16443,2016,KLYUTF16_0160qc,upper,Yukon_R_Mainstem,0.002232082,37,KLYUTF16,160,qc
16444,2016,KLYUTF16_0160qc,upper,Tatchun_CK,0.001542034,37,KLYUTF16,160,qc
16445,2016,KLYUTF16_0160qc,upper,Nordenskiold_R,0.000459177,37,KLYUTF16,160,qc
16446,2016,KLYUTF16_0160qc,upper,Little_Salmon_R,0.000489448,37,KLYUTF16,160,qc
16447,2016,KLYUTF16_0160qc,upper,Big_Salmon_R,0.000455683,37,KLYUTF16,160,qc
16448,2016,KLYUTF16_0160qc,upper,Nisutlin_R,0.001314876,37,KLYUTF16,160,qc
16449,2016,KLYUTF16_0160qc,upper,Teslin_R,0.213590607,37,KLYUTF16,160,qc
16450,2016,KLYUTF16_0160qc,upper,Morley_R,0.022199499,37,KLYUTF16,160,qc
16451,2016,KLYUTF16_0160qc,upper,Takhini_R,0.001353352,37,KLYUTF16,160,qc
16452,2016,KLYUTF16_0160qc,upper,Whitehorse,0.000448872,37,KLYUTF16,160,qc
16453,2016,KLYUTF16_0161,lower,Andreafsky_R,0.00092877,36,KLYUTF16,161,
16454,2016,KLYUTF16_0161,lower,Anvik_R,0.040426581,36,KLYUTF16,161,
16455,2016,KLYUTF16_0161,lower,Nulato_R,0.002695112,36,KLYUTF16,161,
16456,2016,KLYUTF16_0161,lower,Gisasa_R,0.102593582,36,KLYUTF16,161,
16457,2016,KLYUTF16_0161,lower,Kateel_R,0.033520494,36,KLYUTF16,161,
16458,2016,KLYUTF16_0161,lower,Tozitna_R,0.011143753,36,KLYUTF16,161,
16459,2016,KLYUTF16_0161,middle,S_Fk_Koyukuk_R,0.000688631,36,KLYUTF16,161,
16460,2016,KLYUTF16_0161,middle,Henshaw_Creek,0.00095171,36,KLYUTF16,161,
16461,2016,KLYUTF16_0161,middle,Kantishna_R,0.006003511,36,KLYUTF16,161,
16462,2016,KLYUTF16_0161,middle,Chatanika_R,0.063072595,36,KLYUTF16,161,
16463,2016,KLYUTF16_0161,middle,Chena_R,0.003819863,36,KLYUTF16,161,
16464,2016,KLYUTF16_0161,middle,Salcha_R,0.023285801,36,KLYUTF16,161,
16465,2016,KLYUTF16_0161,middle,Goodpaster_R,0.001222052,36,KLYUTF16,161,
16466,2016,KLYUTF16_0161,middle,Beaver_Ck,0.339199207,36,KLYUTF16,161,
16467,2016,KLYUTF16_0161,middle,Chandalar_R,0.002005351,36,KLYUTF16,161,
16468,2016,KLYUTF16_0161,middle,Sheenjek_R,0.001399318,36,KLYUTF16,161,
16469,2016,KLYUTF16_0161,middle,Coleen_R,0.000636251,36,KLYUTF16,161,
16470,2016,KLYUTF16_0161,upper,Kandik_R,0.000360499,36,KLYUTF16,161,
16471,2016,KLYUTF16_0161,upper,Chandindu_R,0.000790156,36,KLYUTF16,161,
16472,2016,KLYUTF16_0161,upper,Klondike_R,0.000341739,36,KLYUTF16,161,
16473,2016,KLYUTF16_0161,upper,Porcupine_R,0.000576516,36,KLYUTF16,161,
16474,2016,KLYUTF16_0161,upper,Stewart_R,0.000350344,36,KLYUTF16,161,
16475,2016,KLYUTF16_0161,upper,Mayo_R,0.001452792,36,KLYUTF16,161,
16476,2016,KLYUTF16_0161,upper,Pelly_R,0.00115991,36,KLYUTF16,161,
16477,2016,KLYUTF16_0161,upper,Blind_CK,0.153564062,36,KLYUTF16,161,
16478,2016,KLYUTF16_0161,upper,Tincup_Creek,0.000321618,36,KLYUTF16,161,
16479,2016,KLYUTF16_0161,upper,Yukon_R_Mainstem,0.002071064,36,KLYUTF16,161,
16480,2016,KLYUTF16_0161,upper,Tatchun_CK,0.001292824,36,KLYUTF16,161,
16481,2016,KLYUTF16_0161,upper,Nordenskiold_R,0.00039254,36,KLYUTF16,161,
