original_reachid,upstream_reachid,reachbase
14124,14728,5
14124,14242,5
14124,14413,5
14124,14731,5
14124,14737,5
14124,14310,5
14124,14407,5
14124,14748,5
14124,14751,5
14124,14276,5
14124,14286,5
14219,14219,5
14219,14192,5
14219,14248,5
14219,14238,5
14219,14282,5
14219,14265,5
14219,14506,5
14219,14178,5
14219,14252,5
14219,14527,5
14219,14733,5
14219,14429,5
14219,14616,5
14219,14750,5
14219,14833,5
14219,14362,5
14219,14437,5
14219,14698,5
14219,14817,5
14219,14672,5
14219,14687,5
14219,14902,5
14219,15066,5
14219,14578,5
14219,14716,5
14219,14551,5
14219,14552,5
14219,14635,5
14219,14774,5
14219,14685,5
14219,14800,5
14219,14790,5
14219,14826,5
14219,14771,5
14219,14867,5
14219,14666,5
14219,14757,5
14219,14758,5
14219,14887,5
14219,14471,5
14219,14660,5
14219,14888,5
14219,14939,5
14219,14607,5
14219,14657,5
14219,14677,5
14219,14875,5
14219,14893,5
14219,14996,5
14219,14561,5
14219,14617,5
14219,14870,5
14219,15040,5
14219,14179,5
14219,14501,5
14363,14363,5
14363,14021,5
14363,14387,5
14363,13846,5
14363,13847,5
14363,14257,5
14363,14764,5
14363,13826,5
14363,13899,5
14363,14133,5
14363,14148,5
14363,14321,5
14363,14830,5
14363,13647,5
14363,13911,5
14363,14199,5
14363,14201,5
14363,14911,5
14363,14945,5
14363,13175,5
14363,13648,5
14363,14041,5
14363,14174,5
14363,13574,5
14363,13727,5
14363,13837,5
14363,13954,5
14363,14090,5
14363,14239,5
14363,13680,5
14363,13811,5
14363,13961,5
14363,14076,5
14363,13559,5
14363,13635,5
14363,13882,5
14363,14053,5
14363,13513,5
14363,13685,5
14363,13941,5
14363,14132,5
14363,13351,5
14363,13361,5
14363,13210,5
14363,13273,5
14363,13345,5
14363,13520,5
14363,12504,5
14363,13168,5
14363,13181,5
14363,13196,5
14363,12304,5
14363,12481,5
14363,12653,5
14363,13104,5
14363,12455,5
14363,12555,5
14418,14418,5
14418,14424,5
14418,14479,5
14418,14524,5
14418,14634,5
14418,14507,5
14418,14675,5
14418,14777,5
14418,14965,5
14418,14542,5
14418,14669,5
14418,14673,5
14418,14683,5
14418,14788,5
14418,14789,5
14418,14456,5
14418,14522,5
14418,14806,5
14418,14838,5
14418,14951,5
14418,14992,5
14418,14708,5
14418,14854,5
14418,14589,5
14418,14705,5
14418,14856,5
14418,14908,5
14421,14421,5
14421,14172,5
14421,14452,5
14421,14460,5
14421,14502,5
14421,14496,5
14421,14570,5
14421,14481,5
14421,14803,5
14421,14462,5
14421,14526,5
14421,14485,5
14421,14588,5
14421,14487,5
14421,14832,5
14421,14474,5
14421,14573,5
14421,14842,5
14421,14884,5
14421,14486,5
14421,14850,5
14421,14472,5
14421,14535,5
14421,14920,5
14421,14955,5
14421,14919,5
14421,15007,5
14459,14459,5
14459,14246,5
14459,14376,5
14459,14086,5
14459,14150,5
14459,14259,5
14459,14275,5
14459,14075,5
14459,14215,5
14626,14626,5
14626,14466,5
14626,14717,5
14626,14194,5
14626,14351,5
14626,14628,5
14626,14827,5
14626,14255,5
14626,14331,5
14626,14061,5
14626,14146,5
14626,14337,5
14626,14513,5
14626,13926,5
14626,13957,5
14626,14332,5
14626,14446,5
14626,14303,5
14626,14611,5
14626,14236,5
14626,14401,5
14626,14649,5
14626,14767,5
14626,14374,5
14626,14449,5
14682,14682,5
14682,14676,5
14682,14780,5
14682,14839,5
14682,14910,5
14682,14866,5
14682,14979,5
14682,14797,5
14682,14907,5
14682,14858,5
14682,14994,5
14682,14844,5
14682,14903,5
14682,14985,5
14682,14997,5
14682,15025,5
14682,15058,5
14738,14738,5
14738,14107,5
14738,14602,5
14738,14026,5
14738,14077,5
14738,14575,5
14738,14592,5
14756,14756,5
14756,14761,5
14756,14787,5
14756,14772,5
14756,14924,5
14756,14982,5
14756,15086,5
14756,15010,5
14756,15042,5
14756,15085,5
14756,15103,5
14756,15023,5
14756,15097,5
14756,15142,5
14756,15153,5
14756,15050,5
14756,15096,5
14756,15158,5
14756,15173,5
14756,15229,5
14756,15274,5
14756,15175,5
14756,15221,5
14756,15238,5
14756,15286,5
14756,15160,5
14756,15192,5
14756,15287,5
14756,15294,5
14756,15208,5
14756,15315,5
14756,15342,5
14756,15381,5
14756,15362,5
14756,15404,5
14756,15412,5
14756,15441,5
14967,14967,5
14967,14749,5
14967,15056,5
14967,14661,5
14967,14958,5
14967,14670,5
14967,14721,5
14967,14974,5
14967,14989,5
14967,14653,5
14967,14805,5
14967,14898,5
14967,14970,5
14967,14957,5
14967,15055,5
15002,15002,5
15002,14715,5
15002,15003,5
15002,14641,5
15002,14674,5
15002,14904,5
15002,14918,5
15002,14871,5
15002,14896,5
15030,15030,5
15030,14964,5
15030,15031,5
15030,14812,5
15030,14976,5
15030,14969,5
15030,14988,5
15030,14847,5
15030,15073,5
15030,15122,5
15030,15161,5
15030,14643,5
15030,14786,5
15030,14983,5
15030,15087,5
15030,15024,5
15030,15104,5
15030,14732,5
15030,14987,5
15030,15126,5
15030,15171,5
15030,15166,5
15030,15204,5
15030,15277,5
15030,15296,5
15052,15052,5
15052,15060,5
15052,15107,5
15052,15101,5
15052,15184,5
15052,15111,5
15052,15213,5
15052,15237,5
15052,15245,5
15052,15230,5
15052,15266,5
15052,15152,5
15052,15303,5
15052,15106,5
15052,15120,5
15052,15300,5
15052,15348,5
15052,15344,5
15052,15349,5
15052,15269,5
15052,15318,5
15052,15351,5
15052,15405,5
15052,15284,5
15052,15326,5
15052,15413,5
15052,15449,5
15052,15271,5
15052,15276,5
15052,15445,5
15052,15480,5
15052,15155,5
15052,15282,5
15052,15402,5
15052,15472,5
15052,15511,5
15052,15518,5
15052,15365,5
15052,15458,5
15052,15540,5
15052,15544,5
15052,15328,5
15052,15340,5
15052,15548,5
15052,15550,5
15052,15564,5
15052,15580,5
15052,15298,5
15052,15321,5
15052,15491,5
15052,15568,5
15052,15599,5
15052,15665,5
15052,15516,5
15052,15611,5
15052,15630,5
15052,15746,5
15293,15293,5
15293,15297,5
15293,15387,5
15293,15341,5
15293,15352,5
15293,15347,5
15293,15385,5
15293,15308,5
15293,15386,5
15293,15422,5
15293,15549,5
15293,15336,5
15293,15393,5
15293,15450,5
15293,15467,5
15293,15547,5
15293,15574,5
15293,15558,5
15293,15593,5
15293,15595,5
15293,15658,5
15293,15610,5
15293,15745,5
15293,15782,5
15293,15815,5
15293,15679,5
15293,15802,5
15293,15853,5
15293,15940,5
15134,15134,5
15134,15115,5
15134,15174,5
15134,15079,5
15134,15121,5
15134,15012,5
15134,15077,5
15134,15095,5
15134,15137,5
15134,14915,5
15134,14972,5
15134,15105,5
15134,15127,5
15154,15154,5
15154,15164,5
15154,15191,5
15154,15053,5
15154,15151,5
15154,15305,5
15154,15323,5
15154,14950,5
15154,15004,5
15154,15061,5
15154,15339,5
15154,15022,5
15154,15062,5
15154,15372,5
15154,15408,5
15178,15178,5
15178,15091,5
15178,15182,5
15178,15046,5
15178,15090,5
15178,15180,5
15178,15205,5
15178,14852,5
15178,15128,5
15178,14901,5
15178,15074,5
15178,14877,5
15178,15027,5
15219,15219,5
15219,15169,5
15219,15224,5
15219,15145,5
15219,15150,5
15219,15167,5
15219,15225,5
15219,14881,5
15219,15057,5
15219,15231,5
15219,15247,5
15219,14659,5
15219,14948,5
15219,15239,5
15219,15264,5
15219,14581,5
15219,14704,5
15219,15159,5
15219,15220,5
15219,15244,5
15219,15290,5
15219,14431,5
15219,14712,5
15219,15139,5
15219,15140,5
15253,15253,5
15253,15170,5
15253,15291,5
15253,15138,5
15253,15190,5
15253,15268,5
15253,15397,5
15476,15476,5
15476,15510,5
15476,15525,5
15476,15486,5
15476,15537,5
15476,15559,5
15476,15613,5
15476,15526,5
15476,15562,5
15476,15614,5
15476,15647,5
15476,15685,5
15476,15728,5
15476,15512,5
15476,15530,5
15476,15736,5
15476,15751,5
15476,15742,5
15476,15783,5
15476,15876,5
15476,15941,5
15476,15825,5
15476,15968,5
15476,15910,5
15476,16050,5
15476,16032,5
15476,16070,5
15476,16082,5
15476,16084,5
15476,16057,5
15476,16209,5
15531,15531,5
15531,15542,5
15531,15587,5
15531,15499,5
15531,15577,5
15531,15444,5
15531,15457,5
15531,15576,5
15531,15612,5
15531,15316,5
15531,15455,5
15531,15622,5
15531,15687,5
15531,15379,5
15531,15459,5
15531,15616,5
15531,15624,5
15531,15710,5
15531,15769,5
15531,15456,5
15531,15632,5
15531,15661,5
15531,15732,5
15531,15398,5
15531,15492,5
15531,15872,5
15531,15917,5
15531,15324,5
15531,15443,5
15531,15904,5
15531,15957,5
15563,15563,5
15563,15585,5
15563,15600,5
15563,15619,5
15563,15744,5
15563,15620,5
15563,15638,5
15563,15691,5
15563,15707,5
15563,15761,5
15563,15763,5
15563,15717,5
15563,15749,5
15563,15875,5
15563,15889,5
15563,15951,5
15563,15955,5
15563,15866,5
15563,15868,5
15563,15914,5
15563,15956,5
15563,15976,5
15563,15994,5
15563,16004,5
15563,16011,5
15563,15932,5
15563,15979,5
15563,16046,5
15563,16058,5
15615,15615,5
15615,15591,5
15615,15666,5
15615,15552,5
15615,15588,5
15615,15694,5
15615,15723,5
15615,15429,5
15615,15597,5
15615,15713,5
15615,15737,5
15615,15654,5
15615,15697,5
15615,15644,5
15615,15662,5
15700,15700,5
15700,15719,5
15700,15738,5
15700,15692,5
15700,15733,5
15700,15764,5
15700,15789,5
15700,15799,5
15700,15883,5
15711,15711,5
15711,15800,5
15711,15813,5
15711,15869,5
15711,15978,5
15711,15920,5
15711,16033,5
15711,16094,5
15711,16286,5
15711,15878,5
15711,16150,5
15711,16151,5
15711,16201,5
15711,16295,5
15711,16311,5
15711,16189,5
15711,16238,5
15711,16336,5
15711,16397,5
15711,16186,5
15711,16276,5
15711,16467,5
15711,16524,5
15711,16162,5
15711,16194,5
15711,16572,5
15711,16615,5
15711,16068,5
15711,16141,5
15711,15959,5
15711,16077,5
15711,16072,5
15711,16102,5
15743,15743,5
15743,15529,5
15743,15650,5
15743,15481,5
15743,15538,5
15743,15187,5
15743,15193,5
15743,15378,5
15743,15470,5
15743,15281,5
15743,15414,5
15743,15265,5
15743,15505,5
15743,15249,5
15743,15258,5
15743,15435,5
15743,15527,5
15743,15089,5
15743,15176,5
15743,15201,5
15743,15366,5
15743,15109,5
15743,15168,5
15752,15752,5
15752,15739,5
15752,15820,5
15752,15621,5
15752,15890,5
15752,15575,5
15752,15646,5
15752,15908,5
15752,16014,5
15752,15865,5
15752,15936,5
15752,15835,5
15752,15985,5
15752,15995,5
15752,16005,5
15752,15704,5
15752,15784,5
15752,16008,5
15752,16063,5
15752,15720,5
15752,15860,5
15752,16062,5
15752,16269,5
15752,15796,5
15752,15894,5
15752,16066,5
15752,16318,5
15752,15729,5
15752,15864,5
15752,16056,5
15752,16111,5
15752,16301,5
15752,16320,5
15752,16116,5
15752,16134,5
15752,16280,5
15752,16289,5
15752,16331,5
15752,16379,5
15752,16290,5
15752,16402,5
15770,15770,5
15770,15565,5
15770,15760,5
15770,15675,5
15770,15712,5
15770,15469,5
15770,15635,5
15770,15368,5
15770,15440,5
15770,15536,5
15770,15604,5
15790,15790,5
15790,15747,5
15790,15794,5
15790,15779,5
15790,15811,5
15790,15680,5
15790,15854,5
15790,15857,5
15790,15918,5
15790,15819,5
15790,15879,5
15913,15913,5
15913,15777,5
15913,15945,5
15913,15645,5
15913,15778,5
15913,15497,5
15913,15535,5
15913,15233,5
15913,15319,5
15913,15117,5
15913,15186,5
15913,14966,5
15913,15044,5
15913,15069,5
15913,15116,5
15913,14849,5
15913,14917,5
15913,14724,5
15913,14885,5
15913,14720,5
15913,14843,5
15971,15971,5
15971,15880,5
15971,15965,5
15971,15762,5
15971,15858,5
15971,15703,5
15971,15716,5
15971,15735,5
15971,15829,5
15971,15590,5
15971,15676,5
15971,15696,5
15971,15757,5
15971,15553,5
15971,15640,5
15971,15673,5
15971,15686,5
15971,15606,5
15971,15628,5
15971,15643,5
15971,15849,5
15971,15468,5
15971,15560,5
15971,15602,5
15971,15642,5
15977,15977,5
15977,15926,5
15977,16030,5
15977,15964,5
15977,16036,5
15977,15903,5
15977,15960,5
15977,16035,5
15977,16052,5
15977,16090,5
15977,16095,5
15977,16191,5
15977,16205,5
15977,16192,5
15977,16225,5
15977,16231,5
15977,16263,5
15977,16229,5
15977,16264,5
15977,16271,5
15977,16294,5
15977,16248,5
15977,16279,5
15996,15996,5
15996,15859,5
15996,15915,5
15996,15607,5
15996,15785,5
15996,15436,5
15996,15690,5
15996,15725,5
15996,15792,5
15996,15409,5
15996,15410,5
15996,15506,5
15996,15649,5
15996,15767,5
15996,15774,5
15996,15634,5
15996,15689,5
15996,15715,5
15996,15791,5
15996,15848,5
15996,15905,5
16022,16022,5
16022,15881,5
16022,15950,5
16022,15781,5
16022,15817,5
16022,15594,5
16022,15660,5
16022,15793,5
16022,15803,5
16022,15401,5
16022,15589,5
16022,15656,5
16022,15806,5
16022,15357,5
16022,15364,5
16022,15631,5
16022,15727,5
16022,15257,5
16022,15314,5
16022,15255,5
16022,15304,5
16022,15181,5
16022,15262,5
16025,16025,5
16025,15823,5
16025,16038,5
16025,15708,5
16025,15722,5
16025,15750,5
16025,16081,5
16025,16076,5
16025,16118,5
16025,15702,5
16025,15884,5
16025,15972,5
16025,16226,5
16025,15545,5
16025,15755,5
16025,15851,5
16025,15855,5
16025,15906,5
16025,16105,5
16025,15584,5
16025,15651,5
16025,15754,5
16025,15758,5
16025,15814,5
16025,15845,5
16025,15897,5
16025,16017,5
16025,15517,5
16025,15521,5
16025,15533,5
16025,15566,5
16025,15583,5
16025,15671,5
16025,15718,5
16025,15773,5
16025,15826,5
16025,15863,5
16025,15489,5
16025,15515,5
16025,15581,5
16025,15734,5
16025,15795,5
16025,15805,5
16025,15406,5
16025,15416,5
16025,15490,5
16025,15520,5
16025,15693,5
16025,15698,5
16025,15226,5
16025,15353,5
16025,15396,5
16025,15403,5
16025,15209,5
16025,15215,5
16025,15334,5
16025,15424,5
16025,15222,5
16025,15272,5
16025,15392,5
16025,15463,5
16025,15188,5
16025,15218,5
16025,15367,5
16025,15395,5
16025,15029,5
16025,15133,5
16025,15136,5
16025,15234,5
16025,15332,5
16025,15418,5
16025,14799,5
16025,15148,5
16025,15288,5
16025,15391,5
16025,14593,5
16025,14747,5
16025,14991,5
16025,15068,5
16025,15211,5
16025,15358,5
16025,14327,5
16025,14662,5
16025,14024,5
16025,14371,5
16025,13913,5
16025,13989,5
16025,14342,5
16025,14410,5
16025,14414,5
16025,14811,5
16025,14361,5
16025,14516,5
16025,14197,5
16025,14317,5
16025,14549,5
16025,14752,5
16025,14294,5
16025,14315,5
16025,14534,5
16025,14735,5
16025,14736,5
16025,14837,5
16025,14835,5
16025,14868,5
16025,14874,5
16025,14929,5
16025,14909,5
16025,14975,5
16060,16060,5
16060,16016,5
16060,16044,5
16060,15873,5
16060,15987,5
16060,15919,5
16060,15997,5
16060,15841,5
16060,15888,5
16060,16003,5
16060,16037,5
16060,15759,5
16060,15877,5
16091,16091,5
16091,16028,5
16091,16181,5
16091,16182,5
16091,16196,5
16091,16158,5
16091,16214,5
16091,16235,5
16091,16307,5
16091,16323,5
16091,16382,5
16091,16252,5
16091,16330,5
16091,16393,5
16091,16441,5
16091,16450,5
16091,16455,5
16091,16464,5
16091,16641,5
16091,16657,5
16091,16697,5
16091,16748,5
16091,16869,5
16091,16745,5
16091,16820,5
16091,16953,5
16091,17122,5
16091,16859,5
16091,16931,5
16091,16972,5
16091,17032,5
16091,17043,5
16091,17087,5
16113,16113,5
16113,16093,5
16113,16166,5
16113,15846,5
16113,16092,5
16113,15705,5
16113,15824,5
16113,16065,5
16113,16138,5
16113,15487,5
16113,15652,5
16113,15474,5
16113,15528,5
16113,15327,5
16113,15437,5
16140,16140,5
16140,16152,5
16140,16178,5
16140,16145,5
16140,16197,5
16140,16075,5
16140,16200,5
16140,16221,5
16140,16282,5
16140,16220,5
16140,16317,5
16140,16198,5
16140,16262,5
16140,16316,5
16140,16332,5
16140,16130,5
16140,16203,5
16140,16268,5
16140,16273,5
16140,16314,5
16140,16380,5
16140,16256,5
16140,16362,5
16140,16216,5
16140,16272,5
16140,16190,5
16140,16207,5
16140,16096,5
16140,16142,5
16171,16171,5
16171,16126,5
16171,16173,5
16171,16101,5
16171,16133,5
16171,16206,5
16171,16285,5
16195,16195,5
16195,16156,5
16195,16228,5
16195,15887,5
16195,15942,5
16195,16234,5
16195,16260,5
16195,16123,5
16195,16267,5
16195,15944,5
16195,16049,5
16257,16257,5
16257,16302,5
16257,16458,5
16257,16511,5
16257,16520,5
16257,16519,5
16257,16554,5
16257,16559,5
16257,16638,5
16257,16499,5
16257,16552,5
16257,16435,5
16257,16522,5
16257,16558,5
16257,16591,5
16257,16530,5
16257,16546,5
16257,16562,5
16257,16574,5
16257,16570,5
16257,16600,5
16257,16566,5
16257,16581,5
16257,16611,5
16257,16620,5
16257,16560,5
16257,16621,5
16257,16678,5
16257,16759,5
16257,16528,5
16257,16571,5
16257,16637,5
16257,16767,5
16257,16793,5
16257,16831,5
16257,16770,5
16257,16801,5
16257,16879,5
16257,16912,5
16257,16811,5
16257,16992,5
16257,16709,5
16257,16825,5
16257,17016,5
16257,17113,5
16257,16792,5
16257,16927,5
16257,17157,5
16257,17196,5
16257,16680,5
16257,16712,5
16257,16959,5
16257,17041,5
16257,17173,5
16257,17338,5
16257,16619,5
16257,16645,5
16257,16689,5
16257,16729,5
16257,16928,5
16257,17019,5
16257,16507,5
16257,16556,5
16257,16578,5
16257,16610,5
16257,16673,5
16257,16738,5
16257,17031,5
16257,17182,5
16257,16398,5
16257,16410,5
16257,16475,5
16257,16555,5
16257,16606,5
16257,16677,5
16257,16756,5
16257,16838,5
16257,17060,5
16257,17130,5
16257,16845,5
16257,16848,5
16284,16284,5
16284,16055,5
16284,16160,5
16284,15892,5
16284,15947,5
16284,15561,5
16284,15648,5
16284,15842,5
16284,15891,5
16284,15804,5
16284,15896,5
16366,16366,5
16366,16297,5
16366,16478,5
16366,16497,5
16366,16506,5
16366,16504,5
16366,16514,5
16366,16518,5
16366,16590,5
16407,16407,5
16407,16420,5
16407,16463,5
16407,16431,5
16407,16534,5
16407,16596,5
16407,16622,5
16407,16430,5
16407,16535,5
16531,16531,5
16531,16429,5
16531,16510,5
16531,16432,5
16531,16466,5
16531,16405,5
16531,16409,5
16531,16436,5
16531,16538,5
16531,16321,5
16531,16479,5
16531,16258,5
16531,16351,5
16531,16230,5
16531,16299,5
16573,16573,5
16573,16580,5
16573,16586,5
16573,16544,5
16573,16693,5
16573,16503,5
16573,16547,5
16573,16526,5
16573,16545,5
16573,16609,5
16573,16639,5
16573,16422,5
16573,16674,5
16573,16671,5
16573,16686,5
16573,16655,5
16573,16679,5
16573,16656,5
16573,16809,5
16573,16624,5
16573,16665,5
16573,16628,5
16573,16728,5
16577,16577,5
16577,16561,5
16577,16607,5
16577,16597,5
16577,16617,5
16577,16589,5
16577,16595,5
16577,16635,5
16577,16661,5
16603,16603,5
16603,16550,5
16603,16593,5
16603,16525,5
16603,16631,5
16603,16482,5
16603,16512,5
16603,16453,5
16603,16456,5
16603,16515,5
16603,16563,5
16603,16444,5
16603,16484,5
16603,16346,5
16603,16415,5
16603,16474,5
16603,16486,5
16603,16353,5
16603,16516,5
16603,16502,5
16603,16652,5
16603,16670,5
16603,16813,5
16626,16626,5
16626,16505,5
16626,16605,5
16626,16413,5
16626,16437,5
16626,16386,5
16626,16399,5
16626,16417,5
16626,16442,5
16626,16339,5
16626,16483,5
16626,16239,5
16626,16322,5
16626,16110,5
16626,16170,5
16626,16212,5
16626,16324,5
16626,16347,5
16626,16406,5
16626,16288,5
16626,16374,5
16707,16707,5
16707,16469,5
16707,16715,5
16707,16443,5
16707,16536,5
16707,16401,5
16707,16433,5
16707,16333,5
16707,16370,5
16707,16313,5
16707,16315,5
16707,16247,5
16707,16303,5
16707,16039,5
16707,16161,5
16707,16227,5
16707,16296,5
16707,15982,5
16707,16042,5
16707,16078,5
16707,16187,5
16707,15901,5
16707,15969,5
16707,15798,5
16707,15856,5
16707,15788,5
16707,15852,5
16726,16726,5
16726,16465,5
16726,16667,5
16726,16395,5
16726,16404,5
16726,16599,5
16726,16668,5
16726,16334,5
16726,16377,5
16726,16381,5
16726,16392,5
16726,16304,5
16726,16335,5
16726,16387,5
16726,16389,5
16726,16242,5
16726,16298,5
16726,16305,5
16726,16383,5
16735,16735,5
16735,16716,5
16735,16794,5
16735,16837,5
16735,17038,5
16735,16834,5
16735,16861,5
16735,17055,5
16735,17068,5
16783,16783,5
16783,16800,5
16783,17314,5
16783,16891,5
16783,17241,5
16783,17300,5
16783,17319,5
16783,17317,5
16783,17389,5
16798,16798,5
16798,16870,5
16798,17029,5
16798,16881,5
16798,16975,5
16798,17034,5
16798,17076,5
16798,17112,5
16798,17194,5
16798,17097,5
16798,17141,5
16798,17205,5
16798,17264,5
16798,17280,5
16798,17305,5
16844,16844,5
16844,16854,5
16844,16872,5
16844,16862,5
16844,16871,5
16844,16930,5
16844,16932,5
16844,16974,5
16844,16980,5
16844,16962,5
16844,16990,5
16844,16998,5
16844,17011,5
16844,16944,5
16844,17072,5
16844,17102,5
16844,17114,5
16844,17096,5
16844,17143,5
16844,16991,5
16844,17190,5
16844,16949,5
16844,17023,5
16854,16854,5
16854,16862,5
16854,16871,5
16854,16930,5
16854,16932,5
16854,16974,5
16854,16980,5
16854,16962,5
16854,16990,5
16854,16998,5
16854,17011,5
16854,16944,5
16854,17072,5
16854,17102,5
16854,17114,5
16854,17096,5
16854,17143,5
16854,16991,5
16854,17190,5
16854,16949,5
16854,17023,5
16878,16878,5
16878,16774,5
16878,16951,5
16878,17008,5
16878,17066,5
16878,16981,5
16878,17048,5
16878,17052,5
16878,17065,5
16878,16918,5
16878,16987,5
16878,16995,5
16878,17110,5
16878,16818,5
16878,16968,5
16878,17164,5
16878,17358,5
16878,17193,5
16878,17355,5
16878,17428,5
16878,17444,5
16878,17186,5
16878,17396,5
16878,17197,5
16878,17201,5
16878,17168,5
16878,17254,5
16878,17158,5
16878,17287,5
16878,17089,5
16878,17273,5
16885,16885,5
16885,16973,5
16885,17000,5
16885,17037,5
16885,17086,5
16885,17084,5
16885,17293,5
16885,17248,5
16885,17387,5
16885,17368,5
16885,17451,5
16885,17364,5
16885,17501,5
16885,17261,5
16885,17412,5
16885,17571,5
16885,17610,5
16885,17318,5
16885,17420,5
16885,17565,5
16885,17756,5
16885,17357,5
16885,17491,5
16885,17769,5
16885,17778,5
16885,17337,5
16885,17374,5
16885,17503,5
16885,17541,5
16885,17718,5
16885,17809,5
16885,17259,5
16885,17308,5
16885,17437,5
16885,17535,5
16885,17828,5
16885,17861,5
16885,17211,5
16885,17220,5
16885,17944,5
16885,17956,5
16885,17885,5
16885,18035,5
16885,18284,5
16885,18306,5
16885,18302,5
16885,18312,5
16999,16999,5
16999,16875,5
16999,16940,5
16999,16797,5
16999,16866,5
16999,16795,5
16999,16806,5
16999,16843,5
16999,16868,5
16999,16706,5
16999,16786,5
17025,17025,5
17025,16902,5
17025,17020,5
17025,17015,5
17025,17022,5
17025,17024,5
17025,17070,5
17025,17021,5
17025,17090,5
17025,17012,5
17025,17095,5
17025,16963,5
17025,17004,5
17025,16983,5
17025,17092,5
17025,16969,5
17025,17056,5
17025,16880,5
17025,16952,5
17025,17054,5
17025,17106,5
17025,16860,5
17025,16939,5
17025,16921,5
17025,17009,5
17025,16904,5
17025,16919,5
17025,16898,5
17025,16948,5
17025,16840,5
17025,16842,5
17025,16945,5
17025,16976,5
17025,16805,5
17025,16833,5
17025,16888,5
17025,17005,5
17025,16782,5
17025,16828,5
17025,16752,5
17025,16781,5
17025,16722,5
17025,16778,5
17025,16614,5
17025,16688,5
17198,17198,5
17198,17371,5
17198,17423,5
17198,17620,5
17198,17712,5
17198,17938,5
17198,18051,5
17198,18132,5
17198,18412,5
17198,18125,5
17198,18213,5
17198,18460,5
17198,18481,5
17198,18172,5
17198,18202,5
17198,18542,5
17198,18563,5
17245,17245,5
17245,17302,5
17245,17348,5
17245,17336,5
17245,17369,5
17245,17454,5
17245,17477,5
17245,17449,5
17245,17497,5
17245,17419,5
17245,17483,5
17245,17455,5
17245,17569,5
17245,17422,5
17245,17488,5
17330,17330,5
17330,17384,5
17330,17418,5
17330,17386,5
17330,17432,5
17330,17439,5
17330,17462,5
17330,17427,5
17330,17452,5
17330,17485,5
17330,17489,5
17330,17527,5
17330,17623,5
17330,17629,5
17330,17736,5
17330,17774,5
17330,17798,5
17330,17870,5
17330,17969,5
17330,17849,5
17330,17952,5
17330,18049,5
17330,18225,5
17330,17893,5
17330,17979,5
17330,18098,5
17330,18279,5
17330,18069,5
17330,18354,5
17330,18418,5
17330,18529,5
17345,17345,5
17345,17397,5
17345,17438,5
17345,17407,5
17345,17456,5
17345,17467,5
17345,17558,5
17345,17524,5
17345,17817,5
17345,17796,5
17345,17900,5
17400,17400,5
17400,17394,5
17400,17543,5
17400,17391,5
17400,17447,5
17400,17279,5
17400,17385,5
17400,17517,5
17400,17639,5
17400,17207,5
17400,17209,5
17400,17361,5
17400,17375,5
17400,17661,5
17400,17740,5
17400,17744,5
17400,17792,5
17400,17738,5
17400,17873,5
17400,17887,5
17400,17949,5
17400,17995,5
17400,18105,5
17400,17992,5
17400,18037,5
17400,17997,5
17400,18061,5
17457,17457,5
17457,17404,5
17457,17446,5
17457,17377,5
17457,17408,5
17457,17295,5
17457,17324,5
17457,17434,5
17457,17508,5
17457,17249,5
17457,17325,5
17457,17430,5
17457,17471,5
17457,17222,5
17457,17251,5
17457,17310,5
17457,17379,5
17457,17410,5
17457,17442,5
17457,17081,5
17457,17204,5
17457,17263,5
17457,17292,5
17457,17227,5
17457,17275,5
17504,17504,5
17504,17574,5
17504,17688,5
17504,17614,5
17504,17651,5
17504,17772,5
17504,17801,5
17504,17854,5
17504,18123,5
17504,18134,5
17504,18253,5
17504,18313,5
17504,18521,5
17526,17526,5
17526,17512,5
17526,17634,5
17526,17627,5
17526,17842,5
17526,17510,5
17526,17678,5
17526,17896,5
17526,17930,5
17526,17993,5
17526,18079,5
17526,17926,5
17526,18080,5
17526,18171,5
17526,18545,5
17526,18244,5
17526,18326,5
17526,18119,5
17526,18280,5
17526,18399,5
17526,18411,5
17526,18301,5
17526,18508,5
17526,18710,5
17526,18752,5
17526,18299,5
17526,18361,5
17526,18725,5
17526,18915,5
17526,18364,5
17526,18531,5
17526,18947,5
17526,18981,5
17526,18016,5
17526,18442,5
17526,18717,5
17526,18872,5
17526,18896,5
17526,19054,5
17526,18498,5
17526,18526,5
17526,18917,5
17526,19083,5
17526,19101,5
17526,19114,5
17526,18472,5
17526,18627,5
17526,18750,5
17526,18814,5
17526,18377,5
17526,18416,5
17526,18831,5
17526,18988,5
17526,18192,5
17526,18373,5
17526,18998,5
17526,19069,5
17526,18974,5
17526,19186,5
17526,19131,5
17526,19228,5
17601,17601,5
17601,17685,5
17601,17932,5
17601,17662,5
17601,17767,5
17601,17906,5
17601,17982,5
17601,18046,5
17601,18048,5
17601,18074,5
17601,18124,5
17601,18246,5
17601,18259,5
17616,17616,5
17616,17643,5
17616,17655,5
17616,17689,5
17616,17693,5
17616,17701,5
17616,17709,5
17616,17671,5
17616,17715,5
17793,17793,5
17793,17406,5
17793,17788,5
17793,17327,5
17793,17393,5
17793,17728,5
17793,17795,5
17793,17331,5
17793,17388,5
17793,17631,5
17793,17725,5
17793,17540,5
17793,17757,5
17793,17323,5
17793,17509,5
17793,17781,5
17793,17802,5
17793,17236,5
17793,17311,5
17793,17747,5
17793,17800,5
17793,17607,5
17793,17646,5
