reachid,Str_Order,iso_pred,assignment_sum,assignment_rescale,assignment_norm,assignment_individuals,GENLMU
13,4,0.720059246918,0,0,0,0,upper
4,4,0.720535547828,0,0,0,0,upper
9,4,0.717148487891,24.135058137042527,8.036567598444902e-5,0.7910501260692925,12.999067724808645,upper
16,4,0.72335616682,0,0,0,0,upper
18,4,0.711276478328,27.973552978366147,9.314721688375734e-5,0.9168605471962689,15.066469183730867,upper
19,4,0.721223032119,0,0,0,0,upper
20,4,0.712308600611,0,0,0,0,upper
22,5,0.716195141723,26.552493459226362,8.84153281838696e-5,0.870283932158322,14.301090918412726,upper
71,5,0.711708495547,28.908414672407893,9.626014876761807e-5,0.9475015531855627,15.569982803013456,upper
93,5,0.708796348579,19.695354278897252,6.558221038413234e-5,0.6455344916442866,10.607856947423022,upper
94,5,0.708772162191,19.600374122246272,6.526594247000416e-5,0.6424214241527473,10.556700928580703,upper
121,4,0.708923959919,0,0,0,0,upper
122,4,0.708004567242,16.56758114769889,5.516725299776678e-5,0.5430186694033959,8.923248005135779,upper
142,4,0.703817444745,0,0,0,0,upper
171,5,0.711290691902,28.007424179306696,9.326000227439265e-5,0.9179707089212583,15.084712107880737,upper
174,4,0.708109544736,0,0,0,0,upper
23,4,0.711154435681,27.674350678065476,9.215092364993826e-5,0.9070538992889325,14.905319749453865,upper
24,4,0.720866047687,15.775661051329601,5.253029254343466e-5,0.5170627140245997,8.496722288608012,upper
32,4,0.720916013051,15.691999592570571,5.225171398568529e-5,0.5143206279221885,8.45166248547061,upper
33,4,0.706035345712,9.42000618454125,3.136703298992406e-5,0.3087499121627552,5.073586219087226,upper
34,4,0.72092235782,0,0,0,0,upper
37,5,0.714810983703,29.34596345619666,9.771711247517128e-5,0.9618426423435928,15.80564522574648,upper
38,5,0.713910457019,30.331332757202784,1.0099822617790317e-4,0.9941390845298813,16.33636208604966,upper
39,5,0.713431774013,30.50644823898595,1.0158133121908172e-4,0.9998786656468893,16.430678743355248,upper
43,4,0.721005008243,15.544635909238968,5.176101775618974e-5,0.5094906391309626,8.372292861045935,upper
45,4,0.720716332555,16.030491394148243,5.33788346370846e-5,0.5254150276452401,8.633973123713798,upper
47,4,0.710861809672,26.898055348531685,8.956599103584187e-5,0.8816100609187152,14.487209484056386,upper
49,4,0.70763360898,15.118168922744612,5.0340954565951676e-5,0.49551276671337036,8.142599060088118,upper
51,4,0.720735241706,15.99795466086697,5.327049279884962e-5,0.524348604402425,8.616448939721128,upper
55,4,0.72075624787399994,15.961930398268098,5.3150538075759226e-5,0.5231678739766444,8.597046383215979,upper
56,4,0.720419955103,16.554449101135834,5.5123525495926654e-5,0.542588253738753,8.91617512544064,upper
57,4,0.720359726681,16.664264796840467,5.548919325478985e-5,0.5461875705267333,8.975321519769004,upper
60,5,0.71308192835,30.467190384565406,1.0145060918019987e-4,0.9985919510878338,16.40953458428815,upper
61,5,0.717178756243,24.055874457836936,8.010200767794819e-5,0.7884548035694441,12.956419639900442,upper
62,5,0.713220394193,30.499980055723853,1.0155979325893684e-4,0.9996666646168578,16.427194999839777,upper
63,5,0.716739137862,25.196804044956288,8.390111091602064e-5,0.8258498862165309,13.570920789555423,upper
64,5,0.712843225727,30.35703075018876,1.0108379616352471e-4,0.9949813613736269,16.350202945653958,upper
66,5,0.712255305104,29.795074127681517,9.9212575320165e-5,0.9765626836743363,16.047534845461367,upper
67,4,0.716762260546,25.137489239383715,8.370360261010901e-5,0.8239057854747993,13.538974018582522,upper
68,4,0.715991101849,0,0,0,0,upper
70,4,0.708904019064,0,0,0,0,upper
80,4,0.7121572705,0,0,0,0,upper
81,4,0.71083507085,0,0,0,0,upper
82,4,0.708534945561,0,0,0,0,upper
83,4,0.716736948334,25.20241528610905,8.391979540336651e-5,0.8260338001311398,13.57394298669913,upper
85,4,0.708562175974,18.772577781306843,6.250952016767103e-5,0.6152895897837717,10.11085237760062,upper
86,5,0.70855068642,18.727158932497087,6.235828305581882e-5,0.6138009426103167,10.086389925995638,upper
96,4,0.715799881783,27.46823372783881,9.146458894368805e-5,0.9002982147351185,14.7943057970526,upper
100,5,0.708706274704,19.341195987353725,6.440292296150503e-5,0.6339266073962678,10.417108386100477,upper
101,4,0.714970966212,29.09157415396649,9.687003897235e-5,0.9535047842594229,15.668631933738641,upper
102,5,0.710562302252,26.023284406374835,8.665315122833838e-5,0.8529385880701429,14.016060558032503,upper
104,5,0.709909113629,23.87456171419082,7.949826679922409e-5,0.7825121011361279,12.858765156507697,upper
105,5,0.708766351753,19.577542974214758,6.518991859491609e-5,0.6416731109551537,10.544404142809082,upper
106,5,0.708782773851,19.642057516817307,6.540474114879773e-5,0.643787638161563,10.579151476076884,upper
107,5,0.715378307491,28.3523659560727,9.44086002561199e-5,0.9292765128869225,15.270496682827137,upper
