basin,threshold,n_fish,mean_pct,median_pct,p10_pct,p25_pct,p75_pct,p90_pct
Kuskokwim,0,1465,75.00999041591098,75.08351371568916,74.92645540990748,75.08351371568916,75.08351371568916,75.08351371568916
Kuskokwim,0.1,1465,19.332666440669318,20.81678661871684,11.45242341778615,15.414394452539351,24.527646760062478,26.23916756344004
Kuskokwim,0.2,1465,11.575346981243241,11.350817399586342,5.7858469849540235,8.457645525224963,15.119942250885165,17.433460636644565
Kuskokwim,0.30000000000000004,1465,3.685061914535868,3.0837275354775278,1.9330438937912955,2.207594271313256,5.224957090617608,6.074633041733099
Kuskokwim,0.4,1465,1.9523689637859432,1.6683208174387631,1.1151655380654342,1.3607119284732907,2.6397629037350714,3.340724131591013
Kuskokwim,0.5,1465,1.2732276153274447,1.1453177867829538,0.6731125026006215,0.9477075887353021,1.678460963193962,2.0625908415689573
Kuskokwim,0.6000000000000001,1465,0.8574966341129414,0.7933031324546758,0.4278485428067752,0.6064733618768576,1.059543104935642,1.4098106339183696
Kuskokwim,0.7000000000000001,1465,0.5490421659044858,0.49899705738460653,0.21007035411207634,0.36857308979686315,0.6874247816204027,0.9595963105455971
Kuskokwim,0.8,1465,0.3294984703879047,0.31890825250029564,0.0828072382548035,0.19512752319267465,0.4078647550911193,0.5939166608207547
Kuskokwim,0.9,1465,0.1562017103083851,0.12314149019686839,0.04534109847238712,0.06850952449075827,0.1976117873165335,0.32667212571236426
Yukon,0,901,61.033047471923126,56.470326831445895,23.00965629430974,40.054984068606345,96.52531090005225,96.52531090005225
Yukon,0.1,901,28.515867074873892,24.932922209283483,11.38028339193459,20.88897148878141,30.522417330620748,54.448654218615914
Yukon,0.2,901,24.46323314433599,22.03621053284864,7.346542248909884,18.980046521942644,26.442146785330326,43.82138769942987
Yukon,0.30000000000000004,901,21.732536536258127,20.06375711158783,5.807886255005965,16.628399031415256,23.722569906641773,36.24712778351111
Yukon,0.4,901,19.3836171237358,18.743375317323157,4.900073777907679,14.49869752986388,20.95291067498787,30.614418606748718
Yukon,0.5,901,17.22806546472644,17.095742933047333,4.172906879918872,12.395591790236754,18.535388588177025,24.501413205795785
Yukon,0.6000000000000001,901,15.219644484564762,15.453158659402519,3.5570271922658034,10.27866249938263,16.835526075708522,20.932557175183657
Yukon,0.7000000000000001,901,13.168275946219396,12.8873922976081,2.913669296866354,8.238643574316281,15.825473616241409,18.47915090708981
Yukon,0.8,901,10.844763378892663,9.834267472026632,2.2524040195768773,6.347193998510824,14.33147691834131,15.259055549759923
Yukon,0.9,901,7.7182331759508,6.861507909450979,1.6357096971824063,4.512027939766945,10.374778094872104,12.693423521909766
