fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date_julian,file.id,capture_date
2018_kk_001,NA,NA,0.705961103,1.68437e-4,NA,1,152,NA,2018-06-01
2018_kk_002,NA,NA,0.70767385,8.74e-5,NA,2,153,NA,2018-06-02
2018_kk_003,NA,NA,0.71025536,1.91832e-4,NA,3,154,NA,2018-06-03
2018_kk_005,NA,NA,0.710262551,8.62e-5,NA,5,156,NA,2018-06-05
2018_kk_006,NA,NA,0.709445551,1.14288e-4,NA,6,156,NA,2018-06-05
2018_kk_008,NA,NA,0.709543595,1.42762e-4,NA,8,157,NA,2018-06-06
2018_kk_011,NA,NA,0.709422351,1.02257e-4,NA,11,158,NA,2018-06-07
2018_kk_012,NA,NA,0.709343824,9.06e-5,NA,12,158,NA,2018-06-07
2018_kk_013,NA,NA,0.710656873,1.8324e-4,NA,13,160,NA,2018-06-09
2018_kk_015,NA,NA,0.709658842,1.21108e-4,NA,15,160,NA,2018-06-09
2018_kk_016,NA,NA,0.706975999,1.13034e-4,NA,16,160,NA,2018-06-09
2018_kk_019,NA,NA,0.706495652,1.57552e-4,NA,19,161,NA,2018-06-10
2018_kk_021,NA,NA,0.709782076,1.08516e-4,NA,21,161,NA,2018-06-10
2018_kk_023,NA,NA,0.709814844,1.37628e-4,NA,23,161,NA,2018-06-10
2018_kk_024,NA,NA,0.705576503,8.83e-5,NA,24,162,NA,2018-06-11
2018_kk_025,NA,NA,0.707139324,7.85e-5,NA,25,162,NA,2018-06-11
2018_kk_028,NA,NA,0.712463809,1.65375e-4,NA,28,162,NA,2018-06-11
2018_kk_031,NA,NA,0.709738477,2.13882e-4,NA,31,162,NA,2018-06-11
2018_kk_033,NA,NA,0.70688846,9.78e-5,NA,33,163,NA,2018-06-12
2018_kk_035,NA,NA,0.706555167,1.03041e-4,NA,35,163,NA,2018-06-12
2018_kk_036,NA,NA,0.707578612,8.57e-5,NA,36,163,NA,2018-06-12
2018_kk_038,NA,NA,0.709257478,1.25719e-4,NA,38,163,NA,2018-06-12
2018_kk_039,NA,NA,0.718954941,1.54622e-4,NA,39,163,NA,2018-06-12
2018_kk_040,NA,NA,0.707494998,9.88e-5,NA,40,163,NA,2018-06-12
2018_kk_043,NA,NA,0.709322786,8.23e-5,NA,43,163,NA,2018-06-12
2018_kk_047,NA,NA,0.705657901,1.44565e-4,NA,47,164,NA,2018-06-13
2018_kk_049,NA,NA,0.709120471,9.67e-5,NA,49,164,NA,2018-06-13
2018_kk_051,NA,NA,0.709673585,1.49311e-4,NA,51,164,NA,2018-06-13
2018_kk_052,NA,NA,0.709364653,1.17154e-4,NA,52,164,NA,2018-06-13
2018_kk_053,NA,NA,0.709863486,1.41116e-4,NA,53,164,NA,2018-06-13
2018_kk_054,NA,NA,0.706066091,9.52e-5,NA,54,164,NA,2018-06-13
2018_kk_055,NA,NA,0.70896709,1.53875e-4,NA,55,164,NA,2018-06-13
2018_kk_057,NA,NA,0.705943798,1.26562e-4,NA,57,164,NA,2018-06-13
2018_kk_058,NA,NA,0.705181139,1.89683e-4,NA,58,165,NA,2018-06-14
2018_kk_061,NA,NA,0.707575802,8.44e-5,NA,61,165,NA,2018-06-14
2018_kk_062,NA,NA,0.710138789,2.04695e-4,NA,62,165,NA,2018-06-14
2018_kk_064,NA,NA,0.708502373,1.18506e-4,NA,64,165,NA,2018-06-14
2018_kk_066,NA,NA,0.708415427,1.41658e-4,NA,66,165,NA,2018-06-14
2018_kk_067,NA,NA,0.70906673,6.79e-5,NA,67,165,NA,2018-06-14
2018_kk_069,NA,NA,0.705211933,1.70216e-4,NA,69,165,NA,2018-06-14
2018_kk_072,NA,NA,0.709472467,1.61326e-4,NA,72,165,NA,2018-06-14
2018_kk_073,NA,NA,0.711244538,1.52407e-4,NA,73,165,NA,2018-06-14
2018_kk_074,NA,NA,0.70589658,8.22e-5,NA,74,165,NA,2018-06-14
2018_kk_076,NA,NA,0.709219413,7.33e-5,NA,76,166,NA,2018-06-15
2018_kk_080,NA,NA,0.709228587,2.65937e-4,NA,80,166,NA,2018-06-15
2018_kk_082,NA,NA,0.704899575,1.14551e-4,NA,82,166,NA,2018-06-15
2018_kk_083,NA,NA,0.711304367,1.11189e-4,NA,83,166,NA,2018-06-15
2018_kk_088,NA,NA,0.705546437,8.65e-5,NA,88,166,NA,2018-06-15
2018_kk_091,NA,NA,0.709777862,9.51e-5,NA,91,166,NA,2018-06-15
2018_kk_092,NA,NA,0.708618132,1.62712e-4,NA,92,166,NA,2018-06-15
2018_kk_094,NA,NA,0.709069041,1.269e-4,NA,94,166,NA,2018-06-15
2018_kk_095,NA,NA,0.708159822,6.9e-5,NA,95,166,NA,2018-06-15
2018_kk_096,NA,NA,0.710376086,8.15e-5,NA,96,166,NA,2018-06-15
2018_kk_097,NA,NA,0.709388632,1.00779e-4,NA,97,166,NA,2018-06-15
2018_kk_098,NA,NA,0.709129163,1.34648e-4,NA,98,166,NA,2018-06-15
2018_kk_101,NA,NA,0.706598995,7.26e-5,NA,101,167,NA,2018-06-16
2018_kk_102,NA,NA,0.708971954,1.08607e-4,NA,102,167,NA,2018-06-16
2018_kk_103,NA,NA,0.709104216,1.017e-4,NA,103,168,NA,2018-06-17
2018_kk_106,NA,NA,0.709188043,1.60032e-4,NA,106,168,NA,2018-06-17
2018_kk_107,NA,NA,0.704904683,1.1482e-4,NA,107,168,NA,2018-06-17
2018_kk_109,NA,NA,0.706809421,5.63e-5,NA,109,168,NA,2018-06-17
2018_kk_110,NA,NA,0.709205173,7.74e-5,NA,110,167,NA,2018-06-16
2018_kk_111,NA,NA,0.706120167,8.35e-5,NA,111,167,NA,2018-06-16
2018_kk_114,NA,NA,0.706757742,1.59886e-4,NA,114,167,NA,2018-06-16
2018_kk_116,NA,NA,0.706612536,1.855e-4,NA,116,167,NA,2018-06-16
2018_kk_118,NA,NA,0.707101012,8.4e-5,NA,118,169,NA,2018-06-18
2018_kk_121,NA,NA,0.707914409,1.26356e-4,NA,121,168,NA,2018-06-17
2018_kk_122,NA,NA,0.707958478,8.2e-5,NA,122,170,NA,2018-06-19
2018_kk_123,NA,NA,0.709316502,9.04e-5,NA,123,170,NA,2018-06-19
2018_kk_125,NA,NA,0.708323481,8.99e-5,NA,125,169,NA,2018-06-18
2018_kk_127,NA,NA,0.710725125,1.66874e-4,NA,127,169,NA,2018-06-18
2018_kk_128,NA,NA,0.705158179,1.41145e-4,NA,128,169,NA,2018-06-18
2018_kk_129,NA,NA,0.706736156,1.31907e-4,NA,129,169,NA,2018-06-18
2018_kk_132,NA,NA,0.70716323,8.26e-5,NA,132,171,NA,2018-06-20
2018_kk_134,NA,NA,0.714792243,1.43256e-4,NA,134,171,NA,2018-06-20
2018_kk_136,NA,NA,0.70863215,1.08487e-4,NA,136,171,NA,2018-06-20
2018_kk_137,NA,NA,0.706007862,8e-5,NA,137,171,NA,2018-06-20
2018_kk_138,NA,NA,0.704942387,1.79312e-4,NA,138,171,NA,2018-06-20
2018_kk_139,NA,NA,0.709202592,6.36e-5,NA,139,172,NA,2018-06-21
2018_kk_140,NA,NA,0.708648382,7.6e-5,NA,140,172,NA,2018-06-21
2018_kk_141,NA,NA,0.707221472,6.97e-5,NA,141,172,NA,2018-06-21
2018_kk_145,NA,NA,0.704882064,1.28612e-4,NA,145,173,NA,2018-06-22
2018_kk_146,NA,NA,0.705875182,9.02e-5,NA,146,173,NA,2018-06-22
2018_kk_149,NA,NA,0.709544489,1.7301e-4,NA,149,173,NA,2018-06-22
2018_kk_151,NA,NA,0.708349242,1.97261e-4,NA,151,173,NA,2018-06-22
2018_kk_152,NA,NA,0.709528106,1.63362e-4,NA,152,173,NA,2018-06-22
2018_kk_155,NA,NA,0.706130435,1.79282e-4,NA,155,173,NA,2018-06-22
2018_kk_157,NA,NA,0.70664502,1.02351e-4,NA,157,174,NA,2018-06-23
2018_kk_161,NA,NA,0.709680985,9.4e-5,NA,161,174,NA,2018-06-23
2018_kk_164,NA,NA,0.706330863,9.75e-5,NA,164,174,NA,2018-06-23
2018_kk_167,NA,NA,0.710806135,5.86e-5,NA,167,174,NA,2018-06-23
2018_kk_169,NA,NA,0.707840858,4.28e-5,NA,169,174,NA,2018-06-23
2018_kk_171,NA,NA,0.708189084,9.96e-5,NA,171,174,NA,2018-06-23
2018_kk_172,NA,NA,0.709408319,1.14822e-4,NA,172,174,NA,2018-06-23
2018_kk_174,NA,NA,0.709095848,1.1423e-4,NA,174,174,NA,2018-06-23
2018_kk_175,NA,NA,0.705748387,1.73275e-4,NA,175,174,NA,2018-06-23
