fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian,file.id
2015_yk_010,NA,NA,0.716820435,NA,NA,10,2015-06-01,152,2015_yokon_chin_yk010.exp
2015_yk_035,NA,NA,0.729712111,NA,NA,35,2015-06-05,156,2015_yokon_chin_yk035.exp
2015_yk_040,NA,NA,0.721179484,NA,NA,40,2015-06-05,156,2015_yokon_chin_yk040.exp
2015_yk_048,NA,NA,0.713690328,NA,NA,48,2015-06-06,157,2015_yokon_chin_yk048.exp
2015_yk_051a,NA,NA,0.724726135,NA,NA,51,2015-06-06,157,2015_yokon_chin_yk051a.exp
2015_yk_052b,NA,NA,0.712378587,NA,NA,52,2015-06-06,157,2015_yokon_chin_yk052b.exp
2015_yk_056a,NA,NA,0.709209659,NA,NA,56,2015-06-06,157,2015_yokon_chin_yk056a.exp
2015_yk_062a,NA,NA,0.714935434,NA,NA,62,2015-06-06,157,2015_yokon_chin_yk062a.exp
2015_yk_065a,NA,NA,0.713019251,NA,NA,65,2015-06-06,157,2015_yokon_chin_yk065a.exp
2015_yk_066,NA,NA,0.724363019,NA,NA,66,2015-06-06,157,2015_yokon_chin_yk066.exp
2015_yk_068b,NA,NA,0.712053196,NA,NA,68,2015-06-06,157,2015_yokon_chin_yk068b.exp
2015_yk_069,NA,NA,0.714204652,NA,NA,69,2015-06-06,157,2015_yokon_chin_yk069.exp
2015_yk_077,NA,NA,0.707894433,NA,NA,77,2015-06-07,158,2015_yokon_chin_yk077.exp
2015_yk_080,NA,NA,0.724116696,NA,NA,80,2015-06-07,158,2015_yokon_chin_yk080.exp
2015_yk_082,NA,NA,0.709068463,NA,NA,82,2015-06-07,158,2015_yokon_chin_yk082.exp
2015_yk_084,NA,NA,0.716577884,NA,NA,84,2015-06-07,158,2015_yokon_chin_yk084.exp
2015_yk_091,NA,NA,0.709918969,NA,NA,91,2015-06-08,159,2015_yokon_chin_yk091.exp
2015_yk_092,NA,NA,0.70925098,NA,NA,92,2015-06-08,159,2015_yokon_chin_yk092.exp
2015_yk_097,NA,NA,0.707177391,NA,NA,97,2015-06-08,159,2015_yokon_chin_yk097.exp
2015_yk_098,NA,NA,0.715568917,NA,NA,98,2015-06-08,159,2015_yokon_chin_yk098.exp
2015_yk_099,NA,NA,0.724742936,NA,NA,99,2015-06-08,159,2015_yokon_chin_yk099.exp
2015_yk_100,NA,NA,0.716089511,NA,NA,100,2015-06-08,159,2015_yokon_chin_yk100.exp
2015_yk_101,NA,NA,0.710739921,NA,NA,101,2015-06-07,158,2015_yokon_chin_yk101.exp
2015_yk_102a,NA,NA,0.711152921,NA,NA,102,2015-06-08,159,2015_yokon_chin_yk102a.exp
2015_yk_109,NA,NA,0.720404584,NA,NA,109,2015-06-08,159,2015_yokon_chin_yk109.exp
2015_yk_111,NA,NA,0.716763886,NA,NA,111,2015-06-09,160,2015_yokon_chin_yk111.exp
2015_yk_113,NA,NA,0.723322966,NA,NA,113,2015-06-11,162,2015_yokon_chin_yk113.exp
2015_yk_114,NA,NA,0.722618586,NA,NA,114,2015-06-11,162,2015_yokon_chin_yk114.exp
2015_yk_116,NA,NA,0.716945122,NA,NA,116,2015-06-11,162,2015_yokon_chin_yk116.exp
2015_yk_117,NA,NA,0.716509206,NA,NA,117,2015-06-11,162,2015_yokon_chin_yk117.exp
2015_yk_119,NA,NA,0.719107685,NA,NA,119,2015-06-11,162,2015_yokon_chin_yk119.exp
2015_yk_124,NA,NA,0.705016573,NA,NA,124,2015-06-11,162,2015_yokon_chin_yk124.exp
2015_yk_128,NA,NA,0.722543823,NA,NA,128,2015-06-11,162,2015_yokon_chin_yk128.exp
2015_yk_129,NA,NA,0.711993882,NA,NA,129,2015-06-11,162,2015_yokon_chin_yk129.exp
2015_yk_137,NA,NA,0.711760396,NA,NA,137,2015-06-13,164,2015_yokon_chin_yk137.exp
2015_yk_139,NA,NA,0.721435875,NA,NA,139,2015-06-13,164,2015_yokon_chin_yk139.exp
2015_yk_144,NA,NA,0.722742247,NA,NA,144,2015-06-14,165,2015_yokon_chin_yk144.exp
2015_yk_148,NA,NA,0.714704155,NA,NA,148,2015-06-14,165,2015_yokon_chin_yk148.exp
2015_yk_149,NA,NA,0.718539328,NA,NA,149,2015-06-14,165,2015_yokon_chin_yk149.exp
2015_yk_151,NA,NA,0.725579774,NA,NA,151,2015-06-14,165,2015_yokon_chin_yk151.exp
2015_yk_152,NA,NA,0.710450222,NA,NA,152,2015-06-14,165,2015_yokon_chin_yk152.exp
2015_yk_159,NA,NA,0.71223972,NA,NA,159,2015-06-15,166,2015_yokon_chin_yk159.exp
2015_yk_161,NA,NA,0.707278419,NA,NA,161,2015-06-15,166,2015_yokon_chin_yk161.exp
2015_yk_165,NA,NA,0.712619196,NA,NA,165,2015-06-15,166,2015_yokon_chin_yk165.exp
2015_yk_166,NA,NA,0.71506874,NA,NA,166,2015-06-15,166,2015_yokon_chin_yk166.exp
2015_yk_171,NA,NA,0.71068766,NA,NA,171,2015-06-16,167,2015_yokon_chin_yk171.exp
2015_yk_174,NA,NA,0.719187615,NA,NA,174,2015-06-16,167,2015_yokon_chin_yk174.exp
2015_yk_175,NA,NA,0.722310829,NA,NA,175,2015-06-16,167,2015_yokon_chin_yk175.exp
