fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian,file.id
2010_yk_001,NA,NA,0.716378805,NA,NA,1,2010-06-09,160,2010_yukon_chin_yk001
2010_yk_002,NA,NA,0.710143821,NA,NA,2,2010-06-09,160,2010_yukon_chin_yk002
2010_yk_003,NA,NA,0.71598062,NA,NA,3,2010-06-10,161,2010_yukon_chin_yk003
2010_yk_004,NA,NA,0.722509137,NA,NA,4,2010-06-10,161,2010_yukon_chin_yk004
2010_yk_006,NA,NA,0.710485231,NA,NA,6,2010-06-10,161,2010_yukon_chin_yk006
2010_yk_007,NA,NA,0.715540206,NA,NA,7,2010-06-10,161,2010_yukon_chin_yk007
2010_yk_008_redo,NA,NA,0.722224367,NA,NA,8,2010-06-10,161,2010_yukon_chin_yk008_redo
2010_yk_009,NA,NA,0.724174622,NA,NA,9,2010-06-10,161,2010_yukon_chin_yk009
2010_yk_010,NA,NA,0.724312888,NA,NA,10,2010-06-10,161,2010_yukon_chin_yk010
2010_yk_011,NA,NA,0.716113523,NA,NA,11,2010-06-10,161,2010_yukon_chin_yk011
2010_yk_012,NA,NA,0.716291158,NA,NA,12,2010-06-10,161,2010_yukon_chin_yk012
2010_yk_013,NA,NA,0.724487839,NA,NA,13,2010-06-10,161,2010_yukon_chin_yk013
2010_yk_014,NA,NA,0.72221877,NA,NA,14,2010-06-10,161,2010_yukon_chin_yk014
2010_yk_016,NA,NA,0.724589571,NA,NA,16,2010-06-10,161,2010_yukon_chin_yk016
2010_yk_017a,NA,NA,0.713635809,NA,NA,17,2010-06-10,161,2010_yukon_chin_yk017a
2010_yk_018_redo,NA,NA,0.716892487,NA,NA,18,2010-06-11,162,2010_yukon_chin_yk018_redo
2010_yk_019,NA,NA,0.726311623,NA,NA,19,2010-06-12,163,2010_yukon_chin_yk019
2010_yk_020,NA,NA,0.725124551,NA,NA,20,2010-06-12,163,2010_yukon_chin_yk020
2010_yk_021,NA,NA,0.713618439,NA,NA,21,2010-06-12,163,2010_yukon_chin_yk021
