fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date_julian,file.id,capture_date
2018_yk_005_redo,NA,NA,0.711639519,NA,NA,5,165,NA,6/14/18
2018_yk_006_redo,NA,NA,0.715873019,NA,NA,6,166,NA,6/15/18
2018_yk_007_redo,NA,NA,0.723310509,NA,NA,7,167,NA,6/16/18
2018_yk_010_redo,NA,NA,0.714047878,NA,NA,10,162,NA,6/11/18
2018_yk_011_redo,NA,NA,0.712030479,NA,NA,11,167,NA,6/16/18
2018_yk_014_redo,NA,NA,0.723809213,NA,NA,14,167,NA,6/16/18
2018_yk_015_redo,NA,NA,0.72342422,NA,NA,15,167,NA,6/16/18
2018_yk_019_redo,NA,NA,0.713851328,NA,NA,19,167,NA,6/16/18
2018_yk_023_redo,NA,NA,0.72150341,NA,NA,23,168,NA,6/17/18
2018_yk_030_redo,NA,NA,0.721493887,NA,NA,30,168,NA,6/17/18
2018_yk_038_redo,NA,NA,0.711371594,NA,NA,38,168,NA,6/17/18
2018_yk_041_redo,NA,NA,0.710667647,NA,NA,41,168,NA,6/17/18
2018_yk_043_redo,NA,NA,0.706494901,NA,NA,43,168,NA,6/17/18
2018_yk_046_redo,NA,NA,0.707262821,NA,NA,46,168,NA,6/17/18
2018_yk_048_redo,NA,NA,0.724874334,NA,NA,48,168,NA,6/17/18
2018_yk_051_redo,NA,NA,0.721615463,NA,NA,51,168,NA,6/17/18
2018_yk_055_redo,NA,NA,0.713035716,NA,NA,55,169,NA,6/18/18
2018_yk_056_redo,NA,NA,0.724638921,NA,NA,56,169,NA,6/18/18
2018_yk_058_redo,NA,NA,0.710342098,NA,NA,58,169,NA,6/18/18
2018_yk_061_redo,NA,NA,0.707906837,NA,NA,61,169,NA,6/18/18
2018_yk_062_redo,NA,NA,0.723094094,NA,NA,62,169,NA,6/18/18
2018_yk_065_redo,NA,NA,0.706300834,NA,NA,65,169,NA,6/18/18
2018_yk_066_redo,NA,NA,0.707330435,NA,NA,66,170,NA,6/19/18
2018_yk_068_redo,NA,NA,0.71552183,NA,NA,68,170,NA,6/19/18
2018_yk_072_redo,NA,NA,0.719939659,NA,NA,72,170,NA,6/19/18
2018_yk_077_redo,NA,NA,0.716426292,NA,NA,77,170,NA,6/19/18
2018_yk_105_redo,NA,NA,0.71855103,NA,NA,105,161,NA,6/10/18
2018_yk_107,NA,NA,0.709643999,NA,NA,107,161,NA,6/10/18
2018_yk_142,NA,NA,0.709339267,NA,NA,142,164,NA,6/13/18
2018_yk_152_redo,NA,NA,0.713803733,NA,NA,152,166,NA,6/15/18
2018_yk_261,NA,NA,0.711582323,NA,NA,261,178,NA,6/27/18
2018_yk_275_redo,NA,NA,0.718957872,NA,NA,275,179,NA,6/28/18
2018_yk_276_redo,NA,NA,0.711244445,NA,NA,276,179,NA,6/28/18
2018_yk_287_redo,NA,NA,0.739787138,NA,NA,287,181,NA,6/30/18
2018_yk_291_redo,NA,NA,0.709186645,NA,NA,291,181,NA,6/30/18
2018_yk_314_redo,NA,NA,0.706894953,NA,NA,314,172,NA,6/21/18
2018_yk_325_redo,NA,NA,0.721660755,NA,NA,325,172,NA,6/21/18
