fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date_julian,file.id,capture_date
2017_kk_001,NA,NA,0.70984628,2.0959e-4,NA,1,155,NA,2017-06-04
2017_kk_002,NA,NA,0.70625776,1.2134e-4,NA,2,158,NA,2017-06-07
2017_kk_003,NA,NA,0.7061322,9.86e-5,NA,3,158,NA,2017-06-07
2017_kk_004,NA,NA,0.70988992,1.8461e-4,NA,4,160,NA,2017-06-09
2017_kk_005,NA,NA,0.70742684,1.3214e-4,NA,5,161,NA,2017-06-10
2017_kk_006,NA,NA,0.70954937,1.0936e-4,NA,6,161,NA,2017-06-10
2017_kk_007,NA,NA,0.70665675,1.127e-4,NA,7,162,NA,2017-06-11
2017_kk_008,NA,NA,0.71041151,2.1241e-4,NA,8,162,NA,2017-06-11
2017_kk_009,NA,NA,0.70601868,7.2e-5,NA,9,162,NA,2017-06-11
2017_kk_010,NA,NA,0.70886621,1.8075e-4,NA,10,163,NA,2017-06-12
2017_kk_011,NA,NA,0.70702109,1.5759e-4,NA,11,163,NA,2017-06-12
2017_kk_012,NA,NA,0.70729549,1.0415e-4,NA,12,162,NA,2017-06-11
2017_kk_013,NA,NA,0.70889264,1.8712e-4,NA,13,164,NA,2017-06-13
2017_kk_014,NA,NA,0.70889,1.1494e-4,NA,14,164,NA,2017-06-13
2017_kk_015,NA,NA,0.71019653,1.7817e-4,NA,15,165,NA,2017-06-14
2017_kk_016,NA,NA,0.71007282,1.702e-4,NA,16,165,NA,2017-06-14
2017_kk_017,NA,NA,0.70794349,1.3651e-4,NA,17,165,NA,2017-06-14
2017_kk_018,NA,NA,0.70774711,1.367e-4,NA,18,166,NA,2017-06-15
2017_kk_019,NA,NA,0.70924584,2.968e-4,NA,19,166,NA,2017-06-15
2017_kk_020,NA,NA,0.70547021,1.4799e-4,NA,20,166,NA,2017-06-15
2017_kk_021,NA,NA,0.70909079,1.5996e-4,NA,21,166,NA,2017-06-15
2017_kk_022,NA,NA,0.70947443,8.82e-5,NA,22,166,NA,2017-06-15
2017_kk_023,NA,NA,0.70898583,1.1664e-4,NA,23,166,NA,2017-06-15
2017_kk_024,NA,NA,0.70591773,1.0422e-4,NA,24,167,NA,2017-06-16
2017_kk_025,NA,NA,0.70917267,1.2092e-4,NA,25,167,NA,2017-06-16
2017_kk_026,NA,NA,0.70784233,8.57e-5,NA,26,167,NA,2017-06-16
2017_kk_027,NA,NA,0.71081725,1.3159e-4,NA,27,167,NA,2017-06-16
2017_kk_028,NA,NA,0.70709624,8.51e-5,NA,28,167,NA,2017-06-16
2017_kk_029,NA,NA,0.70920085,1.3344e-4,NA,29,167,NA,2017-06-16
2017_kk_030,NA,NA,0.7081902,1.1901e-4,NA,30,169,NA,2017-06-18
2017_kk_031,NA,NA,0.70695864,1.4883e-4,NA,31,169,NA,2017-06-18
2017_kk_032,NA,NA,0.70897999,1.3969e-4,NA,32,169,NA,2017-06-18
2017_kk_033,NA,NA,0.70525372,1.2337e-4,NA,33,170,NA,2017-06-19
2017_kk_034,NA,NA,0.70925819,1.0774e-4,NA,34,170,NA,2017-06-19
2017_kk_035,NA,NA,0.70870547,1.8194e-4,NA,35,170,NA,2017-06-19
2017_kk_036,NA,NA,0.7056068,7.58e-5,NA,36,170,NA,2017-06-19
2017_kk_037,NA,NA,0.70816112,8.64e-5,NA,37,170,NA,2017-06-19
2017_kk_038,NA,NA,0.70711242,8.94e-5,NA,38,170,NA,2017-06-19
2017_kk_039,NA,NA,0.70740971,1.4142e-4,NA,39,170,NA,2017-06-19
2017_kk_040,NA,NA,0.70598885,1.1479e-4,NA,40,170,NA,2017-06-19
2017_kk_041,NA,NA,0.70550748,9.79e-5,NA,41,170,NA,2017-06-19
2017_kk_042,NA,NA,0.70950622,1.3195e-4,NA,42,170,NA,2017-06-19
2017_kk_043,NA,NA,0.70602176,1.7125e-4,NA,43,170,NA,2017-06-19
2017_kk_045,NA,NA,0.70800591,1.1719e-4,NA,45,170,NA,2017-06-19
2017_kk_047,NA,NA,0.70769647,1.6026e-4,NA,47,170,NA,2017-06-19
2017_kk_048,NA,NA,0.70749606,1.3775e-4,NA,48,170,NA,2017-06-19
2017_kk_049,NA,NA,0.70534876,1.2504e-4,NA,49,170,NA,2017-06-19
2017_kk_050,NA,NA,0.70907999,2.1079e-4,NA,50,171,NA,2017-06-20
2017_kk_051,NA,NA,0.70823795,2.4993e-4,NA,51,171,NA,2017-06-20
2017_kk_052,NA,NA,0.70802732,1.1894e-4,NA,52,171,NA,2017-06-20
2017_kk_053,NA,NA,0.70773965,1.1945e-4,NA,53,171,NA,2017-06-20
2017_kk_054,NA,NA,0.70989249,1.0072e-4,NA,54,171,NA,2017-06-20
2017_kk_055,NA,NA,0.70580449,7.27e-5,NA,55,171,NA,2017-06-20
2017_kk_056,NA,NA,0.71070986,2.5782e-4,NA,56,171,NA,2017-06-20
2017_kk_057,NA,NA,0.70870044,1.1112e-4,NA,57,172,NA,2017-06-21
2017_kk_058,NA,NA,0.70607315,1.153e-4,NA,58,172,NA,2017-06-21
2017_kk_059,NA,NA,0.70615689,6.36e-5,NA,59,172,NA,2017-06-21
2017_kk_060,NA,NA,0.70591315,1.0753e-4,NA,60,172,NA,2017-06-21
2017_kk_061,NA,NA,0.70800137,7.98e-5,NA,61,172,NA,2017-06-21
2017_kk_062,NA,NA,0.70963321,1.6579e-4,NA,62,172,NA,2017-06-21
2017_kk_063,NA,NA,0.70711692,1.1265e-4,NA,63,172,NA,2017-06-21
2017_kk_064,NA,NA,0.70785205,7.12e-5,NA,64,172,NA,2017-06-21
2017_kk_065,NA,NA,0.7050628,3.62e-5,NA,65,172,NA,2017-06-21
2017_kk_066,NA,NA,0.70611622,6.88e-5,NA,66,172,NA,2017-06-21
2017_kk_067,NA,NA,0.70531222,1.0344e-4,NA,67,173,NA,2017-06-22
2017_kk_068,NA,NA,0.70843753,5.66e-5,NA,68,173,NA,2017-06-22
2017_kk_069,NA,NA,0.70928979,1.2308e-4,NA,69,173,NA,2017-06-22
2017_kk_070,NA,NA,0.70977766,1.07e-4,NA,70,173,NA,2017-06-22
2017_kk_071,NA,NA,0.70713219,9.28e-5,NA,71,173,NA,2017-06-22
2017_kk_073,NA,NA,0.70580399,8.81e-5,NA,73,173,NA,2017-06-22
2017_kk_074,NA,NA,0.71013244,1.6914e-4,NA,74,173,NA,2017-06-22
2017_kk_075,NA,NA,0.70941694,1.1967e-4,NA,75,173,NA,2017-06-22
2017_kk_076,NA,NA,0.70643739,9.97e-5,NA,76,174,NA,2017-06-23
2017_kk_077,NA,NA,0.70917996,1.3148e-4,NA,77,174,NA,2017-06-23
2017_kk_078,NA,NA,0.70935173,9.27e-5,NA,78,174,NA,2017-06-23
2017_kk_079,NA,NA,0.70926875,9.06e-5,NA,79,174,NA,2017-06-23
2017_kk_080,NA,NA,0.70915178,8.8e-5,NA,80,174,NA,2017-06-23
2017_kk_081,NA,NA,0.70989049,1.3172e-4,NA,81,174,NA,2017-06-23
2017_kk_082,NA,NA,0.70914816,1.0145e-4,NA,82,174,NA,2017-06-23
2017_kk_083,NA,NA,0.70825249,1.1044e-4,NA,83,174,NA,2017-06-23
2017_kk_084,NA,NA,0.708966,1.323e-4,NA,84,174,NA,2017-06-23
2017_kk_085,NA,NA,0.70575973,1.0099e-4,NA,85,175,NA,2017-06-24
2017_kk_086,NA,NA,0.70968633,1.2415e-4,NA,86,175,NA,2017-06-24
2017_kk_087,NA,NA,0.70587286,1.0873e-4,NA,87,175,NA,2017-06-24
2017_kk_088,NA,NA,0.71004302,1.2505e-4,NA,88,175,NA,2017-06-24
2017_kk_089,NA,NA,0.70915936,1.131e-4,NA,89,175,NA,2017-06-24
2017_kk_090,NA,NA,0.7098103,1.1419e-4,NA,90,175,NA,2017-06-24
2017_kk_091,NA,NA,0.70804764,1.1806e-4,NA,91,175,NA,2017-06-24
2017_kk_092,NA,NA,0.70760766,9.48e-5,NA,92,175,NA,2017-06-24
2017_kk_093,NA,NA,0.70666117,1.2499e-4,NA,93,175,NA,2017-06-24
2017_kk_094,NA,NA,0.70941644,1.2638e-4,NA,94,175,NA,2017-06-24
2017_kk_095,NA,NA,0.70699614,8.94e-5,NA,95,175,NA,2017-06-24
2017_kk_096,NA,NA,0.70853173,9.78e-5,NA,96,175,NA,2017-06-24
2017_kk_097,NA,NA,0.70687952,1.0423e-4,NA,97,175,NA,2017-06-24
2017_kk_098,NA,NA,0.70819362,1.1618e-4,NA,98,175,NA,2017-06-24
2017_kk_099,NA,NA,0.70879479,2.5896e-4,NA,99,175,NA,2017-06-24
2017_kk_100,NA,NA,0.70643955,6.8e-5,NA,100,175,NA,2017-06-24
2017_kk_101,NA,NA,0.70640396,8.42e-5,NA,101,175,NA,2017-06-24
2017_kk_102,NA,NA,0.70911961,1.0829e-4,NA,102,175,NA,2017-06-24
2017_kk_103,NA,NA,0.70899763,1.9995e-4,NA,103,175,NA,2017-06-24
2017_kk_104,NA,NA,0.70566685,9.8e-5,NA,104,176,NA,2017-06-25
2017_kk_105,NA,NA,0.70817505,9.72e-5,NA,105,175,NA,2017-06-24
2017_kk_106,NA,NA,0.70571608,1.1366e-4,NA,106,176,NA,2017-06-25
2017_kk_107,NA,NA,0.70970861,1.5636e-4,NA,107,175,NA,2017-06-24
2017_kk_108,NA,NA,0.70623716,1.0532e-4,NA,108,175,NA,2017-06-24
2017_kk_109,NA,NA,0.70579727,2.4961e-4,NA,109,NA,NA,NA
2017_kk_110,NA,NA,0.7074813,1.2499e-4,NA,110,177,NA,2017-06-26
2017_kk_111,NA,NA,0.70717344,7.21e-5,NA,111,176,NA,2017-06-25
2017_kk_112,NA,NA,0.70769296,1.0793e-4,NA,112,176,NA,2017-06-25
2017_kk_113,NA,NA,0.70530583,1.1551e-4,NA,113,176,NA,2017-06-25
2017_kk_114,NA,NA,0.70914668,1.1252e-4,NA,114,176,NA,2017-06-25
2017_kk_115,NA,NA,0.70952498,8.44e-5,NA,115,176,NA,2017-06-25
2017_kk_116,NA,NA,0.70544007,8.94e-5,NA,116,176,NA,2017-06-25
2017_kk_118,NA,NA,0.70867325,1.4883e-4,NA,118,177,NA,2017-06-26
2017_kk_119,NA,NA,0.70703243,8.15e-5,NA,119,177,NA,2017-06-26
2017_kk_120,NA,NA,0.70818594,8.08e-5,NA,120,177,NA,2017-06-26
2017_kk_121,NA,NA,0.70588352,6.95e-5,NA,121,177,NA,2017-06-26
2017_kk_124,NA,NA,0.70699961,5.68e-5,NA,124,178,NA,2017-06-27
2017_kk_125,NA,NA,0.70529348,1.2032e-4,NA,125,178,NA,2017-06-27
2017_kk_126,NA,NA,0.7081174,1.077e-4,NA,126,178,NA,2017-06-27
2017_kk_127,NA,NA,0.71004161,1.1491e-4,NA,127,178,NA,2017-06-27
2017_kk_128,NA,NA,0.70942035,1.4353e-4,NA,128,NA,NA,NA
2017_kk_129,NA,NA,0.70603553,9.8e-5,NA,129,178,NA,2017-06-27
2017_kk_130,NA,NA,0.70604038,8.84e-5,NA,130,178,NA,2017-06-27
2017_kk_131,NA,NA,0.70930749,9.31e-5,NA,131,178,NA,2017-06-27
2017_kk_132,NA,NA,0.70499547,1.1393e-4,NA,132,NA,NA,NA
2017_kk_133,NA,NA,0.7071625,8.34e-5,NA,133,178,NA,2017-06-27
2017_kk_134,NA,NA,0.70777011,1.2298e-4,NA,134,178,NA,2017-06-27
2017_kk_135,NA,NA,0.7084286,1.3778e-4,NA,135,178,NA,2017-06-27
2017_kk_136,NA,NA,0.70566342,6.61e-5,NA,136,178,NA,2017-06-27
