fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian
2019_yk_003,716.5471236,831.8471108,0.707373052,0.001506724,115.2999872,3,6/3/19,154
2019_yk_004,735.9586265,861.4139991,0.724117883,0.0020869,125.4553726,4,6/3/19,154
2019_yk_005,629.715862,768.0441787,0.715612094,0.003314269,138.3283167,5,6/3/19,154
2019_yk_007,400.5431533,569.4519238,0.714470421,0.002900215,168.9087706,7,6/4/19,155
2019_yk_009,721.9292244,926.9363157,0.710039213,0.002836172,205.0070912,9,6/4/19,155
2019_yk_013,707.6381461,883.6347312,0.714003221,0.003168292,175.9965851,13,6/6/19,157
2019_yk_016,613.0734874,789.3452294,0.715732162,0.004111838,176.271742,16,6/6/19,157
2019_yk_018,537.7583173,701.1588365,0.706830252,0.002611911,163.4005193,18,6/6/19,157
2019_yk_019,366.2136257,615.7726166,0.715889086,0.002876685,249.5589909,19,6/7/19,158
2019_yk_020,474.5358549,623.0319711,0.724439729,0.001909432,148.4961162,20,6/7/19,158
2019_yk_025,711.2324675,775.1576322,0.709910309,0.003883993,63.92516471,25,6/9/19,160
2019_yk_027,317.4771756,439.251584,0.720292556,0.00170237,121.7744084,27,6/10/19,161
2019_yk_028a,792.6283804,1011.59737,0.711238156,0.004245969,218.9689899,28,6/10/19,161
2019_yk_029,785.8040785,1007.125402,0.716662934,0.003267616,221.3213237,29,6/10/19,161
2019_yk_030,672.4947485,794.3988726,0.716379388,0.002941691,121.9041241,30,6/11/19,162
2019_yk_035a,523.6357707,869.7917495,0.709347039,0.003080222,346.1559788,35,6/11/19,162
2019_yk_036,507.4462893,744.9054373,0.712461613,0.002869198,237.459148,36,6/11/19,162
2019_yk_041,701.7511007,787.5798855,0.710172869,0.002307285,85.82878489,41,6/11/19,162
2019_yk_042,612.4565383,770.0509756,0.718747441,0.002326925,157.5944373,42,6/12/19,163
2019_yk_043,618.9583326,818.2106798,0.735038423,0.002409238,199.2523472,43,6/12/19,163
2019_yk_047,421.0540468,534.8004277,0.709547521,0.002704983,113.7463808,47,6/12/19,163
2019_yk_051,845.345017,969.5192385,0.716907799,0.003415996,124.1742214,51,6/13/19,164
2019_yk_052,654.7667573,876.6046294,0.711813474,0.003269158,221.8378721,52,6/13/19,164
2019_yk_053,540.9942167,791.1345339,0.715449827,0.003714257,250.1403173,53,6/13/19,164
2019_yk_055,407.5688388,504.2415084,0.714795185,0.003704725,96.67266962,55,6/13/19,164
2019_yk_057,541.0337798,700.4781267,0.724604569,0.002325642,159.4443468,57,6/14/19,165
2019_yk_060,536.4772108,659.4172017,0.711571297,0.004037421,122.9399909,60,6/14/19,165
2019_yk_061,776.5598377,938.9879344,0.716259184,0.004003031,162.4280967,61,6/14/19,165
2019_yk_064,444.9260925,515.9253866,0.716650749,0.002344142,70.99929406,64,6/14/19,165
2019_yk_066,837.1833914,926.4883017,0.72261898,0.002692792,89.30491035,66,6/14/19,165
2019_yk_069,655.4260388,726.7965881,0.722688354,0.00343788,71.3705493,69,6/15/19,166
2019_yk_070,516.4036785,615.2711229,0.715053065,0.003001263,98.86744441,70,6/15/19,166
2019_yk_071,574.3456071,675.3693813,0.712343031,0.002710438,101.0237742,71,6/16/19,167
2019_yk_075,431.0452455,508.092127,0.715999341,0.003566441,77.04688144,75,6/16/19,167
2019_yk_076a,681.8152766,796.3519663,0.711200293,0.003356875,114.5366897,76,6/16/19,167
2019_yk_081,462.368045,589.3568297,0.725932062,0.002225382,126.9887847,81,6/16/19,167
2019_yk_081a,616.9337817,759.0836991,0.725389401,0.001479126,142.1499173,81,6/16/19,167
2019_yk_082,615.684969,669.7129427,0.714559426,0.005067863,54.02797371,82,6/16/19,167
2019_yk_085,696.9734013,805.7783342,0.713946302,0.003457658,108.8049329,85,6/16/19,167
2019_yk_087,527.9894429,707.5851433,0.726314917,0.003487448,179.5957004,87,6/16/19,167
2019_yk_088,707.8938098,839.8175562,0.715285155,0.004417504,131.9237463,88,6/17/19,168
2019_yk_090,582.2821116,773.8220452,0.716369682,0.003599909,191.5399336,90,6/17/19,168
2019_yk_092,611.2475689,859.2870836,0.710382555,0.003622153,248.0395148,92,6/17/19,168
2019_yk_102,770.559932,912.0533998,0.716053852,0.005619789,141.4934678,102,6/17/19,168
2019_yk_104,525.0530566,689.9797094,0.717409464,0.003882682,164.9266527,104,6/17/19,168
2019_yk_108,436.3553893,538.6457574,0.72073926,0.001630087,102.2903681,108,6/17/19,168
2019_yk_114,650.5965929,878.1431776,0.721536812,0.002549004,227.5465847,114,6/18/19,169
2019_yk_115,583.9337347,741.0221511,0.709821342,0.002047393,157.0884164,115,6/18/19,169
2019_yk_116,548.5663821,640.2023319,0.713450593,0.002183892,91.6359498,116,6/18/19,169
2019_yk_119,535.2494995,739.8349951,0.705687584,0.001343916,204.5854955,119,6/18/19,169
2019_yk_123,574.2293425,658.4628271,0.714036985,0.002362684,84.23348457,123,6/18/19,169
2019_yk_128,528.8161419,599.4469622,0.716329288,0.00241747,70.63082032,128,6/18/19,169
2019_yk_129,613.4668254,723.5989295,0.707276196,0.001646161,110.1321041,129,6/18/19,169
2019_yk_132,705.8282127,921.7240916,0.708963139,0.001619065,215.8958789,132,6/18/19,169
2019_yk_133,591.6794313,813.6124327,0.713223544,0.002145107,221.9330014,133,6/18/19,169
2019_yk_136,541.2826991,782.7209498,0.709924417,0.002178676,241.4382506,136,6/18/19,169
2019_yk_138,683.9036341,881.5916479,0.721164764,0.001589504,197.6880138,138,6/18/19,169
2019_yk_139,488.7516696,671.299697,0.715631511,0.001670385,182.5480274,139,6/18/19,169
2019_yk_140,733.830193,834.5163292,0.711149445,0.003014739,100.6861362,140,6/18/19,169
2019_yk_141,608.7406952,745.2153975,0.715890853,0.002388195,136.4747023,141,6/18/19,169
2019_yk_145,740.9588612,964.2838518,0.71225677,0.003410369,223.3249906,145,6/19/19,170
2019_yk_147,791.5275673,961.6657008,0.717369804,0.001957603,170.1381335,147,6/19/19,170
2019_yk_149,472.7898156,664.5244252,0.709552833,0.002162041,191.7346096,149,6/19/19,170
2019_yk_152,496.8603615,673.9331565,0.709844179,0.001980948,177.0727949,152,6/19/19,170
2019_yk_153,574.0786604,851.4343492,0.706888974,0.001608718,277.3556888,153,6/19/19,170
2019_yk_160,691.4819121,1312.59298,0.70784879,0.001060288,621.111068,160,6/19/19,170
2019_yk_161,1156.46591,1383.149929,0.714474741,0.003302164,226.6840197,161,6/19/19,170
2019_yk_165,487.4143409,660.2650743,0.713345605,0.00256704,172.8507334,165,6/19/19,170
2019_yk_168,541.6515514,829.7681532,0.707165458,0.001861291,288.1166018,168,6/19/19,170
2019_yk_170,761.3934784,937.6539348,0.722512663,0.002188145,176.2604565,170,6/19/19,170
2019_yk_172,691.8648029,832.1487031,0.721509847,0.002068442,140.2839002,172,6/19/19,170
2019_yk_174,557.2702555,717.5932635,0.723966017,0.002301608,160.323008,174,6/20/19,171
2019_yk_175,603.2088584,1284.532425,0.714051757,0.00418007,681.3235663,175,6/20/19,171
2019_yk_176,921.7258039,1009.151183,0.709895154,0.003376407,87.42537905,176,6/20/19,171
2019_yk_181,549.2462167,970.1938788,0.711513281,0.003311518,420.9476621,181,6/20/19,171
2019_yk_183,539.5914281,722.6654028,0.712616705,0.003041471,183.0739747,183,6/20/19,171
2019_yk_185,761.9274151,1019.032591,0.709634032,0.003158919,257.1051761,185,6/20/19,171
2019_yk_186,633.8047779,906.3150943,0.714629764,0.003227415,272.5103163,186,6/20/19,171
2019_yk_187,906.1381483,1115.335986,0.705291071,0.001236069,209.1978382,187,6/20/19,171
2019_yk_188,574.7924461,804.0790428,0.715588228,0.002596146,229.2865968,188,6/20/19,171
2019_yk_192,905.0380902,1132.655654,0.709776118,0.004117208,227.6175641,192,6/20/19,171
2019_yk_195,682.9821341,846.3172826,0.718583874,0.002685514,163.3351485,195,6/21/19,172
2019_yk_196,593.5085697,691.6330819,0.718057146,0.002895244,98.12451214,196,6/21/19,172
2019_yk_199,644.9037503,797.5015429,0.717155181,0.002525988,152.5977927,199,6/21/19,172
2019_yk_200,597.8787241,754.7695064,0.734734517,0.002035509,156.8907822,200,6/21/19,172
2019_yk_201,599.0212649,763.764151,0.720304968,0.001587618,164.7428861,201,6/6/19,157
2019_yk_206,875.6197748,1072.515251,0.715362507,0.003534659,196.8954764,206,6/6/19,157
2019_yk_208,702.8675987,835.2722242,0.719120733,0.002453624,132.4046255,208,6/6/19,157
2019_yk_209,678.1843126,842.5908147,0.712432578,0.002173893,164.4065021,209,6/6/19,157
2019_yk_216,717.791333,921.3205052,0.706946777,0.001510089,203.5291722,216,6/7/19,158
2019_yk_220,760.379613,994.8818286,0.717059037,0.002813306,234.5022156,220,6/7/19,158
2019_yk_222,832.1977398,949.7118583,0.712406659,0.001977767,117.5141185,222,6/7/19,158
2019_yk_223,1120.432112,1220.439741,0.717151332,0.004617939,100.0076286,223,6/7/19,158
2019_yk_224,643.2893784,919.4699262,0.713728634,0.001236676,276.1805478,224,6/7/19,158
2019_yk_225,775.2399927,947.1808643,0.722999014,0.001305433,171.9408717,225,6/8/19,159
2019_yk_227_redo,637.2686172,855.9201578,0.718315563,0.003134342,218.6515406,227,6/8/19,159
2019_yk_230,446.4950147,522.6551983,0.718333885,9.49E-04,76.16018361,230,6/11/19,162
2019_yk_231,1113.830827,1284.176929,0.711531378,0.001671371,170.3461015,231,6/12/19,163
2019_yk_234,159.6039423,276.3883178,0.715475153,0.001635114,116.7843755,234,6/12/19,163
2019_yk_236,968.4067337,1126.959709,0.714710797,0.001412895,158.5529752,236,6/13/19,164
