fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian
2021_k_122_r1,501.3963528,686.1685716,0.706427914,0.001287122,184.7722188,NA,NA,NA
2021_k_199,1605.472413,2044.609604,0.70774482,0.001581987,439.1371909,99,0021-06-18,169
2021_k_200,663.6892377,810.8158162,0.707963211,0.001400228,147.1265785,0,NA,NA
2021_kk_003_R2,781.6687594,956.4670226,0.706658344,0.001112721,174.7982631,3,0021-06-02,153
2021_kk_005_R2,436.2496522,549.3681338,0.709086295,0.001047997,113.1184816,5,0021-06-04,155
2021_kk_006_R2,624.2202114,848.100543,0.705479007,9.72E-04,223.8803316,6,0021-06-04,155
2021_kk_007_R2,758.6618594,938.1033694,0.709549985,0.001195102,179.44151,7,0021-06-05,156
NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_kk_011_R1,491.9999713,572.3183219,0.709434932,0.001342014,80.31835057,11,0021-06-08,159
2021_kk_012_R1,556.1540759,657.020006,0.709308971,6.42E-04,100.8659301,12,0021-06-08,159
2021_kk_013_R1,651.9304753,899.3403922,0.70957138,0.001217261,247.4099169,13,0021-06-08,159
2021_kk_014_R1,583.0782551,702.1899539,0.709750993,0.001227968,119.1116987,14,0021-06-07,158
2021_kk_018_R1,680.0620552,853.2853207,0.709215668,8.62E-04,173.2232654,18,0021-06-09,160
2021_kk_021_R1,744.3229175,790.2058016,0.714134932,0.00172482,45.88288401,21,0021-06-09,160
2021_kk_022_R1,661.5590642,771.6933684,0.710263584,0.001698102,110.1343042,22,0021-06-09,160
2021_kk_030,534.8475706,650.6504781,0.709468022,0.001976474,115.8029074,30,0021-06-10,161
2021_kk_031,906.3836588,964.6090652,0.709943386,0.001232652,58.22540647,31,0021-06-10,161
2021_kk_033,657.3602403,786.8848918,0.709254737,0.001150625,129.5246515,33,0021-06-10,161
2021_kk_034,148.5185092,168.8394598,0.709713709,0.001177366,20.32095057,34,0021-06-10,161
2021_kk_035,687.0561699,776.3214839,0.709231251,0.001062388,89.26531397,35,0021-06-10,161
2021_kk_036,732.2007821,857.2910951,0.709419243,0.001395204,125.0903131,36,0021-06-11,162
2021_kk_037,518.3358459,615.7061459,0.709731285,0.001369643,97.37030002,37,0021-06-10,161
2021_kk_038,351.5046096,471.5291739,0.710682392,0.001734253,120.0245643,38,0021-06-11,162
2021_kk_039,621.7485367,738.2817855,0.705882919,6.71E-04,116.5332489,39,0021-06-10,161
2021_kk_041,594.6467052,639.2122445,0.708579016,0.002490497,44.56553921,41,0021-06-10,161
2021_kk_043,391.024684,569.0519244,0.709246373,0.001011971,178.0272404,43,0021-06-10,161
2021_kk_044_R1,445.9517568,568.7730212,0.709931775,0.001569977,122.8212644,44,0021-06-10,161
2021_kk_045,353.8435882,476.1029682,0.711109779,0.001930873,122.25938,45,0021-06-10,161
2021_kk_047,449.2015711,634.562127,0.708521803,7.95E-04,185.3605559,47,0021-06-10,161
2021_kk_049_R1,527.7748288,693.7392863,0.709442442,9.50E-04,165.9644575,49,0021-06-12,163
2021_kk_051,447.0375514,668.9612223,0.709297741,7.24E-04,221.9236709,51,0021-06-12,163
2021_kk_052,1019.605503,1318.815417,0.709166693,0.00108379,299.2099146,52,0021-06-12,163
2021_kk_053,353.5403373,514.0797546,0.70780395,8.77E-04,160.5394173,53,0021-06-11,162
2021_kk_054,603.7279558,834.4672842,0.707834927,0.001266259,230.7393284,54,0021-06-11,162
2021_kk_055_R1,693.593392,798.9996252,0.70907971,0.0014494,105.4062332,55,0021-06-11,162
