TribID,avg_production,sd_production,cv,n_years,Str_Order
3_13437_3,46.144678919461896,12.005084178945307,0.2601618314410259,5,3
3_13487_3,25.59480401245798,6.050235500370893,0.23638530294766114,5,3
3_13507_3,127.10114040216122,32.15090117752657,0.252955253397395,5,3
3_13554_3,324.91520524885647,98.81177896682843,0.30411558883847034,5,3
3_13563_3,749.9888829814521,179.45968504943946,0.23928312688586567,5,3
3_13568_3,30.721265281417097,7.772474388404601,0.252999813556054,5,3
3_13796_3,183.92738640951993,48.27067760124194,0.26244420987837996,5,3
3_13869_3,88.11023188750319,14.620418185592753,0.1659332619196794,5,3
3_13882_3,513.8054849707655,119.18866207399407,0.23197234276464693,5,3
3_13884_3,83.58836023476842,17.22309575606009,0.20604658002246798,5,3
3_13908_3,117.5730905310584,30.537731078154533,0.2597340168589649,5,3
3_14061_3,228.14469597029148,59.065950928801676,0.25889688417956086,5,3
3_14113_3,66.90396116467888,11.868908854613258,0.17740218438485078,5,3
3_14134_3,29.187762730565463,4.173358422698672,0.14298315568833667,5,3
3_14163_3,222.77099832326684,57.54256989533221,0.2583036855265657,5,3
3_14175_3,81.00883752527663,20.834974397050583,0.257193844937592,5,3
3_14227_3,191.64177130849419,52.034717328453645,0.2715207492248184,5,3
3_14273_3,239.24593528881917,54.63736009967165,0.22837320113176884,5,3
3_14318_3,119.82969390091363,30.83856737533874,0.2573533017687498,5,3
3_1436_3,132.8649733678641,31.724191641762733,0.2387701652107193,5,3
3_14466_3,206.44306937620678,55.440952769298846,0.26855322843639423,5,3
3_14475_3,64.39932962062417,17.08421047526668,0.26528553287603457,5,3
3_14505_3,118.90290159802827,18.293382688097793,0.15385144047991128,5,3
3_1453_3,41.197724172150394,22.478849740005185,0.545633289015534,5,3
3_14599_3,420.4512437448262,95.4116525974256,0.22692679357450393,5,3
3_14644_3,97.52713358714463,15.168709808110082,0.15553322701272868,5,3
3_14781_3,262.98066261178496,59.066545338124236,0.2246041391466069,5,3
3_14868_3,105.60183152945557,22.284962667618682,0.2110281833644403,5,3
3_14884_3,61.1293298573324,13.571826656119603,0.22201824701488487,5,3
3_1492_3,71.17711572584159,16.987309723820566,0.23866251885299627,5,3
3_14947_3,151.6527286696461,35.78094540327953,0.23594000396275908,5,3
3_14974_3,271.2349841970882,49.00150125453979,0.18066069684776984,5,3
3_15047_3,259.3399785867404,49.645402210856304,0.19142980762702425,5,3
3_15083_3,91.49358739567904,17.88123973608892,0.19543708193185783,5,3
3_15100_3,285.7735323994758,74.3891277996885,0.26030796895389796,5,3
3_15115_3,499.8488611142551,132.43481137499492,0.2649497111582356,5,3
3_15143_3,462.77640120106946,114.29814070880968,0.24698351171789515,5,3
3_15253_3,238.2448545640339,61.03964897199679,0.25620552890300075,5,3
3_15287_3,351.18258135293223,64.84587259664461,0.1846500254848223,5,3
3_15305_3,2669.142659339377,355.6347316550439,0.1332393120355226,5,3
3_15354_3,161.07687698631128,30.66675646422963,0.19038583959407016,5,3
3_15401_3,144.22164350179452,28.339890694963003,0.1965023418597388,5,3
3_15408_3,17.371145702827793,2.216750578192597,0.12761107506177555,5,3
3_15442_3,117.03170409861993,26.210403526676853,0.22395985539602115,5,3
3_15451_3,36.50307831451805,5.990836300177956,0.16411866003627626,5,3
3_15465_3,345.6224295487599,65.0045111546722,0.18807955039127883,5,3
3_15503_3,232.98739416683495,44.85961876889511,0.19254096956323977,5,3
3_15574_3,323.1329199415633,58.49458061807912,0.18102327868252335,5,3
3_15600_3,523.7269654810202,109.47097714881795,0.20902299168092991,5,3
3_15615_3,43.401816719112055,5.413616938040785,0.12473249617813557,5,3
3_15636_3,18.3763690731691,2.095444899547314,0.1140293216360583,5,3
3_15668_3,45.16518675528881,6.604675155775267,0.1462337616704721,5,3
3_15683_3,38.38694766191105,4.875946787167582,0.12702095592783158,5,3
3_15700_3,364.89649113914305,94.50799017418709,0.25899944907431055,5,3
3_15773_3,26.85277165180181,3.191556085361349,0.118853879470844,5,3
3_15819_3,27.766323064497225,4.097088551345046,0.14755603548327562,5,3
3_15853_3,75.92885278943373,8.617997143528537,0.11350095289109674,5,3
3_1593_3,105.15282058823844,26.35176055284343,0.25060440990007005,5,3
3_15941_3,76.17031954384318,14.51530796964785,0.1905638319042751,5,3
3_16036_3,4.79555190660311,3.2984098576246774,0.6878061007082455,5,3
3_16037_3,1.2012956946300413,0.28712921382337736,0.23901626810691562,5,3
3_16045_3,8.14188662314858,0.9868001951821926,0.12120043435345498,5,3
3_16083_3,15.675053101322856,1.9230714514712381,0.12268356853661602,5,3
3_16159_3,77.92813865309103,16.809141003535366,0.21570053249139975,5,3
3_1616_3,3.5184968136178765,3.0208589100758645,0.8585651970421089,5,3
3_16197_3,111.73629197982191,27.999006036175544,0.2505811275823596,5,3
3_16205_3,26.56786958631328,2.9505185175606004,0.1110558943378957,5,3
3_16239_3,4.749333188232727,6.247563029736347,1.31546109361536,5,3
3_16266_3,100.92933829324633,26.379572828459555,0.26136674701873813,5,3
3_16279_3,1.0722639696640002,1.1380385250112979,1.061341756515337,5,3
3_16285_3,129.57888945170185,14.261725045135828,0.11006210275055354,5,3
3_16303_3,357.46886087961906,94.27243363020979,0.26372208588528473,5,3
3_16491_3,12.667786242599615,4.724077039036458,0.3729204889130659,5,3
3_16496_3,73.37643992207234,14.881470438044943,0.20280992718983704,5,3
3_16526_3,43.167057702683245,8.354708823200811,0.19354362488044874,5,3
3_16634_3,3.796717168154933,2.330122946685713,0.6137204441325473,5,3
3_16649_3,3.3008332569808188,3.776206046011831,1.1440159959687943,5,3
3_16787_3,6.382363152812385,3.190279913977261,0.49985872592841507,5,3
3_16808_3,3.9039122040199756,3.075475223790995,0.7877931323927023,5,3
3_16812_3,23.0125996181054,2.1762996034947752,0.0945699155945228,5,3
3_16843_3,21.376439125212517,5.562790741055031,0.2602299994152898,5,3
3_16988_3,42.79289966406911,6.777828121637016,0.1583867458116654,5,3
3_2114_3,132.09394859510112,33.29000187258082,0.25201761493724795,5,3
3_2158_3,9.701280356443677,2.309564266150491,0.23806798497648382,5,3
3_2244_3,40.03621078345807,11.164805186648739,0.27886767923756034,5,3
3_2865_3,77.28318999233367,18.988957560534924,0.24570618219070134,5,3
3_2991_3,60.60567724596708,15.339998570165717,0.2531115774502214,5,3
3_3297_3,218.04707411874236,51.43273289044788,0.23587903253606168,5,3
3_3828_3,69.77809080793764,15.587578383452751,0.2233878600427339,5,3
3_4038_3,517.151991960411,115.77656187962717,0.22387337509953958,5,3
3_4172_3,57.52868010697375,13.612370708404514,0.23661886007279337,5,3
3_4289_3,128.36862849357925,30.53242975563759,0.23784962193597606,5,3
3_4870_3,33.067574487140064,8.069741364714345,0.24403789784620147,5,3
3_4969_3,116.68719737366641,27.660377238697407,0.23704723278356596,5,3
3_5123_3,202.52042339916585,49.45366378544404,0.24419099543344,5,3
3_5157_3,543.8394833041798,121.76532960212508,0.2238993918983617,5,3
3_5312_3,54.99140106398757,13.379907155693266,0.24330907917993413,5,3
3_5332_3,37.26734689315988,9.002820819916886,0.24157396676846027,5,3
3_5353_3,118.18997609810651,29.092215419785823,0.24614790847945608,5,3
3_5560_3,308.04941070587864,77.73721762945596,0.2523530801481662,5,3
3_5969_3,728.421599513697,178.77322280193343,0.24542548288145846,5,3
3_6039_3,142.06324320809244,34.88942799506192,0.24559081721058787,5,3
3_6129_3,129.19748914403914,30.644448297984262,0.237190741871303,5,3
3_6349_3,257.2035509612199,65.57518561818831,0.2549544334559964,5,3
3_6379_3,152.66603895381706,35.40339240913313,0.2319009037749581,5,3
3_6386_3,12.453224896674714,3.0581325506034527,0.24556952724912579,5,3
3_6853_3,1093.950809894355,286.13331436231516,0.261559579986917,5,3
3_7013_3,133.4554468174442,32.606976936124845,0.24432855843439977,5,3
3_7087_3,69.02357594741284,16.436694720510484,0.2381316020635203,5,3
3_7182_3,240.1515064517693,56.42544186742797,0.23495768442643578,5,3
3_7230_3,643.1234167963918,167.9432061811294,0.26113682350070455,5,3
3_7359_3,361.98879413513816,95.51532650197,0.26386266108091755,5,3
3_7395_3,692.5837582299099,165.20993991540192,0.23854145863547507,5,3
3_7491_3,120.36326251119813,29.452458335321808,0.2446964108552779,5,3
3_7560_3,1262.7238128487163,310.99096976593825,0.24628582006728758,5,3
3_7640_3,15.338889608868019,3.532628833715624,0.23030538218837376,5,3
3_7915_3,46.32297925256691,10.5220114639966,0.227144532449595,5,3
3_7944_3,40.85552704446831,10.13595357820198,0.24809259141779572,5,3
3_7978_3,13.42669184704118,3.339723753033951,0.24873764819216587,5,3
3_8066_3,513.3287291295883,120.59060713865877,0.23491887419419308,5,3
3_8134_3,107.73991674183094,26.763309756509603,0.24840663113412748,5,3
3_8378_3,131.31567950649304,30.924569957724856,0.23549792434494282,5,3
3_8645_3,72.79649265235122,17.846182166331626,0.2451516758033702,5,3
3_8720_3,2108.9574626764456,531.1759519400991,0.25186660297358104,5,3
3_8728_3,281.7430489456794,77.31881879541898,0.2744302622008119,5,3
3_8843_3,229.6293065801651,55.95594168951882,0.24367944372110986,5,3
3_8883_3,305.9794348156648,77.26283810964847,0.25250990530195255,5,3
3_8959_3,1277.4451902986168,300.88107995892966,0.23553345555952612,5,3
3_9300_3,41.45151020241898,9.829381018567146,0.23712962375960753,5,3
3_9307_3,344.5411021211596,82.52429831484368,0.2395194588012422,5,3
3_9310_3,57.30317643228618,14.716295219594462,0.2568146503533598,5,3
3_9402_3,49.10181416881892,12.425391245373998,0.2530536082160582,5,3
3_9552_3,44.75052500234035,11.203987852857363,0.2503655063772195,5,3
3_9924_3,0.30804347653330416,0.07584523134027964,0.24621599585174017,5,3
4_10286_4,185.13609925591248,43.707487646755744,0.23608301040381732,5,4
4_10395_4,848.517626902234,191.47156498505237,0.22565419846854126,5,4
4_10587_4,65.0912231986129,16.72118983127721,0.256888548249521,5,4
4_10718_4,522.9879786312943,131.82401999787464,0.2520593692093454,5,4
4_10889_4,292.3209750067133,67.69861166756763,0.23158998996227656,5,4
4_11057_4,71.56233607288927,17.36709907330066,0.24268490977728194,5,4
4_11200_4,751.3389617310759,201.54088599672048,0.26824229310878905,5,4
4_1140_4,82.49538135200649,20.691799000128047,0.250823726868253,5,4
4_11571_4,149.53109376249097,35.092206394051914,0.23468166727778322,5,4
4_11607_4,268.18934396458354,46.83523931558151,0.17463497476531528,5,4
4_11741_4,222.63960989123137,52.93214988945752,0.23774812539115145,5,4
4_11823_4,1180.7607692581657,317.57172343017453,0.2689551784733623,5,4
4_11887_4,343.1172751903218,80.26118711546398,0.2339176512489625,5,4
4_11937_4,622.4821358803242,123.02618983423666,0.19763810516465835,5,4
4_12036_4,340.09417370468833,80.36976107094105,0.23631619499817713,5,4
4_12097_4,207.5487396586245,47.98851273960217,0.23121563069249915,5,4
4_12336_4,251.0005390117404,57.12649101355958,0.22759509297662314,5,4
4_12686_4,1229.5198118457529,274.25801027050653,0.2230610744358734,5,4
4_12837_4,534.4403846081902,134.49478741691246,0.25165536005575906,5,4
4_13213_4,480.4254296855934,74.54720673436015,0.15516915243880067,5,4
4_13346_4,55.659613935977674,11.643127249443154,0.2091844773274143,5,4
4_13365_4,160.49394015836342,37.97116557654704,0.2365894035567943,5,4
4_13370_4,2350.185350777401,329.90480753114304,0.1403739528127074,5,4
4_1345_4,446.35157058060594,172.50113635338448,0.38646920437402776,5,4
4_13480_4,197.15141922189963,49.03823118450344,0.2487338482169864,5,4
4_13526_4,46.632202014625484,12.279466632568724,0.26332590146005663,5,4
4_13590_4,954.6361238604541,256.80935822942354,0.26901282259350495,5,4
4_13630_4,1792.0844907693258,533.0590844097419,0.2974519824011782,5,4
4_14290_4,89.90221054471606,23.14554439314863,0.25745245031140107,5,4
4_14436_4,800.957070495201,189.61083631512705,0.23673033586918452,5,4
4_14501_4,2028.4619861343122,459.18967028562867,0.22637331802343372,5,4
4_14836_4,930.1815962938856,153.90799398972487,0.16546015810562062,5,4
4_14989_4,122.27474357517103,22.367419958952816,0.18292755564195448,5,4
4_15303_4,656.4279587755702,148.65071980354978,0.22645397383869323,5,4
4_15337_4,1155.908970568552,209.202103826977,0.18098492974241534,5,4
4_15582_4,557.4259131696917,75.38704175911597,0.13524136567394676,5,4
4_15645_4,54.602702342437155,8.081663383637457,0.14800848743627837,5,4
4_15665_4,1125.5938459746997,256.1627797942642,0.2275801175622473,5,4
4_15669_4,71.69134676387783,10.134780600203538,0.14136686026534537,5,4
4_15821_4,73.07455441281625,9.51957186251394,0.13027204803378645,5,4
4_15835_4,3015.8304950429197,777.8447696364698,0.2579205863575565,5,4
4_15841_4,1881.5685064659892,499.27437620962064,0.26535009195459525,5,4
4_16056_4,233.04991896643625,26.371942846623664,0.11316006014325944,5,4
4_16174_4,5.881769744921386,9.639605009748639,1.638895337253206,5,4
4_16441_4,50.87156580740382,16.038799056750527,0.31528023174030645,5,4
4_16495_4,14.060535233482208,12.139057293236377,0.863342475351135,5,4
4_16665_4,2.3920618455618206,2.8094370411695215,1.1744834467311493,5,4
4_16724_4,623.5436629812205,74.38463026012751,0.11929337859755906,5,4
4_2332_4,659.6671739006773,216.32486637628054,0.32793031840152087,5,4
4_2547_4,566.4075672487027,124.41514798121072,0.21965657801069163,5,4
4_5363_4,356.61806707775025,78.62267737445285,0.22046745421148684,5,4
4_5643_4,297.02385769065137,73.01701566257334,0.24582879042201433,5,4
4_5941_4,280.9145979624549,67.81106473395872,0.2413938799400588,5,4
4_5992_4,377.4238306058264,93.01516953443429,0.24644752660458633,5,4
4_6019_4,1987.7254131071006,557.8773122867602,0.28066115601687547,5,4
4_6151_4,70.35329010894026,16.840370288456985,0.2393686245857174,5,4
4_6268_4,1498.9838875186956,409.02579031625686,0.27286870374125716,5,4
4_6299_4,1405.5694700224371,340.91923309245544,0.242548831888767,5,4
4_7003_4,1525.6851643387618,358.348774943721,0.23487727567897723,5,4
4_7049_4,233.79847375926985,59.64007549184193,0.25509180848310503,5,4
4_7205_4,1517.7956471611947,490.6891264486042,0.3232906401901754,5,4
4_7596_4,362.7858186684729,88.85786987179745,0.24493203785619594,5,4
4_7632_4,775.3485839124096,186.84640747267355,0.24098374763238287,5,4
4_7649_4,1195.3977849862108,334.1142802666298,0.2795005013920817,5,4
4_7708_4,496.7213124359789,121.14176627102215,0.24388276330832048,5,4
4_7932_4,60.09131494902758,14.750599495727688,0.2454697406478769,5,4
4_8365_4,32.876738476108116,7.995974130053112,0.24321068636001936,5,4
4_8447_4,1131.8650727486702,282.9678139085757,0.2500013656410515,5,4
4_8469_4,1001.2664466781225,321.5319563137239,0.3211252682844439,5,4
4_8543_4,781.960432746746,158.85965783033637,0.20315562166274764,5,4
4_8560_4,182.57136887716243,46.40418434417243,0.25417010689882086,5,4
4_8924_4,891.4395244023469,220.22120046761367,0.24703997796738694,5,4
4_9443_4,382.5921415823001,96.06853332063878,0.2510990762207626,5,4
4_9495_4,50.26238585679389,11.455155835269409,0.22790712458232884,5,4
4_9669_4,549.3835033791289,127.83072540450597,0.23268031278378254,5,4
5_10252_5,2010.3034656670782,508.39967383114544,0.25289697924409804,5,5
5_10330_5,4990.986625741584,1348.3701408275997,0.27016104067945734,5,5
5_11155_5,2116.144489518053,505.73880054055115,0.23899067528027446,5,5
5_11337_5,6126.192342828953,1491.9012365206881,0.24352830486412022,5,5
5_11522_5,5152.630067774665,1607.5511210996656,0.31198651949681694,5,5
5_11940_5,116.28299294083561,26.6725001346619,0.22937576218246097,5,5
5_12009_5,310.71277816048837,71.57461642218276,0.2303562050004048,5,5
5_12171_5,4093.7477648170398,1200.8049752384916,0.29332656632110765,5,5
5_12770_5,3621.4337191276936,868.8915890898302,0.23993027526653804,5,5
5_12843_5,927.1008721885382,136.76639537271546,0.14752051203431746,5,5
5_13330_5,404.9992970200967,84.98343443480188,0.20983600480320058,5,5
5_13472_5,444.9068701733039,121.19755488761074,0.27241106625393496,5,5
5_15673_5,1462.908696017995,379.8228321405404,0.25963536424003064,5,5
5_15675_5,843.6178230733922,158.20783419118646,0.18753495939051879,5,5
5_15689_5,185.8059291753499,28.31546889403958,0.15239270899325033,5,5
5_15726_5,235.54857221816982,60.74394034520068,0.2578828637048091,5,5
5_15918_5,199.2936774931275,44.38049830306021,0.22268894257616698,5,5
5_15980_5,769.0969500852556,101.63188490082064,0.1321444388637279,5,5
5_4129_5,2328.9112243512523,850.9514822429583,0.3653859680632531,5,5
5_6869_5,180.4145559214061,43.14565965673282,0.23914733174593927,5,5
5_7623_5,3764.929840194142,807.3301321785907,0.21443430991982576,5,5
5_9094_5,384.7532588846468,97.37718959178969,0.25308996699358544,5,5
5_9365_5,952.3514923471754,285.1444038338066,0.2994108857130436,5,5
6_12297_6,1539.5870189513585,409.76828610156247,0.26615467723329034,5,6
6_12630_6,601.6384459643033,151.63272916632476,0.25203297791797286,5,6
6_13187_6,822.1219082037919,216.6379491385107,0.2635107360316316,5,6
6_15739_6,567.659924098635,154.20574024894356,0.27165162397856574,5,6
6_15932_6,100.46748632037749,12.892926638466617,0.12832934425524278,5,6
6_7406_6,109.34947811040426,28.90713562306203,0.26435549691308136,5,6
6_7553_6,858.3237311160918,258.17625146726397,0.300791230753405,5,6
6_9927_6,411.3760518767752,98.18254148720911,0.23866858811853978,5,6
