reachid,TribID,Str_Order,avg_production,cv
8940,5_11337_5,5,6126.192342828953,0.24352830486412022
10226,5_11337_5,5,6126.192342828953,0.24352830486412022
8506,5_11337_5,5,6126.192342828953,0.24352830486412022
8996,5_11337_5,5,6126.192342828953,0.24352830486412022
9518,5_11337_5,5,6126.192342828953,0.24352830486412022
9578,5_11337_5,5,6126.192342828953,0.24352830486412022
9582,5_11337_5,5,6126.192342828953,0.24352830486412022
8672,5_11337_5,5,6126.192342828953,0.24352830486412022
7591,5_11337_5,5,6126.192342828953,0.24352830486412022
7781,5_11337_5,5,6126.192342828953,0.24352830486412022
7630,5_11337_5,5,6126.192342828953,0.24352830486412022
7718,5_11337_5,5,6126.192342828953,0.24352830486412022
7774,5_11337_5,5,6126.192342828953,0.24352830486412022
8024,5_11337_5,5,6126.192342828953,0.24352830486412022
11081,5_11337_5,5,6126.192342828953,0.24352830486412022
11082,5_11337_5,5,6126.192342828953,0.24352830486412022
8448,5_11337_5,5,6126.192342828953,0.24352830486412022
9754,5_11337_5,5,6126.192342828953,0.24352830486412022
9758,5_11337_5,5,6126.192342828953,0.24352830486412022
8870,5_11337_5,5,6126.192342828953,0.24352830486412022
8586,5_11337_5,5,6126.192342828953,0.24352830486412022
8598,5_11337_5,5,6126.192342828953,0.24352830486412022
8601,5_11337_5,5,6126.192342828953,0.24352830486412022
8677,5_11337_5,5,6126.192342828953,0.24352830486412022
8780,5_11337_5,5,6126.192342828953,0.24352830486412022
8850,5_11337_5,5,6126.192342828953,0.24352830486412022
9016,5_11337_5,5,6126.192342828953,0.24352830486412022
9549,5_11337_5,5,6126.192342828953,0.24352830486412022
9635,5_11337_5,5,6126.192342828953,0.24352830486412022
9031,5_11337_5,5,6126.192342828953,0.24352830486412022
9161,5_11337_5,5,6126.192342828953,0.24352830486412022
9217,5_11337_5,5,6126.192342828953,0.24352830486412022
9302,5_11337_5,5,6126.192342828953,0.24352830486412022
9760,5_11337_5,5,6126.192342828953,0.24352830486412022
9779,5_11337_5,5,6126.192342828953,0.24352830486412022
10171,5_11337_5,5,6126.192342828953,0.24352830486412022
9653,5_11337_5,5,6126.192342828953,0.24352830486412022
9705,5_11337_5,5,6126.192342828953,0.24352830486412022
9742,5_11337_5,5,6126.192342828953,0.24352830486412022
9790,5_11337_5,5,6126.192342828953,0.24352830486412022
9814,5_11337_5,5,6126.192342828953,0.24352830486412022
9839,5_11337_5,5,6126.192342828953,0.24352830486412022
10651,5_11337_5,5,6126.192342828953,0.24352830486412022
10080,5_11337_5,5,6126.192342828953,0.24352830486412022
10135,5_11337_5,5,6126.192342828953,0.24352830486412022
10302,5_11337_5,5,6126.192342828953,0.24352830486412022
10309,5_11337_5,5,6126.192342828953,0.24352830486412022
10538,5_11337_5,5,6126.192342828953,0.24352830486412022
10376,5_11337_5,5,6126.192342828953,0.24352830486412022
11029,5_11337_5,5,6126.192342828953,0.24352830486412022
10653,5_11337_5,5,6126.192342828953,0.24352830486412022
10996,5_11337_5,5,6126.192342828953,0.24352830486412022
11130,5_11337_5,5,6126.192342828953,0.24352830486412022
10728,5_11337_5,5,6126.192342828953,0.24352830486412022
10788,5_11337_5,5,6126.192342828953,0.24352830486412022
10987,5_11337_5,5,6126.192342828953,0.24352830486412022
10956,5_11337_5,5,6126.192342828953,0.24352830486412022
10939,5_11337_5,5,6126.192342828953,0.24352830486412022
10946,5_11337_5,5,6126.192342828953,0.24352830486412022
10954,5_11337_5,5,6126.192342828953,0.24352830486412022
10959,5_11337_5,5,6126.192342828953,0.24352830486412022
10981,5_11337_5,5,6126.192342828953,0.24352830486412022
11013,5_11337_5,5,6126.192342828953,0.24352830486412022
11016,5_11337_5,5,6126.192342828953,0.24352830486412022
11033,5_11337_5,5,6126.192342828953,0.24352830486412022
11121,5_11337_5,5,6126.192342828953,0.24352830486412022
11165,5_11337_5,5,6126.192342828953,0.24352830486412022
11215,5_11337_5,5,6126.192342828953,0.24352830486412022
11270,5_11337_5,5,6126.192342828953,0.24352830486412022
11337,5_11337_5,5,6126.192342828953,0.24352830486412022
11522,5_11522_5,5,5152.630067774665,0.31198651949681694
7421,5_11522_5,5,5152.630067774665,0.31198651949681694
7440,5_11522_5,5,5152.630067774665,0.31198651949681694
7455,5_11522_5,5,5152.630067774665,0.31198651949681694
8381,5_11522_5,5,5152.630067774665,0.31198651949681694
8161,5_11522_5,5,5152.630067774665,0.31198651949681694
6826,5_11522_5,5,5152.630067774665,0.31198651949681694
6832,5_11522_5,5,5152.630067774665,0.31198651949681694
6681,5_11522_5,5,5152.630067774665,0.31198651949681694
6633,5_11522_5,5,5152.630067774665,0.31198651949681694
6634,5_11522_5,5,5152.630067774665,0.31198651949681694
6703,5_11522_5,5,5152.630067774665,0.31198651949681694
6846,5_11522_5,5,5152.630067774665,0.31198651949681694
6959,5_11522_5,5,5152.630067774665,0.31198651949681694
7149,5_11522_5,5,5152.630067774665,0.31198651949681694
7005,5_11522_5,5,5152.630067774665,0.31198651949681694
7007,5_11522_5,5,5152.630067774665,0.31198651949681694
7036,5_11522_5,5,5152.630067774665,0.31198651949681694
7050,5_11522_5,5,5152.630067774665,0.31198651949681694
7054,5_11522_5,5,5152.630067774665,0.31198651949681694
7076,5_11522_5,5,5152.630067774665,0.31198651949681694
7107,5_11522_5,5,5152.630067774665,0.31198651949681694
7111,5_11522_5,5,5152.630067774665,0.31198651949681694
7994,5_11522_5,5,5152.630067774665,0.31198651949681694
7211,5_11522_5,5,5152.630067774665,0.31198651949681694
7836,5_11522_5,5,5152.630067774665,0.31198651949681694
7333,5_11522_5,5,5152.630067774665,0.31198651949681694
7851,5_11522_5,5,5152.630067774665,0.31198651949681694
7855,5_11522_5,5,5152.630067774665,0.31198651949681694
8874,5_11522_5,5,5152.630067774665,0.31198651949681694
8435,5_11522_5,5,5152.630067774665,0.31198651949681694
8686,5_11522_5,5,5152.630067774665,0.31198651949681694
8735,5_11522_5,5,5152.630067774665,0.31198651949681694
9253,5_11522_5,5,5152.630067774665,0.31198651949681694
9439,5_11522_5,5,5152.630067774665,0.31198651949681694
9880,5_11522_5,5,5152.630067774665,0.31198651949681694
10000,5_11522_5,5,5152.630067774665,0.31198651949681694
10505,5_11522_5,5,5152.630067774665,0.31198651949681694
10545,5_11522_5,5,5152.630067774665,0.31198651949681694
10731,5_11522_5,5,5152.630067774665,0.31198651949681694
10925,5_11522_5,5,5152.630067774665,0.31198651949681694
11182,5_11522_5,5,5152.630067774665,0.31198651949681694
6310,5_10330_5,5,4990.986625741584,0.27016104067945734
5372,5_10330_5,5,4990.986625741584,0.27016104067945734
6304,5_10330_5,5,4990.986625741584,0.27016104067945734
6433,5_10330_5,5,4990.986625741584,0.27016104067945734
8242,5_10330_5,5,4990.986625741584,0.27016104067945734
8416,5_10330_5,5,4990.986625741584,0.27016104067945734
8658,5_10330_5,5,4990.986625741584,0.27016104067945734
8662,5_10330_5,5,4990.986625741584,0.27016104067945734
6749,5_10330_5,5,4990.986625741584,0.27016104067945734
8314,5_10330_5,5,4990.986625741584,0.27016104067945734
7750,5_10330_5,5,4990.986625741584,0.27016104067945734
5333,5_10330_5,5,4990.986625741584,0.27016104067945734
5729,5_10330_5,5,4990.986625741584,0.27016104067945734
5472,5_10330_5,5,4990.986625741584,0.27016104067945734
6241,5_10330_5,5,4990.986625741584,0.27016104067945734
5709,5_10330_5,5,4990.986625741584,0.27016104067945734
6680,5_10330_5,5,4990.986625741584,0.27016104067945734
8527,5_10330_5,5,4990.986625741584,0.27016104067945734
6175,5_10330_5,5,4990.986625741584,0.27016104067945734
6232,5_10330_5,5,4990.986625741584,0.27016104067945734
6457,5_10330_5,5,4990.986625741584,0.27016104067945734
6418,5_10330_5,5,4990.986625741584,0.27016104067945734
6328,5_10330_5,5,4990.986625741584,0.27016104067945734
6339,5_10330_5,5,4990.986625741584,0.27016104067945734
6359,5_10330_5,5,4990.986625741584,0.27016104067945734
6396,5_10330_5,5,4990.986625741584,0.27016104067945734
6407,5_10330_5,5,4990.986625741584,0.27016104067945734
6870,5_10330_5,5,4990.986625741584,0.27016104067945734
6903,5_10330_5,5,4990.986625741584,0.27016104067945734
6922,5_10330_5,5,4990.986625741584,0.27016104067945734
7493,5_10330_5,5,4990.986625741584,0.27016104067945734
7976,5_10330_5,5,4990.986625741584,0.27016104067945734
7399,5_10330_5,5,4990.986625741584,0.27016104067945734
7943,5_10330_5,5,4990.986625741584,0.27016104067945734
8950,5_10330_5,5,4990.986625741584,0.27016104067945734
8194,5_10330_5,5,4990.986625741584,0.27016104067945734
9616,5_10330_5,5,4990.986625741584,0.27016104067945734
9619,5_10330_5,5,4990.986625741584,0.27016104067945734
8842,5_10330_5,5,4990.986625741584,0.27016104067945734
8708,5_10330_5,5,4990.986625741584,0.27016104067945734
8816,5_10330_5,5,4990.986625741584,0.27016104067945734
8902,5_10330_5,5,4990.986625741584,0.27016104067945734
8844,5_10330_5,5,4990.986625741584,0.27016104067945734
9169,5_10330_5,5,4990.986625741584,0.27016104067945734
9462,5_10330_5,5,4990.986625741584,0.27016104067945734
9224,5_10330_5,5,4990.986625741584,0.27016104067945734
9735,5_10330_5,5,4990.986625741584,0.27016104067945734
10330,5_10330_5,5,4990.986625741584,0.27016104067945734
10246,5_12171_5,5,4093.7477648170398,0.29332656632110765
11757,5_12171_5,5,4093.7477648170398,0.29332656632110765
9482,5_12171_5,5,4093.7477648170398,0.29332656632110765
12105,5_12171_5,5,4093.7477648170398,0.29332656632110765
11994,5_12171_5,5,4093.7477648170398,0.29332656632110765
9618,5_12171_5,5,4093.7477648170398,0.29332656632110765
9126,5_12171_5,5,4093.7477648170398,0.29332656632110765
8966,5_12171_5,5,4093.7477648170398,0.29332656632110765
9004,5_12171_5,5,4093.7477648170398,0.29332656632110765
9072,5_12171_5,5,4093.7477648170398,0.29332656632110765
9464,5_12171_5,5,4093.7477648170398,0.29332656632110765
9278,5_12171_5,5,4093.7477648170398,0.29332656632110765
9376,5_12171_5,5,4093.7477648170398,0.29332656632110765
10297,5_12171_5,5,4093.7477648170398,0.29332656632110765
10462,5_12171_5,5,4093.7477648170398,0.29332656632110765
