"Fish_id","Watershed","Year","OtoNum","natal_start","natal_end","natal_iso","natal_isose","Date","DOY","OriginalDate","Month","dailyCPUEprop","oto_catch_daily","OtoPropDaily","COratio"
"2018_kk_021","Kusko",2018,21,480.1221149,704.2135584,0.70972144,0.001126319,2018-06-10,161,"2018-06-10",6,0.0133417651232378,3,0.0119047619047619,1.12070827035198
"2018_kk_023","Kusko",2018,23,616.3045405,734.150181,0.709775316,0.00117756,2018-06-10,161,"2018-06-10",6,0.0133417651232378,3,0.0119047619047619,1.12070827035198
"2018_kk_024","Kusko",2018,24,560.8535817,689.587936,0.705518579,0.00089708,2018-06-11,162,"2018-06-11",6,0.0181694789770799,5,0.0198412698412698,0.915741740444828
"2018_kk_025","Kusko",2018,25,493.3316551,663.6212071,0.707156128,0.000758508,2018-06-11,162,"2018-06-11",6,0.0181694789770799,5,0.0198412698412698,0.915741740444828
"2018_kk_028_redo","Kusko",2018,28,646.6132309,768.0157149,0.712423709,0.001704215,2018-06-11,162,"2018-06-11",6,0.0181694789770799,5,0.0198412698412698,0.915741740444828
"2018_kk_029","Kusko",2018,29,549.5814414,773.3928354,0.709208786,0.000938048,2018-06-11,162,"2018-06-11",6,0.0181694789770799,5,0.0198412698412698,0.915741740444828
"2018_kk_031_redo","Kusko",2018,31,444.6533215,780.777438,0.709545818,0.002530616,2018-06-11,162,"2018-06-11",6,0.0181694789770799,5,0.0198412698412698,0.915741740444828
"2018_kk_033","Kusko",2018,33,528.7053865,722.7105218,0.707000765,0.000851289,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_035","Kusko",2018,35,654.2492789,824.9058946,0.706456418,0.001165035,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_036","Kusko",2018,36,529.0697718,642.026567,0.705780493,0.001002123,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_038_redo","Kusko",2018,38,443.9413891,699.5011161,0.709275777,0.001213533,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_039","Kusko",2018,39,538.1399002,655.4797874,0.718931521,0.001495448,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_040","Kusko",2018,40,742.6261921,929.366538,0.707301012,0.000877772,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_043","Kusko",2018,43,439.413925,762.5525851,0.709445454,0.000886965,2018-06-12,163,"2018-06-12",6,0.0267143782583212,7,0.0277777777777778,0.961717617299565
"2018_kk_047_redo","Kusko",2018,47,459.9662715,568.0690939,0.705573629,0.001054234,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_047","Kusko",2018,47,403.8005949,641.1094647,0.709000978,0.000968051,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_049_redo","Kusko",2018,49,353.125674,589.6279776,0.70902249,0.001024574,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_051_redo","Kusko",2018,51,373.687859,544.9940906,0.709811513,0.001221635,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_052","Kusko",2018,52,490.6143587,589.8432613,0.709342629,0.001112493,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_053","Kusko",2018,53,650.4150378,794.3006016,0.709838693,0.001354601,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_054","Kusko",2018,54,522.648125,642.6664716,0.706049635,0.00087608,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_055","Kusko",2018,55,598.1280877,772.023656,0.709010431,0.001562889,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_057_redo","Kusko",2018,57,500.6218495,622.2406353,0.705834273,0.001146183,2018-06-13,164,"2018-06-13",6,0.037002190208841,9,0.0357142857142857,1.03606132584755
"2018_kk_058_redo","Kusko",2018,58,517.3991895,660.0877794,0.705089745,0.001421032,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_061","Kusko",2018,61,264.0028636,462.2157843,0.707597107,0.000883693,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_062_redo","Kusko",2018,62,727.7558657,936.5046174,0.709797718,0.001887577,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_064_redo","Kusko",2018,64,611.1330967,838.6779249,0.70869086,0.001574883,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_066","Kusko",2018,66,544.4705865,687.7553427,0.708967415,0.001163174,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_067","Kusko",2018,67,749.6866172,969.1778307,0.708798503,0.000841747,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_069_redo","Kusko",2018,69,559.9538486,684.7639493,0.704865255,0.00143329,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_072_redo","Kusko",2018,72,660.6805834,820.9972468,0.709186604,0.001504332,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_073","Kusko",2018,73,692.825581,778.4352525,0.711260577,0.00157275,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_074","Kusko",2018,74,532.0805306,701.3372033,0.705882814,0.000694796,2018-06-14,165,"2018-06-14",6,0.0335780608939754,10,0.0396825396825397,0.84616713452818
"2018_kk_076","Kusko",2018,76,684.1269084,929.3064525,0.709064666,0.001001402,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_080_redo","Kusko",2018,80,545.9029318,743.8987146,0.709399087,0.00270361,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_082","Kusko",2018,82,613.1392333,770.33855,0.704966276,0.001037335,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_083","Kusko",2018,83,560.4424227,770.4143415,0.711572294,0.0014642,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_088","Kusko",2018,88,513.1337287,665.2899018,0.705560542,0.000713061,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_091","Kusko",2018,91,423.2906293,672.8592209,0.709610826,0.000789646,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_092_redo","Kusko",2018,92,462.7685762,715.0531877,0.708602941,0.001317724,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_094","Kusko",2018,94,626.1948261,789.3267988,0.709092348,0.001157681,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_095","Kusko",2018,95,471.6694027,706.2988754,0.70801268,0.000440309,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_096_redo","Kusko",2018,96,435.3463637,755.5706341,0.710323333,0.000750672,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_097","Kusko",2018,97,490.0349753,777.4531006,0.709484638,0.000870705,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_098_redo","Kusko",2018,98,423.2486137,588.8894738,0.708937408,0.001382038,2018-06-15,166,"2018-06-15",6,0.050837523521609,12,0.0476190476190476,1.06758799395379
"2018_kk_101","Kusko",2018,101,522.193855,634.3341143,0.708801139,0.001233684,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_102","Kusko",2018,102,526.8741082,773.0888912,0.708916514,0.000923732,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_110","Kusko",2018,110,516.9628856,678.912794,0.709016644,0.001061063,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_111","Kusko",2018,111,790.298709,902.1095071,0.705422083,0.000864499,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_114_redo","Kusko",2018,114,263.05064,435.2043735,0.707134493,0.001044085,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_116_redo","Kusko",2018,116,639.9931208,741.4630348,0.706768163,0.001382543,2018-06-16,167,"2018-06-16",6,0.0241385692692106,6,0.0238095238095238,1.01381990930684
"2018_kk_103_redo","Kusko",2018,103,445.3260638,686.8216452,0.709151571,0.000776829,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_103a_redo","Kusko",2018,103,941.7698496,591.9175836,NA,NA,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_106_redo","Kusko",2018,106,468.6509155,716.659884,0.709177373,0.001183402,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_107","Kusko",2018,107,537.0095709,704.4986037,0.704951126,0.000958406,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_109","Kusko",2018,109,293.2938191,546.6513316,0.706855822,0.000580519,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_121","Kusko",2018,121,555.3064307,734.8429514,0.70813225,0.001107528,2018-06-17,168,"2018-06-17",6,0.020452231853657,6,0.0238095238095238,0.858993737853595
"2018_kk_118","Kusko",2018,118,459.3971491,542.8004845,0.707080815,0.000685401,2018-06-18,169,"2018-06-18",6,0.0222568405466268,5,0.0198412698412698,1.12174476354999
"2018_kk_125","Kusko",2018,125,565.5390668,746.9723955,0.708285771,0.000974178,2018-06-18,169,"2018-06-18",6,0.0222568405466268,5,0.0198412698412698,1.12174476354999
"2018_kk_127","Kusko",2018,127,657.2922425,803.7148342,0.710797842,0.001742548,2018-06-18,169,"2018-06-18",6,0.0222568405466268,5,0.0198412698412698,1.12174476354999
"2018_kk_128","Kusko",2018,128,595.4328053,771.1461897,0.705207946,0.001171834,2018-06-18,169,"2018-06-18",6,0.0222568405466268,5,0.0198412698412698,1.12174476354999
"2018_kk_129_redo","Kusko",2018,129,536.92096,713.9864168,0.706814694,0.000982667,2018-06-18,169,"2018-06-18",6,0.0222568405466268,5,0.0198412698412698,1.12174476354999
"2018_kk_122","Kusko",2018,122,500.6955128,738.0387893,0.70799627,0.000875526,2018-06-19,170,"2018-06-19",6,0.0152851898695129,2,0.00793650793650794,1.92593392355863
"2018_kk_123","Kusko",2018,123,409.082136,536.3536,0.709325784,0.000883658,2018-06-19,170,"2018-06-19",6,0.0152851898695129,2,0.00793650793650794,1.92593392355863
"2018_kk_132","Kusko",2018,132,646.0487562,757.5624806,0.707412334,0.000717681,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_134","Kusko",2018,134,526.7702376,731.8474751,0.71489861,0.001410009,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_136","Kusko",2018,136,484.2873785,656.6947114,0.708508374,0.001095978,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_137","Kusko",2018,137,479.5027239,669.319714,0.706091388,0.000659511,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_138_redo","Kusko",2018,138,785.8084955,987.2775484,0.704873172,0.00142261,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_138","Kusko",2018,138,618.7163056,799.3103877,0.704790784,0.000901834,2018-06-20,171,"2018-06-20",6,0.0216553043156369,6,0.0238095238095238,0.909522781256748
"2018_kk_139","Kusko",2018,139,475.5612018,700.002428,0.70929918,0.000474875,2018-06-21,172,"2018-06-21",6,0.0130949810284727,3,0.0119047619047619,1.09997840639171
"2018_kk_140","Kusko",2018,140,446.726402,619.4546661,0.708360141,0.000667312,2018-06-21,172,"2018-06-21",6,0.0130949810284727,3,0.0119047619047619,1.09997840639171
"2018_kk_141","Kusko",2018,141,600.2719906,744.7213988,0.70713272,0.000537133,2018-06-21,172,"2018-06-21",6,0.0130949810284727,3,0.0119047619047619,1.09997840639171
"2018_kk_145","Kusko",2018,145,712.3561276,858.0442634,0.704352742,0.000941823,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_146","Kusko",2018,146,591.2519378,860.8771007,0.705780172,0.000756799,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_149_redo","Kusko",2018,149,431.9470227,669.7898223,0.709888366,0.002900367,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_151_redo","Kusko",2018,151,564.5728328,817.6116003,0.708545494,0.001512725,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_152","Kusko",2018,152,460.1407824,691.7628661,0.709536112,0.001329147,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_155_redo","Kusko",2018,155,540.5648685,713.5176238,0.705797893,0.001702674,2018-06-22,173,"2018-06-22",6,0.0206064719128852,6,0.0238095238095238,0.865471820341179
"2018_kk_157","Kusko",2018,157,952.4702001,1165.71236,0.706635461,0.000934162,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_161","Kusko",2018,161,562.3763292,794.7488654,0.709757823,0.001008187,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_164","Kusko",2018,164,596.9488474,740.7885655,0.706321922,0.000784211,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_167","Kusko",2018,167,644.0265023,915.5682151,0.71089501,0.000551926,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_169","Kusko",2018,169,1079.751071,553.0398174,NA,NA,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_169a","Kusko",2018,169,996.4904023,555.580942,NA,NA,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_171","Kusko",2018,171,870.4055321,1070.797037,0.708088337,0.000974193,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_172","Kusko",2018,172,592.5734371,855.7602384,0.70936333,0.001163166,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_174","Kusko",2018,174,454.5836601,712.6125873,0.70902835,0.001127545,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_175_redo","Kusko",2018,175,579.3679958,788.2230257,0.705946509,0.001664538,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_176","Kusko",2018,176,738.2718023,855.3847851,0.708025844,0.001094491,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_177","Kusko",2018,177,607.2949876,778.7847212,0.705681618,0.001117018,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_178","Kusko",2018,178,656.787165,866.8627875,0.709245225,0.000993183,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_179_redo","Kusko",2018,179,364.8152976,491.0417204,0.708010369,0.001096666,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_181","Kusko",2018,181,1031.026947,1153.975805,0.706675859,0.000824507,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_183_redo","Kusko",2018,183,565.1979294,765.0271547,0.707839605,0.001296505,2018-06-23,174,"2018-06-23",6,0.0622512879044945,16,0.0634920634920635,0.980457784495789
"2018_kk_187_redo","Kusko",2018,187,391.5105224,664.8026419,0.709268588,0.001725018,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_191","Kusko",2018,191,588.16925,753.6600769,0.70569526,0.000673146,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_192","Kusko",2018,192,535.0456212,773.2137604,0.70667142,0.000628644,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_193_redo","Kusko",2018,193,583.8529975,757.2175928,0.708151301,0.000865365,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_193","Kusko",2018,193,509.9638781,681.1710533,0.708169188,0.000338946,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_194","Kusko",2018,194,553.0653465,672.6163963,0.705593194,0.000684448,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_196","Kusko",2018,196,558.5732367,693.2976393,0.706748068,0.00057546,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_197","Kusko",2018,197,523.4406971,679.1279207,0.705350526,0.000651236,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_199","Kusko",2018,199,460.1303529,768.0498744,0.709196662,0.000718904,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_201","Kusko",2018,201,409.0632783,649.9983365,0.709450897,0.000848113,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_203","Kusko",2018,203,610.8356616,747.1857767,0.706682377,0.000557304,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_204","Kusko",2018,204,757.2305484,923.0339438,0.707038923,0.000608969,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_205_redo","Kusko",2018,205,578.3484221,698.5493985,0.705855896,0.000917208,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_206","Kusko",2018,206,582.1621099,727.4706201,0.705098176,0.000786874,2018-06-24,175,"2018-06-24",6,0.0478298423666595,14,0.0555555555555556,0.86093716259987
"2018_kk_208","Kusko",2018,208,843.4440183,1089.991548,0.707768079,0.000876833,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_211","Kusko",2018,211,570.8527227,688.895365,0.705967171,0.000677797,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_212_redo","Kusko",2018,212,563.9465987,773.0221296,0.706975082,0.000821657,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_213","Kusko",2018,213,966.7281265,1138.117758,0.705119827,0.000758251,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_215","Kusko",2018,215,559.7895565,773.7484851,0.708156024,0.001443425,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_216","Kusko",2018,216,430.5105346,644.6075138,0.707911718,0.001009977,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_217","Kusko",2018,217,674.2526444,816.7351829,0.707700203,0.001069324,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_222_redo","Kusko",2018,222,711.3746824,881.1056227,0.706271961,0.001143678,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_223_redo","Kusko",2018,223,481.9725289,660.1815517,0.707687702,0.000897407,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_225","Kusko",2018,225,460.6874766,630.399786,0.709021288,0.001246406,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_230","Kusko",2018,230,658.4430577,778.3220097,0.707437677,0.000793821,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_231_redo","Kusko",2018,231,352.1067412,655.8250657,0.70897145,0.000952539,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_233","Kusko",2018,233,606.5646192,721.1117885,0.706598708,0.000887614,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_234","Kusko",2018,234,564.2089475,746.7604613,0.705928239,0.00096681,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_235","Kusko",2018,235,738.6617062,935.9426139,0.708977922,0.00091915,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_236","Kusko",2018,236,1049.95145,1176.26463,0.705737335,0.000663566,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_239","Kusko",2018,239,609.1630106,754.6966632,0.707035216,0.000566327,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_240","Kusko",2018,240,620.9409322,800.9183952,0.70489105,0.000971443,2018-06-25,176,"2018-06-25",6,0.07426658851837,18,0.0714285714285714,1.03973223925718
"2018_kk_241","Kusko",2018,241,515.1642828,766.9042782,0.708420843,0.001224313,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_242","Kusko",2018,242,975.8952046,1139.267444,0.70903956,0.001378685,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_243","Kusko",2018,243,629.6184291,735.5003224,0.708081547,0.001300037,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_248_redo","Kusko",2018,248,965.2994157,1130.723944,0.708786504,0.00201888,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_249","Kusko",2018,249,527.6611946,657.4297485,0.705936043,0.000690879,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_252","Kusko",2018,252,564.0491375,850.9319532,0.70700221,0.000929377,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_253","Kusko",2018,253,672.4874755,844.6083196,0.706111454,0.000857029,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_254","Kusko",2018,254,1797.922674,1075.558101,NA,NA,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_255","Kusko",2018,255,562.1050463,710.4118302,0.709532437,0.002620864,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_257","Kusko",2018,257,759.6863353,959.8525483,0.705115353,0.001227042,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
"2018_kk_258_redo","Kusko",2018,258,477.1419023,667.8667133,0.708700872,0.001845706,2018-06-26,177,"2018-06-26",6,0.0501897152728507,16,0.0634920634920635,0.790488015547398
