Header Row,site,sampleDate,cardNo,fishNum,External Sex,Internal Sex,sexID,sexMethodID,length,Fork Length,Snout Length,gearID,mesh,fishComment,geneticNum,otoNum,initials,adClip,prelimAgeFresh,prelimAgeSalt,prelimAgeErrorID,ageFresh,ageSalt,ageErrorID,flagged,period,weight,girth,ichNum,samplerID,ageFresh2,ageSalt2,ageErrorID2,flagged2,disagreement,,
,BigEddy,6/29/18,30,1,1,1,1,2,555,596,41,4,8.5,,,,ML,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,6/30/18,31,1,1,2,1,2,856,912,56,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,31,2,1,1,1,2,635,687,52,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,31,3,1,1,1,2,643,702,59,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,31,4,1,1,1,2,705,766,61,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,31,5,2,2,2,2,778,835,57,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,31,6,2,2,2,2,833,891,58,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,31,7,2,2,2,2,874,935,61,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,31,8,1,2,1,2,889,956,67,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,31,9,1,2,1,2,952,1032,80,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,31,10,1,2,1,2,952,1035,83,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,32,1,1,1,1,2,774,837,63,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,32,2,1,1,1,2,649,705,56,4,8.5,,,,,,1,2,,1,2,,,,,,,,1,3,,, ,N, 
,BigEddy,6/30/18,32,3,2,2,2,2,878,945,67,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,32,4,1,1,1,2,777,839,62,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,32,5,1,1,1,2,840,919,79,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,32,6,1,1,1,2,862,934,72,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,6/30/18,32,7,1,1,1,2,616,667,51,4,8.5,,,,,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,6/30/18,32,8,2,2,2,2,833,893,60,4,8.5,,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,33,1,1,1,1,2,716,778,62,4,8.5,,,,EW,,,3,9,,3,9,,,,,,,,3,9,, , , 
,BigEddy,7/1/18,33,2,2,2,2,2,899,1003,104,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,33,3,2,2,2,2,837,901,64,4,8.5,,,,EW,,,,3,,,3,,,,,,,,,3,, , , 
,BigEddy,7/1/18,33,4,2,2,2,2,888,942,54,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,33,5,2,2,2,2,768,822,54,4,8.5,,,,EW,,1,3,,,3,9,,,,,,,,3,9,,N, ,N
,BigEddy,7/1/18,33,6,1,1,1,2,817,892,75,4,8.5,,,,EW,,1,3,,1,4,,,,,,,,1,4,,, ,N, 
,BigEddy,7/1/18,33,7,2,1,2,2,749,809,60,4,8.5,,,,EW,,1,4,,1,3,,,,,,,,1,3,,, ,N, 
,BigEddy,7/1/18,33,8,1,1,1,2,712,768,56,4,8.5,,,,EW,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/1/18,33,9,2,2,2,2,853,906,53,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,33,10,1,1,1,2,726,792,66,4,8.5,,,,EW,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/1/18,34,1,1,1,1,2,1003,1098,95,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,34,2,1,1,1,2,710,773,63,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/1/18,34,3,1,1,1,2,778,832,54,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,,3,9,,N, ,N
,BigEddy,7/1/18,34,4,1,1,1,2,617,665,48,4,8.5,,,,ML,,,,3,,,3,,,,,,,,,3,, , , 
,BigEddy,7/1/18,34,5,2,1,2,2,653,702,49,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/1/18,34,6,1,1,1,2,901,1003,102,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,34,7,2,2,2,2,834,900,66,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,34,8,2,2,2,2,875,927,52,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,34,9,2,2,2,2,782,836,54,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,34,10,1,1,1,2,617,657,40,4,8.5,,,,ML,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/1/18,35,1,1,1,1,2,725,783,58,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/1/18,35,2,2,2,2,2,819,877,58,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,35,3,2,2,2,2,833,895,62,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,35,4,2,2,2,2,790,842,52,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/1/18,35,5,1,1,1,2,627,675,48,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,36,1,2,2,2,2,736,786,50,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,36,2,2,2,2,2,850,906,56,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,36,3,2,2,2,2,874,939,65,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,,4,9,,N, ,N
,BigEddy,7/2/18,36,4,2,2,2,2,826,880,54,4,8.5,,,,ML,,1,3,,1,4,,,,,,,,1,4,,, ,N, 
,BigEddy,7/2/18,36,5,1,2,1,2,754,817,63,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,36,6,1,1,1,2,711,768,57,4,8.5,,,,ML,,1,2,,1,3,,,,,,,,1,3,,, ,N, 
,BigEddy,7/2/18,36,7,1,1,1,2,600,652,52,4,8.5,,,,ML,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/2/18,36,8,1,1,1,2,739,793,54,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,36,9,1,1,1,2,570,616,46,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,36,10,1,1,1,2,758,821,63,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,37,1,1,1,1,2,628,672,44,4,8.5,,,,ML,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/2/18,37,2,1,1,1,2,899,1011,112,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,37,3,1,1,1,2,787,856,69,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,,4,9,,N, ,N
,BigEddy,7/2/18,37,4,2,2,2,2,935,1020,85,4,8.5,,,,ML,,1,5,,1,5,,,,,,,,1,5,,, , , 
,BigEddy,7/2/18,37,5,2,2,2,2,798,859,61,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,37,6,2,2,2,2,845,906,61,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,2,4,,,N, , 
,BigEddy,7/2/18,37,7,1,1,1,2,869,944,75,4,8.5,,,,ML,,1,3,,1,4,,,,,,,,1,4,,, ,N, 
,BigEddy,7/2/18,37,8,2,2,2,2,822,882,60,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,37,9,2,2,2,2,849,905,56,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,37,10,2,2,2,2,802,856,54,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,1,1,1,1,2,615,663,48,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,2,1,1,1,2,668,724,56,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,3,1,1,1,2,706,769,63,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,4,1,1,1,2,917,999,82,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,38,5,1,2,1,2,835,898,63,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,38,6,1,1,1,2,735,809,74,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,7,1,1,1,2,778,855,77,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,8,1,1,1,2,727,785,58,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/2/18,38,9,1,1,1,2,830,889,59,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/2/18,38,10,2,2,2,2,836,890,54,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,39,1,1,1,1,2,591,639,48,4,8.5,,,,EW,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/3/18,39,2,2,2,2,2,857,917,60,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,39,3,2,1,2,2,665,713,48,4,8.5,,,,EW,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/3/18,39,4,2,2,2,2,810,862,52,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,39,5,1,1,1,2,761,830,69,4,8.5,,,,EW,,,3,9,,3,9,,,,,,,,3,9,, , , 
,BigEddy,7/3/18,39,6,1,1,1,2,943,1028,85,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,39,7,2,2,2,2,835,889,54,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,,4,9,,N, ,N
,BigEddy,7/3/18,39,8,1,1,1,2,850,927,77,4,8.5,,,,EW,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,39,9,2,2,2,2,791,844,53,4,8.5,,,,EW,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/3/18,39,10,2,,2,2,828,889,61,4,8.5,No Internal Sex recorded,,,,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/3/18,40,1,1,1,1,2,494,531,37,4,8.5,,,,,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/3/18,40,2,2,2,2,2,534,572,38,4,8.5,,,,,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/4/18,41,1,1,1,1,2,878,949,71,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/4/18,41,2,2,2,2,2,866,929,63,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/4/18,41,3,2,2,2,2,840,897,57,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/4/18,41,4,2,2,2,2,856,914,58,4,8.5,,,,ML,,,4,9,,4,9,,,,,,,,4,9,, , , 
,BigEddy,7/5/18,42,1,1,1,1,2,553,595,42,4,8.5,,,,MT,,1,2,,1,2,,,,,,,,1,2,,, , , 
,BigEddy,7/5/18,42,2,2,2,2,2,762,825,63,4,8.5,,,,MT,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/5/18,42,3,2,2,2,2,827,890,63,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/5/18,42,4,2,2,2,2,774,830,56,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/5/18,42,5,2,2,2,2,806,865,59,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,1,3,,, , , 
,BigEddy,7/5/18,42,6,1,1,1,2,805,886,81,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,1,4,,, , , 
,BigEddy,7/5/18,42,7,2,2,2,2,916,1003,87,4,8.5,,,,ML,,,4,9,,4,9,,,,,,,,4,9,, , , 
,BigEddy,7/6/18,43,1,1,1,1,2,815,885,70,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,1,1,1,1,2,841,917,76,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,2,1,1,1,2,916,969,53,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,3,2,2,2,2,845,903,58,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,4,2,2,2,2,823,879,56,4,8.5,,,,MT,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,5,2,2,2,2,739,794,55,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,6,1,1,1,2,655,708,53,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,7,1,1,1,2,737,798,61,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,,,,,,,
,BigEddy,7/8/18,44,8,1,1,1,2,892,982,90,4,8.5,,,,ML,,1,4,,1,4,,,,,,,,,,,,,,
,BigEddy,7/9/18,45,1,2,2,2,2,675,720,45,4,8.5,,,,ML,,1,3,,1,3,,,,,,,,,,,,,,
,MiddleMouth,6/7/18,1,1,2,1,1,2,800,862,62,4,8.5,,,,HU,,,,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/8/18,2,1,1,,1,1,832,893,61,4,8.5,,,,DM,,,,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/9/18,3,1,1,2,2,2,821,879,58,4,8.5,,26386,1,HU,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/9/18,3,2,2,2,2,2,856,916,60,4,8.5,,26386,2,HU,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/12/18,4,1,2,2,2,2,850,907,57,4,8.5,,26390,3,,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/13/18,5,1,1,2,2,2,789,850,61,4,8.5,,26394,4,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/14/18,6,1,2,2,2,2,869,931,62,4,8.5,,26382,5,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/15/18,7,1,1,2,2,2,783,859,76,4,8.5,,26385,6,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,8,1,1,2,2,2,894,973,79,4,8.5,,26389,7,RW,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,8,2,2,2,2,2,836,900,64,4,8.5,,26389,8,RW,,,4,9,,4,9,,,,,,,,4,9,,,,
,MiddleMouth,6/16/18,8,3,2,2,2,2,781,841,60,4,8.5,,26389,9,RW,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/16/18,8,4,2,1,1,2,678,727,49,4,8.5,,26389,10,RW,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/16/18,8,5,2,2,2,2,860,919,59,4,8.5,,26389,11,RW,,2,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,8,6,2,2,2,2,809,860,51,4,8.5,,26389,12,RW,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,8,7,1,1,1,2,802,879,77,4,8.5,,26389,13,RW,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/16/18,8,8,2,2,2,2,854,915,61,4,8.5,,26389,14,RW,,,4,9,,4,9,,,,,,,,4,9,,,,
,MiddleMouth,6/16/18,8,9,1,1,1,2,826,907,81,4,8.5,,26389,15,RW,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/16/18,9,10,1,1,1,2,648,691,43,4,8.5,,26389,16,RW,,,2,9,,2,9,,,,,,,,2,9,,,,
,MiddleMouth,6/16/18,9,1,2,2,2,2,783,839,56,4,8.5,,26393,17,RW,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/16/18,9,2,1,2,2,2,857,917,60,4,8.5,,26393,18,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,9,3,1,1,1,2,838,909,71,4,8.5,,26393,19,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,9,4,1,2,2,2,924,1009,85,4,8.5,,26393,20,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,9,5,2,1,1,2,818,876,58,4,8.5,,26393,21,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/16/18,9,6,2,2,2,2,833,894,61,4,8.5,,26393,22,DM,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,10,1,1,1,1,2,805,869,64,4,8.5,,26388,23,MS,,2,3,,2,3,,,,,,,,2,3,,,,,
,MiddleMouth,6/17/18,10,2,2,2,2,2,770,826,56,4,8.5,,26388,24,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,10,3,1,1,1,2,845,911,66,4,8.5,,26388,25,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,10,4,2,2,2,2,885,950,65,4,8.5,,26388,26,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,10,5,2,2,2,2,870,921,51,4,8.5,,26388,27,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,10,6,1,1,1,2,817,890,73,4,8.5,,26388,28,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,10,7,1,1,1,2,636,683,47,4,8.5,,26388,29,MS,,1,4,,1,4,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,10,8,1,1,1,2,827,903,76,4,8.5,,26388,30,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,10,9,1,1,1,2,767,829,62,4,8.5,,26388,31,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,10,10,2,1,1,2,728,790,62,4,8.5,,26388,32,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,1,1,1,1,2,727,790,63,4,8.5,,26397,33,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,11,2,1,1,1,2,771,834,63,4,8.5,,26397,34,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,11,3,2,2,2,2,820,880,60,4,8.5,,26397,35,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,4,2,2,2,2,865,927,62,4,8.5,,26397,36,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,5,1,1,1,2,882,948,66,4,8.5,,26397,37,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,6,2,2,2,2,850,914,64,4,8.5,,26397,38,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,7,2,2,2,2,835,893,58,4,8.5,,26397,39,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,8,2,2,2,2,811,872,61,4,8.5,,26397,40,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,11,9,1,1,1,2,677,725,48,4,8.5,,26397,41,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,11,10,1,2,2,2,867,926,59,4,8.5,,26397,42,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,12,1,2,2,2,2,860,919,59,4,8.5,,26384,43,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,12,2,1,2,2,2,875,944,69,4,8.5,,26384,44,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,12,3,2,2,2,2,793,851,58,4,8.5,,26384,45,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,12,4,1,1,1,2,783,844,61,4,8.5,,26384,46,MS,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/17/18,12,5,2,1,1,2,666,729,63,4,8.5,,26384,47,MS,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/17/18,12,6,2,2,2,2,864,931,67,4,8.5,,26384,48,MS,,,4,,,4,,,,,,,,,4,,,,,
,MiddleMouth,6/17/18,12,7,2,1,1,2,655,708,53,4,8.5,,26384,49,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,12,8,2,2,2,2,815,880,65,4,8.5,,26384,50,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/17/18,12,9,2,2,2,2,789,853,64,4,8.5,,26384,51,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/17/18,12,10,2,2,2,2,779,832,53,4,8.5,,26384,52,MS,,2,3,,2,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/18/18,13,1,1,2,2,2,900,963,63,4,8.5,,26407,53,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,2,1,2,2,2,910,961,51,4,8.5,,26407,54,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,3,2,2,2,2,825,888,63,4,8.5,,26407,55,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,4,2,2,2,2,776,846,70,4,8.5,,26407,56,dm,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/18/18,13,5,2,2,2,2,870,936,66,4,8.5,,26407,57,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,6,1,1,1,2,877,935,58,4,8.5,,26407,58,dm,,,4,9,,4,9,,,,,,,,4,9,,,,
,MiddleMouth,6/18/18,13,7,1,1,1,2,822,896,74,4,8.5,,26407,59,dm,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/18/18,13,8,1,2,2,2,783,841,58,4,8.5,,26407,60,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,9,2,2,2,2,826,880,54,4,8.5,,26407,61,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,13,10,1,2,2,2,856,922,66,4,8.5,,26407,62,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,14,1,1,1,1,2,765,828,63,4,8.5,,26392,63,dm,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/18/18,14,2,1,1,1,2,897,975,78,4,8.5,,26392,64,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/18/18,14,3,1,1,1,2,788,857,69,4,8.5,,26392,65,dm,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,15,1,1,1,1,2,693,755,62,4,8.5,,26396,66,rw,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/19/18,15,2,2,2,2,2,795,853,58,4,8.5,,26396,67,rw,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,15,3,1,1,1,2,880,955,75,4,8.5,,26396,68,rw,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,15,4,2,1,1,2,802,864,62,4,8.5,,26396,69,rw,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,15,5,2,1,1,2,766,827,61,4,8.5,,26396,70,rw,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,15,6,2,1,1,2,883,945,62,4,8.5,,26396,71,rw,,,,3,,,3,,,,,,,,,3,,,,
,MiddleMouth,6/19/18,15,7,1,2,2,2,824,888,64,4,8.5,,26396,72,rw,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,15,8,1,2,2,2,902,975,73,4,8.5,,26396,73,rw,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,15,9,2,2,2,2,860,918,58,4,8.5,,26396,74,rw,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,15,10,,2,2,2,909,978,69,4,8.5,,26396,75,,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,16,1,2,1,1,2,725,786,61,4,8.5,,26399,76,rw,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,16,2,1,1,1,2,774,835,61,4,8.5,,26399,77,rw,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,16,3,1,1,1,2,795,863,68,4,8.5,,26399,78,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,16,4,2,2,2,2,797,851,54,4,8.5,,26399,79,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,16,5,1,2,2,2,822,881,59,4,8.5,,26399,80,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,16,6,1,1,1,2,786,841,55,4,8.5,,26399,81,MS,,1,4,,1,4,,,,,,,,1,4,,,,,
,MiddleMouth,6/19/18,16,7,1,1,1,2,685,739,54,4,8.5,,26399,82,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,16,8,1,1,1,2,726,794,68,4,8.5,,26399,83,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
,MiddleMouth,6/19/18,16,9,1,1,1,2,663,720,57,4,8.5,,26399,84,MS,,1,3,,1,3,,,,,,,,1,3,,,,,
