fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian,file.id
,,,0.716378805,,,1,6/9/10,,2010_yukon_chin_yk001
,,,0.710143821,,,2,6/9/10,,2010_yukon_chin_yk002
,,,0.71598062,,,3,6/10/10,,2010_yukon_chin_yk003
,,,0.722509137,,,4,6/10/10,,2010_yukon_chin_yk004
,,,0.710485231,,,6,6/10/10,,2010_yukon_chin_yk006
,,,0.715540206,,,7,6/10/10,,2010_yukon_chin_yk007
,,,0.722224367,,,8,6/10/10,,2010_yukon_chin_yk008_redo
,,,0.724174622,,,9,6/10/10,,2010_yukon_chin_yk009
,,,0.724312888,,,10,6/10/10,,2010_yukon_chin_yk010
,,,0.716113523,,,11,6/10/10,,2010_yukon_chin_yk011
,,,0.716291158,,,12,6/10/10,,2010_yukon_chin_yk012
,,,0.724487839,,,13,6/10/10,,2010_yukon_chin_yk013
,,,0.72221877,,,14,6/10/10,,2010_yukon_chin_yk014
,,,0.724589571,,,16,6/10/10,,2010_yukon_chin_yk016
,,,0.713635809,,,17,6/10/10,,2010_yukon_chin_yk017a
,,,0.716892487,,,18,6/11/10,,2010_yukon_chin_yk018_redo
,,,0.726311623,,,19,6/12/10,,2010_yukon_chin_yk019
,,,0.725124551,,,20,6/12/10,,2010_yukon_chin_yk020
,,,0.713618439,,,21,6/12/10,,2010_yukon_chin_yk021
,,,0.719072009,,,22,6/12/10,,2010_yukon_chin_yk022
,,,0.713276509,,,23,6/12/10,,2010_yukon_chin_yk023
,,,0.721953313,,,24,6/12/10,,2010_yukon_chin_yk024_0516
,,,0.71072886,,,26,6/12/10,,2010_yukon_chin_yk026_0516
,,,0.721924387,,,27,6/12/10,,2010_yukon_chin_yk027_0516
,,,0.729908687,,,28,6/12/10,,2010_yukon_chin_yk028
,,,0.710682963,,,29,6/12/10,,2010_yukon_chin_yk029_1_0519
,,,0.723230951,,,30,6/13/10,,2010_yukon_chin_yk030
,,,0.723955541,,,31,6/13/10,,2010_yukon_chin_yk031
,,,0.715924009,,,32,6/13/10,,2010_yukon_chin_yk032
,,,0.708114432,,,33,6/13/10,,2010_yukon_chin_yk033
,,,0.707042587,,,34,6/13/10,,2010_yukon_chin_yk034b
,,,0.715693935,,,35,6/13/10,,2010_yukon_chin_yk035
,,,0.716323547,,,36,6/13/10,,2010_yukon_chin_yk036
,,,0.711139372,,,37,6/13/10,,2010_yukon_chin_yk037
,,,0.70735032,,,38,6/13/10,,2010_yukon_chin_yk038
,,,0.715512066,,,39,6/14/10,,2010_yukon_chin_yk039
,,,0.718141456,,,40,6/14/10,,2010_yukon_chin_yk040
,,,0.714252461,,,41,6/14/10,,2010_yukon_chin_yk041
,,,0.722766773,,,42,6/14/10,,2010_yukon_chin_yk042
,,,0.709246885,,,43,6/14/10,,2010_yukon_chin_yk043
,,,0.716088527,,,44,6/14/10,,2010_yukon_chin_yk044
,,,0.716001297,,,45,6/15/10,,2010_yukon_chin_yk045
,,,0.708135518,,,46,6/15/10,,2010_yukon_chin_yk046
,,,0.716052825,,,47,6/15/10,,2010_yukon_chin_yk047
