fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian,file.id
2018-kk-001_redo,,,0.705961103,0.000168437,,,,,
2018-kk-002,,,0.70767385,8.74E-05,,,,,
2018-kk-003_redo,,,0.71025536,0.000191832,,,,,
2018-kk-005,,,0.710262551,8.62E-05,,,,,
2018-kk-006,,,0.709445551,0.000114288,,,,,
2018-kk-008,,,0.709543595,0.000142762,,,,,
2018-kk-011,,,0.709422351,0.000102257,,,,,
2018-kk-012,,,0.709343824,9.06E-05,,,,,
2018-kk-013_redo,,,0.710656873,0.00018324,,,,,
2018-kk-015,,,0.709658842,0.000121108,,,,,
2018-kk-016_redo,,,0.706975999,0.000113034,,,,,
2018-kk-019_redo,,,0.706495652,0.000157552,,,,,
2018-kk-021,,,0.709782076,0.000108516,,,,,
2018-kk-023,,,0.709814844,0.000137628,,,,,
2018-kk-024,,,0.705576503,8.83E-05,,,,,
2018-kk-025,,,0.707139324,7.85E-05,,,,,
2018-kk-028_redo,,,0.712463809,0.000165375,,,,,
2018-kk-031_redo,,,0.709738477,0.000213882,,,,,
2018-kk-033,,,0.70688846,9.78E-05,,,,,
2018-kk-035,,,0.706555167,0.000103041,,,,,
2018-kk-036,,,0.707578612,8.57E-05,,,,,
2018-kk-038_redo,,,0.709257478,0.000125719,,,,,
2018-kk-039,,,0.718954941,0.000154622,,,,,
2018-kk-040,,,0.707494998,9.88E-05,,,,,
2018-kk-043,,,0.709322786,8.23E-05,,,,,
2018-kk-047_redo,,,0.705657901,0.000144565,,,,,
2018-kk-049_redo,,,0.709120471,9.67E-05,,,,,
2018-kk-051_redo,,,0.709673585,0.000149311,,,,,
2018-kk-052,,,0.709364653,0.000117154,,,,,
2018-kk-053,,,0.709863486,0.000141116,,,,,
2018-kk-054,,,0.706066091,9.52E-05,,,,,
2018-kk-055,,,0.70896709,0.000153875,,,,,
2018-kk-057_redo,,,0.705943798,0.000126562,,,,,
2018-kk-058_redo,,,0.705181139,0.000189683,,,,,
2018-kk-061,,,0.707575802,8.44E-05,,,,,
2018-kk-062_redo,,,0.710138789,0.000204695,,,,,
2018-kk-064_redo,,,0.708502373,0.000118506,,,,,
2018-kk-066,,,0.708415427,0.000141658,,,,,
2018-kk-067,,,0.70906673,6.79E-05,,,,,
2018-kk-069_redo,,,0.705211933,0.000170216,,,,,
2018-kk-072_redo,,,0.709472467,0.000161326,,,,,
2018-kk-073,,,0.711244538,0.000152407,,,,,
2018-kk-074,,,0.70589658,8.22E-05,,,,,
2018-kk-076,,,0.709219413,7.33E-05,,,,,
2018-kk-080_redo,,,0.709228587,0.000265937,,,,,
2018-kk-082,,,0.704899575,0.000114551,,,,,
2018-kk-083,,,0.711304367,0.000111189,,,,,
2018-kk-088,,,0.705546437,8.65E-05,,,,,
2018-kk-091,,,0.709777862,9.51E-05,,,,,
2018-kk-092_redo,,,0.708618132,0.000162712,,,,,
