fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date,capture_date_julian,file.id
,,,0.72731641,,,1,,,2017_yukon_king_yk001.exp
,,,0.7244567,,,2,,,2017_yukon_king_yk002.exp
,,,0.71375692,,,3,,,2017_yukon_king_yk003.exp
,,,0.71277333,,,5,,,2017_yukon_king_yk005.exp
,,,0.72232785,,,6,,,2017_yukon_king_yk006.exp
,,,0.71621541,,,7,,,2017_yukon_king_yk007.exp
,,,0.72154551,,,8,,,2017_yukon_king_yk008.exp
,,,0.7164715,,,11,,,2017_yukon_king_yk011.exp
,,,0.71210872,,,12,,,2017_yukon_king_yk012.exp
,,,0.70654604,,,14,,,2017_yukon_king_yk014.exp
,,,0.72382452,,,15,,,2017_yukon_king_yk015.exp
,,,0.72496454,,,16,,,2017_yukon_king_yk016.exp
,,,0.71585317,,,18,,,2017_yukon_king_yk018.exp
,,,0.71434916,,,19,,,2017_yukon_king_yk019.exp
,,,0.71247727,,,22,,,2017_yukon_king_yk022.exp
,,,0.72223917,,,23,,,2017_yukon_king_yk023.exp
,,,0.71744959,,,24,,,2017_yukon_king_yk024.exp
,,,0.73177089,,,25,,,2017_yukon_king_yk025.exp
,,,0.70772695,,,27,,,2017_yukon_king_yk027.exp
,,,0.72203664,,,29,,,2017_yukon_king_yk029.exp
,,,0.73182287,,,30,,,2017_yukon_king_yk030.exp
,,,0.7232393,,,33,,,2017_yukon_king_yk033.exp
,,,0.73402287,,,34,,,2017_yukon_king_yk034.exp
,,,0.72351753,,,35,,,2017_yukon_king_yk035.exp
,,,0.71867135,,,36,,,2017_yukon_king_yk036.exp
,,,0.73938416,,,38,,,2017_yukon_king_yk038.exp
,,,0.7143586,,,39,,,2017_yukon_king_yk039.exp
,,,0.71609667,,,41,,,2017_yukon_king_yk041.exp
,,,0.71568593,,,42,,,2017_yukon_king_yk042.exp
,,,0.71722003,,,43,,,2017_yukon_king_yk043.exp
,,,0.71762259,,,44,,,2017_yukon_king_yk044.exp
,,,0.72151887,,,45,,,2017_yukon_king_yk045.exp
,,,0.71203194,,,47,,,2017_yukon_king_yk047.exp
,,,0.72190247,,,49,,,2017_yukon_king_yk049.exp
,,,0.72317018,,,50,,,2017_yukon_king_yk050.exp
,,,0.71202646,,,52,,,2017_yukon_king_yk052.exp
,,,0.72426979,,,53,,,2017_yukon_king_yk053.exp
,,,0.72576766,,,55,,,2017_yukon_king_yk055.exp
,,,0.72447115,,,56,,,2017_yukon_king_yk056.exp
,,,0.70593769,,,57,,,2017_yukon_king_yk057.exp
,,,0.71211885,,,58,,,2017_yukon_king_yk058.exp
,,,0.71412499,,,59,,,2017_yukon_king_yk059.exp
,,,0.72451557,,,60,,,2017_yukon_king_yk060.exp
,,,0.72204833,,,61,,,2017_yukon_king_yk061.exp
,,,0.71459416,,,62,,,2017_yukon_king_yk062.exp
,,,0.71694679,,,64,,,2017_yukon_king_yk064.exp
,,,0.71273856,,,65,,,2017_yukon_king_yk065.exp
,,,0.71227946,,,66,,,2017_yukon_king_yk066.exp
,,,0.73076988,,,68,,,2017_yukon_king_yk068.exp
,,,0.72021957,,,70,,,2017_yukon_king_yk070_a.exp
,,,0.72665936,,,71,,,2017_yukon_king_yk071.exp
,,,0.70768391,,,72,,,2017_yukon_king_yk072.exp
,,,0.70660223,,,74,,,2017_yukon_king_yk074.exp
,,,0.71402258,,,75,,,2017_yukon_king_yk075.exp
,,,0.71010346,,,76,,,2017_yukon_king_yk076.exp
,,,0.70725253,,,77,,,2017_yukon_king_yk077.exp
,,,0.71179221,,,79,,,2017_yukon_king_yk079.exp
,,,0.70844361,,,80,,,2017_yukon_king_yk080.exp
,,,0.70725742,,,81,,,2017_yukon_king_yk081.exp
,,,0.71282072,,,83,,,2017_yukon_king_yk083.exp
,,,0.71184381,,,86,,,2017_yukon_king_yk086.exp
,,,0.71095768,,,87,,,2017_yukon_king_yk087.exp
,,,0.71210433,,,88,,,2017_yukon_king_yk088.exp
,,,0.70673325,,,91,,,2017_yukon_king_yk091.exp
,,,0.71380319,,,92,,,2017_yukon_king_yk092.exp
,,,0.71242593,,,93,,,2017_yukon_king_yk093.exp
,,,0.72232313,,,94,,,2017_yukon_king_yk094.exp
,,,0.72458111,,,95,,,2017_yukon_king_yk095.exp
,,,0.71490465,,,98,,,2017_yukon_king_yk098.exp
,,,0.71430016,,,101,,,2017_yukon_king_yk101.exp
,,,0.71672944,,,102,,,2017_yukon_king_yk102.exp
,,,0.70618303,,,103,,,2017_yukon_king_yk103.exp
,,,0.72255468,,,104,,,2017_yukon_king_yk104.exp
,,,0.71173701,,,105,,,2017_yukon_king_yk105.exp
,,,0.71600865,,,108,,,2017_yukon_king_yk108.exp
,,,0.70770326,,,109,,,2017_yukon_king_yk109.exp
,,,0.7219524,,,110,,,2017_yukon_king_yk110.exp
,,,0.7231777,,,112,,,2017_yukon_king_yk112.exp
,,,0.72405633,,,114,,,2017_yukon_king_yk114.exp
,,,0.7217364,,,115,,,2017_yukon_king_yk115.exp
,,,0.70705514,,,116,,,2017_yukon_king_yk116.exp
,,,0.71254506,,,117,,,2017_yukon_king_yk117.exp
,,,0.72310833,,,118,,,2017_yukon_king_yk118.exp
,,,0.7247689,,,119,,,2017_yukon_king_yk119.exp
,,,0.70843445,,,120,,,2017_yukon_king_yk120.exp
,,,0.72394875,,,123,,,2017_yukon_king_yk123.exp
,,,0.71896858,,,124,,,2017_yukon_king_yk124.exp
,,,0.70718942,,,125,,,2017_yukon_king_yk125.exp
,,,0.72222063,,,128,,,2017_yukon_king_yk128.exp
,,,0.70745129,,,129,,,2017_yukon_king_yk129.exp
,,,0.70997414,,,131,,,2017_yukon_king_yk131.exp
,,,0.72308694,,,132,,,2017_yukon_king_yk132.exp
,,,0.71448904,,,133,,,2017_yukon_king_yk133.exp
,,,0.70688461,,,134,,,2017_yukon_king_yk134.exp
,,,0.72213058,,,135,,,2017_yukon_king_yk135.exp
,,,0.72418415,,,138,,,2017_yukon_king_yk138.exp
,,,0.71372627,,,139,,,2017_yukon_king_yk139.exp
,,,0.72690707,,,140,,,2017_yukon_king_yk140.exp
,,,0.72104747,,,142,,,2017_yukon_king_yk142.exp
,,,0.71333782,,,144,,,2017_yukon_king_yk144.exp
,,,0.71230561,,,145,,,2017_yukon_king_yk145.exp
,,,0.7070308,,,146,,,2017_yukon_king_yk146.exp
,,,0.72310891,,,147,,,2017_yukon_king_yk147.exp
,,,0.71609546,,,148,,,2017_yukon_king_yk148.exp
,,,0.71471187,,,149,,,2017_yukon_king_yk149.exp
,,,0.70995902,,,158,,,2017_yukon_king_yk158.exp
,,,0.70963291,,,159,,,2017_yukon_king_yk159.exp
,,,0.72245542,,,160,,,2017_yukon_king_yk160.exp
,,,0.71442528,,,161,,,2017_yukon_king_yk161.exp
,,,0.71596221,,,163,,,2017_yukon_king_yk163.exp
,,,0.71036741,,,164,,,2017_yukon_king_yk164.exp
,,,0.71614914,,,165,,,2017_yukon_king_yk165.exp
,,,0.72233338,,,166,,,2017_yukon_king_yk166.exp
,,,0.71338728,,,167,,,2017_yukon_king_yk167.exp
,,,0.70871518,,,169,,,2017_yukon_king_yk169.exp
,,,0.71877552,,,170,,,2017_yukon_king_yk170.exp
,,,0.71236922,,,171,,,2017_yukon_king_yk171.exp
,,,0.72402198,,,172,,,2017_yukon_king_yk172.exp
,,,0.72326714,,,174,,,2017_yukon_king_yk174.exp
,,,0.71160797,,,176,,,2017_yukon_king_yk176.exp
,,,0.71200757,,,177,,,2017_yukon_king_yk177.exp
,,,0.71665275,,,178,,,2017_yukon_king_yk178.exp
,,,0.71319029,,,180,,,2017_yukon_king_yk180.exp
,,,0.71463918,,,181,,,2017_yukon_king_yk181.exp
,,,0.72427349,,,182,,,2017_yukon_king_yk182.exp
,,,0.71316138,,,183,,,2017_yukon_king_yk183.exp
,,,0.7237115,,,184,,,2017_yukon_king_yk184.exp
,,,0.72281745,,,185,,,2017_yukon_king_yk185.exp
,,,0.7229064,,,187,,,2017_yukon_king_yk187.exp
,,,0.71457665,,,190,,,2017_yukon_king_yk190.exp
,,,0.72243956,,,191,,,2017_yukon_king_yk191.exp
,,,0.7148555,,,192,,,2017_yukon_king_yk192.exp
,,,0.71437152,,,193,,,2017_yukon_king_yk193.exp
,,,0.71443285,,,195,,,2017_yukon_king_yk195.exp
,,,0.70813172,,,201,,,2017_yukon_king_yk201.exp
,,,0.70949118,,,203,,,2017_yukon_king_yk203.exp
,,,0.71468068,,,204,,,2017_yukon_king_yk204.exp
,,,0.72285513,,,205,,,2017_yukon_king_yk205.exp
,,,0.71171561,,,207,,,2017_yukon_king_yk207.exp
,,,0.72154547,,,209,,,2017_yukon_king_yk209.exp
,,,0.70909961,,,210,,,2017_yukon_king_yk210.exp
,,,0.7156574,,,211,,,2017_yukon_king_yk211.exp
,,,0.71241955,,,212,,,2017_yukon_king_yk212.exp
,,,0.72335516,,,213,,,2017_yukon_king_yk213.exp
,,,0.7225777,,,214,,,2017_yukon_king_yk214.exp
,,,0.72229523,,,215,,,2017_yukon_king_yk215.exp
,,,0.71803874,,,216,,,2017_yukon_king_yk216.exp
,,,0.71011774,,,217,,,2017_yukon_king_yk217.exp
,,,0.72406841,,,218,,,2017_yukon_king_yk218.exp
,,,0.72259533,,,219,,,2017_yukon_king_yk219.exp
,,,0.70830909,,,221,,,2017_yukon_king_yk221.exp
,,,0.70656572,,,222,,,2017_yukon_king_yk222a.exp
,,,0.71180158,,,225,,,2017_yukon_king_yk225.exp
,,,0.71449421,,,228,,,2017_yukon_king_yk228.exp
,,,0.7125752,,,229,,,2017_yukon_king_yk229.exp
,,,0.71305956,,,230,,,2017_yukon_king_yk230.exp
,,,0.71467016,,,232,,,2017_yukon_king_yk232.exp
,,,0.72012276,,,233,,,2017_yukon_king_yk233.exp
,,,0.71171638,,,234,,,2017_yukon_king_yk234.exp
,,,0.70903597,,,237,,,2017_yukon_king_yk237.exp
,,,0.73960036,,,239,,,2017_yukon_king_yk239.exp
,,,0.71385359,,,240,,,2017_yukon_king_yk240.exp
,,,0.71463767,,,242,,,2017_yukon_king_yk242.exp
,,,0.71011617,,,243,,,2017_yukon_king_yk243.exp
,,,0.70684392,,,245,,,2017_yukon_king_yk245.exp
,,,0.71071003,,,246,,,2017_yukon_king_yk246.exp
,,,0.7080005,,,247,,,2017_yukon_king_yk247.exp
,,,0.72273553,,,248,,,2017_yukon_king_yk248.exp
,,,0.7078222,,,250,,,2017_yukon_king_yk250.exp
,,,0.7078973,,,251,,,2017_yukon_king_yk251.exp
,,,0.72384644,,,252,,,2017_yukon_king_yk252.exp
,,,0.70628194,,,253,,,2017_yukon_king_yk253.exp
,,,0.72658905,,,255,,,2017_yukon_king_yk255.exp
,,,0.7090935,,,256,,,2017_yukon_king_yk256.exp
,,,0.71201937,,,258,,,2017_yukon_king_yk258.exp
,,,0.71353974,,,260,,,2017_yukon_king_yk260.exp
,,,0.71148771,,,261,,,2017_yukon_king_yk261.exp
,,,0.70859133,,,262,,,2017_yukon_king_yk262.exp
,,,0.72203643,,,263,,,2017_yukon_king_yk263.exp
,,,0.71197628,,,266,,,2017_yukon_king_yk266.exp
,,,0.71563566,,,268,,,2017_yukon_king_yk268.exp
,,,0.71132267,,,269,,,2017_yukon_king_yk269.exp
,,,0.72236249,,,270,,,2017_yukon_king_yk270.exp
