fish.id,nat_start,nat_end,natal_iso_mean,natal_iso_sd,num_microns,otoNum,capture_date_julian,file.id,capture_date
2018-yk-451,,,0.711921911,,,451,,,
2018-yk-452,,,0.715365757,,,452,,,
2018-yk-453,,,0.716426506,,,453,,,
2018-yk-454-405,,,0.712187729,,,454,,,
2018-yk-455,,,0.706976572,,,455,,,
2018-yk-457_redo,,,0.710706161,,,457,,,
2018-yk-459,,,0.707299064,,,459,,,
2018-yk-461_redo,,,0.70697295,,,461,,,
2018-yk-464,,,0.706981857,,,464,,,
2018-yk-465,,,0.716433642,,,465,,,
2018-yk-471,,,0.707259862,,,471,,,
2018-yk-473,,,0.707416418,,,473,,,
2018-yk-474,,,0.707713452,,,474,,,
2018-yk-475_redo,,,0.707444372,,,475,,,
2018-yk-477,,,0.710655955,,,477,,,
2018-yk-478,,,0.706659959,,,478,,,
2018-yk-479,,,0.706713031,,,479,,,
2018-yk-487_redo,,,0.706651203,,,487,,,
2018-yk-488,,,0.706581054,,,488,,,
2018-yk-490,,,0.707393964,,,490,,,
2018-yk-495,,,0.707436935,,,495,,,
2018-yk-499,,,0.721409143,,,499,,,
2018-yk-500,,,0.710714555,,,500,,,
2018-yk-002,,,0.70924238,,,2,,,
2018-yk-008,,,0.710338923,,,8,,,
2018-yk-181,,,0.707627221,,,181,,,
2018-yk-183,,,0.717105584,,,183,,,
2018-yk-185,,,0.714807127,,,185,,,
2018-yk-186,,,0.712951342,,,186,,,
2018-yk-187,,,0.711721316,,,187,,,
2018-yk-189,,,0.7235379,,,189,,,
2018-yk-192,,,0.713874197,,,192,,,
2018-yk-195,,,0.72348379,,,195,,,
2018-yk-196,,,0.714501504,,,196,,,
2018-yk-198,,,0.724636069,,,198,,,
2018-yk-199,,,0.725511434,,,199,,,
2018-yk-201_redo,,,0.710422864,,,201,,,
2018-yk-202,,,0.707075542,,,202,,,
2018-yk-208,,,0.711538491,,,208,,,
2018-yk-210,,,0.715705962,,,210,,,
2018-yk-211,,,0.711686608,,,211,,,
2018-yk-212,,,0.711592634,,,212,,,
2018-yk-216,,,0.723752086,,,216,,,
2018-yk-218,,,0.709751396,,,218,,,
2018-yk-224,,,0.715769923,,,224,,,
2018-yk-225,,,0.706904917,,,225,,,
2018-yk-231,,,0.706817174,,,231,,,
2018-yk-233,,,0.717638333,,,233,,,
2018-yk-128,,,0.710657907,,,128,,,
2018-yk-133,,,0.721686565,,,133,,,
2018-yk-135,,,0.719502783,,,135,,,
2018-yk-149,,,0.722201023,,,149,,,
2018-yk-220,,,0.707352548,,,220,,,
2018-yk-234,,,0.711265505,,,234,,,
2018-yk-217,,,0.722645689,,,217,,,
2018-yk-235,,,0.717399596,,,235,,,
2018-yk-238,,,0.724029382,,,238,,,
2018-yk-239,,,0.714204637,,,239,,,
2018-yk-243,,,0.709798976,,,243,,,
2018-yk-245,,,0.722532132,,,245,,,
2018-yk-247,,,0.706797839,,,247,,,
2018-yk-248,,,0.70834498,,,248,,,
2018-yk-249,,,0.722088071,,,249,,,
2018-yk-253,,,0.712355822,,,253,,,
2018-yk-255,,,0.707619078,,,255,,,
2018-yk-257,,,0.712707587,,,257,,,
2018-yk-259,,,0.707767798,,,259,,,
2018-yk-260,,,0.707254166,,,260,,,
2018-yk-262,,,0.706187258,,,262,,,
2018-yk-265,,,0.725280481,,,265,,,
2018-yk-266,,,0.710110756,,,266,,,
2018-yk-268,,,0.7112912,,,268,,,
2018-yk-271,,,0.706990505,,,271,,,
2018-yk-272,,,0.710228966,,,272,,,
2018-yk-274,,,0.707079589,,,274,,,
2018-yk-278,,,0.711681761,,,278,,,
2018-yk-282,,,0.707305393,,,282,,,
2018-yk-283,,,0.709060547,,,283,,,
2018-yk-284,,,0.715560988,,,284,,,
2018-yk-292,,,0.711930549,,,292,,,
2018-yk-293,,,0.707354032,,,293,,,
2018-yk-294,,,0.713527714,,,294,,,
2018-yk-296,,,0.707950395,,,296,,,
2018-yk-297,,,0.710925471,,,297,,,
2018-yk-299,,,0.711228846,,,299,,,
2018-yk-343,,,0.706965988,,,343,,,
2018-yk-307,,,0.71114902,,,307,,,
2018-yk-309,,,0.715154489,,,309,,,
2018-yk-310,,,0.716653639,,,310,,,
2018-yk-311,,,0.713599272,,,311,,,
2018-yk-312,,,0.721986231,,,312,,,
2018-yk-313,,,0.715948221,,,313,,,
2018-yk-315,,,0.710141738,,,315,,,
2018-yk-318,,,0.711307001,,,318,,,
2018-yk-323,,,0.712928155,,,323,,,
2018-yk-324,,,0.710252111,,,324,,,
2018-yk-012,,,0.71665573,,,12,,,
2018-yk-020,,,0.721612987,,,20,,,
2018-yk-025,,,0.715284659,,,25,,,
2018-yk-027,,,0.71081448,,,27,,,
2018-yk-028,,,0.731465241,,,28,,,
2018-yk-029,,,0.709658427,,,29,,,
2018-yk-031,,,0.706120578,,,31,,,
2018-yk-032,,,0.71009483,,,32,,,
2018-yk-035,,,0.717213902,,,35,,,
2018-yk-044,,,0.710306492,,,44,,,
2018-yk-053,,,0.71155645,,,53,,,
2018-yk-064,,,0.712983362,,,64,,,
2018-yk-078,,,0.71065899,,,78,,,
2018-yk-083,,,0.722897478,,,83,,,
2018-yk-075,,,0.713778684,,,75,,,
2018-yk-084,,,0.722464528,,,84,,,
2018-yk-106,,,0.713966025,,,106,,,
2018-yk-108,,,0.722707758,,,108,,,
2018-yk-112,,,0.711847017,,,112,,,
2018-yk-113,,,0.718705091,,,113,,,
2018-yk-116,,,0.710006459,,,116,,,
2018-yk-118,,,0.718297207,,,118,,,
2018-yk-120,,,0.723939577,,,120,,,
2018-yk-123,,,0.724445413,,,123,,,
2018-yk-124,,,0.721497966,,,124,,,
2018-yk-125,,,0.713617504,,,125,,,
2018-yk-126,,,0.721828789,,,126,,,
2018-yk-132,,,0.718899923,,,132,,,
2018-yk-137,,,0.719944636,,,137,,,
2018-yk-139,,,0.723210168,,,139,,,
2018-yk-140,,,0.721733967,,,140,,,
2018-yk-141,,,0.712345387,,,141,,,
2018-yk-150,,,0.714184444,,,150,,,
2018-yk-159,,,0.723128741,,,159,,,
2018-yk-161,,,0.706283813,,,161,,,
2018-yk-162,,,0.718840716,,,162,,,
2018-yk-165,,,0.70569997,,,165,,,
2018-yk-169,,,0.72278604,,,169,,,
2018-yk-170,,,0.721995343,,,170,,,
2018-yk-172,,,0.719738746,,,172,,,
2018-yk-173,,,0.707141098,,,173,,,
2018-yk-175,,,0.715138387,,,175,,,
2018-yk-177,,,0.706374412,,,177,,,
2018-yk-179,,,0.724893336,,,179,,,
2018-yk-180,,,0.711326119,,,180,,,
