tributary_id,year,watershed,raw_production,stream_order,longitude,latitude,production_proportion,production_normalized
7803,2015,Yukon,86.48931385876688,6,-17985.675683222704,1796176.543127742,0.0019615192513637177,1
2244,2015,Yukon,86.40044379293896,6,-340361.5154128531,1444816.033767619,0.001959503738264885,0.9989724734552407
2174,2015,Yukon,86.39160364528668,6,-340177.560114369,1442837.3047246013,0.0019593032496839123,0.9988702625894369
2175,2015,Yukon,86.39097358572025,6,-340743.5055185087,1441227.326586859,0.0019592889603582842,0.9988629777638517
2130,2015,Yukon,86.38787416761748,6,-341430.3332901804,1438719.8445345298,0.0019592186676480597,0.9988271419135659
2256,2015,Yukon,86.38183508874555,6,-340563.93214615947,1446987.900800523,0.001959081705416088,0.9987573173467785
1306,2015,Yukon,86.36911314968367,5,-217901.20359975006,1392253.2244763873,0.001958793180426454,0.9986102247350525
7394,2015,Yukon,86.35647086142104,5,-175912.76037053758,1738496.371512674,0.0019585064618631767,0.9984640530555862
2271,2015,Yukon,86.35565376711963,6,-340435.38349945814,1447971.2848529199,0.001958487930716022,0.9984546057115737
2848,2015,Yukon,86.34641411801518,6,-338413.19515658607,1485116.45222097,0.0019582783817118084,0.998347775761234
6752,2015,Yukon,86.33730368337545,5,-75115.50146998558,1689250.5624871608,0.001958071763204425,0.9982424398043017
2203,2015,Yukon,86.33674854580849,6,-340072.24726884026,1449223.151941555,0.001958059173059167,0.9982360212360164
2815,2015,Yukon,86.30632376713743,6,-338393.69449773396,1481174.4285131025,0.001957369159617978,0.997884246232682
7161,2015,Yukon,86.27812872462626,5,-193783.04795062504,1737121.3624834558,0.0019567297150876514,0.9975582517108937
3902,2015,Yukon,86.27634660224014,6,-17471.428944031184,1564446.5864664104,0.0019566892977550044,0.9975376465944163
2304,2015,Yukon,86.26588120343285,6,-339806.34762400464,1450355.8741025107,0.001956451949575006,0.9974166443764502
2381,2015,Yukon,86.22970901202767,6,-338915.45749898464,1453589.5733409568,0.0019556315886929535,0.9969984170858018
2712,2015,Yukon,86.20893140139621,6,-339431.71751930355,1477500.4748425102,0.001955160366510321,0.9967581838164596
4497,2015,Yukon,86.16737642940944,6,-4234.144483792484,1572179.8237909672,0.00195421792779847,0.9962777201599363
1785,2015,Yukon,86.13500152343208,6,-447909.4370958293,1418594.2029601012,0.00195348368678646,0.9959033975467377
4528,2015,Yukon,86.12357834177412,6,-2822.6816173055845,1572760.5201962818,0.0019532246167379857,0.9957713213265864
1761,2015,Yukon,86.11879642791548,6,-448238.95317083166,1416370.8741130265,0.0019531161661598322,0.9957160322550781
2707,2015,Yukon,86.1047737367059,6,-338938.3551199519,1475098.7007234117,0.001952798140989596,0.9955539001883064
7196,2015,Yukon,85.88565024991935,5,-174264.44527780113,1729135.4887125362,0.00194782856823452,0.9930203676972941
6657,2015,Yukon,85.87998560189672,4,-234215.177558143,1690452.6592085552,0.0019477000978414408,0.9929548723456733
6704,2015,Yukon,85.8238657309977,4,-229003.90519042773,1694141.6551781974,0.0019464273370546892,0.9923060075507615
1197,2015,Yukon,85.78856907982001,5,-215385.58155179876,1386655.1090563699,0.0019456268328339394,0.9918979033630543
2638,2015,Yukon,85.78710319613529,6,-337749.61239966715,1472342.0474603807,0.0019455935875815544,0.9918809546370289
