reachid,Str_Order,avg_rescale,n_years
157,3,0,3
168,3,0,3
289,4,4.743097618036162e-6,3
290,5,1.797636918897831e-4,3
291,4,1.755937360640477e-4,3
292,5,1.6307415529253076e-4,3
294,6,1.6907044590124795e-4,3
295,7,1.7457704538144793e-4,3
299,7,1.7161259158709937e-4,3
300,7,1.8209690468352395e-4,3
303,7,1.7758523506397945e-4,3
305,4,1.797652650056155e-4,3
306,4,1.629849050134057e-4,3
309,4,1.7953972124864064e-4,3
313,4,3.100291687319625e-5,3
314,4,1.0761373543617522e-4,3
320,4,0,3
321,4,1.7875741980798109e-4,3
322,5,1.390647941461277e-4,3
329,4,1.817898880241559e-4,3
333,5,1.5126346368810734e-4,3
334,4,1.8172670190577908e-4,3
335,4,1.8011215614382247e-4,3
336,4,1.3462494723999566e-4,3
339,4,1.2976457385518704e-4,3
341,5,3.078662390839197e-5,3
343,4,0,3
344,4,2.0023255100445902e-5,3
350,6,1.691002499374673e-4,3
352,4,1.7979158813864773e-4,3
356,4,9.354279190377756e-5,3
358,4,0,3
361,4,1.800682369192975e-4,3
363,4,0,3
367,4,0,3
372,4,1.2987722592745413e-4,3
373,4,1.8398420320924147e-4,3
374,4,5.814179866184739e-5,3
378,4,1.8243605484779594e-4,3
379,5,1.3470666641651123e-4,3
380,5,1.2974344019882274e-4,3
383,4,1.8097982564887322e-4,3
384,5,5.806682331252281e-5,3
385,4,1.7952513342972258e-4,3
388,6,1.7708980499406054e-4,3
389,4,1.8240954624692516e-4,3
392,6,1.8043578107847602e-4,3
393,4,1.7360299085828872e-4,3
394,5,5.9481753336172904e-5,3
397,4,1.8482787109809674e-4,3
398,4,1.1203667365664629e-4,3
402,4,1.7431825959542688e-4,3
403,5,1.8379851331828864e-4,3
405,4,1.857176268168598e-4,3
409,4,1.7868454048235323e-4,3
410,4,1.7976996989709046e-4,3
411,4,0,3
413,4,1.7937176871289838e-4,3
414,4,1.8346596942759967e-4,3
415,4,1.855804698836077e-4,3
418,5,6.773964848336539e-5,3
425,7,1.629869214321742e-4,3
426,4,5.013027546485335e-5,3
428,5,6.921695137129969e-5,3
431,4,1.7147004600705907e-4,3
433,4,0,3
436,4,0,3
440,6,1.7763091528243572e-4,3
441,4,0,3
442,4,1.803269343638087e-4,3
443,5,1.4638925004565437e-4,3
444,4,1.2273879067985113e-4,3
446,5,1.8416246834377024e-4,3
449,4,1.8143243591913099e-4,3
450,4,1.7405086454761788e-4,3
451,4,5.585408409250251e-5,3
453,4,1.8399977664443286e-4,3
457,5,1.8561512441007537e-4,3
458,4,1.7956475808450986e-4,3
461,4,1.851992668273935e-4,3
463,4,1.817095056000568e-4,3
465,4,1.761318771504539e-4,3
470,4,1.7145752165246493e-4,3
471,4,0,3
473,4,1.8019617238485252e-4,3
474,5,1.8510817842169356e-4,3
476,4,1.8207908386455473e-4,3
478,4,1.793701008628169e-4,3
482,4,1.766893366062164e-4,3
483,5,1.7868326737444424e-4,3
484,4,1.034463463613924e-4,3
485,4,1.1780584529785588e-4,3
486,4,6.921365092036671e-5,3
494,4,1.7381643992952405e-4,3
495,5,1.4650564626604636e-4,3
496,6,1.743187871267553e-4,3
497,5,1.8227334398880266e-4,3
500,4,1.8021256398250327e-4,3
502,7,1.4156354968303836e-4,3
505,7,1.4156796753800094e-4,3
506,7,1.3786051078600687e-4,3
507,6,1.8475954433485502e-4,3
508,6,1.7878903923405166e-4,3
509,7,1.815032494938876e-4,3
510,7,1.787739733291376e-4,3
512,6,1.8345955259352212e-4,3
513,6,1.8445619143818385e-4,3
514,6,1.7873437011213687e-4,3
516,7,1.8483127919581766e-4,3
518,5,7.18153081950094e-5,3
519,7,0,3
521,4,6.008710353015752e-5,3
522,5,1.7372282434609257e-4,3
523,4,1.7377448640143618e-4,3
525,5,7.689959310961959e-5,3
527,6,1.8563189923505666e-4,3
528,4,1.021836084357373e-4,3
533,4,1.451373747601342e-4,3
534,4,1.7953152947315718e-4,3
535,5,1.8539281059159096e-4,3
536,5,8.599140391459564e-5,3
538,7,1.7756994706054935e-4,3
539,5,1.8378255241276395e-4,3
544,5,1.1783148105252482e-4,3
546,4,1.3336422202013765e-4,3
547,4,1.7719215278044715e-4,3
548,5,1.6697462302461073e-4,3
550,5,1.7756711290520832e-4,3
554,7,1.378145517795688e-4,3
555,7,0,3
556,4,1.8292973774187212e-4,3
562,6,1.7769206790731992e-4,3
563,4,7.237892825143977e-5,3
564,5,1.844142819712996e-4,3
566,5,4.727593551684968e-5,3
567,7,1.3204442711232757e-4,3
568,4,1.7935226690571742e-4,3
569,5,1.2147262178916127e-4,3
573,7,1.7878830034260247e-4,3
574,4,1.8005672189414375e-4,3
576,5,1.6820212704963484e-4,3
578,6,1.7835738017426726e-4,3
580,5,1.847218344820324e-4,3
582,5,1.8577641763388032e-4,3
584,5,7.312415483207782e-5,3
585,4,0,3
590,4,1.714941961272181e-4,3
591,5,1.1787518544665253e-4,3
592,5,1.52676701353123e-4,3
594,4,1.8376435370309006e-4,3
598,4,1.8051596524469937e-4,3
599,4,1.7480415479208524e-4,3
602,7,1.787310645486699e-4,3
603,7,1.787397087163532e-4,3
604,4,1.750148740907655e-4,3
606,6,5.775659424228962e-5,3
607,5,1.1335476020137841e-4,3
612,4,0,3
615,6,1.7837345240445343e-4,3
616,6,1.7949719677315949e-4,3
617,4,1.0636817708982285e-4,3
618,5,1.2977818392129924e-4,3
619,4,1.7870709887083864e-4,3
620,7,1.7954577772347097e-4,3
622,6,7.69037996957766e-5,3
623,4,1.3206810332867352e-4,3
625,4,1.7645842392597407e-4,3
626,6,7.677479838481518e-5,3
630,4,1.8397766756936076e-4,3
633,5,1.8476482453901838e-4,3
635,4,1.7076452735936644e-4,3
636,4,1.6779232613813394e-4,3
637,4,1.0763718419210565e-4,3
638,4,1.6835901921030832e-4,3
639,4,1.8444080325196463e-4,3
640,4,1.823396547721262e-4,3
647,4,1.8037397248267973e-4,3
648,5,1.1160215167043299e-4,3
650,4,1.7756482448685204e-4,3
651,6,1.854020911818809e-4,3
656,4,1.8318921906253268e-4,3
657,4,1.577741436260188e-4,3
661,4,1.034254196826633e-4,3
663,4,1.755629887305882e-4,3
666,4,1.817599471898239e-4,3
667,4,0,3
668,5,1.7938689074531463e-4,3
670,7,1.4440775764409112e-4,3
673,5,1.3778946207661127e-4,3
674,5,1.7050790379693296e-4,3
675,6,1.8071391385001843e-4,3
677,5,1.8175568008593708e-4,3
678,4,1.683589674608418e-4,3
679,4,1.739357902090189e-4,3
681,4,1.6937969335333175e-4,3
683,6,1.776136720330757e-4,3
684,5,1.2991691812422096e-4,3
686,4,1.0217570029392997e-4,3
688,4,1.8415036908011576e-4,3
689,5,1.4160388417747748e-4,3
690,4,1.787897294911271e-4,3
692,5,1.0062363489901555e-4,3
693,4,1.7778904918865128e-4,3
695,4,9.808671058237992e-5,3
696,4,1.7874464571041046e-4,3
698,6,8.885403056286954e-5,3
699,4,1.7880995532558686e-4,3
701,6,1.8217144439950189e-4,3
702,4,1.569182843970177e-4,3
704,4,1.378115244027665e-4,3
705,4,1.8267010222189437e-4,3
707,5,1.8348613430690746e-4,3
708,6,8.65243557273191e-5,3
709,5,9.355904018212933e-5,3
710,5,9.697787175946033e-5,3
713,4,1.7876651247426058e-4,3
715,5,1.8470223667777386e-4,3
717,5,1.404138812545057e-4,3
718,7,1.2558548261371543e-4,3
719,6,8.720794461003633e-5,3
721,5,1.8109477104287194e-4,3
722,5,1.6718517194903442e-4,3
723,4,1.7935555144624193e-4,3
724,5,1.463581309973218e-4,3
727,4,1.1202406949189126e-4,3
735,6,1.5200979712057155e-4,3
738,4,1.4041344388900984e-4,3
739,5,9.560776701885828e-5,3
740,4,1.8092084885433255e-4,3
742,7,1.4407765564942293e-4,3
743,5,1.346814909437429e-4,3
745,5,1.8220398599167102e-4,3
746,7,1.2552726322935634e-4,3
747,4,0.00011335513828498326,3
748,4,1.8347175014156547e-4,3
749,5,1.8281876181868738e-4,3
750,4,0,3
752,7,1.2401302398282402e-4,3
755,4,1.4743912998170565e-4,3
759,5,1.8227473771404248e-4,3
761,4,0,3
763,5,9.3934637641924e-5,3
764,4,1.8226691715900585e-4,3
766,4,1.815301587892146e-4,3
772,5,1.845246182159806e-4,3
777,6,1.7758194040082978e-4,3
779,5,1.8375480117501305e-4,3
780,7,9.825043219257092e-5,3
781,4,1.787799556820396e-4,3
783,4,1.7571985046613135e-4,3
784,4,1.5974888154439952e-4,3
785,7,1.4440861536893417e-4,3
786,6,1.5771184668768952e-4,3
789,4,1.4324403355463907e-4,3
791,4,1.8105671784373145e-4,3
793,7,1.410930733136553e-4,3
795,4,1.765430830807684e-4,3
797,4,0,3
800,7,9.70220036394734e-5,3
801,5,1.844415564538621e-4,3
293,3,0,3
296,3,0,3
297,3,0,3
298,3,0,3
301,3,0,3
302,3,0,3
304,3,0,3
310,3,0,3
311,3,0,3
312,3,0,3
316,3,0,3
317,3,0,3
318,3,0,3
319,3,0,3
325,3,0,3
326,3,0,3
327,3,0,3
328,3,0,3
330,3,0,3
331,3,0,3
332,3,0,3
337,3,0,3
338,3,0,3
340,3,0,3
342,3,0,3
345,3,0,3
346,3,0,3
347,3,0,3
348,3,0,3
349,3,0,3
351,3,0,3
353,3,0,3
354,3,0,3
355,3,0,3
357,3,0,3
359,3,0,3
360,3,0,3
362,3,0,3
364,3,0,3
365,3,0,3
366,3,0,3
368,3,0,3
369,3,0,3
370,3,0,3
371,3,0,3
375,3,0,3
376,3,0,3
377,3,0,3
381,3,0,3
382,3,0,3
386,3,0,3
387,3,0,3
390,3,0,3
391,3,0,3
395,3,0,3
396,3,0,3
399,3,0,3
400,3,0,3
401,3,0,3
404,3,0,3
406,3,0,3
407,3,0,3
408,3,0,3
412,3,0,3
416,3,0,3
417,3,0,3
421,3,0,3
422,3,0,3
423,3,0,3
424,3,0,3
427,3,0,3
429,3,0,3
430,3,0,3
432,3,0,3
434,3,0,3
435,3,0,3
439,3,0,3
445,3,0,3
447,3,0,3
448,3,0,3
452,3,0,3
454,3,0,3
455,3,0,3
456,3,0,3
459,3,0,3
460,3,0,3
462,3,0,3
464,3,0,3
466,3,0,3
467,3,0,3
468,3,0,3
469,3,0,3
472,3,0,3
475,3,0,3
477,3,0,3
479,3,0,3
480,3,0,3
481,3,0,3
487,3,0,3
488,3,0,3
489,3,0,3
490,3,0,3
491,3,0,3
492,3,0,3
493,3,0,3
498,3,0,3
499,3,0,3
501,3,0,3
503,3,0,3
504,3,0,3
511,3,0,3
515,3,0,3
517,3,0,3
520,3,0,3
524,3,0,3
526,3,0,3
529,3,0,3
530,3,0,3
531,3,0,3
532,3,0,3
537,3,0,3
540,3,0,3
541,3,0,3
542,3,0,3
543,3,0,3
545,3,0,3
549,3,0,3
551,3,0,3
552,3,0,3
553,3,0,3
557,3,0,3
558,3,0,3
559,3,0,3
560,3,0,3
561,3,0,3
565,3,0,3
570,3,0,3
571,3,0,3
572,3,0,3
575,3,0,3
577,3,0,3
579,3,0,3
581,3,0,3
583,3,0,3
586,3,0,3
589,3,0,3
593,3,0,3
595,3,0,3
596,3,0,3
597,3,0,3
600,3,0,3
601,3,0,3
605,3,0,3
608,3,0,3
609,3,0,3
610,3,0,3
611,3,0,3
613,3,0,3
614,3,0,3
621,3,0,3
624,3,0,3
629,3,0,3
631,3,0,3
632,3,0,3
634,3,0,3
641,3,0,3
642,3,0,3
643,3,0,3
644,3,0,3
645,3,0,3
646,3,0,3
649,3,0,3
652,3,0,3
653,3,0,3
654,3,0,3
655,3,0,3
658,3,0,3
659,3,0,3
660,3,0,3
662,3,0,3
664,3,0,3
665,3,0,3
669,3,0,3
671,3,0,3
672,3,0,3
676,3,0,3
680,3,0,3
682,3,0,3
685,3,0,3
687,3,0,3
691,3,0,3
694,3,0,3
697,3,0,3
700,3,0,3
703,3,0,3
706,3,0,3
711,3,0,3
712,3,0,3
714,3,0,3
716,3,0,3
720,3,0,3
725,3,0,3
726,3,0,3
728,3,0,3
729,3,0,3
730,3,0,3
731,3,0,3
732,3,0,3
733,3,0,3
734,3,0,3
736,3,0,3
737,3,0,3
741,3,0,3
744,3,0,3
751,3,0,3
753,3,0,3
754,3,0,3
756,3,0,3
757,3,0,3
758,3,0,3
760,3,0,3
762,3,0,3
765,3,0,3
767,3,0,3
768,3,0,3
769,3,0,3
770,3,0,3
771,3,0,3
773,3,0,3
774,3,0,3
775,3,0,3
776,3,0,3
778,3,0,3
782,3,0,3
787,3,0,3
788,3,0,3
790,3,0,3
792,3,0,3
794,3,0,3
796,3,0,3
798,3,0,3
799,3,0,3
315,3,0,3
803,5,1.1780685866563742e-4,3
806,5,1.8097814369783086e-4,3
809,4,0,3
813,6,1.4160700606544494e-4,3
816,5,1.4650734895259562e-4,3
819,5,1.7665327897456318e-4,3
822,4,1.775840054901564e-4,3
823,4,1.0905475969596933e-4,3
824,6,1.572117560091773e-4,3
825,4,1.7869355911691605e-4,3
826,4,1.822149302407619e-4,3
829,4,9.201137638762274e-5,3
831,4,1.8011915691866213e-4,3
832,4,1.7708881716064484e-4,3
840,4,1.776289277627661e-4,3
846,4,1.8539337252835886e-4,3
847,4,1.7648587311338852e-4,3
848,4,1.1204469707817314e-4,3
852,4,1.6951827041100095e-4,3
853,4,1.706439545736537e-4,3
854,5,1.7955486949869308e-4,3
857,4,1.786858179416648e-4,3
860,4,0,3
862,4,1.5599824108294548e-4,3
863,6,1.5685353388502892e-4,3
868,5,1.165653980037491e-4,3
871,4,1.7569260486229997e-4,3
873,5,1.2272689961446086e-4,3
875,5,1.7107948451454703e-4,3
876,4,1.8252019031810942e-4,3
877,4,1.8154759228256384e-4,3
880,5,1.2565464946353831e-4,3
881,4,1.729140589378533e-4,3
882,4,1.299179058928387e-4,3
883,4,1.7555025792632517e-4,3
884,4,7.728831235909591e-5,3
887,5,1.2027740163661489e-4,3
889,4,1.1203836027630084e-4,3
890,6,1.5763360909151668e-4,3
894,5,1.817078956925481e-4,3
896,4,1.786738211654565e-4,3
897,4,0,3
898,5,1.7651622608275626e-4,3
901,4,0,3
911,4,1.854135989919232e-4,3
912,4,1.7742195501122492e-4,3
913,5,1.7876809588648996e-4,3
914,7,9.363729964862949e-5,3
915,4,0,3
916,4,1.796960035003861e-4,3
918,4,1.8440821978245818e-4,3
920,6,1.5543943571250362e-4,3
922,4,1.6892202101967442e-4,3
924,4,7.886187041870836e-5,3
1003,4,3.608387573000651e-5,3
1029,5,1.5299646062386958e-4,3
1030,4,3.60871646981977e-5,3
1124,4,1.8103861444488891e-4,3
1383,6,1.023776560465621e-4,3
1384,4,0,3
1413,4,1.3207938910004996e-4,3
1414,4,1.8538514352362125e-4,3
927,4,2.4493601078437487e-4,3
929,4,1.7847339989657062e-4,3
930,6,1.5544330471124052e-4,3
932,6,1.5303498173864678e-4,3
936,4,1.7571480245456015e-4,3
937,5,1.1782879766842542e-4,3
939,6,1.5428303557555356e-4,3
942,6,1.542845030095763e-4,3
943,4,1.0500147882007229e-4,3
944,4,1.8153214843889343e-4,3
945,4,1.0343325831700461e-4,3
947,9,2.2847493935214168e-5,3
948,6,1.5427976294942809e-4,3
949,6,1.2560643858502656e-4,3
952,5,1.6837571474103577e-4,3
954,5,1.7777612174811646e-4,3
955,5,1.4751751712362303e-4,3
958,4,1.8051381240711485e-4,3
959,9,2.2889425826035237e-5,3
963,7,1.695214497578422e-4,3
965,4,0,3
968,5,1.4584990247001547e-4,3
972,4,1.6386530708079275e-4,3
973,5,1.5038778470536442e-4,3
980,6,1.4930439445517952e-4,3
983,4,1.0342106625689114e-4,3
987,6,1.5087572485821102e-4,3
988,5,1.7647981726485296e-4,3
997,4,6.393870303299788e-5,3
998,4,8.776764207409896e-5,3
1000,4,0,3
1001,8,1.7532373184562874e-4,3
1002,8,1.7313309597490954e-4,3
1005,4,1.77215272772861e-4,3
1007,9,2.2824624720961438e-5,3
1008,5,1.8350496446849118e-4,3
1009,8,1.6714162916227874e-4,3
1013,4,2.4371988620038886e-4,3
1014,4,1.063752904558473e-4,3
1017,9,2.2794363716844426e-5,3
1018,4,0,3
1020,4,1.7854720890740083e-4,3
1021,9,2.27834949890104e-5,3
1022,5,1.7878154176688839e-4,3
1025,8,1.6892488728533604e-4,3
1026,4,2.487595964133033e-4,3
1027,4,2.484586020142197e-4,3
1031,4,3.608788397769269e-5,3
1033,5,1.5291333119278253e-4,3
1034,4,2.5369123067087477e-4,3
1037,5,1.5422518416680043e-4,3
1038,4,3.609031247971565e-5,3
1039,5,1.7645327499672372e-4,3
1041,4,1.776730525068991e-4,3
1044,6,1.4734357144607205e-4,3
1045,4,1.0211921560635315e-4,3
1046,7,9.202415860056904e-5,3
1049,9,2.288611959829401e-5,3
1050,5,1.8175229204717825e-4,3
1051,4,1.7874280065859706e-4,3
1052,4,1.817336534873172e-4,3
1053,8,1.6910452920337337e-4,3
1055,4,3.612655843571106e-5,3
1057,4,0,3
1058,7,8.939044584943641e-5,3
1059,4,0,3
1063,4,1.7772224349604562e-4,3
1067,8,1.7197701380400644e-4,3
1074,4,8.883800633990072e-5,3
1075,9,2.275429779005747e-5,3
1076,4,2.5354981958313416e-4,3
1079,4,1.7431800707908948e-4,3
1082,4,2.5179153146727927e-4,3
1085,4,8.894562210991156e-5,3
1086,5,1.5587614626658798e-4,3
1087,4,9.380528637392939e-5,3
1088,7,8.927670223898195e-5,3
1089,8,1.7326864079098472e-4,3
1091,4,9.366365358477681e-5,3
1092,4,2.4338931947366255e-4,3
1097,4,2.4357903890053224e-4,3
1099,4,9.567698714698744e-5,3
1101,8,1.7840659733845202e-4,3
1102,5,1.796915565290704e-4,3
1105,4,0,3
1106,4,1.7529164281526353e-4,3
1108,4,1.4156507535239247e-4,3
1111,5,1.3470488936018172e-4,3
1112,7,1.8040875138042921e-4,3
1116,4,2.4926293583696856e-4,3
1118,5,1.75614617689586e-4,3
1119,4,1.4507018741524683e-4,3
1120,4,1.5220609959593195e-4,3
1125,7,8.916046778276162e-5,3
1126,5,3.925678448465826e-5,3
1129,4,9.379652253926512e-5,3
1131,4,2.4401554087148672e-4,3
1135,4,0,3
1137,5,3.63382965680774e-5,3
1143,7,8.896748014236686e-5,3
1144,4,1.7761712979180846e-4,3
1145,4,1.7980849857800546e-4,3
1146,5,1.7608624110130165e-4,3
1147,4,1.834869134802724e-4,3
1148,4,2.443020904162321e-4,3
1150,4,6.477509855012736e-5,3
1151,6,1.1157088589437471e-4,3
1155,7,8.876482997405531e-5,3
1156,4,1.5073012611696278e-4,3
1158,4,1.8425929687582296e-4,3
1159,9,2.276006315472967e-5,3
1160,5,1.7863764041700273e-4,3
1161,7,8.303761285976128e-5,3
1163,7,1.817493487518087e-4,3
1165,5,2.539071574741449e-4,3
1167,7,7.919689666952345e-5,3
1170,4,1.6693262385029492e-4,3
1171,5,2.495334279662783e-4,3
1172,8,1.7836577187201971e-4,3
1173,4,1.7643108676941287e-4,3
1175,4,1.7871107814759762e-4,3
1176,8,1.7937672148823873e-4,3
1177,9,2.404229917862592e-5,3
1181,5,9.387775827611339e-5,3
1185,4,8.322530413213968e-5,3
1186,4,9.395160954426162e-5,3
1188,7,7.899267689927635e-5,3
1190,4,2.0510353529530867e-5,3
1191,7,7.739317937607572e-5,3
1193,4,2.3544110276689344e-4,3
1194,4,1.4226925356850367e-4,3
1195,7,7.89663446851712e-5,3
1197,4,8.885710482453303e-5,3
1199,4,1.7777737221944502e-4,3
1200,4,1.764911268778579e-4,3
1202,4,2.5216836851408154e-4,3
1206,4,1.7298583000280757e-4,3
1207,5,1.8351527206137796e-4,3
1209,7,1.8176853531846424e-4,3
1213,5,1.8037255070371788e-4,3
1215,4,1.8023798332338748e-4,3
1216,4,2.5442166349611656e-4,3
1221,5,3.6329341847392235e-5,3
1222,4,9.371722703859003e-5,3
1224,4,0,3
1225,4,2.535935781460164e-4,3
1227,5,1.7410761754091788e-4,3
1232,4,1.79710655295416e-4,3
1235,8,1.8007122846578415e-4,3
1237,4,1.3887265720203713e-4,3
1238,5,1.8512018493670933e-4,3
1240,5,1.8009116037276886e-4,3
1241,4,1.753273572068149e-4,3
1243,5,1.5777771449426546e-4,3
1247,5,1.7446887796394644e-4,3
1248,4,1.7890128179402908e-4,3
1249,4,2.1744587970001127e-4,3
1252,4,1.8544776170350102e-4,3
1254,9,2.277160685584704e-5,3
1255,4,0,3
1256,8,1.815203044007086e-4,3
1258,4,2.495791144023638e-4,3
1259,4,0.00024973107210514873,3
1261,6,1.7877097597784644e-4,3
1262,4,0,3
1263,5,1.558937667863937e-4,3
1265,5,3.756085079454888e-5,3
1266,6,1.0763751089799669e-4,3
1267,4,2.1072567344790157e-4,3
1272,4,1.7537239971755327e-4,3
1274,4,1.8347525845560056e-4,3
