reachbase,original_reachid,stream_order,upstream_reachid,tributary_group_id
3,902,3,902,3_902_3
3,978,3,978,3_978_3
3,925,3,925,3_925_3
3,935,3,935,3_935_3
3,950,3,950,3_950_3
3,951,3,951,3_951_3
3,961,3,961,3_961_3
3,971,3,971,3_971_3
3,976,3,976,3_976_3
3,979,3,979,3_979_3
3,984,3,984,3_984_3
3,992,3,992,3_992_3
3,994,3,994,3_994_3
3,996,3,996,3_996_3
3,1011,3,1011,3_1011_3
3,1016,3,1016,3_1016_3
3,1019,3,1019,3_1019_3
3,1023,3,1023,3_1023_3
3,1048,3,1048,3_1048_3
3,1060,3,1060,3_1060_3
3,1062,3,1062,3_1062_3
3,1066,3,1066,3_1066_3
3,1069,3,1069,3_1069_3
3,1080,3,1080,3_1080_3
3,1083,3,1083,3_1083_3
3,1096,3,1096,3_1096_3
3,1104,3,1104,3_1104_3
3,1107,3,1107,3_1107_3
3,1110,3,1110,3_1110_3
3,1132,3,1132,3_1132_3
3,1141,3,1141,3_1141_3
3,1142,3,1142,3_1142_3
3,1168,3,1168,3_1168_3
3,1174,3,1174,3_1174_3
3,1178,3,1178,3_1178_3
3,1179,3,1179,3_1179_3
3,1180,3,1180,3_1180_3
3,1187,3,1187,3_1187_3
3,1201,3,1201,3_1201_3
3,1203,3,1203,3_1203_3
3,1208,3,1208,3_1208_3
3,1211,3,1211,3_1211_3
3,1214,3,1214,3_1214_3
3,1220,3,1220,3_1220_3
3,1228,3,1228,3_1228_3
3,1236,3,1236,3_1236_3
3,1242,3,1242,3_1242_3
3,1251,3,1251,3_1251_3
3,1257,3,1257,3_1257_3
3,1260,3,1260,3_1260_3
3,1264,3,1264,3_1264_3
3,1268,3,1268,3_1268_3
3,1276,3,1276,3_1276_3
3,1283,3,1283,3_1283_3
3,1284,3,1284,3_1284_3
3,1285,3,1285,3_1285_3
3,1287,3,1287,3_1287_3
3,1294,3,1294,3_1294_3
3,1297,3,1297,3_1297_3
3,1301,3,1301,3_1301_3
3,1310,3,1310,3_1310_3
3,1324,3,1324,3_1324_3
3,1325,3,1325,3_1325_3
3,1328,3,1328,3_1328_3
3,1331,3,1331,3_1331_3
3,1332,3,1332,3_1332_3
3,1334,3,1334,3_1334_3
3,1337,3,1337,3_1337_3
3,1340,3,1340,3_1340_3
3,1341,3,1341,3_1341_3
3,1350,3,1350,3_1350_3
3,1371,3,1371,3_1371_3
3,1374,3,1374,3_1374_3
3,1385,3,1385,3_1385_3
3,1388,3,1388,3_1388_3
3,1398,3,1398,3_1398_3
3,1399,3,1399,3_1399_3
3,1422,3,1422,3_1422_3
3,1425,3,1425,3_1425_3
3,1439,3,1439,3_1439_3
3,1440,3,1440,3_1440_3
3,1442,3,1442,3_1442_3
3,1450,3,1450,3_1450_3
3,1451,3,1451,3_1451_3
3,1453,3,1453,3_1453_3
3,1465,3,1465,3_1465_3
3,1466,3,1466,3_1466_3
3,1472,3,1472,3_1472_3
3,1475,3,1475,3_1475_3
3,1481,3,1481,3_1481_3
3,1482,3,1482,3_1482_3
3,1491,3,1491,3_1491_3
3,1498,3,1498,3_1498_3
3,1511,3,1511,3_1511_3
3,1515,3,1515,3_1515_3
3,1518,3,1518,3_1518_3
3,1519,3,1519,3_1519_3
3,1522,3,1522,3_1522_3
3,1523,3,1523,3_1523_3
3,1526,3,1526,3_1526_3
3,1531,3,1531,3_1531_3
3,1532,3,1532,3_1532_3
3,1534,3,1534,3_1534_3
3,1536,3,1536,3_1536_3
3,1579,3,1579,3_1579_3
3,1781,3,1781,3_1781_3
3,1811,3,1811,3_1811_3
3,1835,3,1835,3_1835_3
3,1837,3,1837,3_1837_3
3,1558,3,1558,3_1558_3
3,1559,3,1559,3_1559_3
3,1568,3,1568,3_1568_3
3,1573,3,1573,3_1573_3
3,1574,3,1574,3_1574_3
3,1575,3,1575,3_1575_3
3,1576,3,1576,3_1576_3
3,1587,3,1587,3_1587_3
3,1590,3,1590,3_1590_3
3,1591,3,1591,3_1591_3
3,1597,3,1597,3_1597_3
3,1598,3,1598,3_1598_3
3,1606,3,1606,3_1606_3
3,1611,3,1611,3_1611_3
3,1615,3,1615,3_1615_3
3,1616,3,1616,3_1616_3
3,1618,3,1618,3_1618_3
3,1619,3,1619,3_1619_3
3,1620,3,1620,3_1620_3
3,1625,3,1625,3_1625_3
3,1636,3,1636,3_1636_3
3,1638,3,1638,3_1638_3
3,1639,3,1639,3_1639_3
3,1641,3,1641,3_1641_3
3,1643,3,1643,3_1643_3
3,1647,3,1647,3_1647_3
3,1650,3,1650,3_1650_3
3,1651,3,1651,3_1651_3
3,1652,3,1652,3_1652_3
3,1654,3,1654,3_1654_3
3,1655,3,1655,3_1655_3
3,1660,3,1660,3_1660_3
3,1667,3,1667,3_1667_3
3,1683,3,1683,3_1683_3
3,1686,3,1686,3_1686_3
3,1688,3,1688,3_1688_3
3,1692,3,1692,3_1692_3
3,1696,3,1696,3_1696_3
3,1697,3,1697,3_1697_3
3,1698,3,1698,3_1698_3
3,1701,3,1701,3_1701_3
3,1709,3,1709,3_1709_3
3,1716,3,1716,3_1716_3
3,1727,3,1727,3_1727_3
3,1735,3,1735,3_1735_3
3,1736,3,1736,3_1736_3
3,1739,3,1739,3_1739_3
3,1747,3,1747,3_1747_3
3,1748,3,1748,3_1748_3
3,1750,3,1750,3_1750_3
3,1752,3,1752,3_1752_3
3,1757,3,1757,3_1757_3
3,1760,3,1760,3_1760_3
3,1763,3,1763,3_1763_3
3,1768,3,1768,3_1768_3
3,1777,3,1777,3_1777_3
3,1778,3,1778,3_1778_3
3,1783,3,1783,3_1783_3
3,1787,3,1787,3_1787_3
3,1790,3,1790,3_1790_3
3,1794,3,1794,3_1794_3
3,1797,3,1797,3_1797_3
3,1802,3,1802,3_1802_3
3,1805,3,1805,3_1805_3
3,1807,3,1807,3_1807_3
3,1816,3,1816,3_1816_3
3,1818,3,1818,3_1818_3
3,1826,3,1826,3_1826_3
3,1830,3,1830,3_1830_3
3,1841,3,1841,3_1841_3
3,1852,3,1852,3_1852_3
3,1853,3,1853,3_1853_3
3,1854,3,1854,3_1854_3
3,1861,3,1861,3_1861_3
3,1862,3,1862,3_1862_3
3,1863,3,1863,3_1863_3
3,1870,3,1870,3_1870_3
3,1880,3,1880,3_1880_3
3,1882,3,1882,3_1882_3
3,1958,3,1958,3_1958_3
3,2362,3,2362,3_2362_3
3,1894,3,1894,3_1894_3
3,1897,3,1897,3_1897_3
3,1899,3,1899,3_1899_3
3,1906,3,1906,3_1906_3
3,1909,3,1909,3_1909_3
3,1911,3,1911,3_1911_3
3,1916,3,1916,3_1916_3
3,1919,3,1919,3_1919_3
3,1927,3,1927,3_1927_3
3,1932,3,1932,3_1932_3
3,1941,3,1941,3_1941_3
3,1942,3,1942,3_1942_3
3,1945,3,1945,3_1945_3
3,1948,3,1948,3_1948_3
3,1949,3,1949,3_1949_3
3,1952,3,1952,3_1952_3
3,1954,3,1954,3_1954_3
3,1955,3,1955,3_1955_3
3,1968,3,1968,3_1968_3
3,1971,3,1971,3_1971_3
3,1984,3,1984,3_1984_3
3,1989,3,1989,3_1989_3
3,1992,3,1992,3_1992_3
3,1999,3,1999,3_1999_3
3,2001,3,2001,3_2001_3
3,2004,3,2004,3_2004_3
3,2006,3,2006,3_2006_3
3,2008,3,2008,3_2008_3
3,2011,3,2011,3_2011_3
3,2012,3,2012,3_2012_3
3,2017,3,2017,3_2017_3
3,2020,3,2020,3_2020_3
3,2022,3,2022,3_2022_3
3,2023,3,2023,3_2023_3
3,2027,3,2027,3_2027_3
3,2031,3,2031,3_2031_3
3,2035,3,2035,3_2035_3
3,2036,3,2036,3_2036_3
3,2041,3,2041,3_2041_3
3,2042,3,2042,3_2042_3
3,2044,3,2044,3_2044_3
3,2046,3,2046,3_2046_3
3,2047,3,2047,3_2047_3
3,2053,3,2053,3_2053_3
3,2054,3,2054,3_2054_3
3,2056,3,2056,3_2056_3
3,2058,3,2058,3_2058_3
3,2059,3,2059,3_2059_3
3,2066,3,2066,3_2066_3
3,2073,3,2073,3_2073_3
3,2074,3,2074,3_2074_3
3,2076,3,2076,3_2076_3
3,2085,3,2085,3_2085_3
3,2089,3,2089,3_2089_3
3,2092,3,2092,3_2092_3
3,2093,3,2093,3_2093_3
3,2098,3,2098,3_2098_3
3,2109,3,2109,3_2109_3
3,2110,3,2110,3_2110_3
3,2111,3,2111,3_2111_3
3,2114,3,2114,3_2114_3
3,2118,3,2118,3_2118_3
3,2123,3,2123,3_2123_3
3,2124,3,2124,3_2124_3
3,2127,3,2127,3_2127_3
3,2130,3,2130,3_2130_3
3,2136,3,2136,3_2136_3
3,2139,3,2139,3_2139_3
3,2151,3,2151,3_2151_3
3,2153,3,2153,3_2153_3
3,2163,3,2163,3_2163_3
3,2164,3,2164,3_2164_3
3,2166,3,2166,3_2166_3
3,2169,3,2169,3_2169_3
3,2170,3,2170,3_2170_3
3,2172,3,2172,3_2172_3
3,2174,3,2174,3_2174_3
3,2176,3,2176,3_2176_3
3,2179,3,2179,3_2179_3
3,2189,3,2189,3_2189_3
3,2194,3,2194,3_2194_3
3,2195,3,2195,3_2195_3
3,2200,3,2200,3_2200_3
3,2201,3,2201,3_2201_3
3,2203,3,2203,3_2203_3
3,2204,3,2204,3_2204_3
3,2213,3,2213,3_2213_3
3,2215,3,2215,3_2215_3
3,2219,3,2219,3_2219_3
3,2221,3,2221,3_2221_3
3,2222,3,2222,3_2222_3
3,2226,3,2226,3_2226_3
3,2227,3,2227,3_2227_3
3,2230,3,2230,3_2230_3
3,2233,3,2233,3_2233_3
3,2240,3,2240,3_2240_3
3,2245,3,2245,3_2245_3
3,2250,3,2250,3_2250_3
3,2254,3,2254,3_2254_3
3,2258,3,2258,3_2258_3
3,2262,3,2262,3_2262_3
3,2265,3,2265,3_2265_3
3,2266,3,2266,3_2266_3
3,2271,3,2271,3_2271_3
3,2272,3,2272,3_2272_3
3,2275,3,2275,3_2275_3
3,2277,3,2277,3_2277_3
3,2279,3,2279,3_2279_3
3,2281,3,2281,3_2281_3
3,2285,3,2285,3_2285_3
3,2297,3,2297,3_2297_3
3,2303,3,2303,3_2303_3
3,2304,3,2304,3_2304_3
3,2305,3,2305,3_2305_3
3,2308,3,2308,3_2308_3
3,2319,3,2319,3_2319_3
3,2324,3,2324,3_2324_3
3,2328,3,2328,3_2328_3
3,2333,3,2333,3_2333_3
3,2343,3,2343,3_2343_3
3,2344,3,2344,3_2344_3
3,2345,3,2345,3_2345_3
3,2346,3,2346,3_2346_3
3,2348,3,2348,3_2348_3
3,2350,3,2350,3_2350_3
3,2351,3,2351,3_2351_3
3,2357,3,2357,3_2357_3
3,2358,3,2358,3_2358_3
3,2360,3,2360,3_2360_3
3,2363,3,2363,3_2363_3
3,2364,3,2364,3_2364_3
3,2366,3,2366,3_2366_3
3,2370,3,2370,3_2370_3
3,2377,3,2377,3_2377_3
3,2380,3,2380,3_2380_3
3,2385,3,2385,3_2385_3
3,2387,3,2387,3_2387_3
3,2395,3,2395,3_2395_3
3,2400,3,2400,3_2400_3
3,2407,3,2407,3_2407_3
3,2410,3,2410,3_2410_3
3,2412,3,2412,3_2412_3
3,2413,3,2413,3_2413_3
3,2422,3,2422,3_2422_3
3,2423,3,2423,3_2423_3
3,2430,3,2430,3_2430_3
3,2431,3,2431,3_2431_3
3,2432,3,2432,3_2432_3
3,2434,3,2434,3_2434_3
3,2437,3,2437,3_2437_3
3,2439,3,2439,3_2439_3
3,2448,3,2448,3_2448_3
3,2449,3,2449,3_2449_3
3,2451,3,2451,3_2451_3
3,2457,3,2457,3_2457_3
3,2463,3,2463,3_2463_3
3,2465,3,2465,3_2465_3
3,2470,3,2470,3_2470_3
3,2471,3,2471,3_2471_3
3,2472,3,2472,3_2472_3
3,2475,3,2475,3_2475_3
3,2476,3,2476,3_2476_3
3,2523,3,2523,3_2523_3
3,2524,3,2524,3_2524_3
3,2667,3,2667,3_2667_3
3,2668,3,2668,3_2668_3
3,2703,3,2703,3_2703_3
3,2811,3,2811,3_2811_3
3,2812,3,2812,3_2812_3
3,2484,3,2484,3_2484_3
3,2485,3,2485,3_2485_3
3,2488,3,2488,3_2488_3
3,2489,3,2489,3_2489_3
3,2496,3,2496,3_2496_3
3,2497,3,2497,3_2497_3
3,2500,3,2500,3_2500_3
3,2507,3,2507,3_2507_3
3,2515,3,2515,3_2515_3
3,2516,3,2516,3_2516_3
3,2522,3,2522,3_2522_3
3,2529,3,2529,3_2529_3
3,2534,3,2534,3_2534_3
3,2538,3,2538,3_2538_3
3,2544,3,2544,3_2544_3
3,2553,3,2553,3_2553_3
3,2554,3,2554,3_2554_3
3,2555,3,2555,3_2555_3
3,2563,3,2563,3_2563_3
3,2566,3,2566,3_2566_3
3,2567,3,2567,3_2567_3
3,2572,3,2572,3_2572_3
3,2573,3,2573,3_2573_3
3,2575,3,2575,3_2575_3
3,2578,3,2578,3_2578_3
3,2579,3,2579,3_2579_3
3,2586,3,2586,3_2586_3
3,2588,3,2588,3_2588_3
3,2595,3,2595,3_2595_3
3,2600,3,2600,3_2600_3
3,2605,3,2605,3_2605_3
3,2607,3,2607,3_2607_3
3,2609,3,2609,3_2609_3
3,2615,3,2615,3_2615_3
3,2619,3,2619,3_2619_3
3,2620,3,2620,3_2620_3
3,2622,3,2622,3_2622_3
3,2624,3,2624,3_2624_3
3,2628,3,2628,3_2628_3
3,2631,3,2631,3_2631_3
3,2646,3,2646,3_2646_3
3,2650,3,2650,3_2650_3
3,2654,3,2654,3_2654_3
3,2655,3,2655,3_2655_3
3,2662,3,2662,3_2662_3
3,2663,3,2663,3_2663_3
3,2664,3,2664,3_2664_3
3,2669,3,2669,3_2669_3
3,2671,3,2671,3_2671_3
3,2672,3,2672,3_2672_3
3,2674,3,2674,3_2674_3
3,2676,3,2676,3_2676_3
3,2677,3,2677,3_2677_3
3,2680,3,2680,3_2680_3
3,2682,3,2682,3_2682_3
3,2683,3,2683,3_2683_3
3,2691,3,2691,3_2691_3
3,2692,3,2692,3_2692_3
3,2693,3,2693,3_2693_3
3,2695,3,2695,3_2695_3
3,2697,3,2697,3_2697_3
3,2701,3,2701,3_2701_3
3,2702,3,2702,3_2702_3
3,2708,3,2708,3_2708_3
3,2709,3,2709,3_2709_3
3,2710,3,2710,3_2710_3
3,2718,3,2718,3_2718_3
3,2721,3,2721,3_2721_3
3,2722,3,2722,3_2722_3
3,2723,3,2723,3_2723_3
3,2724,3,2724,3_2724_3
3,2732,3,2732,3_2732_3
3,2740,3,2740,3_2740_3
3,2744,3,2744,3_2744_3
3,2746,3,2746,3_2746_3
3,2748,3,2748,3_2748_3
3,2753,3,2753,3_2753_3
3,2754,3,2754,3_2754_3
3,2755,3,2755,3_2755_3
3,2757,3,2757,3_2757_3
3,2759,3,2759,3_2759_3
3,2762,3,2762,3_2762_3
3,2763,3,2763,3_2763_3
3,2767,3,2767,3_2767_3
3,2770,3,2770,3_2770_3
3,2772,3,2772,3_2772_3
3,2775,3,2775,3_2775_3
3,2777,3,2777,3_2777_3
3,2783,3,2783,3_2783_3
3,2784,3,2784,3_2784_3
3,2793,3,2793,3_2793_3
3,2795,3,2795,3_2795_3
3,2804,3,2804,3_2804_3
3,2807,3,2807,3_2807_3
3,2808,3,2808,3_2808_3
3,2814,3,2814,3_2814_3
3,2816,3,2816,3_2816_3
3,2820,3,2820,3_2820_3
3,2822,3,2822,3_2822_3
3,2823,3,2823,3_2823_3
3,2824,3,2824,3_2824_3
3,2829,3,2829,3_2829_3
3,2832,3,2832,3_2832_3
3,2834,3,2834,3_2834_3
3,2840,3,2840,3_2840_3
3,2841,3,2841,3_2841_3
3,2848,3,2848,3_2848_3
3,2850,3,2850,3_2850_3
3,2852,3,2852,3_2852_3
3,2853,3,2853,3_2853_3
3,2854,3,2854,3_2854_3
3,2855,3,2855,3_2855_3
3,2856,3,2856,3_2856_3
3,2857,3,2857,3_2857_3
3,2864,3,2864,3_2864_3
3,2874,3,2874,3_2874_3
3,2875,3,2875,3_2875_3
3,2885,3,2885,3_2885_3
3,2887,3,2887,3_2887_3
3,2888,3,2888,3_2888_3
3,2889,3,2889,3_2889_3
3,2894,3,2894,3_2894_3
3,2895,3,2895,3_2895_3
3,2897,3,2897,3_2897_3
3,2898,3,2898,3_2898_3
3,2899,3,2899,3_2899_3
3,2902,3,2902,3_2902_3
3,2903,3,2903,3_2903_3
3,2904,3,2904,3_2904_3
3,2906,3,2906,3_2906_3
3,2917,3,2917,3_2917_3
3,2935,3,2935,3_2935_3
3,2938,3,2938,3_2938_3
3,2940,3,2940,3_2940_3
3,2947,3,2947,3_2947_3
3,2950,3,2950,3_2950_3
3,2972,3,2972,3_2972_3
3,3156,3,3156,3_3156_3
3,2954,3,2954,3_2954_3
3,2955,3,2955,3_2955_3
3,2963,3,2963,3_2963_3
3,2966,3,2966,3_2966_3
3,2970,3,2970,3_2970_3
3,2976,3,2976,3_2976_3
3,2979,3,2979,3_2979_3
3,2982,3,2982,3_2982_3
3,2985,3,2985,3_2985_3
3,2987,3,2987,3_2987_3
3,2989,3,2989,3_2989_3
3,2994,3,2994,3_2994_3
3,2995,3,2995,3_2995_3
3,3001,3,3001,3_3001_3
3,3004,3,3004,3_3004_3
3,3009,3,3009,3_3009_3
3,3011,3,3011,3_3011_3
3,3015,3,3015,3_3015_3
3,3016,3,3016,3_3016_3
3,3018,3,3018,3_3018_3
3,3019,3,3019,3_3019_3
3,3021,3,3021,3_3021_3
3,3024,3,3024,3_3024_3
3,3025,3,3025,3_3025_3
3,3034,3,3034,3_3034_3
3,3036,3,3036,3_3036_3
3,3039,3,3039,3_3039_3
3,3040,3,3040,3_3040_3
3,3043,3,3043,3_3043_3
3,3044,3,3044,3_3044_3
3,3045,3,3045,3_3045_3
3,3046,3,3046,3_3046_3
3,3048,3,3048,3_3048_3
3,3062,3,3062,3_3062_3
3,3063,3,3063,3_3063_3
3,3065,3,3065,3_3065_3
3,3070,3,3070,3_3070_3
3,3072,3,3072,3_3072_3
3,3073,3,3073,3_3073_3
3,3074,3,3074,3_3074_3
3,3075,3,3075,3_3075_3
3,3090,3,3090,3_3090_3
3,3092,3,3092,3_3092_3
3,3097,3,3097,3_3097_3
3,3101,3,3101,3_3101_3
3,3107,3,3107,3_3107_3
3,3109,3,3109,3_3109_3
3,3111,3,3111,3_3111_3
3,3112,3,3112,3_3112_3
3,3115,3,3115,3_3115_3
3,3121,3,3121,3_3121_3
3,3122,3,3122,3_3122_3
3,3124,3,3124,3_3124_3
3,3126,3,3126,3_3126_3
3,3129,3,3129,3_3129_3
3,3130,3,3130,3_3130_3
3,3132,3,3132,3_3132_3
3,3136,3,3136,3_3136_3
3,3139,3,3139,3_3139_3
3,3140,3,3140,3_3140_3
3,3141,3,3141,3_3141_3
3,3142,3,3142,3_3142_3
3,3147,3,3147,3_3147_3
3,3150,3,3150,3_3150_3
3,3151,3,3151,3_3151_3
3,3159,3,3159,3_3159_3
3,3167,3,3167,3_3167_3
3,3172,3,3172,3_3172_3
3,3173,3,3173,3_3173_3
3,3174,3,3174,3_3174_3
3,3177,3,3177,3_3177_3
3,3180,3,3180,3_3180_3
3,3184,3,3184,3_3184_3
3,3185,3,3185,3_3185_3
3,3199,3,3199,3_3199_3
3,3200,3,3200,3_3200_3
3,3201,3,3201,3_3201_3
3,3203,3,3203,3_3203_3
3,3209,3,3209,3_3209_3
3,3210,3,3210,3_3210_3
3,3212,3,3212,3_3212_3
3,3220,3,3220,3_3220_3
3,3221,3,3221,3_3221_3
3,3223,3,3223,3_3223_3
3,3224,3,3224,3_3224_3
3,3229,3,3229,3_3229_3
3,3232,3,3232,3_3232_3
3,3239,3,3239,3_3239_3
3,3255,3,3255,3_3255_3
3,3256,3,3256,3_3256_3
3,3257,3,3257,3_3257_3
3,3260,3,3260,3_3260_3
3,3264,3,3264,3_3264_3
3,3269,3,3269,3_3269_3
3,3280,3,3280,3_3280_3
3,3281,3,3281,3_3281_3
3,3282,3,3282,3_3282_3
3,3289,3,3289,3_3289_3
3,3293,3,3293,3_3293_3
3,3296,3,3296,3_3296_3
3,3299,3,3299,3_3299_3
3,3525,3,3525,3_3525_3
3,3742,3,3742,3_3742_3
3,3833,3,3833,3_3833_3
3,3834,3,3834,3_3834_3
3,3313,3,3313,3_3313_3
3,3316,3,3316,3_3316_3
3,3320,3,3320,3_3320_3
3,3322,3,3322,3_3322_3
3,3323,3,3323,3_3323_3
3,3324,3,3324,3_3324_3
3,3327,3,3327,3_3327_3
3,3328,3,3328,3_3328_3
3,3333,3,3333,3_3333_3
3,3334,3,3334,3_3334_3
3,3336,3,3336,3_3336_3
3,3345,3,3345,3_3345_3
3,3347,3,3347,3_3347_3
3,3348,3,3348,3_3348_3
3,3349,3,3349,3_3349_3
3,3353,3,3353,3_3353_3
3,3359,3,3359,3_3359_3
3,3362,3,3362,3_3362_3
3,3364,3,3364,3_3364_3
3,3365,3,3365,3_3365_3
3,3366,3,3366,3_3366_3
3,3367,3,3367,3_3367_3
3,3368,3,3368,3_3368_3
3,3377,3,3377,3_3377_3
3,3378,3,3378,3_3378_3
3,3384,3,3384,3_3384_3
3,3389,3,3389,3_3389_3
3,3390,3,3390,3_3390_3
3,3391,3,3391,3_3391_3
3,3397,3,3397,3_3397_3
3,3398,3,3398,3_3398_3
3,3399,3,3399,3_3399_3
3,3402,3,3402,3_3402_3
3,3408,3,3408,3_3408_3
3,3410,3,3410,3_3410_3
3,3414,3,3414,3_3414_3
3,3416,3,3416,3_3416_3
3,3417,3,3417,3_3417_3
3,3421,3,3421,3_3421_3
3,3426,3,3426,3_3426_3
3,3430,3,3430,3_3430_3
3,3436,3,3436,3_3436_3
3,3442,3,3442,3_3442_3
3,3451,3,3451,3_3451_3
3,3452,3,3452,3_3452_3
3,3454,3,3454,3_3454_3
3,3457,3,3457,3_3457_3
3,3458,3,3458,3_3458_3
3,3460,3,3460,3_3460_3
3,3470,3,3470,3_3470_3
3,3472,3,3472,3_3472_3
3,3482,3,3482,3_3482_3
3,3486,3,3486,3_3486_3
3,3488,3,3488,3_3488_3
3,3498,3,3498,3_3498_3
3,3499,3,3499,3_3499_3
3,3502,3,3502,3_3502_3
3,3507,3,3507,3_3507_3
3,3510,3,3510,3_3510_3
3,3512,3,3512,3_3512_3
3,3515,3,3515,3_3515_3
3,3520,3,3520,3_3520_3
3,3521,3,3521,3_3521_3
3,3528,3,3528,3_3528_3
3,3529,3,3529,3_3529_3
3,3537,3,3537,3_3537_3
3,3545,3,3545,3_3545_3
3,3548,3,3548,3_3548_3
3,3552,3,3552,3_3552_3
3,3553,3,3553,3_3553_3
3,3555,3,3555,3_3555_3
3,3557,3,3557,3_3557_3
3,3561,3,3561,3_3561_3
3,3564,3,3564,3_3564_3
3,3574,3,3574,3_3574_3
3,3577,3,3577,3_3577_3
3,3578,3,3578,3_3578_3
3,3586,3,3586,3_3586_3
3,3591,3,3591,3_3591_3
3,3607,3,3607,3_3607_3
3,3609,3,3609,3_3609_3
3,3614,3,3614,3_3614_3
3,3615,3,3615,3_3615_3
3,3624,3,3624,3_3624_3
3,3627,3,3627,3_3627_3
3,3632,3,3632,3_3632_3
3,3633,3,3633,3_3633_3
3,3634,3,3634,3_3634_3
3,3649,3,3649,3_3649_3
3,3650,3,3650,3_3650_3
3,3653,3,3653,3_3653_3
3,3659,3,3659,3_3659_3
3,3667,3,3667,3_3667_3
3,3677,3,3677,3_3677_3
3,3679,3,3679,3_3679_3
3,3682,3,3682,3_3682_3
3,3686,3,3686,3_3686_3
3,3689,3,3689,3_3689_3
3,3692,3,3692,3_3692_3
3,3697,3,3697,3_3697_3
3,3701,3,3701,3_3701_3
3,3702,3,3702,3_3702_3
3,3704,3,3704,3_3704_3
3,3706,3,3706,3_3706_3
3,3708,3,3708,3_3708_3
3,3710,3,3710,3_3710_3
3,3714,3,3714,3_3714_3
3,3715,3,3715,3_3715_3
3,3719,3,3719,3_3719_3
3,3725,3,3725,3_3725_3
3,3733,3,3733,3_3733_3
3,3735,3,3735,3_3735_3
3,3744,3,3744,3_3744_3
3,3745,3,3745,3_3745_3
3,3750,3,3750,3_3750_3
3,3751,3,3751,3_3751_3
3,3752,3,3752,3_3752_3
3,3755,3,3755,3_3755_3
3,3758,3,3758,3_3758_3
3,3776,3,3776,3_3776_3
3,3777,3,3777,3_3777_3
3,3785,3,3785,3_3785_3
3,3786,3,3786,3_3786_3
3,3788,3,3788,3_3788_3
3,3790,3,3790,3_3790_3
3,3791,3,3791,3_3791_3
3,3795,3,3795,3_3795_3
3,3796,3,3796,3_3796_3
3,3801,3,3801,3_3801_3
3,3819,3,3819,3_3819_3
3,3821,3,3821,3_3821_3
3,3824,3,3824,3_3824_3
3,3830,3,3830,3_3830_3
3,3842,3,3842,3_3842_3
3,3856,3,3856,3_3856_3
3,3859,3,3859,3_3859_3
3,3864,3,3864,3_3864_3
3,3865,3,3865,3_3865_3
3,3874,3,3874,3_3874_3
3,3876,3,3876,3_3876_3
3,3878,3,3878,3_3878_3
3,3883,3,3883,3_3883_3
3,3886,3,3886,3_3886_3
3,3896,3,3896,3_3896_3
3,3897,3,3897,3_3897_3
3,3908,3,3908,3_3908_3
3,3915,3,3915,3_3915_3
3,3916,3,3916,3_3916_3
3,3924,3,3924,3_3924_3
3,3927,3,3927,3_3927_3
3,3990,3,3990,3_3990_3
3,3932,3,3932,3_3932_3
3,3936,3,3936,3_3936_3
3,3942,3,3942,3_3942_3
3,3951,3,3951,3_3951_3
3,3956,3,3956,3_3956_3
3,3957,3,3957,3_3957_3
3,3959,3,3959,3_3959_3
3,3972,3,3972,3_3972_3
3,3974,3,3974,3_3974_3
3,3982,3,3982,3_3982_3
3,3991,3,3991,3_3991_3
3,3993,3,3993,3_3993_3
3,4004,3,4004,3_4004_3
3,4005,3,4005,3_4005_3
3,4007,3,4007,3_4007_3
3,4013,3,4013,3_4013_3
3,4016,3,4016,3_4016_3
3,4017,3,4017,3_4017_3
3,4019,3,4019,3_4019_3
3,4021,3,4021,3_4021_3
3,4023,3,4023,3_4023_3
3,4026,3,4026,3_4026_3
3,4032,3,4032,3_4032_3
3,4037,3,4037,3_4037_3
3,4041,3,4041,3_4041_3
3,4048,3,4048,3_4048_3
3,4049,3,4049,3_4049_3
3,4052,3,4052,3_4052_3
3,4055,3,4055,3_4055_3
3,4062,3,4062,3_4062_3
3,4063,3,4063,3_4063_3
3,4066,3,4066,3_4066_3
3,4073,3,4073,3_4073_3
3,4078,3,4078,3_4078_3
3,4079,3,4079,3_4079_3
3,4082,3,4082,3_4082_3
3,4096,3,4096,3_4096_3
3,4097,3,4097,3_4097_3
3,4100,3,4100,3_4100_3
3,4102,3,4102,3_4102_3
3,4106,3,4106,3_4106_3
3,4111,3,4111,3_4111_3
3,4113,3,4113,3_4113_3
3,4115,3,4115,3_4115_3
3,4124,3,4124,3_4124_3
3,4126,3,4126,3_4126_3
3,4131,3,4131,3_4131_3
3,4133,3,4133,3_4133_3
3,4134,3,4134,3_4134_3
3,4135,3,4135,3_4135_3
3,4136,3,4136,3_4136_3
3,4140,3,4140,3_4140_3
3,4144,3,4144,3_4144_3
3,4145,3,4145,3_4145_3
3,4147,3,4147,3_4147_3
3,4148,3,4148,3_4148_3
3,4157,3,4157,3_4157_3
3,4159,3,4159,3_4159_3
3,4162,3,4162,3_4162_3
3,4170,3,4170,3_4170_3
3,4184,3,4184,3_4184_3
3,4185,3,4185,3_4185_3
3,4193,3,4193,3_4193_3
3,4206,3,4206,3_4206_3
3,4207,3,4207,3_4207_3
3,4211,3,4211,3_4211_3
3,4219,3,4219,3_4219_3
3,4221,3,4221,3_4221_3
3,4226,3,4226,3_4226_3
3,4229,3,4229,3_4229_3
3,4231,3,4231,3_4231_3
